FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"En conséquence, il prit son violon, et joua un nouvel air.",ALORS PRENDRE VIOLON JOUER,,,,and took his fiddle and again played in the forest.,36,,
"Il n'y avait pas longtemps qu'il jouait, lorsqu'un renard arriva en tapinois à travers les arbres.",JOUER VIOLON RENARD ARBRES DERRIERE MARCHER DOUCEMENT,,,,It was not long before a fox came creeping through the trees towards him.,37,,
"Ah! voilà un renard, se dit le musicien,",AH ! VOILA RENARD !,,,,"Ah, there's a fox coming! said the musician.",38,,
ce n'est pas là le compagnon que je désire.,COMPAGNON LUI PAS VOULOIR,,,,I have no desire for him.,39,,
"Le renard s'approcha, et lui dit:",RENARD APPROCHER DIRE,,,,"The fox came up to him and said,",40,,
"Eh! cher musicien, que tu joues bien!",EH ! MUSICIEN TOI BIEN JOUER !,,,,"Oh, dear musician, how beautifully thou dost play!",41,,
Je voudrais bien apprendre ton art.,MOI VOULOIR APPRENDRE TON ART ?,,,,I should like to learn that too.,42,,
"La chose est facile, répondit le musicien,",FACIL MUSICIEN REPONDRE,,,,"That is soon learnt, said the musician.",43,,
il suffit pour cela que tu fasses exactement tout ce que je te dirai.,COPIER MOI ECOUTER MOI DIRE,,,,Thou hast only to do everything that I bid thee.,44,,
"Oh! cher musicien, reprit le renard,",RENARD DIRE OH ! MUSICIEN !,,,,"Oh, musician, then said the fox,",45,,
"je te promets de t'obéir, comme un écolier obéit à son maître.",PROMETTRE OBEIR TOI COMME ECOLIER OBEIR SON MAITRE,,,,I will obey thee as a scholar obeys his master.,46,,
"Suis-moi, dit le ménétrier.",SUIVRE MOI,,,,"Follow me, said the musician;",47,,
"Quand ils eurent marché pendant quelques minutes, ils arrivèrent à un sentier",MARCHER ENSEMBLE ARRIVER SENTIER,,,,"and when they had walked a part of the way, they came to a footpath,",48,,
bordé des deux côtés par de hauts arbustes.,CHAQUE COTES HAUT ARBUSTE ,,,,with high bushes on both sides of it.,49,,
"En cet endroit, le musicien s'arrêta,",CET ENDROIT MUSICIEN ARRETER,,,,"There the musician stood still,",50,,
"saisit d'un côté du chemin un noisetier qu'il inclina contre terre,",CHEMIN COTE PRENDRE ARBRE NOISETTE INCLINER SOL,,,,"and from one side bent a young hazel-bush down to the ground,",51,,
mit le pied sur sa cime;,BRANCHE PIED METTRE,,,,"and put his foot on the top of it,",52,,
"puis de l'autre côté, il en fit de même avec un autre arbrisseau;",AUTRE COTE PAREIL AUTRE PETIT ARBRE,,,,"then he bent down a young tree from the other side as well,",53,,
"après quoi, s'adressant au renard:",MUSICIEN DIRE RENARD ,,,,"and said,",54,,
"Maintenant, camarade, s'il est vrai que tu veuilles apprendre quelque chose, avance ta patte gauche.",MAINTENANT TOI VOULOIR APPRENDRE QUELQUE CHOSE PATTE GAUCHE AVANCER,,,,"Now little fox, if thou wilt learn something, give me thy left front paw.",55,,
"Le renard obéit, et le musicien lui lia la patte à l'arbre de gauche.",RENARD OBEIR PATTE GAUCHE AVANCER MUSICIEN PATTE GAUCHE ARBRE LIER,,,,"The fox obeyed, and the musician fastened his paw to the left bough.",56,,
"Renard, mon ami, lui dit-il ensuite, avance maintenant ta patte droite.",MUSICIEN DIRE RENARD AMI MON PATTE DROITE AVANCER,,,,"Little fox, said he, now reach me thy right paw and he tied it to the right bough.",57,,
"L'animal ne se le fit pas dire deux fois, et le ménétrier lui lia cette patte à l'arbre de droite.",ANIMAL ECOUTER PATTE DROITER AVANCER MUSICIEN PATTE DROITE LIER,,,,"When he had examined whether they were firm enough,",58,,
"Cela fait, il lâcha ",FINIR MUSICIEN LACHER ARBRES,,,,"he let go,",59,,
"les deux arbustes qui se redressèrent soudain,",ARBRES REDRESSER,,,,"and the bushes sprang up again,",60,,
emportant avec eux dans l'air le renard,RENARD ATTACHER ARBRE ,,,,"and jerked up the little fox,",61,,
qui resta suspendu et se débattit vainement.,SUSPENDRE ESSAYER DEBATTRE ABANDONNER,,,,so that it hung struggling in the air.,62,,
"Attends-moi jusqu'à ce que je revienne, dit le musicien.",MUSICIEN DIRE ATTENDRE MOI REVENIR,,,,"Wait there till I come back again, said the musician,",63,,
Et il continua sa route.,MUSICIEN CHEMIN MARCHER,,,,and went his way.,64,,
"A nouveau, il se fait à lui même :",ENCORE PENSER,,,,"Again he said to himself,",65,,
Le temps me semble long dans cette forêt;,TEMPS LONG ICI,,,,"Time is beginning to pass heavily with me here in the forest,",66,,
il faut que je tâche de me procurer un autre compagnon.,ESSAYER TROUVER AUTRE COMPAGNON,,,,"I will fetch hither another companion,",67,,
"En conséquence, il prit son violon,",ALORS PRENDRE VIOLON,,,,"so he took his fiddle,",68,,
et les accords qu'il en tira retentirent à travers le bois.,JOUER VIOLON BOIS AIR DISPERSER,,,,and the sound echoed through the forest.,69,,
"Alors arriva, à bonds légers, un levraut.",LIEVRE ARRIVER BONDIR DOUCEMENT,,,,Then a little hare came springing towards him.,70,,
"Ah! voilà un levraut, se dit le musicien.",MUSICIEN DIRE AH ! VOILA LIEVRE !,,,,"Why, a hare is coming, said the musician, ",71,,
Ce n'est pas là le compagnon que je désire.,COMPAGNON LUI PAS VOULOIR,,,,I do not want him.,72,,
"Eh! cher musicien, dit le levraut,",EH ! MUSICIEN !,,,,"Ah, dear musician, said the hare,",73,,
que tu joues bien!,JOUER BIEN,,,,how beautifully thou dost fiddle;,74,,
je voudrais bien apprendre ton art.,MOI VOULOIR APPRENDRE TON ART ?,,,,"I too, should like to learn that.",75,,
"La chose est facile, répondit le ménétrier,",FACIL MUSICIEN REPONDRE,,,,"That is soon learnt, said the musician,",76,,
il suffit pour cela que tu fasses exactement tout ce que je te dirai.,COPIER MOI ECOUTER MOI DIRE,,,,thou hast only to do everything that I bid thee.,77,,
"Oh! cher musicien, reprit le levraut,",LIEVRE DIRE OH ! MUSICIEN !,,,,"Oh, musician, replied the little hare,",78,,
je te promets de t'obéir comme un écolier obéit à son maître.,PROMETTRE OBEIR TOI COMME ECOLIER OBEIR SON MAITRE,,,,I will obey thee as a scholar obeys his master.,79,,
"Ils cheminèrent quelque temps ensemble, puis ils arrivèrent à un endroit moins sombre du bois",MARCHER ENSEMBLE ARRIVER BOIS LUMINEUX,,,,"They went a part of the way together until they came to an open space in the forest,",80,,
où se trouvait un peuplier.,PEUPLIER ICI,,,,where stood an aspen tree.,81,,
Le musicien attacha au cou du levraut une longue corde,MUSICIEN CORDE ATTACHER COU LIEVRE,,,,"The musician tied a long string round the little hare's neck,",82,,
qu'il noua au peuplier par l'autre bout.,ATTACHER CORDE PEUPLIER,,,,the other end of which he fastened to the tree.,83,,
"Maintenant alerte! ami levraut,",MUSICIEN DIRE MAINTENANT ALERTE ! AMI LIEVRE,,,,"Now briskly, little hare,",84,,
fais-moi vingt fois en sautant le tour de l'arbre.,ARBRE SAUTER AUTOUR 20 FOIS,,,,"run twenty times round the tree! cried the musician,",85,,
"Le levraut obéit; et quand il eut fait vingt fois le tour commandé,",LIEVRE OBEIR FINIR 20 FOIS SAUTER ARBRE AUTOUR,,,,"and the little hare obeyed, and when it had run round twenty times,",86,,
"la corde était enroulée vingt fois autour de l'arbre,",ARBRE CORDE ENROULE 20 FOIS,,,,"it had twisted the string twenty times round the trunk of the tree,",87,,
"si bien que le levraut se trouva captif,",LIEVRE BLOQUER,,,,"and the little hare was caught,",88,,
"et il eut beau tirer de toutes ses forces,",LIEVRE ESSAYER TIRER FORT,,,,"and let it pull and tug as it liked,",89,,
il ne réussit qu'à se meurtrir le cou avec la corde.,LIEVRE BLESSER CORDE COU,,,,it only made the string cut into its tender neck.,90,,
"Attends-moi jusqu'à ce que je revienne, dit le musicien. Et il poursuivit sa route.",MUSICIEN DIRE ATTENDRE MOI REVENIR MUSICIEN CHEMIN MARCHER,,,,"Wait there till I come back, said the musician, and went onwards.",91,,
"Cependant à force de tirer, de s'agiter, de mordre la pierre et de travailler en tous sens, le loup avait fini par rendre la liberté à ses pattes",MAIS PATTES AVANT LOUP TIRER MORDRE BOUGER TOUT SENS LIBERER PATTES LOUP,,,,"The wolf, in the meantime, had pushed and pulled and bitten at the stone, and had worked so long that he had set his feet at liberty",92,,
en les retirant de la fente.,PATTES RETIER FENTE,,,,and had drawn them once more out of the cleft.,93,,
"Plein de colère et de rage,",COLERE ENERVER,,,,Full of anger and rage ,94,,
il se mit à la poursuite du musicien,LOUP POURSUIVRE MUSICIEN,,,,he hurried after the musician,95,,
qu'il se promettait de mettre en pièces.,PROMETTRE MOI COUPER MORCEAU,,,,and wanted to tear him to pieces.,96,,
"Lorsque le renard l'aperçut qui arrivait au galop,",RENARD APPECEVOIR LOUP GALOP ARRIVER,,,,"When the fox saw him running, ",97,,
il se prit à gémir,RENARD GEMIR,,,,"he began to lament,",98,,
et à crier de toutes ses forces:,CRIER FORT,,,,"and cried with all his might,",99,,
"Frère loup, viens à mon secours!",LOUP SECOURIR MOI,,,,"Brother wolf, come to my help,",100,,
le musicien m'a trompé.,MUSICIEN PIEGER MOI,,,,the musician has betrayed me!,101,,
"Le loup inclina les deux arbustes,",ARBUSTES LOUP INCLINER,,,,"The wolf drew down the little tree,",102,,
"rompit les cordes d'un coup de dent, et rendit la liberté au renard",DENTS LOUP COUPER CORDE LIBRE RENARD,,,,"bit the cord in two, and freed the fox,",103,,
"qui le suivit, impatient aussi de se venger du musicien.",RENARD SUIVRE LOUP VENGER MUSICIEN,,,,who went with him to take revenge on the musician.,104,,
"Ils rencontrèrent bientôt le pauvre levraut,",BIENTÔT RENCONTRER PAUVRE LIEVRE,,,,"They found the tied-up hare,",105,,
"qu'ils délivrèrent également,",LIBRER AUSSI,,,,"whom likewise they delivered,",106,,
et tous les trois se mirent à la poursuite de l'ennemi commun.,TROIS POURSUIVRE MEME ENNEMI,,,,and then they all sought the enemy together.,107,,
"Or, en continuant son chemin, le ménétrier avait une quatrième fois joué de son violon merveilleux;",MAIS CONTINUER MARCHER CHEMIN MUSICIEN JOUER VIOLON 4EME FOIS,,,,"The musician had once more played his fiddle as he went on his way,",108,,
pour le coup il avait mieux réussi.,JOUER VIOLON MIEUX,,,,and this time he had been more fortunate.,109,,
"Les accords de son instrument étaient arrivés jusqu'aux oreilles d'un pauvre bûcheron,",AIR BUCHERON ARRIVER OREILLES,,,,"The sound reached the ears of a poor wood-cutter,",110,,
"qui, séduit par cette douce musique, abandonna sa besogne, et, la hache sous le bras, s'empressa de courir vers l'endroit d'où partaient les sons.",BUCHERON AIMER MUSIQUE ABANDONNER SON TRAVAIL HACHE TOMBER BRAS SUIVRE COURIR AIR MUSIQUE,,,,"who instantly, whether he would or no, gave up his work and came with his hatchet under his arm to listen to the music.",111,,
"Voilà donc enfin le compagnon qu'il me faut! dit le musicien,",MUSICIEN DIRE VOILA COMPAGNON BESOIN,,,,"At last comes the right companion, said the musician,",112,,
car je cherchais un homme et non des bêtes sauvages.,MOI VOULOIR HUMAIN PAS ANIMAL,,,,"for I was seeking a human being, and no wild beast.",113,,
"Puis il se remit à jouer d'une façon si harmonieuse et si magique, que le pauvre homme resta là immobile comme sous l'empire d'un charme,",MUSICIEN JOUER VIOLON MAGNFIQUE MAGIQUE BUCHERON IMMOBILE AIR EMPRISE,,,,"And he began and played so beautifully and delightfully that the poor man stood there as if bewitched,",114,,
et que son coeur déborda de joie.,BUCHERON CŒUR CONTENT,,,,and his heart leaped with gladness.,115,,
"C'est en ce moment qu'arrivèrent le loup, le renard et le levraut.",MEME MOMENT LOUP RENARD LIEVRE ARRIVER,,,,"And as he thus stood, the wolf, the fox, and the hare came up,",116,,
Le bûcheron n'eut pas de peine à remarquer que ses camarades n'avaient pas les meilleures intentions.,BUCHERON VOIR ANIMAUX MAUVAISE INTENTION,,,,and he saw well that they had some evil design.,117,,
"En conséquence, il saisit sa hache brillante et se plaça devant le musicien,",ALORS BUCHERON HACHE PRENDRE DEVANT MUSICIEN,,,,"So he raised his glittering axe and placed himself before the musician,",118,,
"d'un air qui voulait dire: Celui qui en veut au ménétrier fera bien de se tenir sur ses gardes,",MONTRER DEFENDRE MUSICIEN,,,,"as if to say, Whoso wishes to touch him let him beware,",119,,
car il aura affaire à moi.,TOUCHERMUSICIEN D'ABORD COMBATTRE MOI,,,,for he will have to do with me!,120,,
"Aussi la peur s'empara-t-elle des animaux conjurés, qui retournèrent en courant dans la forêt.",ANIMAUX VOIR BUCHERON MECHANT PEUR PARTIR COURIR DANS FORET,,,,Then the beasts were terrified and ran back into the forest.,121,,
"Le musicien témoigna sa reconnaissance au bûcheron en lui jouant encore un air mélodieux, puis il s'éloigna.",MUSICIEN REMERCIER BUCHERON JOUER VIOLON PARTIR ,,,,"The musician, however, played once more to the man out of gratitude, and then went onwards.",122,,
