FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"elle tomba en mélancolie et commença à dépérir, maigrissant et pâlissant toujours plus.",MALHEUREUSE DEPRESSION MAIGRIR PALE PIRE EN PIRE,MELANCOLIE TOMBER COMMENCER DEPERIR MAIGRIR TOUJOURS PLUS PALIR ,['Past']['Past']['Pres']['Pres'],,"she pined away, and grew pale and miserable.",16,,
"En la voyant si bas, son mari s'inquiéta et lui demanda:",SON MARI INQUIETER VOIR SA FEMME MALADE DEMANDER,VOYANT BAS MARI INQUIETER DEMANDA ,,,"Then the man was uneasy, and asked,",17,,
"Mais que t'arrive-t-il donc, ma chère femme?",QU'EST QU'IL SE PASSE ?,T' DONC ARRIVE CHERE FEMME ,['Pres'],,"What is the matter, dear wife?",18,,
"Ah! lui répondit-elle,",AH ! REPONDRE SA FEMME,AH REPONDRE ,['Pres'],,"Oh, answered she,",19,,
je vais mourir si je ne peux pas manger des raiponces du jardin de derrière chez nous!,PAS MANGER RAIPONCE DEVANT MOI MOURIR,PAS PAS RAIPONCES JARDIN ALLER MOURIR POUVOIR MANGER ,['Pres']['Pres'],,I shall die unless I can have some of that rampion to eat that grows in the garden at the back of our house.,20,,
Le mari aimait fort sa femme ,MARI AIMER FORT SA FEMME,FORT MARI FEMME AIMER ,['Imp'],,"The man, who loved her very much,",21,,
et pensa:,PENSER,PENSA ,<unk>,,"thought to himself,",22,,
"Plutôt que de la laisser mourir, je lui apporterai de ces raiponces,",LAISSER MOURIR NON MOI APPORTER FLEURS ELLE,PLUTOT LAISSER MOURIR RAIPONCES APPORTER ,['Past'],,"Rather than lose my wife I will get some rampion,",23,,
quoi qu'il puisse m'en coûter!,MEME SI MOI MOURIR,POUVOIR COUTER ,['Pres'],,cost what it will.,24,,
"Le jour même, après le crépuscule, il escalada le mur du jardin de la sorcière,",MEME JOUR SOLEIL COUCHE MURE ESCALADER CHEZ SORCIERE,MEME JOUR CREPUSCULE MUR JARDIN SORCIERE ESCALADER ,['Pres'],,"So in the twilight he climbed over the wall into the witch's garden,",25,,
"y prit en toute hâte une, pleine main de raiponces qu'il rapporta à son épouse.",VITE VITE ATTRAPER FLEUR APPORTER SA FEMME,HATE PRENDRE PLEINE MAIN RAIPONCES EPOUSE RAPPORTER ,['Pres'],,plucked hastily a handful of rampion and brought it to his wife.,26,,
"La femme s'en prépara immédiatement une salade,",SA FEMME PREPARER SALADE,IMMEDIATEMENT FEMME SALADE PREPARER ,,,"She made a salad of it at once,",27,,
qu'elle mangea avec une grande avidité.,MANGER VITE ,GRANDE AVIDITE MANGER ,['Past'],,and ate of it to her heart's content.,28,,
Mais c'était si bon et cela lui avait tellement plu ,DELICIEUX ADORER,SI BON TELLEMENT PLEUVOIR ,['Imp']['Imp']['Past'],,"But she liked it so much, and it tasted so good,",29,,
"que le lendemain,",DEMAIN,LENDEMAIN ,<unk>,,that the next day ,30,,
"au lieu que son envie fût satisfaite, elle avait triplé.",REPUS NON ENCORE PLUS ENVIE,LIEU ENVIE FUT SATISFAIRE TRIPLER ,['Pres']['Imp']['Past'],,she longed for it thrice as much as she had done before;,31,,
"Et pour la calmer, il fallut absolument que son mari retournât encore une fois dans le jardin.",CALMER ELLE SON MARI OBLIGER RETOURNER JARDIN,CALMER ABSOLUMENT ENCORE MARI RETOURNAT FOIS FALLOIR JARDIN ,['Past'],,if she was to have any rest the man must climb over the wall once more.,32,,
"Au crépuscule, donc, il fit comme la veille,",SOLEIL COUCHE COMME HIER,CREPUSCULE DONC VEILLE FAIRE ,['Past'],,So he went in the twilight again;,33,,
"mais quand il sauta du mur dans le jardin,",MAIS MUR HAUT SAUTER CHEZ SORCIERE,MUR SAUTER JARDIN ,['Pres'],,"and as he was climbing back,",34,,
il se figea d'effroi car la sorcière était devant lui!,FIGER PEUR SORCIERE DEVANT LUI,EFFROI SORCIERE FIGER ,['Pres']['Imp'],,"he saw, all at once, the witch standing before him, and was terribly frightened,",35,,
"Quelle audace de t'introduire dans mon jardin comme un voleur, lui dit-elle avec un regard furibond,",SORCIER DIRE TOI CAPABLE SAUTER CHEZ MOI COMME VOLEUR,T' QUELLE AUDACE INTRODUIRE VOLEUR JARDIN REGARD FURIBOND DIRE ,['Pres'],,"as she cried, with angry eyes, How dare you climb over into my garden like a thief,",36,,
et de venir me voler mes raiponces!,TOI VOLER MES FLEURS !,RAIPONCES VENIR VOLER ,,,and steal my rampion!,37,,
Tu vas voir ce qu'il va t'en coûter!,ATTENTION TOI VOIR ,T' VOIR ALLER COUTER ,['Pres'],,it shall be the worse for you!,38,,
"Oh! supplia-t-il, ne voulez-vous pas user de clémence et préférer miséricorde à justice?",LUI SUPPLIER S'IL VOUS PLAIT LAISSER MOI PARTIR TOI GENTILLE,PAS PAS CLEMENCE VOULOIR USER MISERICORDE JUSTICE PREFERER ,['Pres'],,"Oh, answered he, be merciful rather than just,",39,,
"Si Je l'ai fait, si je me suis décidé à le faire, c'est que j'étais forcé:",MOI FAIRE PAR OBLIGER FORCER,FAIRE DECIDER FAIRE FORCE ETRE ETRE ,['Pres']['Past']['Pres']['Past']['Pres']['Imp'],,I have only done it through necessity;,40,,
"ma femme a vu vos raiponces par notre petite fenêtre,",MA FEMME FENETRE VOIR VOS FLEUR ,FEMME RAIPONCES PETITE FENETRE VOIR ,['Pres']['Past'],,"for my wife saw your rampion out of the window,",41,,
et elle a été prise d'une telle envie d'en manger qu'elle serait morte si elle n'en avait pas eu.,ELLE ENVIE FORT MANGER SI PAS AVOIR ELLE MORTE ,PAS PAS PRISE TELLE ENVIE MANGER MOURIR AVOIR ,['Pres']['Past']['Pres']['Past']['Imp']['Past'],,and became possessed with so great a longing that she would have died if she could not have had some to eat.,42,,
La sorcière fit taire sa fureur et lui dit:,SORCIERE ENERVER ARRETER DIRE,SORCIERE FIT FUREUR TAIRE DIRE ,['Pres'],,"Then the witch said,",43,,
"Si c'est comme tu le prétends, je veux bien te permettre d'emporter autant de raiponces que tu voudras,",SI DIRE MOI VRAI ALORS MOI LAISSER PRENDRE PLUSIEURS,PRETENDS BIEN AUTANT TU RAIPONCES VOUDRAS VOULOIR PERMETTRE EMPORTER ,['Pres']['Imp'],,"If it is all as you say you may have as much rampion as you like,",44,,
mais à une condition:,MAIS CONDITION,CONDITION ,<unk>,,on one condition,45,,
c'est que tu me donnes l'enfant que ta femme va mettre au monde.,GROSSESSE NAITRE BEBE DONNER MOI,PAS ENFANT FEMME MONDE ETRE DONNER ALLER METTRE ,['Pres']['Past']['Pres'],,the child that will come into the world must be given to me.,46,,
Tout ira bien pour lui,PROMETTRE,TOUT BIEN ALLER ,['Fut'],,"It shall go well with the child,",47,,
et j'en prendrai soin comme une mère.,S'OCCUPER LUI COMME MERE,SOIN MERE PRENDRE ,['Fut'],,and I will care for it like a mother.,48,,
"Le mari, dans sa terreur, accepta tout sans discuter.",MARI PEUR OUI OUI ACCEPTER ,MARI TERREUR TOUT ACCEPTA DISCUTER ,,,In his distress of mind the man promised everything;,49,,
"Et quelques semaines plus tard, quand sa femme accoucha,",TEMPS APRES SA FEMME ACCOUCHER,PLUS TARD SEMAINES FEMME ACCOUCHA ,<unk>,,"and when the time came when the child was born the witch appeared,",50,,
"la sorcière arriva aussitôt, donna à l'enfant le nom de Raiponce",SORCIERE ARRIVER BEBE ELLE NOMMER RAIPONCE ,AUSSITOT SORCIERE ARRIVER ENFANT NOM RAIPONCE DONNER ,['Pres']['Past'],,"and, giving the child the name of Rapunzel",51,,
et l'emporta avec elle.,BEBE PRENDRE,EMPORTA ,<unk>,,she took it away with her.,52,,
"Raiponce était une fillette, et la plus belle qui fut sous le soleil.",RAIPONCE FILLE BELLE SOLEIL ELLE MAGNFIQUE ,RAIPONCE FILLETTE PLUS BELLE SOLEIL ,['Imp']['Past'],,Rapunzel was the most beautiful child in the world.,53,,
"Lorsqu'elle eut ses douze ans, la sorcière l'enferma dans une tour qui se dressait,",MOMENT 12 ANS SORCIERE TOUR IMMENSE ENFERMER ELLE ,ANS AVOIR SORCIERE ENFERMA TOUR DRESSER ,['Past']['Imp'],,"When she was twelve years old the witch shut her up in a tower in the midst of a wood,",54,,
"sans escalier ni porte, au milieu d'une forêt.","TOUR AUCUN ESCALIER PORTE OU, MILIEU FORET",ESCALIER PORTE MILIEU FORET ,['Pres'],,"and it had neither steps nor door,",55,,
"Et comme la tour n'avait pas d'autre ouverture qu'une minuscule fenêtre tout en haut, quand la sorcière voulait y entrer, elle appelait sous la fenêtre et criait:",TOUR IMMENSE PETITE FENETRE SORCIRE BAS TOUR CRIER,PAS PAS TOUT TOUR AUTRE OUVERTURE MINUSCULE HAUT AVOIR SORCIERE VOULOIR ENTRER FENETRE APPELER CRIER ,['Imp']['Imp']['Imp']['Imp'],,"only a small window above. When the witch wished to be let in, she would stand below and would cry,",56,,
"Raiponce, Raiponce,",RAIPONCE RAIPONCE,RAIPONCE RAIPONCE ,<unk>,,"Rapunzel, Rapunzel!",57,,
Descends-moi tes cheveux.,TES CHEVEUX DESCENDRE ,DESCENDS TES CHEVEUX ,<unk>,,Let down your hair!,58,,
Raiponce avait de longs et merveilleux cheveux qu'on eût dits de fils d'or.,RAIPONCE CHEVEUX LONG MERVEILLEUX COMME OR,RAIPONCE LONGS MERVEILLEUX CHEVEUX FILS OR DIRE ,['Imp']['Pres'],,Rapunzel had beautiful long hair that shone like gold.,59,,
"En entendant la voix de la sorcière, elle défaisait sa coiffure,",RAPONCE ENTENDRE SORCIERE CRIER DEFAIRE CHEVEUX,VOIX SORCIERE ENTENDRE COIFFURE DEFAIRE ,['Pres']['Imp'],,"When she heard the voice of the witch she would undo the fastening of the upper window,",60,,
attachait le haut de ses nattes à un crochet de la fenêtre,FENETRE CROCHET CHEVEUX ATTACHER,HAUT NATTES CROCHET FENETRE ATTACHER ,['Imp'],,"unbind the plaits of her hair,",61,,
"et les laissait se dérouler jusqu'en bas, à vingt aunes au-dessous,",CHEVEUX DEROULER TOUR EN BAS,BAS LAISSER DEROULER VINGT AUNES - DESSOUS ,['Imp'],,"and let it down twenty ells below,",62,,
si bien que la sorcière pouvait se hisser et entrer.,SOECIERE GRIMPER CHEVEUX HAUT TOUR ENTRER,BIEN SORCIERE POUVOIR HISSER ENTRER ,['Imp'],,and the witch would climb up by it.,63,,
"Quelques années plus tard,",ANNEE APRES,PLUS TARD ANNEES ,<unk>,,After they had lived thus a few years,64,,
il advint qu'un fils de roi qui chevauchait dans la forêt passa près de la tour,FILS ROI CHEVAUCHER DANS FORET PASSER PRES TOUR,PRES FILS ROI FORET TOUR ADVENIR CHEVAUCHER PASSER ,['Pres']['Imp']['Pres'],,"it happened that as the King's son was riding through the wood, he came to the tower;",65,,
et entendit un chant si adorable qu'il s'arrêta pour écouter.,CHANT ENTENDRE ARRETER ECOUTER,CHANT ADORABLE ENTENDRE ARRETER ECOUTER ,['Past']['Pres'],,and as he drew near he heard a voice singing so sweetly that he stood still and listened.,66,,
C'était Raiponce qui se distrayait de sa solitude en laissant filer sa délicieuse voix.,RAIPONCE S'ENNUYER ALORS CHANTER,RAIPONCE SOLITUDE DELICIEUSE VOIX DISTRAIRE LAISSER FILER ,['Imp']['Imp']['Pres'],,It was Rapunzel in her loneliness trying to pass away the time with sweet songs.,67,,
"Le fils de roi, qui voulait monter vers elle,",TOUR LUI FILS ROI VOULOIR ENTRER COMMENT ?,FILS ROI VOULOIR MONTER ,['Imp'],,"The King's son wished to go in to her,",68,,
chercha la porte de la tour et n'en trouva point.,TOUR AUTOUR CHERCHER PORTE,PORTE TOUR CHERCHER PAS TROUVA POINT ,,,"and sought to find a door in the tower, but there was none.",69,,
Il tourna bride et rentra chez lui;,IMPOSSIBLE TROUVER LUI ABANDONNER RENTRER SA MAISON,BRIDE TOURNER RENTRER ,['Pres']['Fut'],,"So he rode home,",70,,
"mais le chant l'avait si fort bouleversé et ému dans son coeur,",RAPPELER CHANT ENTENDRE DONNER MOI EMOTION,SI FORT CHANT AVOIR BOULEVERSER COEUR EMOUVOIR ,['Imp']['Past']['Past'],,"but the song had entered into his heart,",71,,
qu'il ne pouvait plus laisser passer un jour sans chevaucher dans la forêt pour revenir à la tour et écouter.,TOUS LES JOUR CHEVAUCHER DANS FORET ESSAYER ENTENDRE ENCORE,PAS PLUS JOUR FORET TOUR POUVOIR LAISSER PASSER CHEVAUCHER REVENIR ECOUTER ,['Imp'],,and every day he went into the wood and listened to it.,72,,
"Il était là, un jour, caché derrière un arbre,",JOUR LUI LA ARBRE DERRIERE CACHER,LA JOUR ARBRE CACHER ,['Imp']['Past'],,"Once, as he was standing there under a tree,",73,,
quand il vit arriver une sorcière qu'il entendit appeler sous la fenêtre:,CACHER VOIR SORCIERE CRIER ,SORCIERE FENETRE VOIR ARRIVER ENTENDRE APPELER ,['Pres']['Pres'],,"he saw the witch come up, and listened while she called out,",74,,
"Raiponce, Raiponce,",RAIPONCE RAIPONCE,RAIPONCE RAIPONCE ,<unk>,,"O Rapunzel, Rapunzel!",75,,
Descends-moi tes cheveux.,TES CHEVEUX DESCENDRE ,DESCENDS TES CHEVEUX ,<unk>,,Let down your hair.,76,,
Alors Raiponce laissa se dérouler ses nattes,CHEVEUX DEROULER TOUR EN BAS,ALORS RAIPONCE LAISSA NATTES DEROULER ,,,"Then he saw how Rapunzel let down her long tresses,",77,,
et la sorcière grimpa.,SORCIER GRIMPER,SORCIERE GRIMPA ,<unk>,,"and how the witch climbed up by it and went in to her,",78,,
"Si c'est là l'escalier par lequel on monte, je veux aussi tenter ma chance, se dit-il.",FILS ROI PENSER CA METHODE MONTER MOI FAIRE PAREIL,LA ESCALIER MONTE AUSSI CHANCE VOULOIR TENTER DIRE ,['Pres']['Pres']['Pres']['Pres'],,"and he said to himself, Since that is the ladder I will climb it, and seek my fortune.",79,,
"Et le lendemain, quand il commença à faire sombre,",DEMAIN SOMBRE,LENDEMAIN SOMBRE COMMENCER FAIRE ,['Past'],,"And the next day, as soon as it began to grow dusk,",80,,
il alla au pied de la tour et appela:,MARCHER TOUR CRIER,PIED TOUR ALLER APPELA ,['Past'],,"he went to the tower and cried,",81,,
"Raiponce, Raiponce,",RAIPONCE RAIPONCE,RAIPONCE RAIPONCE ,<unk>,,"O Rapunzel, Rapunzel!",82,,
Descends-moi tes cheveux.,TES CHEVEUX DESCENDRE ,DESCENDS TES CHEVEUX ,<unk>,,Let down your hair.,83,,
Les nattes se déroulèrent aussitôt et le fils de roi monta.,CHEVEUX DEROULER TOUR EN BAS DE SUITE ROI GRIMPER,DEROULERENT AUSSITOT NATTES FILS MONTA ,<unk>,,"And she let down her hair, and the King's son climbed up by it.",84,,
"Sur le premier moment, Raiponce fut très épouvantée en voyant qu'un homme était entré chez elle,",D'ABORD RAIPONCE CHOQUER VOIR HOMME ENTRE CHEZ ELLE,PREMIER MOMENT TRES VOYANT RAIPONCE HOMME EPOUVANTER ENTRER ,['Past']['Past']['Imp']['Past'],,"Rapunzel was greatly terrified when she saw that a man had come in to her,",85,,
un homme comme elle n'en avait jamais vu;,HOMME LUI JAMAIS VU,PAS PAS HOMME VOIR ,['Imp']['Past'],,for she had never seen one before;,86,,
mais il se mit à lui parler gentiment,LUI PARLER GENTIMENT,GENTIMENT METTRE PARLER ,['Past'],,"but the King's son began speaking so kindly to her,",87,,
"et à lui raconter combien son coeur avait été touché quand il l'avait entendue chanter,",LUI RACONTER SON CHANT TOUCHER CŒUR ,COMBIEN COEUR RACONTER TOUCHER ENTENDRE CHANTER ,['Imp']['Past']['Past']['Imp']['Past'],,"and told how her singing had entered into his heart,",88,,
et qu'il n'avait plus eu de repos tant qu'il ne l'eût vue en personne.,PAS DORMIR MOI VOULOIR RENCONTRER TOI,PAS PLUS TANT PAS REPOS VUE PERSONNE AVOIR ,['Imp']['Past'],,so that he could have no peace until he had seen her herself.,89,,
"Alors Raiponce perdit son effroi,",RAIPONCE CALME,ALORS RAIPONCE EFFROI PERDRE ,['Past'],,"Then Rapunzel forgot her terror,",90,,
"et quand il lui demanda si elle voulait de lui comme mari,",LUI DEMANDER TOI VOULOIR MARIER ENSEMBLE,MARI DEMANDER VOULOIR ,['Imp'],,"and when he asked her to take him for her husband,",91,,
"voyant qu'il était jeune et beau,",ELLE VOIR LUI BEAU JEUNE,VOYANT JEUNE BEAU ,['Imp'],,"and she saw that he was young and beautiful,",92,,
"elle pensa: Celui-ci m'aimera sûrement mieux que ma vieille mère-marraine, la Taufpatin,",PENSER PEUT ETRE LUI AIMER MOI PLUS QUE MA MERE MARRAINE,PENSER SUREMENT MIEUX CELUI VIEILLE MERE - MARRAINE AIMER TAUFPATIN ,['Pres']['Fut'],,"she thought to herself, I certainly like him much better than old mother Gothel,",93,,
"et elle répondit qu'elle le voulait bien, en mettant sa main dans la sienne.",ELLE REPONDRE OUI ACCEPTER MAIN DANS MAIN,BIEN REPONDRE VOULOIR MAIN SIENNE METTRE ,['Past']['Imp']['Pres'],,and she put her hand into his hand.,94,,
"Elle ajouta aussitôt: Je voudrais bien partir avec toi,",TOUS LES DEUX PARTIR ENSEMBLE?,AUSSITOT AJOUTA BIEN TOI VOULOIR PARTIR ,['Pres'],,"She said: I would willingly go with thee,",95,,
mais je ne saurais pas comment descendre.,MAIS PAS SAVOIR COMMENT DESCENDRE,PAS PAS COMMENT SAURAIS DESCENDRE ,,,but I do not know how I shall get out.,96,,
"Si tu viens, alors apporte-moi chaque fois un cordon de soie:",MIEUX QUOI ? QUAND TOI VENIR VOIR MOI M'APPORTER CORDE,TU VIENS ALORS FOIS CORDON SOIE APPORTE ,['Pres'],,"When thou comest, bring each time a silken rope,",97,,
"j'en ferai une échelle,",PETIT A PETIT MOI CRÉER ECHELLE,FERAI ECHELLE ,<unk>,,"and I will make a ladder,",98,,
"et quand elle sera finie, je descendrai",QUAND FINI MOI DESCENDRE,FINIR DESCENDRE ,['Fut']['Past']['Pres'],,"and when it is quite ready I will get down by it out of the tower,",99,,
et tu m'emporteras sur ton cheval.,MONTER DEUX CHEVAL CHEVAUCHER LOIN,CHEVAL TAIRE EMPORTER ,['Past']['Pres'],,and thou shalt take me away on thy horse.,100,,
"Ils convinrent que d'ici là il viendrait la voir tous les soirs,",TOUS LES DEUX D'ACCORD JUSQU’À LA LUI TOUS LES SOIRS VENIR VOIR ELLE,ICI LA TOUS SOIRS CONVENIR VENIR VOIR ,['Pres']['Imp'],,"They agreed that he should come to her every evening, ",101,,
puisque pendant la journée venait la vieille.,JOURNEE PAS POSSIBLE CAR VIEILLE LA,JOURNEE VIEILLE VENIR ,['Imp'],,as the old woman came in the day-time.,102,,
"De tout cela, la sorcière n'eût rien deviné si, un jour, Raiponce ne lui avait dit:",SORCIERE JAMAIS DEVINER SAUF QUAND RAIPONCE DIRE,TOUT PAS SORCIERE DEVINER JOUR PAS RAIPONCE DIRE ,['Past']['Imp']['Past'],,"So the witch knew nothing of all this until once Rapunzel said to her unwittingly, ",103,,
"Dites-moi, mère-marraine, comment se fait-il que vous soyez si lourde à monter, alors que le fils du roi, lui, est en haut en un clin d'oeil?",BIZARRE TOI LOURDE MONTER ALORS QUE FILS ROI MONTER VITE,DITES -MOI MERE - MARRAINE COMMENT LOURDE FAIRE ETRE MONTER ALORS FILS ROI HAUT CLIN OEIL ,['Pres']['Pres']['Pres'],,"Mother Gothel, how is it that you climb up here so slowly, and the King's son is with me in a moment?",104,,
Ah! scélérate! Qu'est-ce que j'entends? s'exclama la sorcière.,SORCIER COLERE DIRE QUOI ?!,AH SCELERATE ENTENDS SORCIERE EXCLAMER ,['Pres']['Pres'],,"O wicked child, cried the witch, what is this I hear!",105,,
"Moi qui croyais t'avoir isolée du monde entier,",MOI PENSER TOI ISOLER,MOI ISOLEE MONDE ENTIER CROIRE ,['Fut'],,"I thought I had hidden thee from all the world,",106,,
et tu m'as pourtant flouée!,TOI PIEGER MOI,POURTANT FLOUEE TAIRE ,['Past'],,and thou hast betrayed me!,107,,
"Dans la fureur de sa colère, elle empoigna les beaux cheveux de Raiponce",SORCIERE COLERE CHEVEUX RAIPONCE ATTRAPER,FUREUR COLERE EMPOIGNA BEAUX CHEVEUX RAIPONCE ,<unk>,,"In her anger she seized Rapunzel by her beautiful hair,",108,,
"et les serra dans sa main gauche en les tournant une fois ou deux,",TOURNER TOURNER,DEUX MAIN GAUCHE FOIS SERRER TOURNER ,['Fut']['Pres'],,"struck her several times with her left hand,",109,,
"attrapa des ciseaux de sa main droite et cric-crac, les belles nattes tombaient par terre.",ATTRAPER CISEAUX COUPER COUPER NATTES TOMBER,ATTRAPA CISEAUX MAIN DROITE CRIC - CRAC TOMBAIENT BELLES NATTES TERRE ,<unk>,,"and then grasping a pair of shears in her right snip, snap the beautiful locks lay on the ground.",110,,
"Mais si impitoyable était sa cruauté, qu'elle s'en alla déposer Raiponce dans une solitude désertique,",SORCIERE MECHANTE PRENDRE RAIPONCE ABANDONNER SEULE,IMPITOYABLE CRUAUTE RAIPONCE SOLITUDE DESERTIQUE ALLER DEPOSER ,['Imp']['Past'],,"And she was so hard-hearted that she took Rapunzel and put her in a waste and desert place,",111,,
où elle l'abandonna à une existence misérable et pleine de détresse.,ABANDONNER ELLE MALHEUREUSE TANT PIS,EXISTENCE MISERABLE ABANDONNER PLEINE DETRESSE ,['Past'],,where she lived in great woe and misery.,112,,
"Ce même jour encore, elle revint attacher solidement les nattes au crochet de la fenêtre, et vers le soir,",SORCIERE REVENIR TOUR FENETRE CROCHET CHEVEUX RAIPONCE ATTACHER ELLE ATTENDRE SOIR,ENCORE MEME JOUR SOLIDEMENT NATTES CROCHET FENETRE REVENIR ATTACHER SOIR ,['Past'],,"The same day on which she took Rapunzel away she went back to the tower in the evening and made fast the severed locks of hair to the window-hasp,",113,,
quand le fils de roi arriva et appela:,FILS ROI ARRIVER CRIER,FILS ROI ARRIVER APPELA ,['Pres'],,"and the King's son came and cried,",114,,
"Raiponce, Raiponce,",RAIPONCE RAIPONCE,RAIPONCE RAIPONCE ,<unk>,,"Rapunzel, Rapunzel!",115,,
Descends-moi tes cheveux.,TES CHEVEUX DESCENDRE ,DESCENDS TES CHEVEUX ,<unk>,,Let down your hair.,116,,
la sorcière laissa se dérouler les nattes jusqu'en bas.,SORCIERE LACHER CHEVEUX DEROULER TOUR EN BAS,SORCIERE LAISSA NATTES BAS DEROULER ,,,"Then she let the hair down, ",117,,
"Le fils de roi y monta,",FILS ROI MONTER,FILS ROI MONTER ,['Past'],,"and the King's son climbed up,",118,,
"mais ce ne fut pas sa bien-aimée Raiponce qu'il trouva en haut,",ARRIVER EN HAUT LUI VOIR RAIPONCE NON,PAS PAS BIEN-AIMEE RAIPONCE HAUT TROUVER ,['Past']['Past'],,but instead of his dearest Rapunzel he found ,119,,
c'était la vieille sorcière qui le fixait d'un regard féroce et empoisonné.,VIEILLE SORCIERE REGARDER LUI MECHAMENT,VIEILLE SORCIERE REGARD FEROCE FIXER EMPOISONNER ,['Imp']['Imp']['Past'],,the witch looking at him with wicked glittering eyes.,120,,
"Ha, ha! ricana-t-elle, tu viens chercher la dame de ton coeur,",SORCIERE RIGOLER TOI VENIR CHERCHER TON AMOUREUSE ?,HA -T TU VIENS DAME TON COEUR CHERCHER ,,,"Aha! cried she, mocking him, you came for your darling,",121,,
mais le bel oiseau n'est plus au nid ,MAIS ELLE DISPARU,PAS PLUS BEL OISEAU NID ETRE ,['Pres'],,"but the sweet bird sits no longer in the nest,",122,,
et ne chante plus:,CHANTER FINI,PAS PAS CHER ,['Pres'],,and sings no more;,123,,
"le chat l'a emporté,",CHAT EMPORTER ELLE,CHAT EMPORTER ,['Pres']['Past'],,"the cat has got her,",124,,
comme il va maintenant te crever les yeux.,MEME TOI MOI CREVER YEUX TOI,MAINTENANT YEUX ALLER CREVER ,['Pres'],,and will scratch out your eyes as well!,125,,
"Pour toi, Raiponce est perdue",FINI RAIPONCE PERDRE DETACHER,RAIPONCE PERDRE ,['Pres']['Past'],,Rapunzel is lost to you; ,126,,
tu ne la verras jamais plus!,JAMAIS VOIR ELLE,PAS PAS PAS VERRAS ,<unk>,,you will see her no more.,127,,
"Déchiré de douleur et affolé de désespoir,",FILS ROI SOUFFRIR PERDU AFFOLER,DECHIRE DOULEUR AFFOLE DESESPOIR ,,,"The King's son was beside himself with grief,",128,,
