FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
et dit: J'attendrai jusqu'à la prochaine source.,FRERE DIRE ALORS ATTENDRE PROCHAIN RUISSEAU,DIRE ATTENDRAI PROCHAINE SOURCE ,['Past'],,and he said he would wait till he came to the next brook.,43,,
"Quand ils arrivèrent à la deuxième source, ",ARRIVER DEUXIEME RUISSEAU,DEUXIEME SOURCE ARRIVER ,['Imp'],,When they came to a second brook ,44,,
Soeurette l'entendit qui disait:,SOEUR ENTENDRE DANS RUISSEAU VOIX DIRE QUOI ?,SOEURETTE ENTENDIT DIRE ,['Imp'],,"the sister heard it say,",45,,
Qui me boit devient loup.,VOIX DIRE PERSONNE BOIRE DEVENIR LOUP,LOUP BOIRE DEVENIR ,['Pres']['Pres'],,"He a wolf will be who drinks of me,",46,,
Qui me boit devient loup.,PERSONNE BOIRE DEVENIR LOUP,LOUP BOIRE DEVENIR ,['Pres']['Pres'],,Who drinks of me a wolf will be!,47,,
"Elle s'écria: Frérot, je t'en prie, ne bois pas",SOEUR CRIER S'IL TE PLAIT BOIRE PAS,ECRIER FREROT PRIE T' PAS PAS BOIRE ,['Past']['Pres']['Pres'],,"Then the sister cried, Pray, dear brother, do not drink,",48,,
sinon tu deviendras un loup,SI BOIRE TOI DEVENIR LOUP,SINON LOUP TAIRE ,['Past'],,"or you will be turned into a wolf,",49,,
et tu me mangeras.,TOI MANGER MOI,TAIRE MANGER ,['Past']['Pres'],,and will eat me up!,50,,
Frérot ne but pas et dit:,FRERE PAS BOIRE DIRE SOEUR,PAS PAS FREROT BOIRE DIRE ,['Pres']['Past'],,"So the brother refrained from drinking,",51,,
"J'attendrai que nous arrivions à une troisième source,",ATTENDRE ARRIVER TROISIEME RUISSEAU,TROISIEME SOURCE ATTENDRE ARRIVER ,['Fut']['Pres'],,"and said, I will wait until we come to the next brook,",52,,
"mais alors je boirai, quoi que tu dises,",MAIS PROCHAINE MOI BOIRE MEME SI TOI REFUSER,ALORS BOIRAI TU DISES ,<unk>,,"and then I must drink, whatever you say;",53,,
car ma soif est trop grande.,TROP SOIF PAS ATTENDRE PLUS,TROP SOIF GRANDE ,['Pres'],,my thirst is so great.,54,,
"Quand ils arrivèrent à la troisième source, Soeurette entendit dans le murmure de l'eau",ARRIVER TROISIEME RUISSEAU SOEUR ENTENDRE DANS RUISSEAU VOIX DIRE QUOI ? ,TROISIEME SOURCE ARRIVER SOEURETTE MURMURE EAU ENTENDRE ,['Imp']['Past'],,"And when they came to the third brook the sister heard how in its rushing it said,",55,,
Qui me boit devient chevreuil.,VOIX DIRE PERSONNE BOIRE DEVENIR CHEVREUIL,CHEVREUIL BOIRE DEVENIR ,['Pres']['Pres'],,"Who drinks of me a fawn will be,",56,,
Qui me boit devient chevreuil.,PERSONNE BOIRE DEVENIR CHEVREUIL,CHEVREUIL BOIRE DEVENIR ,['Pres']['Pres'],,He a fawn will be who drinks of me!,57,,
"Elle dit: Ah! Frérot, je t'en prie, ne bois pas,",SOEUR DIRE S'IL TE PLAIT BOIRE PAS,DIRE AH FREROT PRIE T' PAS PAS BOIRE ,['Pres']['Pres']['Pres'],,"Then the sister said, O my brother, I pray drink not,",58,,
sinon tu deviendras chevreuil et tu partiras loin de moi.,SI TOI BOIRE TOI DEVENIR CHEVREUIL TOI PARTIR LOIN,SINON CHEVREUIL TAIRE TU LOIN PARTIR ,['Past']['Pres'],,"or you will be turned into a fawn, and run away far from me.",59,,
"Mais déjà Frérot s'était agenouillé au bord de la source,",FRERE DÉJÀ RUISSEAU AGENOUILLER,DEJA BORD SOURCE FREROT AGENOUILLER ,['Past']['Imp']['Past'],,But he had already kneeled by the side of the brook ,60,,
déjà il s'était penché sur l'eau et il buvait.,PENCHER BOIRE EAU,DEJA EAU PENCHER BOIRE ,['Imp']['Past']['Imp'],,"and stooped and drunk of the water,",61,,
"Quand les premières gouttes touchèrent ses lèvres,",GOUTTES TOUCHER LEVRE,PREMIERES GOUTTES LEVRES TOUCHER ,['Pres'],,and as the first drops passed his lips ,62,,
il fut transformé en jeune chevreuil.,ENFANT TRANSFORMER CHEVREUIL,JEUNE CHEVREUIL TRANSFORMER ,['Past']['Past'],,he became a fawn.,63,,
Soeurette pleura sur le sort de Frérot,SOEUR PLEURER,SOEURETTE SORT FREROT PLEURER ,['Fut'],,"And the sister wept over her poor lost brother,",64,,
et le petit chevreuil pleura aussi,CHEVREUIL PLEURER AUSSI,AUSSI PETIT CHEVREUIL PLEURER ,['Fut'],,"and the fawn wept also,",65,,
et s'allongea tristement auprès d'elle.,CHEVREUIL ALLONGER A COTE ELLE,TRISTEMENT AUPRES ALLONGEA ,<unk>,,and stayed sadly beside her.,66,,
"Finalement, la petite fille dit:",SOEUR DIRE,FINALEMENT PETITE FILLE DIRE ,['Past'],,"At last the maiden said, ",67,,
"Ne pleure pas cher petit chevreuil, je ne t'abandonnerai jamais.",PLEURE PAS MOI JAMAIS ABANDONNER TOI,PAS PAS CHER PETIT CHEVREUIL PLEURE PAS PAS PAS ABANDONNER ,['Pres']['Fut'],,"Be comforted, dear fawn, indeed I will never leave you.",68,,
"Elle détacha sa jarretière d'or,",DETACHER JARRETIERE OR,JARRETIERE OR DETACHER ,['Pres'],,Then she untied her golden girdle,69,,
"la mit autour du cou du chevreuil,",ATTACHER COU,AUTOUR MIT COU CHEVREUIL ,<unk>,,"and bound it round the fawn's neck,",70,,
cueillit des joncs et en tressa une corde souple.,CUEILLIR FLEUR TRESSER CORDE,CUEILLIT JONCS CORDE SOUPLE TRESSER ,['Pres'],,"and went and gathered rushes to make a soft cord,",71,,
Elle y attacha le petit animal,CORDER ATTACHER ANIMAL,PETIT ANIMAL ATTACHER ,,,which she fastened to him;,72,,
et ils s'enfoncèrent toujours plus avant dans la forêt.,TOUS DEUX FORET MARCHER,TOUJOURS PLUS FORET ENFONCER ,['Pres'],,"and then she led him on, and they went deeper into the forest.",73,,
"Après avoir marché longtemps, longtemps,",MARCHER MARCHER LONGTEMPS,LONGTEMPS MARCHE LONGTEMPS ,,,"And when they had gone a long long way,",74,,
ils arrivèrent à une petite maison.,MAISON ARRIVER,PETITE MAISON ARRIVER ,['Imp'],,"they came at last to a little house,",75,,
La jeune fille regarda par la fenêtre ,FILLE FENETRE REGARDER,JEUNE FILLE FENETRE REGARDER ,['Past'],,"and the maiden looked inside,",76,,
"et, voyant qu'elle était vide,",DEDANS VIDE,VOYANT VIDE ,['Imp'],,and as it was empty ,77,,
elle se dit:  Nous pourrions y habiter.,ELLE PENSER POURQUOI PAS HABITER ICI,DIRE POUVOIR HABITER ,['Pres']['Pres'],,"she thought, We might as well live here.",78,,
Elle ramassa des feuilles et de la mousse et installa une couche bien douce pour le chevreuil.,FILLE RAMASSER FEUILLE MOUSSE INSTALLER COUCHE DOUCE POUR CHEVREUIL,FEUILLES RAMASSER MOUSSE BIEN COUCHE CHEVREUIL INSTALLER DOUCE ,['Pres']['Past']['Pres'],,"And she fetched leaves and moss to make a soft bed for the fawn,",79,,
"Chaque matin, elle faisait cueillette de racines,",TOUS MATIN ELLE CUEILLIR RACINES,MATIN CUEILLETTE RACINES FAIRE ,['Imp'],,and every morning she went out and gathered roots,80,,
de baies et de noisettes pour elle,BAIE NOISETTE POUR ELLE,BAIES NOISETTES ,<unk>,,"and berries and nuts for herself,",81,,
et d'herbe tendre pour le chevreuil.,PLUS HERBE TENDRE POUR CHEVREUIL,HERBE TENDRE CHEVREUIL ,<unk>,,"and fresh grass for the fawn,",82,,
"Il la lui mangeait dans la main, était content",HERBE MAIN CHEVREUIL MANGER MAIN CHEVREUIL CONTENT,MAIN MANGER CONTENT ,['Imp']['Imp'],,"who ate out of her hand with joy,",83,,
et folâtrait autour d'elle.,LUI SAUTILLER AUTOUR FILLE,AUTOUR FOLATRER ,['Imp'],,frolicking round her.,84,,
"Le soir, quand Soeurette était fatiguée",SOIR SOEUR FATIGUER,SOIR SOEURETTE FATIGUER ,['Imp']['Past'],,"At night, when the sister was tired,",85,,
"et avait dit sa prière, elle appuyait sa tête sur le dos du chevreuil",PRIERE FINI CHEVREUIL DOS APPUYER SA TETE,PRIERE DIRE TETE DOS CHEVREUIL APPUYER ,['Imp']['Past']['Imp'],,"and had said her prayers, she laid her head on the fawn's back,",86,,
qui lui servait d’oreiller,COUSSIN,D’ SERVIR OREILLER ,['Imp'],,"which served her for a pillow,",87,,
et s'endormait doucement,ENDORMIR DOUCEMENT,DOUCEMENT ENDORMIR ,['Imp'],,and softly fell asleep.,88,,
Leur existence eût été merveilleuse si Frérot avait eu son apparence humaine!,SI FRERE HUMAIN VIVRE ENCORE MIEUX,EXISTENCE FREROT APPARENCE HUMAINE MERVEILLEUSE AVOIR ,['Past']['Past']['Imp']['Past'],,"And if only the brother could have got back his own shape again, it would have been a charming life.",89,,
"Pendant quelque temps, ils vécurent ainsi dans la solitude.",PERIODE TEMPS TOUS DEUX VIVRE COMME CA,TEMPS AINSI SOLITUDE VIVRE ,['Pres'],,So they lived a long while in the wilderness alone.,90,,
Il arriva que le roi du pays donna une grande chasse dans la forêt.,TEMPS EN TEMPS ROI ORGANISER CHASSE FORET,ROI PAYS GRANDE CHASSE FORET ARRIVER DONNER ,['Pres']['Past'],,Now it happened that the King of that country held a great hunt in the forest.,91,,
"On entendit le son des trompes, la voix des chiens",ENTENDRE TROMPE CHIEN ABOYER,TROMPES ENTENDRE VOIX CHIENS ,['Pres'],,"The blowing of the horns, the barking of the dogs,",92,,
et les joyeux appels des chasseurs à travers les arbres.,ARBRE CHASSEUR CRIE ,JOYEUX APPELS CHASSEURS TRAVERS ARBRES ,<unk>,,"and the lusty shouts of the huntsmen sounded through the wood,",93,,
"Le petit chevreuil, à ce bruit, aurait bien voulu être de la fête.",CHEVREUIL ENTENDRE VOULOIR IMITER S'AMUSER AUSSI,PETIT CHEVREUIL BRUIT BIEN FETE VOULOIR ,['Pres']['Past'],,and the fawn heard them and was eager to be among them.,94,,
"Je t'en prie, Soeurette, laisse-moi aller à la chasse, dit-il;",GARCON DIRE S'IL TE PLAIT LAISSER MOI ALLER CHASSE,PRIE T' SOEURETTE CHASSE LAISSE ALLER DIRE ,['Pres']['Pres']['Pres'],,"Oh, said he to his sister, do let me go to the hunt;",95,,
je n'y tiens plus.,VOULOIR VOULOIR VOULOIR,PAS PLUS TENIR ,['Pres'],,"I cannot stay behind any longer,",96,,
Il insista tant qu'elle finit par accepter.,LUI INSISTER FILLE ACCEPTER,TANT INSISTER FINIR ACCEPTER ,['Past']['Past'],,and begged so long that at last she consented.,97,,
"Mais, lui dit-elle, reviens ce soir sans faute.",MAIS TOI REVENIR CE SOIR OBLIGER,DIRE REVIENS SOIR FAUTE ,['Pres'],,"But mind, said she to him, come back to me at night.",98,,
"Par crainte des sauvages chasseurs, je fermerai ma porte.",MOI PEUR CHASSEUR SAUVAGE PORTE FERMER,CRAINTE SAUVAGES CHASSEURS PORTE FERMER ,['Fut'],,"I must lock my door against the wild hunters,",99,,
"A ton retour, pour que je te reconnaisse,",QUAND TOI RENTRER MOI SAVOIR SI TOI OUI NON ,A RETOUR RECONNAITRE ,['Pres'],,"so, in order that I may know you,",100,,
"frappe et dis  Soeurette, laisse-moi entrer.",TOI PORTE FRAPPER DIRE MA SOEUR S'IL TE PLAIT LAISSER MOI ENTRER,FRAPPE SOEURETTE LAISSE ENTRER ,['Pres'],,"you must knock and say, Little sister, let me in,",101,,
"Si tu n'agis pas ainsi, je n'ouvrirai pas.",SI TOI DIRE RIEN MOI PORTE PAS OUVRIR,PAS AGIS PAS AINSI PAS PAS OUVRIR ,['Fut'],,and unless I hear that I shall not unlock the door.,102,,
"Le petit chevreuil s'élança dehors,",CHEVREUIL SORTIR ,PETIT CHEVREUIL ELANCER ,['Past'],,"Then the fawn sprang out,",103,,
tout joyeux de se trouver en liberté.,SAUTILLANT HEUREUX LIBRE,TOUT LIBERTE JOYEUX TROUVER ,['Imp'],,and felt glad and merry in the open air.,104,,
"Le roi et ses chasseurs virent le joli petit animal,",ROI CHASSEUR VOIR CHEVREUIL,ROI CHASSEURS JOLI PETIT ANIMAL VOIR ,['Imp'],,"The King and his huntsmen saw the beautiful animal,",105,,
"le poursuivirent,",SUIVRE,POURSUIVIRENT ,<unk>,,"and began at once to pursue him,",106,,
mais ne parvinrent pas à le rattraper.,IMPOSSIBLE ATTRAPER,PAS PAS PARVENIR RATTRAPER ,['Pres'],,"but they could not come within reach of him,",107,,
"Chaque fois qu'ils croyaient le tenir, il sautait par-dessus les buissons et disparaissait.",QUAND PRESQUE ATTRAPER BUISSON SAUTER DISPARAITRE,FOIS CROIRE TENIR - DESSUS BUISSONS SAUTER DISPARAITRE ,['Imp']['Imp']['Imp'],,for when they thought they were certain of him he sprang away over the bushes and disappeared.,108,,
"Quand vint le soir, il courut à la maison, frappa et dit:",SOIR TOMBER CHEVREUIL MAISON COURIR PORTE FRAPPPER,SOIR VENIR MAISON COURIR FRAPPA DIRE ,['Pres']['Pres']['Past'],,"As soon as it was dark he went back to the little house, knocked at the door, and said, ",109,,
"Soeurette, laisse-moi entrer!",CHEVREUIL DIRE MA SOEUR S'IL TE PLAIT LAISSER MOI ENTRER,SOEURETTE LAISSE ENTRER ,['Pres'],,"Little sister, let me in.",110,,
"La porte lui fut ouverte,",PORTE OUVRIR,PORTE OUVRIR ,['Pres']['Past']['Past'],,"Then the door was opened to him,",111,,
il entra,CHEVREUIL ENTRER,ENTRER ,['Fut'],,"and he went in,",112,,
et se reposa toute la nuit sur sa couche moelleuse.,COUCHE MOELLEUSE COUCHER DESSUS REPOSER TOUTE NUIT,TOUTE NUIT COUCHE MOELLEUSE REPOSER ,['Past'],,and rested the whole night long on his soft bed.,113,,
"Le lendemain matin, la chasse recommença",LENDEMAIN MATIN CHASSE RECOMMENCER,LENDEMAIN MATIN CHASSE RECOMMENCA ,<unk>,,"The next morning the hunt began anew,",114,,
et le petit chevreuil entendit le son des cors et les  Oh! Oh!  des chasseurs. Il ne put résister.,CHEVREUIL ENTENDRE CORS CHASSEUR CRIER CHEVREUIL PAS RESTER,PETIT CHEVREUIL CORS ENTENDRE OH OH CHASSEURS PAS PAS RESISTER ,['Imp'],,"and when the fawn heard the hunting-horns and the tally-ho of the huntsmen he could rest no longer,",115,,
"Soeurette, ouvre, ouvre, il faut que je sorte! dit-il.",GARCON DIRE S'IL TE PLAIT PORTE OUVRIR MOI SORTIR,SOEURETTE OUVRIR OUVRIR FALLOIR SORTIR DIRE ,['Pres']['Pres']['Pres']['Pres']['Pres'],,"and said, Little sister, let me out, I must go",116,,
Soeurette ouvrit et lui dit:,SOEUR PORTE OUVRIR DIRE LUI,SOEURETTE OUVRIR DIRE ,['Past']['Pres'],,"The sister opened the door and said,",117,,
Mais ce soir il faut que tu reviennes et que tu dises les mêmes mots qu'hier.,MAIS CE SOIR QUAND TOI REVENIR DIRE MOI MEME QU'HIER,TU SOIR REVIENNES FALLOIR TU HIER DISES MEMES MOTS ,['Pres'],,"Now, mind you must come back at night and say the same words.",118,,
"Quand le roi et ses chasseurs revirent le petit chevreuil au collier d'or,",ROI CHASSEUR VOIR MEME CHEVREUIL,ROI CHASSEURS PETIT CHEVREUIL COLLIER OR REVOIR ,['Pres'],,"When the King and his hunters saw the fawn with the golden collar again,",119,,
"ils le poursuivirent à nouveau. Mais il était trop rapide, trop agile.",ENCORE SUIVRE CHEVREUIL RAPIDE AGILE,POURSUIVIRENT NOUVEAU TROP RAPIDE TROP AGILE ,['Imp'],,"they chased him closely, but he was too nimble and swift for them.",120,,
"Cela dura toute la journée. Vers le soir, les chasseurs finirent par le cerner",JOURNE SUIVRE SOIR CHASSEUR CHEVREUIL CERNER,TOUTE JOURNEE DURER SOIR CHASSEURS FINIR CERNER ,['Past']['Pres'],,"This lasted the whole day, and at last the hunters surrounded him,",121,,
"et l'un d'eux le blessa légèrement au pied,",CHASSEUR BLESSER CHEVREUIL,LEGEREMENT BLESSA PIED ,<unk>,,"and one of them wounded his foot a little,",122,,
si bien qu'il boitait et ne pouvait plus aller que lentement.,CHEVREUIL BOITER MARCHER DOUCEMENT,BIEN BOITER PAS PLUS LENTEMENT POUVOIR ALLER ,['Imp']['Imp'],,so that he was obliged to limp and to go slowly.,123,,
Un chasseur le suivit jusqu'à la petite maison,CHEVREUIL SA MAISON RENTRER CHASSEUR SUIVRE,CHASSEUR PETITE MAISON SUIVRE ,['Pres'],,"Then a hunter slipped after him to the little house,",124,,
"et l'entendit dire: Soeurette, laisse-moi entrer!",CHASSEUR ENTENDRE CHEVREUIL DIRE MA SOEUR S'IL TE PLAIT LAISSER MOI ENTRER,ENTENDIT DIRE SOEURETTE LAISSE ENTRER ,['Pres'],,"and heard how he called out, Little sister, let me in,",125,,
Il vit que l'on ouvrait la porte et qu'elle se refermait aussitôt.,CHASSEUR VOIR PORTE OUVRIR FERMER,PORTE VOIR OUVRIR AUSSITOT REFERMER ,['Pres']['Imp']['Imp'],,"and saw the door open and shut again after him directly.,",126,,
"Il enregistra cette scène dans sa mémoire,",CHASSEUR SOUVENIR ,SCENE MEMOIRE ENREGISTRER ,['Fut'],,"The hunter noticed all this carefully,",127,,
alla chez le roi,MARCHER CHEZ ROI,ROI ALLER ,['Imp'],,"went to the King,",128,,
et lui raconta ce qu'il avait vu et entendu.,RACONTER MOI VOIR CA ENTENDRE CA,RACONTER VOIR ENTENDRE ,['Past']['Imp']['Past']['Past'],,and told him all he had seen and heard.,129,,
Alors le roi dit:,ROI REPONDRE,ALORS ROI DIRE ,['Past'],,"Then said the King,",130,,
Demain nous chasserons encore!,DEMAIN ENCORE CHASSER,ENCORE DEMAIN CHASSER ,['Pres'],,Tomorrow we will hunt again.,131,,
Soeurette avait été fort affligée de voir que son petit chevreuil était blessé.,SOEUR TRISTE VOIR CHEVREUIL BLESSER,FORT SOEURETTE PETIT CHEVREUIL AFFLIGER VOIR BLESSER ,['Imp']['Past']['Past']['Imp']['Past'],,But the sister was very terrified when she saw that her fawn was wounded.,132,,
"Elle épongea le sang qui coulait,",EPONGESANG COULER EPONGER ,EPONGEA SANG COULER ,['Imp'],,"She washed his foot, ",133,,
mit des herbes sur la blessure ,HERBE METTRE,HERBES BLESSURE METTRE ,['Past'],,"laid cooling leaves round it,",134,,
"et dit: Va te coucher, cher petit chevreuil, pour que tu guérisses bien vite.",BON TOI ALLER COUCHER FAUT GUERIR BIEN VITE,DIRE TE ALLER COUCHER CHER PETIT CHEVREUIL TU BIEN VITE GUERISSES ,['Past']['Pres'],,"and said, Lie down on your bed, dear fawn, and rest, that you may be soon well.",135,,
La blessure était si insignifiante qu'au matin il ne s'en ressentait plus du tout.,BLESSURE ELLE PETITE LENDEMAIN MATIN CHEVREUIL MAL FINIR,SI PAS PLUS BLESSURE INSIGNIFIANTE MATIN TOUT RESSENTIR ,['Imp']['Imp'],,"The wound was very slight, so that the fawn felt nothing of it the next morning.",136,,
Quand il entendit de nouveau la chasse,CHEVREUIL ENTENDRE CHASSE,NOUVEAU CHASSE ENTENDRE ,['Pres'],,"And when he heard the noise of the hunting outside,",137,,
il dit: Je n'y tiens plus! Il faut que j'y sois!,CHEVREUIL DIRE FAUT MOI ALLER !,DIRE PAS PLUS SOIS TENIR FALLOIR ,['Pres']['Pres']['Pres'],,"he said, I cannot stay in, I must go after them;",138,,
Ils ne m'auront pas.,PROMIS EUX PAS ATTRAPER MOI ,PAS PAS AVOIR ,['Fut'],,I shall not be taken easily again!,139,,
Soeurette pleura ,SOEUR PLEURER,SOEURETTE PLEURER ,['Fut'],,"The sister began to weep,",140,,
et dit: Ils vont te tuer ,NON TUER TOI,DIRE ALLER TUER ,['Past']['Pres'],,"and said, I know you will be killed,",141,,
"et je serai seule dans la forêt,",MOI SEULE,SEULE FORET ETRE ,['Fut'],,"and I left alone here in the forest,",142,,
abandonnée de tous.,ABANDONNE,TOUS ABANDONNER ,['Past'],,and forsaken of everybody.,143,,
Je ne te laisserai pas sortir!,MOI PAS LAISSER SORTIR TOI,PAS PAS LAISSER SORTIR ,['Imp'],,I cannot let you go!,144,,
