FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"Le soir, lorsqu'elle était épuisée de travail,",,SOIR TRAVAIL EPUISER ,['Imp']['Past'],,"In the evenings, when she was quite tired out with her hard day's work,",31,,
"elle ne se couchait pas dans un lit,",,PAS PAS LIT COUCHER ,['Imp'],,"she had no bed to lie on,",32,,
mais devait s'étendre près du foyer dans les cendres.,,PRES FOYER CENDRES DEVOIR ETENDRE ,['Imp'],,but was obliged to rest on the hearth among the cinders.,33,,
"Et parce que cela lui donnait toujours un air poussiéreux et sale,",,TOUJOURS AIR POUSSIEREUX DONNER SALE ,['Pres'],,"And as she always looked dusty and dirty,",34,,
elles l'appelèrent Cendrillon.,,APPELERENT CENDRILLON ,<unk>,,they named her Cinderella.,35,,
Il arriva que le père voulut un jour se rendre à la foire;,,PERE JOUR FOIRE ARRIVER VOULOIR RENDRE ,['Pres']['Imp'],,"It happened one day that the father went to the fair,",36,,
il demanda à ses deux belles-filles ce qu'il devait leur rapporter.,,DEUX BELLES-FILLES DEMANDER DEVOIR RAPPORTER ,['Pres']['Imp'],,and he asked his two step-daughters what he should bring back for them.,37,,
"De beaux habits, dit l'une.",,BEAUX HABITS DIRE ,['Past']['Pres'],,Fine clothes! said one.,38,,
"Des perles et des pierres précieuses, dit la seconde.",,PERLES PIERRES PRECIEUSES SECONDE DIRE ,['Pres'],,Pearls and jewels! said the other.,39,,
"Et toi, Cendrillon, demanda-t-il, que veux-tu?",,TOI CENDRILLON DEMANDER VEUX - TU ,['Past'],,"But what will you have, Cinderella? said he.",40,,
"Père, le premier rameau qui heurtera votre chapeau sur le chemin du retour, cueillez-le pour moi.",,PERE PREMIER RAMEAU CHAPEAU CHEMIN RETOUR HEURTER CUEILLEZ LE ,['Fut'],,"The first twig, father, that strikes against your hat on the way home; that is what I should like you to bring me.",41,,
"Il acheta donc de beaux habits, des perles et des pierres précieuses pour les deux soeurs,",,DONC BEAUX ACHETER HABITS PERLES DEUX PIERRES PRECIEUSES SOEURS ,['Pres']['Past'],,"So he bought for the two step-daughters fine clothes, pearls, and jewels,",42,,
"et, sur le chemin du retour, en traversant à cheval un vert bosquet,",,CHEMIN RETOUR CHEVAL VERT BOSQUET TRAVERSER ,['Pres'],,"and on his way back, as he rode through a green lane,",43,,
une branche de noisetier l'effleura et fit tomber son chapeau. Alors il cueillit le rameau et l'emporta.,,BRANCHE EFFLEURA NOISETIER CHAPEAU FAIRE TOMBER ALORS RAMEAU CUEILLIR EMPORTA ,['Past']['Pres'],,a hazel-twig struck against his hat; and he broke it off and carried it home with him.,44,,
"Arrivé à la maison, il donna à ses belles-filles ce qu'elles avaient souhaité",,MAISON ARRIVER BELLES-FILLES DONNER SOUHAITER ,['Past']['Past']['Imp']['Past'],,"And when he reached home he gave to the step-daughters what they had wished for,",45,,
et à Cendrillon le rameau de noisetier.,,CENDRILLON RAMEAU NOISETIER ,<unk>,,and to Cinderella he gave the hazel-twig.,46,,
"Cendrillon le remercia, s'en alla sur la tombe de sa mère",,CENDRILLON REMERCIA TOMBE MERE ALLER ,['Imp'],,"She thanked him, and went to her mother's grave,",47,,
"et y planta le rameau, en pleurant si fort que les larmes tombèrent dessus et l'arrosèrent.",,RAMEAU PLANTER FORT TOMBERENT LARMES DESSUS PLEURER ARROSERENT ,['Past']['Pres'],,"and planted this twig there, weeping so bitterly that the tears fell upon it and watered it,",48,,
Il grandit cependant et devint un bel arbre.,,CEPENDANT GRANDIR BEL ARBRE DEVENIR ,['Past']['Pres'],,and it flourished and became a fine tree.,49,,
Cendrillon allait trois fois par jour,,TROIS CENDRILLON FOIS JOUR ALLER ,['Imp'],,"Cinderella went to see it three times a day,",50,,
"pleurer et prier sous ses branches, et chaque fois un petit oiseau blanc venait se poser sur l'arbre.",,PLEURER BRANCHES PRIER FOIS PETIT OISEAU BLANC ARBRE VENIR POSER ,['Past']['Imp'],,"and wept and prayed, and each time a white bird rose up from the tree,",51,,
"Quand elle exprimait un souhait, le petit oiseau lui lançait à terre ce quelle avait souhaité.",,SOUHAIT EXPRIMER PETIT OISEAU TERRE LANCER SOUHAITER ,['Imp']['Imp']['Imp']['Past'],,and if she uttered any wish the bird brought her whatever she had wished for.,52,,
Or il arriva que le roi donna une fête qui devait durer trois jours,,TROIS ROI FETE JOURS ARRIVER DONNER DEVOIR DURER ,['Pres']['Past']['Imp'],,"Now if came to pass that the king ordained a festival that should last for three days,",53,,
"et à laquelle furent invitées toutes les jolies filles du pays,",,TOUTES JOLIES FILLES PAYS INVITER ,['Past']['Past'],,"and to which all the beautiful young women of that country were bidden,",54,,
afin que son fils pût se choisir une fiancée.,,FILS PUT FIANCEE CHOISIR ,,,so that the king's son might choose a bride from among them.,55,,
"Quand elles apprirent qu'elles allaient aussi y assister, les deux soeurs furent toutes contentes;",,AUSSI APPRENDRE ALLER ASSISTER DEUX SOEURS TOUTES CONTENTES ,['Past']['Pres']['Past'],,"When the two stepdaughters heard that they too were bidden to appear, they felt very pleased,",56,,
elles appelèrent Cendrillon,,CENDRILLON ,<unk>,,"and they called Cinderella,",57,,
"et lui dirent: Peigne nos cheveux, brosse nos souliers",,DIRE CHEVEUX PEINDRE BROSSE SOULIERS ,['Pres']['Pres'],,"and said, Comb our hair, brush our shoes,",58,,
"et ajuste les boucles, nous allons au château du roi pour la noce.",,BOUCLES AJUSTE CHATEAU ROI NOCE ALLER ,['Pres']['Pres'],,"and make our buckles fast, we are going to the wedding feast at the king's castle.",59,,
"Cendrillon obéit, mais en pleurant,",,CENDRILLON OBEIR PLEURANT ,['Past'],,"Cinderella, when she heard this, could not help crying,",60,,
"car elle aurait bien voulu les accompagner,",,BIEN VOULOIR ACCOMPAGNER ,['Pres']['Past'],,"for she too would have liked to go to the dance,",61,,
et elle pria sa belle-mère de bien vouloir le lui permettre.,,BIEN BELLE-MERE LUI PRIER VOULOIR PERMETTRE ,['Pres'],,and she begged her step-mother to allow her.,62,,
"Toi, Cendrillon, dit-elle,",,CENDRILLON DIRE ,['Pres'],,"What, you Cinderella! said she,",63,,
"mais tu es pleine de poussière et de crasse,",,TU PLEINE POUSSIERE CRASSE ,['Pres'],,"in all your dust and dirt,",64,,
et tu veux aller à la noce?,,TU VEUX NOCE ALLER ,,,you want to go to the festival!,65,,
"Tu n'as ni habits, ni souliers,",,PAS HABITS SOULIERS ,['Past'],,you that have no dress and no shoes!,66,,
et tu veux aller danser?,,TU VEUX ALLER DANSER ,,,you want to dance!,67,,
"Mais comme Cendrillon ne cessait de la supplier,",,PAS CENDRILLON SUPPLIER CESSER ,['Imp'],,"But as she persisted in asking,",68,,
elle finit par lui dire:,,FINIR DIRE ,['Past'],,"at last the step-mother said,",69,,
J'ai renversé un plat de lentilles dans les cendres;,,PLAT LENTILLES CENDRES RENVERSER ,['Pres']['Past'],,"I have strewed a dish-full of lentils in the ashes,",70,,
"si dans deux heures tu les as de nouveau triées, tu pourras venir avec nous.",,DEUX TU HEURES AS NOUVEAU TRIEES TU POURRAS VENIR ,,,and if you can pick them all up again in two hours you may go with us.,71,,
La jeune fille alla au jardin par la porte de derrière et appela:,,JEUNE FILLE PORTE ALLER JARDIN APPELA ,['Past'],,"Then the maiden went to the backdoor that led into the garden,",72,,
"Petits pigeons dociles, petites tourterelles",,PETITS PIGEONS DOCILES PETITES TOURTERELLES ,<unk>,,"and called out, O gentle doves, O turtle-doves,",73,,
"et vous tous les petits oiseaux du ciel, venez m'aider à trier les graines:",,TOUS PETITS OISEAUX CIEL GRAINES VENIR AIDER TRIER ,['Pres'],,"And all the birds that be, The lentils that in ashes lie Come and pick up for me!",74,,
"Les bonnes dans le petit pot,",,BONNES PETIT POT ,<unk>,,"The good must be put in the dish,",75,,
Les mauvaises dans votre jabot.,,MAUVAISES JABOT ,<unk>,,The bad you may eat if you wish.,76,,
"Alors deux pigeons blancs entrèrent par la fenêtre de la cuisine,",,ALORS DEUX PIGEONS BLANCS FENETRE CUISINE ENTRER ,['Imp'],,"Then there came to the kitchen-window two white doves,",77,,
"puis les tourterelles,",,TOURTERELLES ,<unk>,,"and after them some turtle-doves,",78,,
"et enfin, par nuées, tous les petits oiseaux du ciel vinrent en voletant",,ENFIN NUEES TOUS PETITS OISEAUX CIEL VOLETANT VENIR ,['Pres'],,"and at last a crowd of all the birds under heaven, chirping and fluttering,",79,,
se poser autour des cendres.,,AUTOUR CENDRES POSER ,,,and they alighted among the ashes;,80,,
"Et baissant leurs petites têtes, tous les pigeons commencèrent à picorer: pic, pic, pic, pic,",,PETITES TETES TOUS PIGEONS COMMENCER PICORER PIC PIC PIC PIC ,['Past'],,"and the doves nodded with their heads, and began to pick, peck, pick, peck,",81,,
"et les autres s'y mirent aussi: pic, pic, pic, pic,",,AUSSI AUTRES METTRE PIC PIC PIC PIC ,['Pres'],,"and then all the others began to pick, peck, pick, peck,",82,,
et ils amassèrent toutes les bonnes graines dans le plat.,,TOUTES BONNES GRAINES PLAT AMASSER ,['Pres'],,and put all the good grains into the dish.,83,,
"Au bout d'une heure à peine, ils avaient déjà terminé et s'envolèrent tous de nouveau.",,BOUT HEURE PEINE DEJA TERMINER TOUS NOUVEAU ENVOLER ,['Imp']['Past']['Pres'],,"Before an hour was over all was done, and they flew away.",84,,
"Alors la jeune fille, toute joyeuse à l'idée qu'elle aurait maintenant la permission d'aller à la noce avec les autres, porta le plat à sa marâtre.",,ALORS JEUNE FILLE MAINTENANT JOYEUSE IDEE PERMISSION NOCE AUTRES ALLER PLAT MARATRE PORTER ,['Pres']['Past'],,"Then the maiden brought the dish to her step-mother, feeling joyful, and thinking that now she should go to the feast;",85,,
"Mais la marâtre lui dit: Non, Cendrillon",,MARATRE DIRE NON CENDRILLON ,['Pres'],,"but the step-mother said, No, Cinderella,",86,,
tu n'as pas d'habits,,PAS PAS HABITS AVOIR ,['Imp'],,"you have no proper clothes,",87,,
et tu ne sais pas danser: on ne ferait que rire de toi.,,PAS PAS SAVOIR DANSER PAS RIRE TOI FAIRE ,['Pres']['Pres']['Imp'],,"and you do not know how to dance, and you would be laughed at!",88,,
"Comme Cendrillon se mettait à pleurer,",,CENDRILLON METTRE PLEURER ,['Imp'],,"And when Cinderella cried for disappointment,",89,,
"elle lui dit: Si tu peux, en une heure de temps, me trier des cendres deux grands plats de lentilles,",,DIRE TU HEURE TEMPS DEUX CENDRES GRANDS PLATS LENTILLES TRIER ,['Pres'],,"she added, If you can pick two dishes full of lentils out of the ashes, nice and clean,",90,,
tu nous accompagneras.,,PAS ACCOMPAGNER ,['Pres'],,"you shall go with us,",91,,
Car elle se disait qu'au grand jamais elle n'y parviendrait.,,PAS PAS CAR GRAND DIRE PARVENIR ,['Imp']['Imp'],,"thinking to herself, for that is not possible.",92,,
"Quand elle eut jeté le contenu des deux plats de lentilles dans la cendre, la jeune fille alla dans le jardin par la porte de derrière",,DEUX CONTENU PLATS LENTILLES JETER CENDRE JEUNE FILLE PORTE ALLER JARDIN ,['Past']['Past']['Pres'],,"When she had strewed two dishes full of lentils among the ashes the maiden went through the backdoor into the garden,",93,,
"et appela: Petits pigeons dociles, petites tourterelles,",,APPELA PETITS PIGEONS DOCILES PETITES TOURTERELLES ,<unk>,,"and cried, O gentle doves, O turtle-doves,",94,,
"et vous tous les petits oiseaux du ciel, venez m'aider à trier les graines:",,TOUS PETITS OISEAUX CIEL GRAINES VENIR AIDER TRIER ,['Pres'],,"And all the birds that be, The lentils that in ashes lie Come and pick up for me!",95,,
"Les bonnes dans le petit pot,",,BONNES PETIT POT ,<unk>,,"The good must be put in the dish,",96,,
Les mauvaises dans votre jabot.,,MAUVAISES JABOT ,<unk>,,The bad you may eat if you wish.,97,,
"Alors deux pigeons blancs entrèrent par la fenêtre de la cuisine,",,ALORS DEUX PIGEONS BLANCS FENETRE CUISINE ENTRER ,['Imp'],,"So there came to the kitchen-window two white doves,",98,,
"puis les tourterelles,",,TOURTERELLES ,<unk>,,"and then some turtle-doves,",99,,
"et enfin, par nuées, tous les petits oiseaux du ciel",,ENFIN NUEES TOUS PETITS OISEAUX CIEL ,<unk>,,"and at last a crowd of all the other birds under heaven,",100,,
vinrent en voletant se poser autour des cendres.,,AUTOUR CENDRES VENIR VOLETER POSER ,['Pres']['Pres'],,"chirping and fluttering, and they alighted among the ashes,",101,,
"Et baissant leurs petites têtes, tous les pigeons commencèrent à picorer: pic, pic, pic, pic,",,PETITES TETES TOUS PIGEONS COMMENCER PICORER PIC PIC PIC PIC ,['Past'],,"and the doves nodded with their heads and began to pick, peck, pick, peck,",102,,
"et les autres s y mirent aussi: pic, pic, pic, pic,",,AUSSI AUTRES S METTRE PIC PIC PIC PIC ,['Pres'],,"and then all the others began to pick, peck, pick, peck,",103,,
et ils ramassèrent toutes les bonnes graines dans les plats.,,TOUTES BONNES GRAINES PLATS RAMASSER ,['Pres'],,and put all the good grains into the dish.,104,,
"Et en moins d'une demi-heure, ils avaient déjà terminé, et s'envolèrent tous à nouveau.",,MOINS DEMI-HEURE DEJA TERMINER TOUS NOUVEAU ENVOLER ,['Imp']['Past']['Pres'],,"And before half-an-hour was over it was all done, and they flew away.",105,,
"Alors la jeune fille, toute joyeuse à l'idée que maintenant elle aurait la permission d'aller à la noce avec les autres, porta les deux plats à sa marâtre.",,ALORS JEUNE FILLE MAINTENANT JOYEUSE IDEE PERMISSION NOCE AUTRES ALLER DEUX PLATS MARATRE PORTER ,['Pres']['Past'],,"Then the maiden took the dishes to the stepmother, feeling joyful, and thinking that now she should go with them to the feast;",106,,
"Mais celle-ci lui dit: C'est peine perdue, ",,DIRE PEINE PERDRE ,['Pres']['Pres']['Past'],,but she said All this is of no good to you;,107,,
"tu ne viendras pas avec nous,",,PAS PAS VENIR ,['Pres'],,"you cannot come with us, ",108,,
car tu n'as pas d'habits,,PAS PAS TU HABITS AVOIR ,['Imp'],,"for you have no proper clothes,",109,,
et tu ne sais pas danser;,,PAS PAS SAVOIR DANSER ,['Pres']['Pres'],,and cannot dance;,110,,
nous aurions honte de toi.,,AURIONS TOI HONTE ,['Pres'],,you would put us to shame.,111,,
"Là-dessus, elle lui tourna le dos",,LA - DESSUS DOS TOURNER ,['Pres'],,"Then she turned her back on poor Cinderella,",112,,
et partit à la hâte avec ses deux filles superbement parées.,,DEUX PARTIT HATE FILLES PAREES ,<unk>,,and made haste to set out with her two proud daughters.,113,,
"Lorsqu'il n'y eut plus personne à la maison,",,PAS PLUS PERSONNE MAISON AVOIR ,['Past'],,"And as there was no one left in the house,",114,,
Cendrillon alla sous le noisetier planté sur la tombe de sa mère et cria:,,CENDRILLON NOISETIER TOMBE MERE ALLER PLANTER CRIA ,['Past']['Past'],,"Cinderella went to her mother's grave, under the hazel bush, and cried,",115,,
"Petit arbre, ébranle-toi, agite-toi,",,PETIT ARBRE EBRANLE - TOI AGITE - TOI ,<unk>,,"Little tree, little tree, shake over me,",116,,
Jette de l'or et de l'argent sur moi.,,JETTE OR ARGENT ,<unk>,,That silver and gold may come down and cover me.,117,,
"Alors l'oiseau lui lança une robe d'or et d'argent,",,ALORS OISEAU ROBE OR LANCER ARGENT ,,,"Then the bird threw down a dress of gold and silver,",118,,
ainsi que des pantoufles brodées de soie et d'argent.,,AINSI PANTOUFLES SOIE BRODER ARGENT ,['Past'],,and a pair of slippers embroidered with silk and silver.,119,,
Elle mit la robe en toute hâte et partit à la fête.,,ROBE HATE METTRE PARTIT FETE ,['Past'],,And in all haste she put on the dress and went to the festival.,120,,
"Ni ses soeurs, ni sa marâtre ne la reconnurent,",,SOEURS PAS RECONNURENT MARATRE ,,,"But her step-mother and sisters did not know her,",121,,
"et pensèrent que ce devait être la fille d'un roi étranger,",,PENSERENT FILLE ROI DEVOIR ETRANGER ,['Imp'],,"and thought she must be a foreign princess,",122,,
tant elle était belle dans cette robe d'or.,,TANT BELLE ROBE OR ,['Imp'],,she looked so beautiful in her golden dress.,123,,
"Elles ne songeaient pas le moins du monde à Cendrillon et la croyaient assise dans la saleté, au logis,",,PAS PAS MOINS MONDE CENDRILLON SONGER SALETE CROIRE ASSEOIR LOGIS ,['Imp']['Imp']['Past'],,"Of Cinderella they never thought at all, and supposed that she was sitting at home,",124,,
a retirer les lentilles de la cendre.,,LENTILLES RETIRER CENDRE ,['Pres'],,arid picking the lentils out of the ashes.,125,,
"Le fils du roi vint à sa rencontre,",,FILS ROI RENCONTRE VENIR ,['Pres'],,"The King's son came to meet her,",126,,
la prit par la main et dansa avec elle.,,PRIT MAIN DANSER ,['Past'],,"and took her by the hand and danced with her,",127,,
"Il ne voulut même danser avec nulle autre,",,PAS MEME NULLE AUTRE VOULOIR DANSER ,['Pres'],,"and he refused to stand up with any one else,",128,,
si bien qu'il ne lui lâcha plus la main,,BIEN PAS PAS LACHA MAIN ,<unk>,,so that he might not be obliged to let go her hand;,129,,
"et lorsqu'un autre danseur venait l'inviter,",,AUTRE DANSEUR VENIR INVITER ,['Imp'],,and when any one came to claim it ,130,,
il lui disait: C'est ma cavalière.,,DIRE CAVALIERE ,['Imp']['Pres'],,"he answered, She is my partner.",131,,
"Elle dansa jusqu'au soir, et voulut alors rentrer.",,SOIR DANSER ALORS VOULOIR RENTRER ,['Past']['Imp'],,"And when the evening came she wanted to go home,",132,,
"Le fils du roi lui dit: Je m'en vais avec toi et t'accompagne,",,FILS ROI DIRE TOI ALLER T' ACCOMPAGNE ,['Pres']['Pres']['Pres'],,"but the prince said he would go with her to take care of her,",133,,
car il voulait voir à quelle famille appartenait cette belle jeune fille.,,FAMILLE BELLE JEUNE FILLE VOULOIR VOIR APPARTENIR ,['Imp']['Imp'],,for he wanted to see where the beautiful maiden lived.,134,,
Mais elle lui échappa et sauta dans le pigeonnier.,,SAUTA PIGEONNIER ,<unk>,,"But she escaped him, and jumped up into the pigeon-house.",135,,
Alors le prince attendit l'arrivée du père,,ALORS PRINCE ARRIVEE PERE ATTENDRE ,['Pres'],,"Then the prince waited until the father came,",136,,
et lui dit que la jeune inconnue avait sauté dans le pigeonnier.,,JEUNE INCONNUE PIGEONNIER DIRE SAUTER ,['Pres']['Imp']['Past'],,and told him the strange maiden had jumped into the pigeon-house.,137,,
Serait-ce Cendrillon? se demanda le vieillard,,CENDRILLON VIEILLARD ETRE DEMANDER ,['Pres'],,"The father thought to himself, It cannot surely be Cinderella,",138,,
et il fallut lui apporter une hache et une pioche,,HACHE FALLOIR APPORTER PIOCHE ,['Past'],,"and called for axes and hatchets,",139,,
pour qu'il pût démolir le pigeonnier.,,PIGEONNIER POUVOIR DEMOLIR ,['Pres'],,"and had the pigeon-house cut down, ",140,,
Mais il n'y avait personne dedans.,,PAS DEDANS PERSONNE ,['Imp']['Past'],,but there was no one in it.,141,,
"Et lorsqu'ils entrèrent dans la maison, Cendrillon était couchée dans la cendre avec ses vêtements sales,",,MAISON ENTRER CENDRILLON VETEMENTS SALES COUCHER CENDRE ,['Imp']['Imp']['Past'],,"And when they entered the house there sat Cinderella in her dirty clothes among the cinders,",142,,
et une petite lampe à huile brûlait faiblement dans la cheminée;,,PETITE LAMPE HUILE FAIBLEMENT CHEMINEE BRULER ,['Imp'],,and a little oil-lamp burnt dimly in the chimney;,143,,
car Cendrillon avait prestement sauté du pigeonnier parderrière,,CENDRILLON PRESTEMENT SAUTE PIGEONNIER PARDERRIERE ,['Imp'],,"for Cinderella had been very quick, and had jumped out of the pigeon-house again,",144,,
et couru jusqu'au noisetier;,,NOISETIER COURIR ,['Pres'],,and had run to the hazel bush; ,145,,
"là, elle avait retiré ses beaux habits,",,LA BEAUX RETIRER HABITS ,['Imp']['Past']['Past'],,and there she had taken off her beautiful dress,146,,
"les avait posés sur la tombe,",,TOMBE POSER ,['Imp']['Past'],,"and had laid it on the grave,",147,,
et l'oiseau les avait remportés;,,OISEAU REMPORTER ,['Imp']['Past'],,"and the bird had carried it away again,",148,,
puis elle était allée avec son vilain tablier gris se mettre dans les cendres de la cuisine.,,VILAIN TABLIER CENDRES CUISINE ALLER GRIS METTRE ,['Imp']['Past']['Past'],,"and then she had put on her little gray kirtle again, and had sat down in. the kitchen among the cinders.",149,,
"Le jour suivant, comme la fête recommençait",,JOUR SUIVANT FETE RECOMMENCER ,['Pres'],,"The next day, when the festival began anew,",150,,
"et que ses parents et ses soeurs étaient de nouveau partis,",,PARENTS SOEURS NOUVEAU PARTIS ,['Imp'],,"and the parents and step-sisters had gone to it,",151,,
Cendrillon alla sous le noisetier et dit:,,CENDRILLON NOISETIER ALLER DIRE ,['Past']['Past'],,"Cinderella went to the hazel bush and cried,",152,,
"Petit arbre, ébranle-toi, agite-toi,",,PETIT ARBRE EBRANLE - TOI AGITE - TOI ,<unk>,,"Little tree, little tree, shake over me,",153,,
Jette de l'or et de l'argent sur moi.,,JETTE OR ARGENT ,<unk>,,That silver and gold may come down and cover me.,154,,
Alors l'oiseau lui lança une robe encore plus splendide que celle de la veille.,,ALORS ENCORE PLUS OISEAU ROBE VEILLE LANCER SPLENDIDE ,['Pres'],,Then the bird cast down a still more splendid dress than on the day before.,155,,
"Et quand elle parut à la fête dans cette toilette, tous furent frappés de sa beauté.",,FETE TOILETTE PARAITRE TOUS BEAUTE FRAPPER ,['Pres']['Past']['Past'],,And when she appeared in it among the guests every one was astonished at her beauty.,156,,
"Le fils du toi, qui avait attendu sa venue,",,FILS TOI VENUE ATTENDRE ,['Imp']['Past'],,"The prince had been waiting until she came,",157,,
la prit aussitôt par la main et ne dansa qu'avec elle.,,AUSSITOT PRIT MAIN PAS DANSER ,['Past'],,and he took her hand and danced with her alone.,158,,
"Quand d'autres venaient l'inviter, il leur disait:",,VENAIENT AUTRES INVITER DIRE ,['Imp'],,"And when any one else came to invite her he said, ",159,,
C'est ma cavalière.,,CAVALIERE ,['Pres'],,She is my partner.,160,,
"Le soir venu, elle voulut partir,",,SOIR VENIR VOULOIR PARTIR ,['Past']['Fut'],,"And when the evening came she wanted to go home,",161,,
"et le fils du roi la suivit, pour voir dans quelle maison elle entrait,",,FILS ROI SUIVIT MAISON VOIR ENTRER ,['Imp'],,"and the prince followed her, for he wanted to see to what house she belonged;",162,,
mais elle lui échappa,,ECHAPPER ,['Pres'],,"but she broke away from him,",163,,
et sauta dans le jardin derrière sa maison.,,SAUTA MAISON JARDIN ,,,and ran into the garden at the back of the house.,164,,
"Il y avait là un grand et bel arbre qui portait les poires les plus exquises,",,LA GRAND AVOIR PLUS BEL ARBRE POIRES EXQUISES PORTER ,['Imp']['Imp'],,"There stood a fine large tree, bearing splendid pears;",165,,
"elle grimpa entre ses branches aussi agilement qu'un écureuil,",,AUSSI BRANCHES AGILEMENT ECUREUIL GRIMPER ,['Past'],,"she leapt as lightly as a squirrel among the branches,",166,,
et le prince ne sut pas où elle était passée.,,PAS PAS PRINCE SAVOIR PASSER ,['Pres']['Imp']['Past'],,and the prince did not know what had become of her.,167,,
Cependant il attendit l'arrivée du père,,CEPENDANT ARRIVEE PERE ATTENDRE ,['Pres'],,"So he waited until the father came,",168,,
