FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"Elle leur donna un morceau de pain, plus petit encore que l'autre fois.",,,,,"She gave them each a little piece of bread, less than before; ",113,,
"Sur la route de la forêt, Hansel l'émietta dans sa poche;",,,,,"and on the way to the wood Hansel crumbled the bread in his pocket, ",114,,
il s'arrêtait souvent pour en jeter un peu sur le sol.,,,,,and often stopped to throw a crumb on the ground. ,115,,
"Hansel, qu'as-tu à t'arrêter et à regarder autour de toi? dit le père. Va ton chemin!",,,,,"Hansel, what are you stopping behind and staring for? said the father.",116,,
"Je regarde ma petite colombe, sur le toit,",,,,,"I am looking at my little pigeon sitting on the roof, ",117,,
pour lui dire au revoir! répondit Hansel.,,,,,"to say good-bye to me, answered Hansel. ",118,,
"Fou! dit la femme. Ce n'est pas la colombe,",,,,,"You fool, said the wife, that is no pigeon, ",119,,
c'est le soleil qui se joue sur la cheminée.,,,,,but the morning sun shining on the chimney pots. ,120,,
"Hansel, cependant, continuait à semer des miettes de pain le long du chemin.",,,,,"Hansel went on as before, and strewed bread crumbs all along the road. ",121,,
"La marâtre conduisit les enfants au fin fond de la forêt, ",,,,,"The woman led the children far into the wood, ",122,,
plus loin qu'ils n'étaient jamais allés.,,,,,where they had never been before in all their lives. ,123,,
On y refit un grand feu et la femme dit:,,,,,"And again there was a large fire made, and the mother said, ",124,,
"Restez là, les enfants.",,,,,"Sit still there, you children, and when you are tired you can go to sleep; ",125,,
"Quand vous serez fatigués, vous pourrez dormir un peu nous allons couper du ce soir, quand nous aurons fini, nous viendrons vous chercher. bois et,",,,,,"we are going into the forest to cut wood, and in the evening, when we are ready to go home we will come and fetch you.",126,,
"À midi, Grethel partagea son pain avec Hansel qui avait éparpillé le sien le long du chemin.",,,,,"So when noon came Grethel shared her bread with Hansel, who had strewed his along the road. ",127,,
Puis ils dormirent,,,,,"Then they went to sleep, ",128,,
et la soirée passa sans que personne ne revînt auprès d'eux.,,,,,"and the evening passed, and no one came for the poor children. ",129,,
"Ils s'éveillèrent au milieu de la nuit,",,,,,"When they awoke it was dark night, ",130,,
"et Hansel consola sa petite soeur, disant:",,,,,"and Hansel comforted his little sister, ",131,,
"Attends que la lune se lève, Grethel, nous verrons les miettes de pain que j'ai jetées; elles nous montreront le chemin de la maison.",,,,,"and said, Wait a little, Grethel, until the moon gets up, then we shall be able to see the way home by the crumbs of bread that I have scattered along it.",132,,
"Quand la lune se leva, ils se mirent en route. Mais de miettes, point.",,,,,"So when the moon rose they got up, but they could find no crumbs of bread, ",133,,
Les mille oiseaux des champs et des bois les avaient mangées.,,,,,for the birds of the woods and of the fields had come and picked them up. ,134,,
"Les deux enfants marchèrent toute la nuit et le jour suivant, ",,,,,"They went on all that night, and the next day from the morning until the evening, ",135,,
sans trouver à sortir de la forêt.,,,,,"but they could not find the way out of the wood, ",136,,
"Ils mouraient de faim, n'ayant à se mettre sous la dent que quelques baies sauvages.",,,,,"and they were very hungry, for they had nothing to eat but the few berries they could pick up. ",137,,
Ils étaient si fatigués que leurs jambes ne voulaient plus les porter. Ils se couchèrent au pied d'un arbre et s'endormirent.,,,,,"And when they were so tired that they could no longer drag themselves along, they lay down under a tree and fell asleep.",138,,
Trois jours s'étaient déjà passés depuis qu'ils avaient quitté la maison paternelle.,,,,,It was now the third morning since they had left their father's house. ,139,,
"Ils continuaient à marcher, s'enfonçant toujours plus avant dans la forêt.",,,,,"They were always trying to get back to it, but instead of that they only found themselves farther in the wood, ",140,,
"Si personne n'allait venir à leur aide, ils ne tarderaient pas à mourir.",,,,,and if help had not soon come they would have been starved.,141,,
"A midi, ils virent un joli oiseau sur une branche, blanc comme neige.",,,,,"About noon they saw a pretty snow-white bird sitting on a bough, ",142,,
Il chantait si bien que les enfants s'arrêtèrent pour l'écouter.,,,,,and singing so sweetly that they stopped to listen. ,143,,
"Quand il eut fini, il déploya ses ailes et vola devant eux.",,,,,"And when he had finished the bird spread his wings and flew before them,",144,,
Ils le suivirent jusqu'à une petite maison sur le toit de laquelle le bel oiseau blanc se percha.,,,,,"and they followed after him until they came to a little house, and the bird perched on the roof, ",145,,
"Quand ils s'en furent approchés tout près, ils virent qu'elle était faite de pain et recouverte de gâteaux.",,,,,"and when they came nearer they saw that the house was built of bread, and roofed with cakes; ",146,,
Les fenêtres étaient en sucre.,,,,,and the window was of transparent sugar. ,147,,
"Nous allons nous mettre au travail, dit Hansel, et faire un repas béni de Dieu.",,,,,"We will have some of this, said Hansel, and make a fine meal. ",148,,
"Je mangerai un morceau du toit, Grethel;",,,,,"I will eat a piece of the roof, Grethel, ",149,,
"Et tu peux avoir un morceau de la fenêtre, elle est si bonne.",,,,,and you can have some of the window-that will taste sweet. ,150,,
Hansel grimpa sur le toit et en arracha un petit morceau pour goûter.,,,,,"So Hansel reached up and broke off a bit of the roof, just to see how it tasted, ",151,,
Grethel se mit à lécher les carreaux.,,,,,and Grethel stood by the window and gnawed at it. ,152,,
On entendit alors une voix suave qui venait de la chambre,,,,,"Then they heard a thin voice call out from inside,",153,,
"Grignoter, grignoter, comme une souris,",,,,,"Nibble, nibble, like a mouse,",154,,
Qui donc grignote ma maison ?,,,,,Who is nibbling at my house?,155,,
Les enfants répondirent,,,,,"And the children answered,",156,,
"Oubliez, c'est le vent.",,,,,"Never mind, It is the wind.",157,,
Et ils continuèrent à manger sans se laisser détourner de leur tâche.,,,,,"And they went on eating, never disturbing themselves. ",158,,
"Hansel, qui trouvait le toit fort bon, en fit tomber un gros morceau par terre",,,,,"Hansel, who found that the roof tasted very nice, took down a great piece of it, ",159,,
"et Grethel découpa une vitre entière, s'assit sur le sol et se mit à manger.",,,,,"and Grethel pulled out a large round window-pane, and sat her down and began upon it.",160,,
"La porte, tout à coup s'ouvrit",,,,,"Then the door opened, ",161,,
"et une femme, vieille comme les pierres, s'appuyant sur une canne, sortit de la maison.",,,,,"and an aged woman came out, leaning upon a crutch. ",162,,
Hansel et Grethel eurent si peur qu'ils laissèrent tomber tout ce qu'ils tenaient dans leurs mains.,,,,,"Hansel and Grethel felt very frightened, and let fall what they had in their hands. ",163,,
La vieille secoua la tête et dit:,,,,,"The old woman, however, nodded her head, and said, ",164,,
"Eh! chers enfants, qui vous a conduits ici?",,,,,"Ah, my dear children, how come you here? ",165,,
"Entrez, venez chez moi!",,,,,"you must come indoors and stay with me, ",166,,
Il ne vous sera fait aucun mal.,,,,,you will be no trouble. ,167,,
Elle les prit tous deux par la main,,,,,"So she took them each by the hand, ",168,,
et les fit entrer dans la maisonnette.,,,,,and led them into her little house. ,169,,
"Elle leur servit un bon repas, du lait et des beignets avec du sucre, des pommes et des noix.",,,,,"And there they found a good meal laid out, of milk and pancakes, with sugar, apples, and nuts. ",170,,
Elle prépara ensuite deux petits lits.,,,,,"After that she showed them two little white beds, ",171,,
Hansel et Grethel s'y couchèrent.,,,,,"and Hansel and Grethel laid themselves down on them, ",172,,
Ils se croyaient au Paradis.,,,,,and thought they were in heaven.,173,,
Mais l'amitié de la vieille n'était qu'apparente.,,,,,"The old woman, although her behaviour was so kind, ",174,,
"En réalité, c'était une méchante sorcière à l'affût des enfants.",,,,,"was a wicked witch, who lay in wait for children, ",175,,
Elle n'avait construit la maison de pain que pour les attirer.,,,,,and had built the little house on purpose to entice them. ,176,,
"Quand elle en prenait un, elle le tuait, le faisait cuire et le mangeait.",,,,,"When they were once inside she used to kill them, cook them, and eat them, ",177,,
"Pour elle, c'était alors jour de fête.",,,,,and then it was a feast day with her. ,178,,
La sorcière avait les yeux rouges et elle ne voyait pas très clair.,,,,,"The witch's eyes were red, and she could not see very far, but she had a keen scent, like the beasts, ",179,,
"Mais elle avait un instinct très sûr, comme les bêtes, et sentait venir de loin les êtres humains.",,,,,and knew very well when human creatures were near. ,180,,
"Quand Hansel et Grethel s'étaient approchés de sa demeure, elle avait ri méchamment et dit d'une voix mielleuse:",,,,,"When she knew that Hansel and Grethel were coming, she gave a spiteful laugh, and said triumphantly, ",181,,
"Ceux-là, je les tiens! Il ne faudra pas qu'ils m'échappent!",,,,,"I have them, and they shall not escape me!",182,,
"A l'aube, avant que les enfants ne se soient éveillés, elle se leva.",,,,,"Early in the morning, before the children were awake, she got up to look at them, ",183,,
"Quand elle les vit qui reposaient si gentiment, avec leurs bonnes joues toutes roses, ",,,,,"and as they lay sleeping so peacefully with round rosy cheeks, ",184,,
elle murmura:,,,,,"she said to herself, ",185,,
Quel bon repas je vais faire!,,,,,What a fine feast I shall have! ,186,,
"Elle attrapa Hansel de sa main rêche,",,,,,"Then she grasped Hansel with her withered hand, ",187,,
le conduisit dans une petite étable,,,,,"and led him into a little stable, ",188,,
et l'y enferma au verrou.,,,,,and shut him up behind a grating; ,189,,
"Il eut beau crier, cela ne lui servit à rien.",,,,,"and call and scream as he might, it was no good. ",190,,
"La sorcière s'approcha ensuite de Grethel, la secoua pour la réveiller et s'écria:",,,,,"Then she went back to Grethel and shook her, crying,  water, ",191,,
"Debout, paresseuse!",,,,,"Get up, lazy bones; ",192,,
Va chercher de l'eau et prépare quelque chose de bon à manger pour ton frère. ,,,,,fetch and cook something nice for your brother; ,193,,
Il est enfermé à l'étable et il faut qu'il engraisse.,,,,,"he is outside in the stable, and must be fattened up.",194,,
"Quand il sera à point, je le mangerai.",,,,,And when he is fat enough I will eat him. ,195,,
"Grethel se mit à pleurer, mais cela ne lui servit à rien.",,,,,"Grethel began to weep bitterly, but it was of no use,",196,,
Elle fut obligée de faire ce que lui demandait l'ogresse.,,,,,she had to do what the wicked witch bade her. ,197,,
On prépara pour le pauvre Hansel les plats les plus délicats.,,,,,"And so the best kind of victuals was cooked for poor Hansel, ",198,,
"Grethel, elle, n'eut droit qu'à des carapaces de crabes.",,,,,while Grethel got nothing but crab-shells.,199,,
"Tous les matins, la vieille se glissait jusqu'à l'écurie",,,,,"Each morning the old woman visited the little stable, ",200,,
"et disait: Hansel, tends tes doigts, que je voie si tu es déjà assez gras.",,,,,"and cried, Hansel, stretch out your finger, that I may tell if you will soon be fat enough. ",201,,
Mais Hansel tendait un petit os ,,,,,"Hansel, however, used to hold out a little bone, ",202,,
"et la sorcière, qui avait de mauvais yeux, ne s'en rendait pas compte.",,,,,"and the old woman, who had weak eyes, could not see what it was,",203,,
Elle croyait que c'était vraiment le doigt de Hansel et s'étonnait qu'il n'engraissât point.,,,,,"and supposing it to be Hansel's finger, wondered very much that it was not getting fatter.",204,,
"Quand quatre semaines furent passées, et que l'enfant était toujours aussi maigre,",,,,,"When four weeks had passed and Hansel seemed to remain so thin, ",205,,
she lost patience and could wait no longer. ,,,,,elle perdit patience et décida de ne pas attendre plus longtemps.,206,,
"Holà! Grethel, cria-t-elle à la petite fille,",,,,,"Now then, Grethel, cried she to the little girl; ",207,,
dépêche-toi d'apporter de l'eau.,,,,,be quick and draw water; ,208,,
"Que Hansel soit gras ou maigre, c'est demain que je le tuerai et le mangerai.",,,,,"be Hansel fat or be he lean, tomorrow I must kill and cook him. ",209,,
"Ah, comme elle pleurait, la pauvre petite, en charriant ses seaux d'eau,",,,,,"Oh what a grief for the poor little sister to have to fetch water, ",210,,
comme les larmes coulaient le long de ses joues!,,,,,and how the tears flowed down over her cheeks! ,211,,
"Dieu bon, aide-nous donc! s'écria-t-elle.",,,,,"Dear God, pray help us! cried she; ",212,,
Si seulement les bêtes de la forêt nous avaient dévorés! Au moins serions-nous morts ensemble!,,,,,if we had been devoured by wild beasts in the wood at least we should have died together.,213,,
Cesse de te lamenter! dit la vieille;,,,,,"Spare me your lamentations, said the old woman; ",214,,
ça ne te servira à rien!,,,,,they are of no avail. ,215,,
"De bon matin, Grethel fut chargée de remplir la grande marmite d'eau et d'allumer le feu.",,,,,"Early next morning Grethel had to get up, make the fire, and fill the kettle. ",216,,
"Nous allons d'abord faire la pâte, dit la sorcière.",,,,,"First we will do the baking, said the old woman;  already, ",217,,
J'ai déjà fait chauffer le four et préparé ce qu'il faut.,,,,,I nave heated the oven and kneaded the dough. ,218,,
"Elle poussa la pauvre Grethel vers le four, d'où sortaient de grandes flammes.",,,,,"She pushed poor Grethel towards the oven, out of which the flames were already shining.",219,,
"Faufile-toi dedans! ordonna-t-elle, et vois s'il est assez chaud pour la cuisson.",,,,,"Creep in, said the witch, and see if it is properly hot, so that the bread may be baked. ",220,,
Elle avait l'intention de fermer le four quand la petite y serait pour la faire rôtir.,,,,,"And Grethel once in, she meant to shut the door upon her and let her be baked, ",221,,
"Elle voulait la manger, elle aussi.",,,,,and then she would have eaten her. ,222,,
Mais Grethel devina son projet ,,,,,"But Grethel perceived her intention, ",223,,
"et dit: Je ne sais comment faire , comment entre-t-on dans ce four?",,,,,"and said, I don't know how to do it: how shall I get in?",224,,
"Petite oie, dit la sorcière,",,,,,"Stupid goose, said the old woman, ",225,,
"l'ouverture est assez grande, vois, ",,,,,"the opening is big enough, do you see? ",226,,
je pourrais y entrer moi-même.,,,,,I could get in myself! ,227,,
Et elle y passa la tête.,,,,,and she stooped down and put her head in the oven's mouth. ,228,,
"Alors Grethel la poussa vivement dans le four, claqua la porte et mit le verrou.",,,,,"Then Grethel gave her a push, so that she went in farther, and she shut theand put up the bar iron door upon her, ",229,,
La sorcière se mit à hurler épouvantablement.,,,,,Oh how frightfully she howled! ,230,,
Mais Grethel s'en alla et cette épouvantable sorcière n'eut plus qu'à rôtir.,,,,,"but Grethel ran away, and left the wicked witch to burn miserably.",231,,
"Grethel, elle, courut aussi vite qu'elle le pouvait chez Hansel.",,,,,"Grethel went straight to Hansel, ",232,,
Elle ouvrit la petite étable et dit:,,,,,"opened the stable-door, ",233,,
"Hansel, nous sommes libres!",,,,,"and cried, Hansel, we are free! ",234,,
La vieille sorcière est morte!,,,,,the old witch is dead! ,235,,
"Hansel bondit hors de sa prison, aussi rapide qu'un oiseau dont on vient d'ouvrir la cage.",,,,,Then out flew Hansel like a bird from its cage as soon as the door is opened. ,236,,
Comme ils étaient heureux!,,,,,How rejoiced they both were! how ,237,,
"Comme ils se prirent par le cou, ",,,,,they fell each on the other's neck! ,238,,
dansèrent et s'embrassèrent!,,,,,"and danced about, and kissed each other! ",239,,
"N'ayant plus rien à craindre, ils pénétrèrent dans la maison de la sorcière. ",,,,,"And as they had nothing more to fear they went over all the old witch's house, ",240,,
"Dans tous les coins, il y avait des caisses pleines de perles et de diamants.",,,,,and in every corner there stood chests of pearls and precious stones. ,241,,
C'est encore mieux que mes petits cailloux! dit Hansel en remplissant ses poches.,,,,,"This is something better than flint stones, said Hansel, as he filled his pockets,  carry something home with her, filled her apron full! ",242,,
"Et Grethel pensa : Moi aussi, je veux en rapporter à la maison!",,,,,"and Grethel, thinking she also would like to",243,,
"Maintenant, il nous faut partir, dit Hansel, si nous voulons fuir cette forêt ensorcelée.",,,,,"Now, away we go, said Hansel, if we only can get out of the witch's wood. ",244,,
"Au bout de quelques heures, ils arrivèrent sur les bords d'une grande rivière.",,,,,When they had journeyed a few hours they came to a great piece of water. ,245,,
"Nous ne pourrons pas la traverser, dit Hansel, je ne vois ni passerelle ni pont.",,,,,"We can never get across this, said Hansel, I see no stepping-stones and no bridge.",246,,
"On n'y voit aucune barque non plus, dit Grethel.",,,,,"And there is no boat either, said Grethel; ",247,,
Mais voici un canard blanc. ,,,,,but here comes a white duck; ,248,,
"Si Je lui demande, il nous aidera à traverser.",,,,,if I ask her she will help us over. ,249,,
Elle cria:,,,,,"So she cried,",250,,
"Petit canard, petit canard,",,,,,"Duck, duck, here we stand,",251,,
Nous sommes Hansel et Grethel.,,,,,"Hansel and Grethel, on the land,",252,,
"Il n'y a ni barque, ni gué, ni pont,",,,,,"Stepping-stones and bridge we lack,",253,,
Fais-nous passer avant qu'il ne soit tard.,,,,,Carry us over on your nice white back.,254,,
Le petit canard s'approcha ,,,,,"And the duck came accordingly, ",255,,
et Hansel se mit à califourchon sur son dos.,,,,,and Hansel got upon her ,256,,
Il demanda à sa soeur de prendre place à côté de lui.,,,,,and told his sister to come too. ,257,,
"Non, répondit-elle, ce serait trop lourd pour le canard.",,,,,"No, answered Grethel, that would be too hard upon the duck; ",258,,
Nous traverserons l'un après l'autre.,,,,,"we can go separately, one after the other. ",259,,
La bonne petite bête les mena ainsi à bon port.,,,,,"And that was how it was managed, ",260,,
"Quand ils eurent donc passé l'eau sans dommage,",,,,,"and after that they went on happily, ",261,,
