FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"Quand elle fut prête,",PRETE,PRETE ,['Past']['Past'],,"When it was ready, ",12,,
la poule monta dedans et dit au coq de s'atteler au timon.,POULE VOITURE MONTER DIRE COQ TOI TIRER VOITURE,POULE DEDANS MONTER COQ TIMON DIRE ATTELER ,['Past']['Past'],,"the little hen seated herself in it and said to the cock, ",13,,
Et pour qui me prends-tu?,COQ CHOQUE REPONDRE TOI PENSER MOI QUOI?,ME PRENDS - TU ,<unk>,,Thou canst just harness thyself to it. ,14,,
"répondit le coq, j'aimerais mieux m'en retourner à pied que de m'atteler comme un cheval;",PREFERE RENTRER PIED SEUL QUE TIRER,COQ REPONDRE MIEUX PIED CHEVAL AIMER RETOURNER ATTELER ,['Pres']['Imp'],,"I like that! said the cock, I would rather go home on foot than let myself be harnessed to it; ",15,,
"non, cela n'est pas dans nos conventions:",MES PRINCIPES REFUSER,NON PAS PAS CONVENTIONS ETRE ,['Pres'],,"no, that is not our bargain. ",16,,
je veux bien être cocher et m'asseoir sur le siège;,COCHER ASSOIR SIEGE OUI,BIEN VOULOIR COCHER SIEGE ASSEOIR ,['Pres'],,"I do not mind being coachman and sitting on the box, ",17,,
"mais traîner moi-même la voiture, c'est ce que je ne ferai pas.",MOI TIRER VOITURE REFUSER,MEME VOITURE TRAINER PAS PAS FERAI ,['Pres'],,but drag it myself I will not.,18,,
"Comme ils se disputaient ainsi,",COQ POULE DISPUTER ,AINSI DISPUTER ,['Pres'],,"As they were thus disputing, ",19,,
une cane se mit à crier:,CANARD CRIER,CANE CRIER METTRE ,['Past'],,"a duck quacked to them, ",20,,
"Eh! voleurs,",EH ! VOLEUR !,VOLEURS ,<unk>,,"You thieving folks, ",21,,
qui vous a permis de venir sous mes noyers!,QUI AUTORISER VENIR ARBRE DESSOUS !,NOYERS PERMETTRE VENIR ,['Pres']['Past'],,who bade you go to my nut-hill? ,22,,
"Attendez, je vais vous arranger!",ATTENDRE ARRIVER GARE A VOUS,ATTENDEZ ALLER ARRANGER ,['Pres'],,"Well, you shall suffer for it! ",23,,
"Et elle se précipita, le bec ouvert, sur le coq.",BEC ATTAQUER COQ,PRECIPITER BEC OUVERT COQ ,['Fut'],,and ran with open beak at the cock. ,24,,
"Mais celui-ci, prompt à la riposte,",COQ DEFENDRE,PROMPT RIPOSTE ,<unk>,,"But the cock also was not idle, ",25,,
frappa la cane en plein corps,BEC ATTAQUER CANARD,CANE PLEIN CORPS FRAPPER ,,,"and fell boldly on the duck, ",26,,
"et lui laboura si bien les chairs à coups d'ergot, qu'elle demanda grâce",PATTES COQ TAPER CANARD CANARD SUPPLIER ARRETER,SI BIEN CHAIRS COUPS ERGOT LABOURER GRACE DEMANDER ,['Fut']['Pres'],,"and at last wounded her so with his spurs that she also begged for mercy, ",27,,
et se laissa atteler à la voiture en punition de son attaque.,COQ PUNIR CANARD OBLIGER TIRER VOITURE,VOITURE PUNITION ATTAQUE LAISSER ATTELER ,['Pres'],,and willingly let herself be harnessed to the carriage as a punishment. ,28,,
"Le coq s'assit sur le siège pour conduire l'équipage,",COQ ASSOIR SIEGE COMMANDER,SIEGE EQUIPAGE ASSEOIR CONDUIRE ,['Pres'],,"The little cock now seated himself on the box and was coachman, ",29,,
et il le lança à fond de train en criant:,CRIER,LANCA FOND TRAIN CRIER ,['Pres'],,"and thereupon they went off in a gallop, ",30,,
"Au galop, cane, au galop!",AVANCE GALOP CANARD GALOP,GALOP CANE GALOP ,<unk>,,"with Duck, go as fast as thou canst. ",31,,
"Comme ils avaient déjà fait un bout de route,",BIEN AVANCER ROUE ROULER,DEJA BOUT ROUTE FAIRE ,['Imp']['Past'],,When they had driven a part of the way ,32,,
ils rencontrèrent deux voyageurs qui cheminaient à pied;,DEUX PERSONNES MARCHER RENCONTRER,DEUX VOYAGEURS PIED RENCONTRER CHEMINER ,['Pres']['Pres'],,"they met two foot-passengers, ",33,,
"c'était une épingle et une aiguille,",EPINGLE AIGUILLE,EPINGLE AIGUILLE ,['Imp'],,a pin and a needle. ,34,,
qui crièrent: Halte! halte!,TOUS DEUX CRIER STOP STOP,CRIER HALTE HALTE ,['Pres'],,"They cried, Stop! stop! ",35,,
"Bientôt, dirent-ils, il ferait nuit noire,",DEUX DIRE BIENTÔT NUIT,BIENTOT DIRE NOIRE FAIRE NUIRE ,['Pres']['Imp']['Past'],,"and said that it would soon be as dark as pitch, ",36,,
ils ne pouvaient plus avancer;,PAS POSSIBLE AVANCER,PAS PLUS POUVOIR AVANCER ,['Pres'],,"and then they could not go a step further, ",37,,
le chemin était plein de boue;,CHEMIN BOUE,CHEMIN PLEIN BOUE ,['Imp'],,"and that it was so dirty on the road, ",38,,
et demandairent qu'on leur permît de monter dans la voiture.,S'IL VOUS PLAIT POUVOIR PRENDRE NOUS NOUS MONTER VOITURE,DEMANDAIRENT PERMIT VOITURE MONTER ,,,and asked if they could not get into the carriage for a while. ,39,,
"ils s'étaient attardés à boire de la bière devant la porte, à l'auberge du Tailleur;",TOUS DEUX BOIRE BOIRE BIERE LA BAS BAR ,BIERE PORTE ATTARDER BOIRE AUBERGE TAILLEUR ,['Imp']['Past'],,"They had been at the tailor's public house by the gate, and had stayed too long over the beer. ",40,,
Comme ils étaient des petites personnes,TOUS DEUX PETITES FINE PERSONNES,PETITES PERSONNES ETRE ,['Imp'],,"As they were thin people, ",41,,
"Le coq, vu la maigreur des nouveaux venus et le peu de place qu'ils tiendraient, consentit à les recevoir,",COQ VOIR MAIGRE FIN PENSER PEU PLACE DANS VOITURE ALORS ACCEPTER,COQ MAIGREUR NOUVEAUX VENUS VOIR PEU PLACE TENIR CONSENTIT RECEVOIR ,['Past']['Pres'],,"who did not take up much room, the cock let them both get in, but they had to promise him ",42,,
à condition qu'ils ne marcheraient sur les pieds de personne.,MAIS CONDITION ECRASER PIEDS PERSONNE,PAS CONDITION MARCHERAIENT PIEDS PERSONNE ,<unk>,,and his little hen not to step on their feet. ,43,,
"Fort tard dans la soirée ils arrivèrent à une auberge,",TARD NUIT GROUPE ARRIVE LIEU HOTEL DORMIR,FORT TARD SOIREE AUBERGE ARRIVER ,['Imp'],,"Late in the evening they came to an inn, ",44,,
"et, comme ils ne voulaient pas se risquer de nuit sur la route,",PAS VOULOIR RISQUER CONTINUER AVANCER NUIT,PAS PAS NUIT ROUTE VOULOIR RISQUER ,['Imp'],,"and as they did not like to go further by night, ",45,,
"et que la cane était fatiguée,",CANARD FATIGUER,CANE FATIGUER ,['Imp']['Past'],,"and as the duck also was not strong on her feet, ",46,,
ils se décidèrent à entrer.,DECIDER ENTRER,DECIDER ENTRER ,['Pres'],,"and fell from one side to the other, they went in. ",47,,
L'hôte fit d'abord des difficultés;,HOTE COMPLIQUER,ABORD HOTE FIT DIFFICULTES ,<unk>,,"The host at first made many objections, ",48,,
"sa maison était déjà pleine,",MAISON PLEINE,DEJA MAISON PLEINE ,['Imp'],,"his house was already full, ",49,,
"et les nouveaux voyageurs ne lui paraissaient pas d'une condition très relevée,",HOTE VOIR VOYAGEUR SALE PEUT ETRE PAUVRE,PAS PAS TRES NOUVEAUX VOYAGEURS CONDITION RELEVEE PARAITRE ,['Pres'],,besides he thought they could not be very distinguished persons; ,50,,
"mais enfin, vaincu par leurs belles paroles,",MAIS PAROLES CHARMER GROUPE VAINCRE VOYAGEUR ,ENFIN BELLES PAROLES VAINCRE ,['Past'],,"but at last, as they made pleasant speeches, ",51,,
par la promesse qu'on lui fit de lui abandonner l'oeuf que la poule venait de pondre en route,GROUPE PROMETTRE ŒUF POULE PONDRE DONNER LUI,PROMESSE OEUF POULE ROUTE FAIRE ABANDONNER VENIR PONDRE ,['Past']['Imp'],,"and told him that he should have the egg which the little hen has laid on the way, ",52,,
et de lui laisser la cane ,PLUS LAISSER CANARD,CANE LAISSER ,,,"and should likewise keep the duck, ",53,,
"qui en pondait un tous les jours,",ELLE PONDRE UN TOUS LES JOURS,TOUS JOURS PONDRE ,['Imp'],,"which laid one every day, ",54,,
il voulut bien les recevoir pour la nuit.,ALORS ACCEPTER RESTER NUIT,BIEN NUIT VOULOIR RECEVOIR ,['Pres'],,he at length said that they might stay the night. ,55,,
Ils se firent servir du meilleur et passèrent la soirée à faire bombance.,MANGER PLAT DELICIEUX NUIT ENTIERE S'AMUSER FETE,FIRENT MEILLEUR SERVIR PASSERENT SOIREE BOMBANCE FAIRE ,,,"And now they had themselves well served, and feasted and rioted. ",56,,
"Le lendemain matin,",LENDEMAIN MATIN,LENDEMAIN MATIN ,<unk>,,"Early in the morning, ",57,,
"à la pointe du petit jour,",SOLEIL LEVER,POINTE PETIT JOUR ,<unk>,,"when day was breaking, ",58,,
"quand tout le monde dormait encore,",TOUT MONDE DORMIR,ENCORE TOUT MONDE DORMIR ,['Imp'],,"and every one was asleep, ",59,,
"le coq réveilla la poule,",COQ REVEILLER POULE,POULE REVEILLER ,['Past'],,"the cock awoke the hen, ",60,,
"et, piquant l'oeuf à coups de bec, ils l'avalèrent tous deux",ŒUF BEC PIQUER ŒUF OUVRIR BEC MANGER,PIQUANT OEUF COUPS BEC DEUX AVALERENT TOUS ,<unk>,,"brought the egg, pecked it open, and they ate it together, ",61,,
et en jetèrent la coquille dans la cheminée;,RESTE JETER CHEMINEE,JETERENT COQUILLE CHEMINEE ,<unk>,,but they threw the shell on the hearth. ,62,,
"ils allèrent ensuite prendre l'aiguille qui dormait encore,",ELLE AIGUILLE DORMIR TOUT DEUX PRENDRE ELLE,ENSUITE ENCORE AIGUILLE ALLER PRENDRE DORMIR ,['Pres']['Imp'],,"Then they went to the needle which was still asleep, ",63,,
"et la saisissant par la tête, ils la plantèrent dans le fauteuil de l'hôte,",TETE AIGUILLE PLANTER FAUTEUILLE DE L'HOTE,TETE SAISIR FAUTEUIL HOTE PLANTER ,['Pres']['Pres'],,"took it by the head and stuck it into the cushion of the landlord's chair, ",64,,
ainsi que l'épingle dans sa serviette;,AUSSI EPINGLE PLACER DANS SA SERVIETTE,AINSI SERVIETTE EPINGLE ,['Past'],,"and put the pin in his towel, ",65,,
puis ils prirent leur vol par la fenêtre.,FENETRE VOLER VOLER,PRIRENT VOL FENETRE ,<unk>,,and at the last without more ado they flew away over the heath. ,66,,
"La cane qui couchait volontiers à la belle étoile et qui était restée dans la cour,",CANARD ELLE DORMIR DEHORS COUR,CANE VOLONTIERS BELLE ETOILE COUCHER COUR RESTER ,['Imp']['Imp']['Past'],,"The duck who liked to sleep in the open air and had stayed in the yard, ",67,,
"se leva en les entendant passer,",ENTENDRE DEUX REVEILLER,LEVER ENTENDRE PASSER ,['Imp']['Pres'],,"heard them going away, ",68,,
"et entrant dans un ruisseau qui coulait au pied du mur,",MUR PIED RUISSEAU CANARD ENTRER,RUISSEAU PIED MUR ENTRER COULER ,['Pres']['Imp'],,"made herself merry and found a stream, ",69,,
elle le descendit plus vite qu'elle n'avait couru la poste la veille.,PATAUGER COURIR PLUS VITE QUE HIER,PLUS VITE PAS DESCENDIT POSTE VEILLE COURIR ,['Imp']['Past'],,"down which she swam, which was a much quicker way of travelling than being harnessed to a carriage. ",70,,
"Deux heures plus tard l'hôte sortit du lit,",DEUX APRES HOTE LIT SORTIR,DEUX PLUS TARD HEURES HOTE SORTIT LIT ,<unk>,,The host did not get out of bed for two hours after this; ,71,,
"et, après s'être lavé la figure, il prit la serviette pour s'essuyer;",VISAGE LAVER PRENDRE SERVIETTE S'ESSUYER,LAVE FIGURE SERVIETTE PRENDRE ESSUYER ,['Pres'],,"he washed himself and wanted to dry himself, ",72,,
mais l'épingle lui égratigna le visage et lui fit une grande balafre rouge qui allait d'une oreille à l'autre.,EPINGLE GRIFFER GRIFFURE ROUGE OREILLE A AUTRE OREILLE,EGRATIGNA VISAGE EPINGLE GRANDE BALAFRE ROUGE OREILLE FAIRE ALLER ,['Past']['Past']['Imp'],,then the pin went over his face and made a red streak from one ear to the other. ,73,,
Il descendit à la cuisine pour allumer sa pipe;,DESCENDRE CUISINE PIPE ALLUMER,CUISINE PIPE DESCENDRE ALLUMER ,['Past'],,"After this he went into the kitchen and wanted to light a pipe, ",74,,
"mais en soufflant sur le feu, les débris de la coquille de l'oeuf lui sautèrent dans les yeux.",SOUFFLER FEU COQUILLE RESTE SAUTER YEUX,FEU SOUFFLER DEBRIS COQUILLE OEUF YEUX SAUTER ,['Pres']['Imp'],,but when he came to the hearth the egg-shell darted into his eyes. ,75,,
"Tout conspire contre moi ce matin,",PFFFF TOUT CONTRE MOI,CONSPIRE MATIN ,<unk>,,"This morning everything attacks my head,  ",76,,
"se dit-il, et dans son chagrin il se laissa tomber dans son grand fauteuil;",FATIGUER ASSOIR FAUTEUIL,DIRE CHAGRIN GRAND FAUTEUIL LAISSER TOMBER ,['Pres']['Pres'],,"said he, and angrily sat down on his grandfather's chair, ",77,,
"mais il se releva bientôt en poussant des cris,",RELEVER DE SUITE CRIER,BIENTOT CRIS RELEVER POUSSER ,['Past']['Pres'],,"but he quickly started up again and cried, ",78,,
car l'aiguille l'avait solidement piqué ,AIGUILLE PIQUER,SOLIDEMENT AIGUILLE PIQUER ,['Imp']['Past'],,"Woe is me, for the needle had pricked him still worse than the pin, ",79,,
et non pas à la tête.,PIQUER TETE NON PIQUER FESSES,NON PAS TETE ,<unk>,,and not in the head. ,80,,
Ce dernier accident acheva de l'exaspérer;,ENCORE PLUS FATIGUER,DERNIER ACCIDENT ACHEVA EXASPERER ,,,"Now he was thoroughly angry, ",81,,
ses soupçons tombèrent tout de suite sur les voyageurs qu'il avait reçus la veille au soir;,LUI PENSER SOUPCONS GROUPE HIER ,TOMBERENT TOUT SOUPCONS SUITE VOYAGEURS VEILLE SOIR RECEVOIR ,['Imp']['Past'],,"and suspected the guests who had come so late the night before, ",82,,
"et en effet, quand il alla pour voir ce qu'ils étaient devenus,",VOIR GROUPE OU JUSTE,EFFET DEVENUS ALLER VOIR ,['Past']['Imp'],,"and when he went and looked about for them, ",83,,
ils étaient partis,GROUPE PARTIR,PARTIR ,['Imp']['Past'],,they were gone. ,84,,
Alors il jura bien qu'à l'avenir il ne recevrait plus dans sa maison de ces vagabonds,PROMETTRE MOI JAMAIS RECEVOIR GROUPE MEME MA MAISON,ALORS BIEN PAS PLUS AVENIR MAISON VAGABONDS JURER RECEVOIR ,['Fut']['Imp'],,"Then he made a vow to take no more ragamuffins into his house, ",85,,
"qui font beaucoup de dépenses,",MOI DEPENSER,BEAUCOUP DEPENSES FAIRE ,['Pres'],,"for they consume much, ",86,,
"ne payent pas,",EUX PAS PAYER,PAS PAS PAYER ,['Pres'],,"pay for nothing, ",87,,
et pour tout merci vous jouent quelque méchant tour.,EN PLUS M'EMBETER,QUELQUE TOUT MERCI MECHANT TOUR JOUER ,['Pres'],,and play mischievous tricks into the bargain by way of gratitude.,88,,
