FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"Elle avait fait voeu de n'accepter pour époux que celui qui lui promettrait de se laisser enterrer vivant avec elle, si elle mourait avant lui.",,,,,She had made a vow to take no one as her lord and husband who did not promise to let himself be buried alive with her if she died first.,22,,
"S'il m'aime vraiment, disait-elle, pourquoi tiendrait-il à la vie après m'avoir perdue?",,,,,"If he loves me with all his heart, said she, of what use will life be to him afterwards?",23,,
"De son côté, elle voulait faire la même promesse:",,,,,"On her side she would do the same,",24,,
"s'il mourait le premier, elle le suivrait dans la tombe.",,,,,"and if he died first, would go down to the grave with him.",25,,
"Ce voeu étrange avait jusqu'à ce jour écarté les prétendans,",,,,,"This strange oath had up to this time frightened away all wooers,",26,,
"mais notre jeune homme fut si touché de la beauté de la princesse que, sans s'inquiéter des conditions,",,,,,"but the youth became so charmed with her beauty that he cared for nothing,",27,,
il demanda sa main à son père.,,,,,but asked her father for her.,28,,
"Sais-tu bien, lui dit le roi, quel est l'engagement que tu devras prendre!",,,,,But dost thou know what thou must promise? said the King.,29,,
"Je devrai l'accompagner au tombeau si je lui survis, répondit-il,",,,,,"I must be buried with her, he replied, if I outlive her,",30,,
"mais mon amour est si grand, que cela ne peut m'arrêter.",,,,,but my love is so great that I do not mind the danger.,31,,
"Le roi donna donc son consentement, et le mariage fut célébré avec une grande pompe.",,,,,"Then the King consented, and the wedding was solemnized with great splendour.",32,,
Les jeunes époux vécurent heureux et satisfaits pendant un certain temps.,,,,,"They lived now for a while happy and contented with each other,",33,,
Cependant il arriva que la jeune princesse tomba dangereusement malade;,,,,,"and then it befell that the young Queen was attacked by a severe illness,",34,,
tous les médecins firent de vains efforts pour la guérir.,,,,,and no physician could save her.,35,,
Elle mourut.,,,,,"And as she lay there dead, ",36,,
Alors seulement son mari se rappela son imprudente promesse;,,,,,"the young King remembered what he had been obliged to promise,",37,,
il frémit d'horreur à cette pensée;,,,,,"and was horrified at having to lie down alive in the grave, but there was no escape.",38,,
Mais le roi avait fait poser des sentinelles à toutes les portes du palais.,,,,,"The King had placed sentries at all the gates,",39,,
Il n'y avait pas moyen d'éviter sa destinée cruelle;,,,,,and it was not possible to avoid his fate.,40,,
"Lorsqu'arriva le jour où le corps de la princesse devait être conduit dans le caveau royal, le malheureux prince y fut mené à sa suite, et les verroux se fermèrent sur lui.",,,,,"When the day came when the corpse was to be buried, he was taken down into the royal vault with it and then the door was shut and bolted.",41,,
"A côté du cercueil, se trouvait une table sur laquelle étaient placés quatre bougies,",,,,,"Near the coffin stood a table on which were four candles,",42,,
quatre morceaux de pain,,,,,"four loaves of bread,",43,,
et quatre bouteilles de vin.,,,,,"and four bottles of wine,",44,,
"Ces provisions épuisées,",,,,,"and when this provision came to an end,",45,,
le prisonnier devait mourir de faim.,,,,,he would have to die of hunger.,46,,
Le malheureux jeune prince s'assit là plein de tristesse et de deuil;,,,,,"And now he sat there full of pain and grief,",47,,
"il mangea chaque jour quelque peu de pain,",,,,,"ate every day only a little piece of bread,",48,,
"but à peine quelques gorgées de vin,",,,,,"drank only a mouthful of wine,",49,,
et n'en vit pas moins la mort s'approcher à grands pas.,,,,,and nevertheless saw death daily drawing nearer.,50,,
"Pendant qu'il était livré aux plus sombres réflexions,",,,,,"Whilst he thus gazed before him,",51,,
"il vit un serpent dresser sa tête dans un coin du caveau, puis s'avancer en rampant vers le cadavre.",,,,,he saw a snake creep out of a corner of the vault and approach the dead body.,52,,
Il s'imagina que l'horrible animal voulait faire sa proie de la morte;,,,,,"And as he thought it came to gnaw at it, ",53,,
il tira soudain son épée en disant:,,,,,"he drew his sword and said,",54,,
"Tant que je vivrai, tu ne toucheras pas à ce corps!",,,,,"As long as I live, thou shalt not touch her,",55,,
Et il coupa le serpent en trois.,,,,,and hewed the snake in three pieces.,56,,
"Quelques moments après, un second serpent sortit du même coin;",,,,,"After a time a second snake crept out of the hole,",57,,
"mais ayant aperçu son compagnon mort et partagé en quatre tronçons,",,,,,"and when it saw the other lying dead and cut in pieces, ",58,,
"il rentra dans son trou,",,,,,"it went back,",59,,
puis reparut bientôt après portant dans la gueule trois feuilles vertes.,,,,,but soon came again with three green leaves in its mouth.,60,,
"Il commença par réunir les trois morceaux du serpent,",,,,,"Then it took the three pieces of the snake, laid them together,",61,,
"les replaça adroitement dans l'ordre où ils se trouvaient avant d'être coupés, et mit sur chaque blessure une des trois feuilles.  ",,,,,"as they ought to go, and placed one of the leaves on each wound.",62,,
"Aussitôt, ce qui avait été séparé se rejoignit,",,,,,"Immediately the severed parts joined themselves together,",63,,
"le serpent revint à la vie,",,,,,"the snake moved, and became alive again,",64,,
et disparut avec son compagnon.,,,,,and both of them hastened away together.,65,,
Les trois feuilles étaient restées par terre;,,,,,"The leaves were left lying on the ground,",66,,
"l'idée vint au malheureux jeune homme, témoin de cette scène extraordinaire,",,,,,"and a desire came into the mind of the unhappy man who had been watching all this,",67,,
"d'essayer si la vertu magique de ces feuilles, qui avait rendu la vie au serpent,",,,,,"to know if the wondrous power of the leaves which had brought the snake to life again,",68,,
pourrait aussi ranimer un être humain.,,,,,could not likewise be of service to a human being.,69,,
"Dans cette espérance, il ramassa les feuilles, en plaça une sur la bouche de la morte,",,,,,"So he picked up the leaves and laid one of them on the mouth of his dead wife,",70,,
et les deux autres sur ses yeux.,,,,,and the two others on her eyes.,71,,
" A l'instant même, le sang circula de nouveau dans les veines et remonta vers le pâle visage qui se colora d'une vive rougeur.",,,,,"And hardly had he done this than the blood stirred in her veins, rose into her pale face, and coloured it again.",72,,
"En même temps, la jeune princesse recouvra la respiration, rouvrit les yeux,",,,,,"Then she drew breath, opened her eyes, ",73,,
"et s'écria: Ho! mon Dieu, où suis-je?",,,,,"and said, Ah, God, where am I?",74,,
"Tu es près de moi, chère épouse, repartit le jeune prince.",,,,,"Thou art with me, dear wife, he answered,",75,,
"Et il lui raconta alors tout ce qui s'était passé,",,,,,"and told her how everything had happened,",76,,
et comment elle avait été arrachée à la mort.,,,,,and how he had brought her back again to life.,77,,
Il lui fit prendre ensuite un peu de vin et de pain;,,,,,"Then he gave her some wine and bread,",78,,
"puis elle se leva, et ils se dirigèrent tous les deux vers la porte,",,,,,"and when she had regained her strength, he raised her up and they went to the door and knocked,",79,,
où ils se mirent à frapper et à crier de toutes leurs forces; si bien que le bruit qu'ils faisaient arriva jusqu'aux sentinelles qui s'empressèrent d'aller avertir le roi.,,,,,"and called so loudly that the sentries heard it, and told the King.",80,,
"Celui-ci vint lui-même ouvrir la porte,",,,,,"The King came down himself and opened the door,",81,,
"trouva le jeune couple frais et bien portant,",,,,,"and there he found both strong and well,",82,,
et se réjouit avec eux de l'heureuse issue d'un si terrible événement.,,,,,and rejoiced with them that now all sorrow was over.,83,,
Le jeune prince avait emporté avec lui les trois feuilles du serpent;,,,,,"The young King, however, took the three snake-leaves with him,",84,,
"il les donna à son serviteur de confiance, ",,,,,gave them to a servant ,85,,
en lui disant:,,,,,"and said, Keep them for me carefully,",86,,
"Conserve-les avec soin, et ne t'en sépare jamais:",,,,,and carry them constantly about thee;,87,,
qui sait si elles ne pourront pas encore nous arracher à quelque péril?,,,,,who knows in what trouble they may yet be of service to us!,88,,
"Cependant depuis que la jeune femme avait été rappelée à la vie, il s'était opéré en elle un grand changement;",,,,,"A change had, however, taken place in his wife; after she had been restored to life,",89,,
"tout l'amour qu'elle avait autrefois pour son mari, s'en était allé.",,,,,it seemed as if all love for her husband had gone out of her heart.,90,,
"C'est ainsi que quelque temps après,",,,,,"After some time, when he wanted to make a voyage over the sea,",91,,
"ayant dû s'embarquer sur mer pour aller voir le roi son vieux père,",,,,,"to visit his old father, and they had gone on board a ship,",92,,
elle oublia entièrement le dévouement ,,,,,"she forgot the great love and fidelity which he had shown her,",93,,
"et la fidélité dont son époux avait fait preuve en l'arrachant à la mort,",,,,,"and which had been the means of rescuing her from death,",94,,
et se laissa entraîner à un coupable penchant pour le commandant du vaisseau.,,,,,and conceived a wicked inclination for the skipper.,95,,
"Un jour que le jeune prince dormait,",,,,,"And once when the young King lay there asleep, ",96,,
"elle appela le commandant, et saisissant son mari par la tête,",,,,,"she called in the skipper and seized the sleeper by the head,",97,,
"elle fit signe à son complice de le prendre par les pieds,",,,,,"and the skipper took him by the feet,",98,,
et ils le jetèrent à la mer.,,,,,and thus they threw him down into the sea.,99,,
"Quand ce crime fut consommé,",,,,,"When the shameful deed was done, ",100,,
elle dit au commandant: Hâtons-nous maintenant de faire voile vers les états de mon père; ,,,,,"she said, Now let us return home,",101,,
nous lui dirons que mon mari est mort en route.,,,,,and say that he died on the way.,102,,
"Je te promets de faire si bien ton éloge, que le vieux roi te donnera ma main ",,,,,"I will extol and praise thee so to my father that he will marry me to thee,",103,,
et te désignera pour son successeur.,,,,,and make thee the heir to his crown.,104,,
"Cependant le fidèle serviteur, qui avait tout vu, ",,,,,"But the faithful servant who had seen all that they did, unseen by them,",105,,
"détacha secrètement du vaisseau une petite nacelle, ",,,,,"unfastened a little boat from the ship,",106,,
"fit force de rames vers l'endroit où son maître avait été jeté dans les flots, ",,,,,"got into it, sailed after his master,",107,,
et laissa les infâmes assassins poursuivre leur voyage. ,,,,,and let the traitors go on their way.,108,,
"Il eut le bonheur de repêcher son jeune maître, ",,,,,"He fished up the dead body,",109,,
"et grâce au secours des trois feuilles du serpent, qu'il portait toujours avec lui ",,,,,"and by the help of the three snake-leaves which he carried about with him,",110,,
"et qu'il plaça sur les yeux et sur la bouche du mort, ",,,,,"and laid on the eyes and mouth,",111,,
il le rappela heureusement à la vie.,,,,,he fortunately brought the young King back to life.,112,,
Alors ils ramèrent tous deux jour et nuit sans relâche; ,,,,,"They both rowed with all their strength day and night,",113,,
"et leur légère nacelle courait si vite sur les flots, qu'ils arrivèrent avant les coupables dans les états du vieux roi.",,,,,and their little boat flew so swiftly that they reached the old King before the others did.,114,,
"Celui-ci s'étonna de les voir se présenter seuls, ",,,,,"He was astonished when he saw them come alone,",115,,
et leur demanda ce qui leur était advenu. ,,,,,and asked what had happened to them.,116,,
"Lorsqu'il eut appris l'action barbare de sa fille, il s'écria:",,,,,"When he learnt the wickedness of his daughter he said,",117,,
"Je ne puis croire qu'elle se soit conduite d'une manière si indigne,",,,,,"I cannot believe that she has behaved so ill,",118,,
mais la vérité apparaîtra bientôt au grand jour.,,,,,"but the truth will soon come to light,",119,,
,,,,,and bade both go into a secret chamber,120,,
"Cela dit, il les fit cacher tous deux dans une chambre à l'écart.",,,,,and keep themselves hidden from every one.,121,,
"Peu de temps après, le vaisseau arriva,",,,,,"Soon afterwards the great ship came sailing in,",122,,
et la femme criminelle se présenta devant son père avec un visage empreint de tristesse.,,,,,and the godless woman appeared before her father with a troubled countenance.,123,,
Pourquoi viens-tu seule? lui dit le vieux roi; où est ton époux?,,,,,"He said, Why dost thou come back alone? Where is thy husband?",124,,
"Hélas! mon bon père, répondit-elle, vous me voyez dans un grand deuil; ",,,,,"Ah, dear father, she replied, I come home again in great grief;",125,,
"mon mari est mort subitement pendant la traversée, ",,,,,"during the voyage, my husband became suddenly ill and died,",126,,
"et sans le zèle et le dévouement du commandant, ",,,,,"and if the good skipper had not given me his help, ",127,,
vous n'auriez plus revu votre fille; ,,,,,it would have gone ill with me.,128,,
il a assisté à ses derniers moments et pourra tout vous raconter.,,,,,"He was present at his death, and can tell you all.",129,,
"Je veux rendre la vie aux morts, répondit le roi, ",,,,,"The King said, I will make the dead alive again,",130,,
qui ouvrit aussitôt la porte de la chambre ,,,,,"and opened the chamber,",131,,
et fit entrer le jeune prince et son fidèle serviteur.,,,,,and bade the two come out.,132,,
"A la vue de son mari,",,,,,"When the woman saw her husband,",133,,
l'odieuse femme fut comme frappée de la foudre;,,,,,"she was thunderstruck,",134,,
elle tomba à genoux et demanda pardon.,,,,,and fell on her knees and begged for mercy.,135,,
"Point de pardon, s'écria le roi: ",,,,,"The King said, There is no mercy.",136,,
"il avait consenti à mourir avec toi, et c'est à lui que tu es redevable de la vie; ",,,,,"He was ready to die with thee and restored thee to life again,",137,,
"toi au contraire, tu as profité de son sommeil pour la lui ôter: ",,,,,"but thou hast murdered him in his sleep,",138,,
tu dois recevoir le châtiment que tu mérites.,,,,,and shalt receive the reward that thou deservest.,139,,
"En conséquence, l'épouse criminelle fut placée avec son complice dans un bateau où l'eau pénétrait par le fond; on le lança sur la mer où les vagues ne tardèrent pas à les engloutir.",,,,,"Then she was placed with her accomplice in a ship which had been pierced with holes, and sent out to sea, where they soon sank amid the waves.",140,,
