FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
et ta grand-mère n'aurait plus rien.,AMENER VIDE TA GRAND PÈRE,ET NE PLUS GRAND-MÈRE AVOIR,,,and then there will be nothing for your sick grandmother.,19,,
"Je ferai tout comme il faut, dit le Petit Chaperon Rouge à sa mère.",PETIT CHAPERON ROUGE DIRE CORRECTEMENT,TOUT PETIT CHAPERON ROUGE MÈRE FAIRE FALLOIR DIRE,,,Little Red Riding Hood promised to obey her mother.,20,,
"La grand-mère habitait loin, au milieu de la forêt,",GRAND MERE HABITER LOIN FORET AU MILIEU,LOIN GRAND-MÈRE MILIEU FORÊT HABITER,,,"The grandmother lived out in the woods,",21,,
à une demi-heure du village.,VILLAGE DISTANCE DEMI-HEURE,DEMI-HEURE VILLAGE,,,a half hour from the village.,22,,
"Lorsque le Petit Chaperon Rouge arriva dans le bois, elle rencontra le Loup.",PETIT CHAPERON ROUGE MARCHER BOIS LOUP ARRIVER RENCONTRER,PETIT CHAPERON ROUGE BOIS LOUP ARRIVER RENCONTRER,,,When Little Red Riding Hood entered the woods a wolf came up to her.,23,,
Mais il ne savait pas que c'était une vilaine bête,ELLE SAVAIT PAS LOUP MECHANT,MAIS NE PAS VILAIN BÊTE SAVOIR ÊTRE,,,"She did not know what a wicked animal he was,",24,,
et ne le craignait point.,PAS PEUR,ET NE POINT CRAINDRE,,,and was not afraid of him.,25,,
"Bonjour, Chaperon Rouge, dit le Loup.",LOUP DIRE BONJOUR CHAPERON ROUGE,BONJOUR CHAPERON ROUGE LOUP DIRE,,,"Good day to you, Little Red Riding Hood.",26,,
"Bonjour, Loup, dit le Chaperon Rouge.",CHAPERON ROUGE REPONDRE BONJOUR LOUP,BONJOUR LOUP CHAPERON ROUGE DIRE,,,"Good day, wolf.",27,,
"Où donc vas-tu si tôt, ",OU TU VAS,OÙ DONC SI TÔT ALLER,,,"Where are you going so early,",28,,
Petit Chaperon Rouge?,PETIT CHAPERON ROUGE,PETIT CHAPERON ROUGE,,,Little Red Riding Hood?,29,,
Chez ma grand-mère.,CHEZ MA GRAND-MÈRE,GRAND-MÈRE,,,To grandmother's.,30,,
Que portes-tu dans ton panier?,QU'EST QU'IL Y A PANIER ,PANIER PORTE,,,And what are you carrying under your apron?,31,,
"Grand-mère est malade et faible,",GRAND-MÈRE MALADE FAIBLE,ET GRAND-MÈRE MALADE FAIBLE ÊTRE,,,"Grandmother is sick and weak,",32,,
Je lui apporte du gâteau et du vin.,APPORTER GÂTEAU VIN ,ET GÂTEAU VIN APPORTER,,,and I am taking her some cake and wine.,33,,
"Hier nous avons fait de la pâtisserie,",HIER FAIRE PÂTISSERIE ,HIER PÂTISSERIE AVOIR FAIRE,,,"We baked yesterday,",34,,
et ça fera du bien à ma grand-mère. Ça la fortifiera.,APPORTER BIEN MA GRAND MERE SOLIDE,ET BIEN GRAND-MÈRE FAIRE,,,and they should give her strength.,35,,
"Où habite donc ta grand-mère, Petit Chaperon Rouge?",OÙ HABITER TGRAND-MÈRE,OÙ DONC GRAND-MÈRE PETIT CHAPERON ROUGE HABITER,,,"Little Red Riding Hood, just where does your grandmother live?",36,,
"Oh! à un bon quart d'heure d'ici, dans la forêt. Sa maison se trouve sous les trois gros chênes.",15 MINUTES MARCHER FORET. TROIS GROS CHENE SA MAISON ,OH ICI BON QUART HEURE FORÊT,,,"Her house is a good quarter hour from here in the woods, under the three large oak trees.",37,,
"En dessous, il y a une haie de noisetiers,",CHEMIN HAIE NOISETTE,DESSOUS HAIE NOISETIER AVOIR,,,There's a hedge of hazel bushes there.,38,,
tu sais bien?,SAVOIR ?,BIEN SAVOIR,,,"You must know the place,",39,,
dit le petit Chaperon Rouge.,RACONTE CHAPERON ROUGE,PETIT CHAPERON ROUGE DIRE,,,said Little Red Riding Hood.,40,,
Le Loup se dit:,LOUP REFLECHIT,LOUP DIRE,,,The wolf thought to himself:,41,,
"Voilà un mets bien jeune et bien tendre, un vrai régal!",REPAS JEUNE TENDRE REGAL,BIEN ET BIEN METS JEUNE TENDRE VRAI RÉGAL VOILÀ,,,Now there is a tasty bite for me.,42,,
Il faut que je m'y prenne adroitement pour les attraper toutes les eux!,REFLECHIR CORRECTEMENT ATTRAPER DEUX,ADROITEMENT TOUT FALLOIR PRENDRE ATTRAPER,,,Just how are you going to catch her?,43,,
Il l'accompagna un bout de chemin et dit:,MARCHER COTE A COTE DIRE,ET BOUT CHEMIN ACCOMPAGNER DIRE,,,Then he said:,44,,
"Petit Chaperon Rouge, ",PETIT CHAPERON ROUGE,PETIT CHAPERON ROUGE,,,"Listen, Little Red Riding Hood,",45,,
vois ces belles fleurs autour de nous.,BELLE FLEURS AUTOUR ,AUTOUR BEAU FLEUR VOIR,,,haven't you seen the beautiful flowers that are blossoming in the woods?,46,,
Pourquoi ne les regardes-tu pas?,POURQUOI NE PAS REGARDER,POURQUOI NE PAS REGARDER,,,Why don't you go and take a look?,47,,
J'ai l'impression que tu n'écoutes même pas comme les oiseaux chantent joliment.,ECTOUER PAS CHANTER OISEAUX ,NE MÊME PAS JOLIMENT IMPRESSION OISEAU AVOIR ÉCOUTER CHANTER,,,And I don't believe you can hear how beautifully the birds are singing.,48,,
"Tu marches comme si tu allais à l'école, ",MARCHER SAC A DOS ECOLE,ÉCOLE MARCHE ALLER,,,You are walking along as though you were on your way to school in the village.,49,,
"alors que tout est si beau, ici, dans la forêt!",FORET BEAU,ALORS SI ICI BEAU FORÊT! ÊTRE,,,It is very beautiful in the woods.,50,,
Le Petit Chaperon Rouge ouvrit les yeux,PETIT CHAPERON ROUGE ŒIL OUVRIR,PETIT CHAPERON ROUGE ŒIL OUVRIR,,,Little Red Riding Hood opened her eyes,51,,
"et lorsqu'elle vit comment les rayons du soleil dansaient de-ci, de-là à travers les arbres,",ARBRES SOLEIL RAYONS DANSER,ET COMMENT DE-CI LÀ RAYON SOLEIL TRAVERS ARBRE VIVRE DANSER,,,and saw the sunlight breaking through the trees,52,,
"et combien tout était plein de fleurs,",FLEURS PARTOUT,ET COMBIEN PLEIN FLEUR ÊTRE,,,and how the ground was covered with beautiful flowers.,53,,
"elle pensa: Si j'apportais à ma grandmère un beau bouquet de fleurs, ",PENSER FLEUR CUEILLIR BOUQUET APPORTER,PENSER,,,"She thought: If a take a bouquet to grandmother,",54,,
ça lui ferait bien plaisir.,DONNER PLAISIR,BIEN PLAISIR FAIRE,,,she will be very pleased.,55,,
Il est encore si tôt que j'arriverai bien à l'heure.,TOT AVOIR TEMPS ARRIVER HEURE,ENCORE SI TÔT BIEN HEURE ÊTRE ARRIVER,,,"Anyway, it is still early, and I'll be home on time.",56,,
"Elle quitta le chemin, pénétra dans le bois et cueillit des fleurs.",CHEMIN QUITTER FORET ENTRER CUEILLIR FLEURS,ET CHEMIN BOIS FLEUR QUITTER PÉNÉTRER CUEILLIR,,,And she ran off into the woods looking for flowers.,57,,
"Et, chaque fois qu'elle en avait cueilli une, elle se disait: Plus loin, j'en vois une plus belle,",CUEILLIR FLEUR VOIR LOIN FLEUR BELLE,ET FOIS AVOIR CUEILLIR DIRE,,,"Each time she picked one she thought that she could see an even more beautiful one a little way off,",58,,
et elle y allait ,ALLER,ET ALLER,,,"and she ran after it,",59,,
et s'enfonçait toujours plus profondément dans la forêt.,MARCHER FORET PROFONDEMENT ,ET TOUJOURS PLUS PROFONDÉMENT FORÊT ENFONCER,,,going further and further into the woods.,60,,
"Le Loup lui, courait tout droit vers la maison de la grand-mère.",LOUP COURIR MAISON GRAND MERE,TOUT DROIT LOUP MAISON GRAND-MÈRE COURIR,,,But the wolf ran straight to the grandmother's house,61,,
Il frappa à la porte.,PORTE FRAPPER,PORTE FRAPPER,,,and knocked on the door.,62,,
Qui est là?,QUI ?,LÀ ÊTRE,,,Who's there? ,63,,
C'est le Petit Chaperon Rouge,PETIT CHAPERON ROUGE ,PETIT CHAPERON ROUGE ÊTRE,,,Little Red Riding Hood.,64,,
Je t'apporte du gâteau et du vin.,APPORTER GÂTEAU VIN ,ET GÂTEAU VIN APPORTER,,,I'm bringing you some cake and wine.,65,,
"Tire la chevillette, dit la grand-mère.",TIRER POIGNET GRAND MERE DIRE,CHEVILLETTE GRAND-MÈRE TIRE DIRE,,,"Open the door for me. Just press the latch, called out the grandmother.",66,,
Je suis trop faible et ne peux me lever.,FAIBLE POUVOIR LEVER,TROP ET NE FAIBLE ÊTRE POUVOIR LEVER,,,I'm too weak to get up.,67,,
"Le Loup tire la chevillette,",LOUP OUVRIR POIGNET,LOUP CHEVILLETTE TIRER,,,"The wolf pressed the latch,",68,,
la porte s'ouvre,PORTE OUVRIR,PORTE OUVRIR,,,and the door opened.,69,,
"et sans dire un mot, il s'approche du lit de la grand-mère",SE TAIRE APPROCHER LIT GRAND MERE,ET MOT LIT GRAND-MÈRE DIRE APPROCHER,,,"He stepped inside, went straight to the grandmother's bed,",70,,
et l'avale.,MANGER,ET AVALE,,,and ate her up.,71,,
"Il enfile ses habits,",HABIT ENFILER,HABIT ENFILER,,,"Then he took her clothes, put them on,",72,,
"met sa coiffe,",COIFFE METTRE,COIFFE METTRE,,,and put her cap on his head.,73,,
se couche dans son lit et tire les rideaux.,COUCHER LIT TIRER RIDEAU,ET LIT RIDEAU COUCHE TIRER,,,He got into her bed and pulled the curtains shut.,74,,
"Pendant ce temps, le petit Chaperon Rouge avait fait la chasse aux fleurs.",MEME TEMPS PETIT CHAPERON ROUGE CUEILLIR FLEUR,TEMPS PETIT CHAPERON ROUGE CHASSE FLEUR AVOIR FAIRE,,,"Little Red Riding Hood had run after flowers,",75,,
"Lorsque la fillette en eut tant qu'elle pouvait à peine les porter, elle se souvint soudain de sa grand-mère et reprit la route pour se rendre auprès d'elle.",TROP FLEUR BOUQUET FILLETTE SOUVENIR SA GRAND MERE CHEMIN RETOUR MARCHER VOIR SA GRAND MERE,TANT SOUDAIN ET AUPRÈS FILLETTE PEINE GRAND-MÈRE ROUTE AVOIR POUVOIR PORTER SOUVENIR REPRENDRE RENDRE,,,and did not continue on her way to grandmother's until she had gathered all that she could carry.,76,,
Elle fut très étonnée de voir la porte ouverte.,PORTE OUVERTE ETONNER,TRÈS PORTE ÊTRE ÉTONNER VOIR OUVRIR,,,"When she arrived, she found, to her surprise, that the door was open.",77,,
"Et lorsqu'elle entra dans la chambre,",ENTRER CHAMBRE,ET CHAMBRE ENTRER,,,"She walked into the parlor,",78,,
cela lui sembla si curieux qu'elle se dit:,PENSER CURIEUX,SI CURIEUX SEMBLER DIRE,,,and everything looked so strange that she thought:,79,,
"Mon dieu, comme je suis craintive aujourd'hui.",OH LALA PEUREUSE AUJOURD'HUI,AUJOURD'HUI DIEU CRAINTIF ÊTRE,,,"Oh, my God, why am I so afraid?",80,,
"Et, cependant, d'habitude, je suis si contente d'être auprès de ma grand-mère!",D'HABITUDE CONTENTE AUPRES MA GRAND MERE,ET CEPENDANT SI AUPRÈS HABITUDE CONTENT GRAND-MÈRE ÊTRE ÊTRE,,,I usually like it at grandmother's.,81,,
Elle s'écria: Bonjour! Mais nulle réponse. Elle s'approcha du lit et tira les rideaux.,CRIER BONJOUR PERSONNE REPONDRE LIT APPROCHER RIDEAUX TIRER,BONJOUR ÉCRIER,,,Then she went to the bed and pulled back the curtains.,82,,
"La grand-mère y était couchée, sa coiffe tirée très bas sur son visage. Elle avait l'air bizarre.",SA GRAND MERE COUCHER COIFFE TIRER BAS BIZARRE ,TRÈS GRAND-MÈRE COIFFE BAS VISAGE ÊTRE COUCHER TIRER,,,Grandmother was lying there with her cap pulled down over her face and looking very strange.,83,,
"Oh, grand-mère, comme tu as de grandes oreilles.",OH GRAND-MÈRE OREILLE GRANDE ,OH GRAND-MÈRE GRAND OREILLE AVOIR,,,"Oh, grandmother, what big ears you have!",84,,
C'est pour mieux t'entendre!,MIEUX T'ENTENDRE,MIEUX ÊTRE ENTENDRE,,,All the better to hear you with.,85,,
"Oh! grand-mère, comme tu as de grands yeux!",OH! GRAND-MÈRE ŒIL GRAND,OH! GRAND-MÈRE GRAND ŒIL AVOIR,,,"Oh, grandmother, what big eyes you have!",86,,
C'est pour mieux te voir!,MIEUX TE VOIR,MIEUX ÊTRE VOIR,,,All the better to see you with.,87,,
"Oh! grand-mère, comme tu as de grandes mains!",OH! GRAND-MÈRE MAIN GRAND,OH! GRAND-MÈRE GRAND MAIN AVOIR,,,"Oh, grandmother, what big hands you have!",88,,
C'est pour mieux t'étreindre!,MIEUX T'ÉTREINDRE,MIEUX ÊTRE ÉTREINDRE,,,All the better to grab you with!,89,,
"Mais, grand-mère, comme tu as une horrible et grande bouche!",GRAND-MÈRE HORRIBLE BOUCHE GRANDE,MAIS ET GRAND-MÈRE HORRIBLE GRAND BOUCHE AVOIR,,,"Oh, grandmother, what a horribly big mouth you have!",90,,
C'est pour mieux te manger!,MIEUX MANGER,MIEUX ÊTRE MANGER,,,All the better to eat you with!,91,,
"À peine le Loup eut-il prononcé ces mots, qu'il bondit hors du lit et avala le pauvre Petit Chaperon Rouge.",LOUP BONDIR LIT AVALER PETIT CHAPERON ROUGE,HORS ET PEINE LOUP MOT LIT PAUVRE PETIT CHAPERON ROUGE AVOIR PRONONCER BONDRE AVALER,,,"And with that he jumped out of bed, jumped on top of poor Little Red Riding Hood, and ate her up.",92,,
"Lorsque le Loup eut apaisé sa faim,",LOUP FAIM APAISER,LOUP FAIM AVOIR APAISER,,,"As soon as the wolf had finished this tasty bite,",93,,
"il se recoucha, s'endormit et commença à ronfler bruyamment.",RECOUCHER ENDORMIR RONFLER BRUYAMMENT,ET BRUYAMMENT RECOUCHER ENDORMIR COMMENCER RONFLER,,,"he climbed back into bed, fell asleep, and began to snore very loudly.",94,,
Un chasseur passait justement devant la maison.,CHASSEUR PASSER MAISON,JUSTEMENT CHASSEUR MAISON PASSER,,,A huntsman was just passing by.,95,,
Il se dit: Comme cette vieille femme ronfle! Il faut que je voie si elle a besoin de quelque chose.,PENSER VIEILLE FEMME RONFLER BESOIN QUELQUE CHOSE ?,VIEUX FEMME DIRE RONFLER,,,"He thought it strange that the old woman was snoring so loudly, so he decided to take a look.",96,,
Il entre dans la chambre,SA CHAMBRE ENTRER,CHAMBRE ENTRER,,,"He stepped inside,",97,,
"et quand il arrive devant le lit, il voit que c'est un Loup qui y est couché.",LIT ARRIVER VOIR LOUP COUCHER,ET LIT LOUP ARRIVER VOIR ÊTRE ÊTRE COUCHER,,,and in the bed there lay the wolf that he had been hunting for such a long time.,98,,
l'idée lui vient que le Loup pourrait bien avoir avalé la grand-mère,IDEE LOUP AVALER GRAND MERE ,BIEN IDÉE LOUP GRAND-MÈRE VENIR POUVOIR AVOIR AVALER,,,"He has eaten the grandmother,",99,,
et qu'il serait peut-être encore possible de la sauver.,PEUT-ÊTRE POSSIBLE ÊTRE ,ET PEUT-ÊTRE ENCORE POSSIBLE ÊTRE SAUVER,,,but perhaps she still can be saved.,100,,
"Il ne tire pas,",PAS TIRER,NE PAS TIRER,,,"I won't shoot him, thought the huntsman.",101,,
mais prend des ciseaux et commence à ouvrir le ventre du Loup endormi.,PRENDRE CISEAUX COUPER VENTRE LOUP DORMIR,MAIS ET CISEAU VENTRE LOUP ENDORMI PRENDRE COMMENCER OUVRIR,,,So he took a pair of scissors and cut open his belly.,102,,
À peine avait-il donné quelques coups de ciseaux qu'il aperçoit le Petit Chaperon Rouge.,COUPER CISEAUX VOIR CHAPERON ROUGE,PEINE COUP CISEAU PETIT CHAPERON ROUGE AVOIR DONNER APERCEVOIR,,,He had cut only a few strokes when he saw the red cap shining through.,103,,
Quelques coups encore et la voilà qui sort du Loup et dit:,COUPER CISEAUX CHAPERON ROUGE SORTIR LOUP,ENCORE ET ET COUP LOUP VOILÀ SORTIR DIRE,,,"He cut a little more, and the girl jumped out and cried:",104,,
Ah! comme j'ai eu peur!,CHAPERON ROUGE DIRE AH AVOIR PEUR,AH PEUR AVOIR AVOIR,,,"Oh, I was so frightened!",105,,
Comme il faisait sombre dans le ventre du Loup!,SOMBRE VENTRE LOUP ,SOMBRE VENTRE LOUP FAIRE,,,It was so dark inside the wolf's body!,106,,
"Et voilà que la grand-mère sort à son tour, pouvant à peine respirer.",GRAND-MÈRE SORTIR PAS RESPIRER,ET GRAND-MÈRE TOUR PEINE VOILÀ SORTIR POUVOIR RESPIRER,,,And then the grandmother came out alive as well.,107,,
Le Petit Chaperon Rouge se hâte de chercher de grosses pierres.,PETIT CHAPERON ROUGE COURIR CHERCHER GROSSES PIERRES,PETIT CHAPERON ROUGE GROS PIERRE HÂTE CHERCHER,,,Then Little Red Riding Hood fetched some large heavy stones.,108,,
Ils en remplissent le ventre du Loup.,GROSSES PIERRES VENTRE LOUP REMPLIR,VENTRE LOUP REMPLIR,,,"They filled the wolf's body with them,",109,,
"Lorsque celui-ci se réveilla, il voulut s'enfuir.",LOUP RÉVEILLER  S'ENFUIR,RÉVEILLER VOULOIR ENFUIR,,,"and when he woke up and tried to run away,",110,,
Mais les pierres étaient si lourdes qu'il s'écrasa par terre et mourut.,LOURDE PIERRES TIRER LOUP SOL MOURIR,MAIS SI ET PIERRE LOURD TERRE ÊTRE ÉCRASER MOURIR,,,the stones were so heavy that he fell down dead.,111,,
Ils étaient bien contents tous les trois:,TOUT TROIS CONTENTS,BIEN CONTENT TOUT TROIS ÊTRE,,,The three of them were happy.,112,,
le chasseur dépouilla le Loup et l'emporta chez lui.,CHASSEUR DÉPOUILLER LOUP EMPORTER CHEZ LUI,ET CHASSEUR LOUP DÉPOUILLER EMPORTER,,,The huntsman took the wolf's pelt.,113,,
La grand-mère mangea le gâteau et but le vin que le Petit Chaperon Rouge avait apportés. Elle s'en trouva toute ragaillardie.,GRAND-MÈRE MANGER GÂTEAU BOIRE VIN APPORTER PETIT CHAPERON ROUGE CONTENTE,ET GRAND-MÈRE GÂTEAU BUT VIN PETIT CHAPERON ROUGE MANGER AVOIR APPORTER,,,The grandmother ate the cake and drank the wine that Little Red Riding Hood had brought.,114,,
Le Petit Chaperon Rouge cependant pensait:, PETIT CHAPERON ROUGE PENSER,CEPENDANT PETIT CHAPERON ROUGE PENSER,,,And Little Red Riding Hood thought to herself:,115,,
"Je ne quitterai plus jamais mon chemin pour aller me promener dans la forêt, quand ma maman me l'aura interdit.",JAMAIS CHEMIN SORTIR PROMENER FORÊT MAMAN DIT INTERDIRE,NE PLUS JAMAIS CHEMIN FORÊT MAMAN QUITTER ALLER PROMENER AVOIR INTERDIRE,,,"As long as I live, I will never leave the path and run off into the woods by myself if mother tells me not to.",116,,
"On raconte encore qu'une autre fois, quand le Petit Chaperon Rouge apportait de nouveau de la galette à sa vieille grand-mère,",PERSONNE DIRE PROCHAINE FOIS PETIT CHAPERON ROUGE APPORTER GALETTE SA GRAND MERE ,ENCORE AUTRE FOIS PETIT CHAPERON ROUGE NOUVEAU GALETTE VIEUX GRAND-MÈRE RACONTER APPORTER,,,"They also tell how Little Red Riding Hood was taking some baked things to her grandmother another time,",117,,
un autre loup essaya de la distraire et de la faire sortir du chemin.,AUTRE LOUP DERANGER TENTER CHEMIN SORTIR ,ET AUTRE LOUP CHEMIN ESSAYER DISTRAIRE FAIRE SORTIR,,,when another wolf spoke to her and wanted her to leave the path.,118,,
Mais elle s'en garda bien ,REFUSER PORTER D'AUTRES,MAIS BIEN GARDER,,,But Little Red Riding Hood took care,119,,
et continua à marcher tout droit.,MARCHER CHEMIN,ET TOUT DROIT CONTINUER MARCHER,,,and went straight to grandmother's.,120,,
"Arrivée chez sa grand-mère, elle lui raconta bien vite que le loup était venu à sa rencontre",ARRIVER SA GRAND MERE RACONTER LOUP RENCONTRER ELLE,BIEN VITE GRAND-MÈRE LOUP RENCONTRE ARRIVER RACONTER ÊTRE VENIR,,,"She told her that she had seen the wolf,",121,,
"et qu'il lui avait souhaité le bonjour, mais qu'il l'avait regardée avec des yeux si méchants:",LOUP DIRE BONJOUR ELLE. ELLE REGARDER LOUP MECHAMENT ,ET MAIS SI BONJOUR ŒIL MÉCHANT AVOIR SOUHAITER AVOIR REGARDER,,,"and that he had wished her a good day, but had stared at her in a wicked manner.",122,,
"Si je n'avais pas été sur la grand-route,",PAS RESTER GRANDE ROUTE,NE PAS GRAND-ROUTE AVOIR ÊTRE,,,"If we hadn't been on a public road,",123,,
il m'aurait dévorée! ajouta-t'elle.,IL DEVORER MOI,AVOIR DÉVORER,,,"he would have eaten me up, she said.",124,,
"Viens, lui dit sa grand-mère,",GRAND MERE DIRE VENIR,GRAND-MÈRE VENIR DIRE,,,"Come, said the grandmother.",125,,
nous allons fermer la porte et bien la cadenasser pour qu'il ne puisse pas entrer ici.,FERMER PORTER CADENASSER RENTER PAS,ET BIEN NE PAS ICI PORTE ALLER FERMER CADENASSER POUVOIR ENTRER,,,"Let's lock the door, so he can't get in.",126,,
"Peu après, le loup frappait à la porte et criait:",TEMPS APRES LOUP PORTE FRAPPER ,PEU APRÈS ET LOUP PORTE FRAPPER CRIER,,,Soon afterward the wolf knocked on the door and called out:,127,,
"Ouvre-moi, grand-mère!",CRIER OUVRIR PORTE GRAND-MÈRE,OUVRE-MOI GRAND-MÈRE,,,"Open up, grandmother.",128,,
"c'est moi, le Petit Chaperon Rouge, qui t'apporte des gâteaux!",PETIT CHAPERON ROUGE APPORTER GATEAU ,PETIT CHAPERON ROUGE GÂTEAU ÊTRE APPORTER,,,"It's Little Red Riding Hood, and I'm bringing you some baked things.",129,,
Mais les deux gardèrent le silence et n'ouvrirent point la porte.,DEUX SILENCE PORTE OUVRIR PAS,MAIS ET NE POINT DEUX SILENCE PORTE GARDER OUVRIR,,,"They remained silent, and did not open the door.",130,,
"Tête-Grise fit alors plusieurs fois le tour de la maison à pas feutrés,",LOUP MAISON TOURNER AUTOUR DOUCEMENT,ALORS PAS TÊTE-GRISE FOIS TOUR MAISON FEUTRÉ FAIRE,,,"The wicked one walked around the house several times,",131,,
"et, pour finir, il sauta sur le toit,",TOIT SAUTER,ET TOIT FINIR SAUTER,,,and finally jumped onto the roof.,132,,
"décidé à attendre jusqu'au soir, quand le Petit Chaperon Rouge sortirait,",LOUP TOIT ATTENDRE CHAPERON ROUGE SORTIT JUSQU'AU SOIR ,SOIR PETIT CHAPERON ROUGE DÉCIDER ATTENDRE SORTIR,,,"He wanted to wait until Little Red Riding Hood went home that evening,",133,,
pour profiter de l'obscurité et l'engloutir.,ATTENDRE NOIR POUR MANGER ,ET OBSCURITÉ PROFITER ENGLOUTIR,,,then follow her and eat her up in the darkness.,134,,
Mais la grand-mère se douta bien de ses intentions.,GRAND MERE DEVIER IDEE LOUP,MAIS BIEN GRAND-MÈRE INTENTION DOUTER,,,But the grandmother saw what he was up to.,135,,
"Prends le seau, mon enfant, dit-elle au Petit Chaperon Rouge,",DIRE CHAPERON ROUGE PRENDRE SEAU MON ENFANT,SEAU ENFANT PETIT CHAPERON ROUGE PRENDRE DIRE,,,"There was a large stone trough in front of the house. Fetch a bucket, Little Red Riding Hood, she said.",136,,
"j'ai fait cuire des saucisses hier,",HIER SAUCISSE CUIRE,HIER SAUCISSE AVOIR FAIRE CUIRE,,,Yesterday I cooked some sausage.,137,,
et tu vas porter l'eau de cuisson dans la grande auge de pierre qui est devant l'entrée de la maison.,SEAU APPORTER GRANDE AUGE PIERRE MAISON ENTREE,ET EAU CUISSON GRAND AUGE PIERRE ENTRÉE MAISON ALLER PORTER ÊTRE,,,Carry the water that I boiled them with to the trough.,138,,
"Le Petit Chaperon Rouge en porta tant et tant de seaux que, pour finir, l'auge était pleine.",CHAPERON ROUGE APPORTER SEAU SEAU AUGE PLEINE ,TANT ET TANT PETIT CHAPERON ROUGE SEAU AUGE PLEIN PORTER FINIR ÊTRE,,,"Little Red Riding Hood carried water until the large, large trough was clear full.",139,,
Alors la bonne odeur de la saucisse vint caresser les narines du loup jusque sur le toit.,ODEUR SAUCISSE NEZ LOUP BAVER,ALORS BON ODEUR SAUCISSE NARINE LOUP TOIT VENIR CARESSER,,,The smell of sausage arose into the wolf's nose.,140,,
"Il se pencha si bien en tendant le cou, qu'à la fin il glissa et ne put plus se retenir.",LOUP PENCHER COU LONG LOUP ASSI TOIT GLISSER,SI BIEN ET NE PLUS COU FIN PENCHER TENDRE GLISSER POUVOIR RETENIR,,,"He sniffed and looked down, stretching his neck so long that he could no longer hold himself,",141,,
Il glissa du toit et tomba droit dans l'auge de pierre où il se noya.,GLISSER TOIT TOMBER AUGE NOYER,ET DROIT OÙ TOIT AUGE PIERRE GLISSER TOMBER NOYER,,,"and he began to slide. He slid off the roof, fell into the trough, and drowned.",142,,
"Allègrement, le Petit Chaperon Rouge regagna sa maison, et personne ne lui fit le moindre mal.",CHAPERON ROUGE CONTENT MAISON RENTRER PERSONNE EMBETER ELLE,ALLÈGREMENT ET NE PETIT CHAPERON ROUGE MAISON MOINDRE MAL REGAGNER FAIRE,,,And Little Red Riding Hood returned home happily and safely.,143,,
