FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"Le roi fit venir tous les orfèvres du pays, ",,,,,"The King ordered all the goldsmiths to be brought to him,",79,,
et ils travaillèrent nuit et jour jusqu'à ce que tout fût prêt.,,,,,and they had to work night and day until at last the most splendid things were prepared.,80,,
"Quand on en eut chargé un navire,",,,,,"When everything was stowed on board a ship,",81,,
"le fidèle Jean prit des habits de marchand,",,,,,"Faithful John put on the dress of a merchant,",82,,
"et le roi en fit autant, pour que personne ne put le reconnaître.",,,,,and the King was forced to do the same in order to make himself quite unrecognizable.,83,,
Puis ils mirent à la voile ,,,,,"Then they sailed across the sea,",84,,
et naviguèrent jusqu'à la ville où demeurait la princesse du Dôme d'or.,,,,,and sailed on until they came to the town wherein dwelt the princess of the Golden Dwelling.,85,,
Le fidèle Jean débarqua seul et laissa le roi dans le navire.,,,,,"Faithful John bade the King stay behind on the ship, and wait for him.",86,,
"Peut-être, lui dit-il, ramènerai-je la princesse;",,,,,"Perhaps I shall bring the princess with me, said he,",87,,
"ayez soin que tout soit en ordre,",,,,,therefore see that everything is in order;,88,,
que les vases d'or soient exposés et que le navire soit paré et en fête.,,,,,have the golden vessels set out and the whole ship decorated.,89,,
"Là-dessus il remplit sa ceinture de plusieurs petits bijoux d'or,",,,,,"Then he gathered together in his apron all kinds of gold things,",90,,
et se rendit directement au palais du roi.,,,,,went on shore and walked straight to the royal palace.,91,,
Il vit en entrant dans la cour,,,,,"When he entered the courtyard of the palace,",92,,
une jeune fille qui puisait de l'eau à une fontaine avec deux seaux d'or.,,,,,"a beautiful girl was standing there by the well with two golden buckets in her hand, drawing water with them.",93,,
"Comme elle se retournait pour s'en aller, elle aperçut l'étranger",,,,,"And when she was just turning round to carry away the sparkling water she saw the stranger,",94,,
et lui demanda qui il était.,,,,,and asked who he was.,95,,
"Je suis marchand, répondit-il;",,,,,"So he answered, I am a merchant,",96,,
"et ouvrant sa ceinture, il lui fit voir ses marchandises.",,,,,"and opened his apron, and let her look in.",97,,
Que de belles choses! s'écria-t-elle;,,,,,"Then she cried, Oh, what beautiful gold things!",98,,
"et, posant ses seaux à terre, elle se mit à considérer tous les bijoux les uns après les autres.",,,,,and put her pails down and looked at the golden wares one after the other.,99,,
"Il faut, dit-elle,",,,,,"Then said the girl,",100,,
que la princesse voie tout cela;,,,,,"The princess must see these,",101,,
"elle vous l'achètera, elle qui aime tant les objets d'or.",,,,,"she has such great pleasure in golden things, that she will buy all you have.",102,,
"Et, le prenant par la main, elle le fit monter dans le palais,",,,,,"She took him by the hand and led him upstairs,",103,,
car c'était une femme de chambre.,,,,,for she was the waiting-maid.,104,,
"La princesse fut ravie de voir les bijoux, et elle dit:",,,,,"When the King's daughter saw the wares, she was quite delighted and said,",105,,
Tout cela est si bien travaillé que je l'achète.,,,,,"They are so beautifully worked, that I will buy them all of thee.",106,,
Mais le fidèle Jean répondit:,,,,,"But Faithful John said,",107,,
Je ne suis que le serviteur d'un riche marchand;,,,,,I am only the servant of a rich merchant.,108,,
tout ce que vous voyez ici n'est rien auprès de ce que mon maître a dans son navire;,,,,,The things I have here are not to be compared with those my master has in his ship.,109,,
vous y verrez les ouvrages les plus beaux et les plus précieux.,,,,,They are the most beautiful and valuable things that have ever been made in gold.,110,,
"Elle voulait se les faire apporter,",,,,,"She wanted to have everything brought to her there,",111,,
"mais il dit: Il y en a trop, il faudrait trop de temps et trop de place;",,,,,"but he said, There are so many of them that it would take a great many days to do that,",112,,
votre palais n'y suffirait pas.,,,,,"and so many rooms would be required to exhibit them, that your house is not big enough.",113,,
"Sa curiosité n'en était que plus excitée,",,,,,"Then her curiosity and longing were still more excited,",114,,
"et enfin elle s'écria: Eh bien! conduis-moi à ce navire,",,,,,"until at last she said, Conduct me to the ship,",115,,
je veux aller moi-même voir les trésors de ton maître.,,,,,"I will go there myself, and behold the treasures of thine master.",116,,
"Le fidèle Jean la mena tout joyeux au navire,",,,,,"On this Faithful John was quite delighted, and led her to the ship,",117,,
"et le roi, en la voyant,",,,,,"and when the King saw her,",118,,
la trouva encore plus belle que son portrait; le coeur lui en bondissait de joie.,,,,,"he perceived that her beauty was even greater than the picture had represented it to be, and thought no other than that his heart would burst in twain.",119,,
"Quand elle fut montée à bord,",,,,,"Then she got into the ship,",120,,
le roi lui offrit la main;,,,,,and the King led her within.,121,,
"pendant ce temps-là, le fidèle Jean, qui était resté derrière, ordonna au capitaine de lever l'ancre à l'instant",,,,,"Faithful John, however, remained behind with the pilot, and ordered the ship to be pushed off, saying,",122,,
et de fuir à toutes voiles.,,,,,"Set all sail, till it fly like a bird in air.",123,,
"Le roi était descendu avec elle dans la chambre et lui montrait une à une toutes les pièces de la vaisselle d'or,",,,,,"Within, however, the King showed her the golden vessels,",124,,
"les plats, les coupes, les oiseaux, les bêtes sauvages et les monstres.",,,,,"every one of them, also the wild beasts and strange animals.",125,,
"Plusieurs heures se passèrent ainsi, et, pendant qu'elle était occupée à tout examiner,",,,,,"Many hours went by whilst she was seeing everything,",126,,
elle ne s'apercevait pas que le navire marchait.,,,,,and in her delight she did not observe that the ship was sailing away.,127,,
"Quand elle eut fini,",,,,,"After she had looked at the last,",128,,
elle remercia le prétendu marchand et se disposa à retourner dans son palais;,,,,,"she thanked the merchant and wanted to go home,",129,,
"mais, arrivée sur le pont,",,,,,"but when she came to the side of the ship,",130,,
"elle s'aperçut qu'elle était en pleine mer,",,,,,"she saw that it was on the deep sea far from land,",131,,
"bien loin de la terre, et que le navire cinglait à pleines voiles.",,,,,and hurrying onwards with all sail set.,132,,
Je suis trahie! s'écria-t-elle dans son effroi;,,,,,"Ah, cried she in her alarm, I am betrayed!",133,,
on m'emmène! Être tombée au pouvoir d'un marchand? J'aimerais mieux mourir.,,,,,I am carried away and have fallen into the power of a merchant I would die rather!,134,,
Mais le roi lui dit en lui prenant la main: Je ne suis pas marchand;,,,,,"The King, however, seized her hand, and said, I am not a merchant.",135,,
"je suis roi, et d'une aussi bonne famille que la vôtre.",,,,,"I am a king, and of no meaner origin than thou art,",136,,
"Si je vous ai enlevée par ruse,",,,,,"and if I have carried thee away with subtlety,",137,,
"ne l'attribuez qu'à la violence de mon amour. Il est si fort que,",,,,,that has come to pass because of my exceeding great love for thee.,138,,
"quand j'ai vu votre portrait pour la première fois,",,,,,"The first time that I looked on thy portrait,",139,,
j'en suis tombé sans connaissance à la renverse.,,,,,I fell fainting to the ground.,140,,
Ces paroles consolèrent la princesse;,,,,,"When the princess of the Golden Dwelling heard that, she was comforted,",141,,
"son coeur en fut touché,",,,,,"and her heart was inclined unto him,",142,,
et elle consentit à épouser le roi.,,,,,so that she willingly consented to be his wife.,143,,
"Pendant qu'ils naviguaient en pleine mer,",,,,,"It so happened, however, while they were sailing onwards over the deep sea, ",144,,
"le fidèle Jean, étant assis un jour à l'avant du navire,",,,,,"that Faithful John, who was sitting on the fore part of the vessel,",145,,
aperçut dans l'air trois corneilles qui vinrent se poser devant lui.,,,,,"making music, saw three ravens in the air, which came flying towards them.",146,,
"Il prêta l'oreille à ce qu'elles se disaient entre elles, car il comprenait leur langage.",,,,,"On this he stopped playing and listened to what they were saying to each other, for that he well understood.",147,,
"Eh bien! disait la première, il emmène la princesse du Dôme d'or!",,,,,"One cried, Oh, there he is carrying home the princess of the Golden Dwelling.",148,,
"Oui, répondit la seconde, mais il ne la tient pas encore.",,,,,"Yes, replied the second, but he has not got her yet.",149,,
Comment? dit la troisième; elle est assise près de lui.,,,,,"Said the third, But he has got her, she is sitting beside him in the ship.",150,,
"Qu'est-ce que cela lui apportera ? reprit la première,",,,,,"Then the first began again, and cried, What good will that do him?",151,,
"quand ils débarqueront, on présentera au roi un cheval roux;",,,,,"When they reach land a chestnut horse will leap forward to meet him,",152,,
"il voudra le monter; mais, s'il le fait,",,,,,"and the prince will want to mount it, but if he does that,",153,,
"le cheval s'élancera dans les airs avec lui,",,,,,"it will run away with him, and rise up into the air with him,",154,,
et il ne reverra plus jamais sa jeune fille.,,,,,and he will never see his maiden more.,155,,
"Mais, dit la seconde, n'y a-t-il donc aucune échapatoire?",,,,,"Spake the second, But is there no escape?",156,,
"Il y en a une, dit la première, il faut qu'une autre personne s'élance sur le cheval et que,",,,,,"Oh, yes, if any one else gets on it swiftly,",157,,
"saisissant dans les fontes un pistolet,",,,,,"and takes out the pistol which must be in its holster,",158,,
et tue le cheval.,,,,,"and shoots the horse dead with it,",159,,
Préservant ainsi le roi.,,,,,the young King is saved.,160,,
Mais qui peut savoir cela?,,,,,But who knows that?,161,,
Et encore celui qui le saurait et le dirait,,,,,"And whosoever does know it, and tells it to him,",162,,
serait changé en pierre depuis les pieds jusqu'aux genoux.,,,,,will be turned to stone from the toe to the knee.,163,,
La seconde corneille dit à son tour:,,,,,"Then said the second,",164,,
Je sais quelque chose de plus encore.,,,,,I know more than that;,165,,
"En supposant que le cheval soit tué,",,,,,"even if the horse be killed,",166,,
le jeune roi ne possédera pas encore sa fiancée.,,,,,the young King will still not keep his bride.,167,,
"Quand ils entreront ensemble dans le palais,",,,,,"When they go into the castle together,",168,,
on lui présentera sur un plat une magnifique chemise de noces ,,,,,"a wrought bridal garment will be lying there in a dish,",169,,
qui semblera tissue d'or et d'argent;,,,,,and looking as if it were woven of gold and silver;,170,,
mais elle n'est réellement que poix et soufre;,,,,,"it is, however, nothing but sulphur and pitch,",171,,
"si le roi la met,",,,,,"and if he put it on,",172,,
elle le brûlera jusqu'à la moelle des os.,,,,,it will burn him to the very bone and marrow.,173,,
N'y a-t-il donc aucune échapatoire? dit la troisième.,,,,,"Said the third, Is there no escape at all?",174,,
"Il y en a une, répondit la seconde,",,,,,"Oh, yes, replied the second,",175,,
"il faut qu'une personne munie de gants saisisse la chemise et la jette au feu. La chemise brûlée,",,,,,"if any one with gloves on seizes the garment and throws it into the fire and burns it,",176,,
le roi sera sauvé.,,,,,the young King will be saved.,177,,
Mais à quoi sert cela?,,,,,But what avails that?,178,,
Celui qui le saurait et lui dirait,,,,,"Whosoever knows it and tells it to him,",179,,
se verrait changé en pierre depuis les genoux jusqu'au coeur.,,,,,half his body will become stone from the knee to the heart.,180,,
La troisième corneille ajouta:,,,,,"Then said the third,",181,,
Je sais quelque chose de plus encore.,,,,,I know still more;,182,,
"En supposant la chemise brûlée,",,,,,"even if the bridal garment be burnt,",183,,
le jeune roi ne possédera pas encore sa femme.,,,,,the young King will still not have his bride.,184,,
"S'il y a un bal de noces et que la jeune reine y danse,",,,,,"After the wedding, when the dancing begins and the young queen is dancing,",185,,
elle s'évanouira tout d'un coup et tombera comme morte;,,,,,"she will suddenly turn pale and fall down as if dead,",186,,
et si quelqu'un ne la relève pas aussitôt et ne lui suce pas son sein droit trois gouttes de sang qu'il crachera immédiatement,,,,,"and if some one does not lift her up and draw three drops of blood from her right breast and spit them out again,",187,,
elle mourra.,,,,,she will die.,188,,
Mais celui qui saurait cela et qui le dirait,,,,,"But if any one who knows that were to declare it,",189,,
serait changé en pierre de la tête aux pieds.,,,,,he would become stone from the crown of his head to the sole of his foot.,190,,
"Après cette conversation, les corneilles reprirent leur vol.",,,,,"When the ravens had spoken of this together, they flew onwards, ",191,,
"Le fidèle Jean, qui avait tout entendu,",,,,,"and Faithful John had well understood everything,",192,,
resta depuis ce temps triste et silencieux.,,,,,"but from that time forth he became quiet and sad,",193,,
"Se taire, c'était le malheur du roi; mais parler, c'était sa propre perte. ",,,,,"for if he concealed what he had heard from his master, the latter would be unfortunate, and if he discovered it to him, he himself must sacrifice his life.",194,,
Enfin il se dit à lui-même: ,,,,,"At length, however, he said to himself,",195,,
"Je sauverai mon maître, dut-il m'en coûter la vie.",,,,,"I will save my master, even if it bring destruction on myself.",196,,
"Au débarquement,",,,,,"When therefore they came to shore,",197,,
tout se passa comme la corneille l'avait prédit.,,,,,"all happened as had been foretold by the ravens,",198,,
Un magnifique cheval roux fut présenté au roi.,,,,,and a magnificent chestnut horse sprang forward.,199,,
"Bien, dit-il, je vais le monter jusqu'au palais.",,,,,"Good, said the King, he shall carry me to my palace,",200,,
"Et il allait l'enfourcher, quand le fidèle Jean, passant devant lui,",,,,,"and was about to mount it when Faithful John got before him,",201,,
"s'élança dessus,",,,,,"jumped quickly on it,",202,,
tira le pistolet des fontes,,,,,"drew the pistol out of the holster,",203,,
et tira sur le cheval.,,,,,and shot the horse.,204,,
"Les autres serviteurs du roi, ",,,,,"Then the other attendants of the King,",205,,
"qui n'aimaient guère le fidèle Jean, s'écrièrent qu'il fallait être fou pour tuer un si bel animal",,,,,"who after all were not very fond of Faithful John, cried, How shameful to kill the beautiful animal,",206,,
que le roi allait monter.,,,,,that was to have carried the King to his palace.,207,,
"Mais le roi leur dit: Taisez-vous, laissez-le faire;",,,,,"But the King said, Hold your peace and leave him alone,",208,,
"c'est mon fidèle, il a sans doute ses raisons pour agir ainsi.",,,,,"he is my most faithful John, who knows what may be the good of that!",209,,
"Ils arrivèrent au palais, et, dans la première salle, la chemise de noces était posée sur un plat; il semblait qu'elle fût d'or et d'argent.",,,,,"They went into the palace, and in the hall there stood a dish, and therein lay the bridal garment looking no otherwise than as if it were made of gold and silver.",210,,
"Le prince allait y toucher, mais le fidèle Jean le repoussa,",,,,,"The young King went towards it and was about to take hold of it, but Faithful John pushed him away,",211,,
"et, la saisissant avec des gants, il la jeta au feu qui la consuma à l'instant même.",,,,,"seized it with gloves on, carried it quickly to the fire and burnt it.",212,,
Les autres serviteurs se mirent à murmurer:,,,,,"The other attendants again began to murmur,",213,,
"Voyez, disaient-ils, le voilà qui brûle la chemise de noces du roi.",,,,,"and said, Behold, now he is even burning the King's bridal garment!",214,,
Mais le jeune roi répéta encore: Il a sans doute ses raisons. Laissez-le faire;,,,,,"But the young King said, Who knows what good he may have done, leave him alone,",215,,
c'est mon fidèle.,,,,,he is my most faithful John.,216,,
On célébra les noces. Il y eut un grand bal et la mariée commença à danser ,,,,,"And now the wedding was solemnized: the dance began, and the bride also took part in it;",217,,
Dans ce moment le fidèle Jean ne la perdit pas des yeux.,,,,,"then Faithful John was watchful and looked into her face,",218,,
Tout à coup il lui prit une faiblesse et elle tomba comme une morte à la renverse.,,,,,"and suddenly she turned pale and fell to the ground, as if she were dead.",219,,
"Se jetant sur elle aussitôt, il la releva et la porta dans sa chambre, et là, l'ayant couchée sur son lit, il se pencha sur elle",,,,,"On this he ran hastily to her, lifted her up and bore her into a chamber then he laid her down,",220,,
et lui suça le sein droit trois gouttes de sang,,,,,"and knelt and sucked the three drops of blood from her right breast,",221,,
et les cracha.,,,,,and spat them out.,222,,
A l'instant même elle respira et reprit connaissance;,,,,,"Immediately she breathed again and recovered herself,",223,,
"mais le jeune roi, qui avait tout vu",,,,,"but the young King had seen this,",224,,
"et qui ne comprenait rien à la conduite de Jean,",,,,,"and being ignorant why Faithful John had done it,",225,,
finit par s'en courroucer,,,,,"was angry and cried,",226,,
et le fit jeter en prison.,,,,,Throw him into a dungeon.,227,,
"Le lendemain, le fidèle Jean fut condamné à mort",,,,,"Next morning Faithful John was condemned,",228,,
et conduit à la potence.,,,,,"and led to the gallows,",229,,
"Étant déjà monté à l'échelle, ",,,,,"and when he stood on high, and was about to be executed,",230,,
il dit: Tout homme qui va mourir peut parler avant sa fin;,,,,,"he said, Every one who has to die is permitted before his end to make one last speech;",231,,
Puis-je en réclamer le droit?,,,,,may I too claim the right?,232,,
"Je te l'accorde, dit le roi.",,,,,"Yes, answered the King, it shall be granted unto thee.",233,,
"Eh bien! on m'a condamné injustement, et je n'ai pas cessé de l'être fidèle.",,,,,"Then said Faithful John, I am unjustly condemned, and have always been true to thee,",234,,
"Alors il raconta comment il avait entendu sur mer la conversation des corneilles,",,,,,"and he related how he had hearkened to the conversation of the ravens when on the sea,",235,,
et comment tout ce qu'il avait fait était nécessaire pour sauver son maître.,,,,,and how he had been obliged to do all these things in order to save his master.,236,,
"0 mon fidèle Jean, s'écria le roi, je te fais grâce. Faites-le descendre.",,,,,"Then cried the King, Oh, my most Faithful John. Pardon, pardon bring him down.",237,,
"Mais, au dernier mot qu'il avait prononcé, le fidèle Jean était tombé sans vie: il était changé en pierre.",,,,,But as Faithful John spoke the last word he had fallen down lifeless and become a stone.,238,,
Le roi et la reine en eurent un grand chagrin:,,,,,"Thereupon the King and the Queen suffered great anguish,",239,,
"Hélas! disait le roi,",,,,,"and the King said,",240,,
tant de dévouement a été bien mal récompensé.,,,,,"Ah, how ill I have requited great fidelity!",241,,
"Il fit porter la statue de pierre dans sa chambre à coucher, près de son lit.",,,,,and ordered the stone figure to be taken up and placed in his bedroom beside his bed.,242,,
"Chaque fois qu'il la voyait, il répétait en pleurant:",,,,,"And as often as he looked on it he wept and said,",243,,
"Hélas! mon fidèle Jean, que ne puis-je te rendre la vie!",,,,,"Ah, if I could bring thee to life again, my most faithful John.",244,,
"Au bout de quelque temps, la reine mit au monde deux fils jumeaux qu'elle éleva heureusement et qui furent la joie de leurs parents.",,,,,"Some time passed and the Queen bore twins, two sons who grew fast and were her delight.",245,,
"Un jour que la reine était à l'église,",,,,,Once when the Queen was at church ,246,,
"et que les deux enfants jouaient dans la chambre avec leur père,",,,,,"and the two children were sitting playing beside their father,",247,,
"les yeux du roi tombèrent sur la statue,",,,,,"the latter full of grief again looked at the stone figure,",248,,
et il ne put s'empêcher de répéter encore en soupirant:,,,,,"sighed and said,",249,,
"Hélas! mon fidèle Jean, que ne puis-je te rendre la vie!",,,,,"Ah, if I could but bring thee to life again, my most faithful John.",250,,
"Mais la statue, prenant la parole lui dit:",,,,,"Then the stone began to speak and said,",251,,
"Tu le peux, si tu veux y consacrer ce que tu as de plus cher.",,,,,Thou canst bring me to life again if thou wilt use for that purpose what is dearest to thee.,252,,
"Tout ce que je possède au monde, s'écria le roi, je le sacrifierais pour toi.",,,,,"Then cried the King, I will give everything I have in the world for thee.",253,,
"Eh bien! dit la statue,",,,,,"The stone continued,",254,,
"pour que je recouvre l'existence, il faut que tu coupes la tête à tes deux fils, et que tu me frottes tout entier avec leur sang.",,,,,"If thou wilt will cut off the heads of thy two children with thine own hand, and sprinkle me with their blood, I shall be restored to life.",255,,
Le roi pâlit en entendant qu’il devait lui même tuer ses chers enfants.,,,,,"The King was terrified when he heard that he himself must kill his dearest children,",256,,
mais songeant au dévouement de ce fidèle serviteur,,,,,"but he thought of faithful John's great fidelity,",257,,
"qui avait donné sa vie pour lui,",,,,,"and how he had died for him, ",258,,
"il tira son épée,",,,,,"drew his sword,",259,,
"et, de sa propre main, il coupa la tète de ses enfants",,,,,and with his own hand cut off the children's heads.,260,,
et frotta la pierre avec leur sang.,,,,,"And when he had smeared the stone with their blood, ",261,,
"A l'instant même la statue se ranima,",,,,,"life returned to it,",262,,
et le fidèle Jean apparut frais et dispos devant lui.,,,,,and Faithful John stood once more safe and healthy before him.,263,,
Mais il dit au roi:,,,,,"He said to the King,",264,,
Ton dévouement pour moi aura sa récompense.,,,,,"Thy truth shall not go unrewarded,",265,,
"Et, prenant les têtes des enfants,",,,,,"and took the heads of the children,",266,,
il les replaça sur leurs épaules et frotta les blessures avec leur sang;,,,,,"put them on again, and rubbed the wounds with their blood,",267,,
