FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN
"la fille de l'homme trouva du lait pour se laver et du vin à boire,",,,,,"there stood by the bedside of the man's daughter milk to wash in and wine to drink,"
tandis que la fille de la femme avait de l'eau pour se laver et de l'eau à boire.,,,,,and by the bedside of the woman's daughter there stood water to wash in and water to drink.
"Le surlendemain, il y eut pour l'une comme pour l'autre de l'eau pour se laver et de l'eau à boire.",,,,,On the second morning there stood water to wash in and water to drink for both of them alike.
"Et le troisième jour la fille de l'homme eut de l'eau pour se laver et de l'eau à boire,",,,,,"On the third morning there stood water to wash in and water to drink for the man's daughter,"
"tandis que la fille de la femme avait du lait pour se laver et du vin à boire,",,,,,and milk to wash in and wine to drink for the woman's daughter;
et on en resta là.,,,,,and so it remained ever after.
La femme se mit à détester cordialement sa belle-fille,,,,,"The woman hated her stepdaughter,"
et ne sut qu'inventer pour lui rendre la vie de plus en plus dure. ,,,,,and never knew how to treat her badly enough from one day to another.
"De plus elle était jalouse, parce que sa belle-fille était belle et aimable, ",,,,,"And she was jealous because her stepdaughter was pleasant and pretty,"
tandis que sa vraie fille était laide et repoussante.,,,,,and her real daughter was ugly and hateful.
"Un jour d'hiver,",,,,,"Once in winter,"
comme il avait gelé à pierre fendre,,,,,"when it was freezing hard,"
"et que monts et vallées étaient ensevelis sous la neige,",,,,,"and snow lay deep on hill and valley,"
"la femme confectionna une robe de papier,",,,,,"the woman made a frock out of paper,"
appela la jeune fille et lui dit:,,,,,"called her stepdaughter, and said,"
"mets cette robe,",,,,,"Here, put on this frock,"
va dans la fort et rapporte-moi un petit panier de fraise:,,,,,go out into the wood and fetch me a basket of strawberries;
j'en ai envie.,,,,,I have a great wish for some.
"Mon Dieu, dit la jeune fille, ",,,,,"Oh dear, said the girl,"
"c'est que les fraises ne poussent pas en hiver, ",,,,,there are no strawberries to be found in winter;
"la terre est felée, ",,,,,"the ground is frozen,"
et puis la neige a tout recouvert. ,,,,,and the snow covers everything.
Et pourquoi irais-je dans cette robe en papier? ,,,,,And why should I go in the paper frock?
Il fait si froid dehors qu'on en a l'haleine gelée: ,,,,,it is so cold out of doors that one's breath is frozen;
le vent va passer au travers ,,,,,"the wind will blow through it,"
et les ronces me l'arracheront. ,,,,,and the thorns will tear it off my back!
Vas-tu encore répliquer? ,,,,,How dare you contradict me!
"Répondit la belle-mère, tâche de filer ",,,,,"cried the stepmother, be off,"
et ne t'avise pas de reparaître avant d'avoir rempli le panier de fraisers. ,,,,,and don't let me see you again till you bring me a basket of strawberries.
Après quoi elle lui donna un petit bout de pain dur ,,,,,"Then she gave her a little piece of hard bread,"
"et dit: Tu en auras pour toute la journée, ",,,,,"and said, That will do for you to eat during the day,"
et elle pensait qu'elle allait mourir de faim et de froid ,,,,,"and she thought to herself, She is sure to be frozen or starved to death out of doors,"
et qu'elle ne reparaîtrait jamais devant ses yeux.,,,,,and I shall never set eyes on her again.
"Or la jeune fille était obéissante, ",,,,,"So the girl went obediently, "
elle mit la robe de papier ,,,,,"put on the paper frock,"
et s'en alla avec son petit panier. ,,,,,and started out with the basket.
Il n'y avait rien que de la neige à la ronde ,,,,,"The snow was lying everywhere, far and wide,"
et l'on ne voyait pas le moindre brin d'herbe. ,,,,,and there was not a blade of green to be seen.
"En arrivant dans la forêt, elle aperçut une petite maison où trois nains étaient à la fenêtre. ",,,,,When she entered the wood she saw a little house with three little men peeping out of it.
Elle leur souhaita la bonjour ,,,,,"She wished them good day,"
et frappa discrétement à la porte. ,,,,,and knocked modestly at the door.
"ILs crient d'entrer, ",,,,,"They called her in,"
"elle entra dans la pièce et s'asit sur un banc près du poêle, afin de se réchauffer et de manger son goûter. ",,,,,and she came into the room and sat down by the side of the oven to warm herself and eat her breakfast.
Les nains lui dirent: Donne-nous-en un morceau.,,,,,"The little men said, Give us some of it."
"Volontiers, dit-elle,",,,,,"Willingly, answered she,"
elle coupa son morceau de pain en deux,,,,,"breaking her little piece of bread in two,"
et leur en donna la moitié.,,,,,and giving them half.
Ils lui demandèrent:,,,,,"They then said,"
"Que vas-tu faire dans la forêt par ce jour d'hiver, avec ta petite robe mince?",,,,,What are you doing here in the wood this winter time in your little thin frock?
"Ah! dit-elle,",,,,,"Oh, answered she,"
il faut que je cherche des fraises pour remplir mon panier ,,,,,"I have to get a basket of strawberries,"
et tant que je ne le rapporterai pas je ne pourrai pas rentrer à la maison. ,,,,,and I must not go home without them.
"Quand elle eut mangé son pain, ils lui donnèrent un balai et dirent: ",,,,,"When she had eaten her bread they gave her a broom,"
balaie la neige à la porte de derrière. ,,,,,and told her to go and sweep the snow away from the back door.
"Mais quand elle fut dehors, les trois petits hommes se dirent: Qu'allons-nous lui donner ",,,,,"When she had gone outside to do it the little men talked among themselves about what they should do for her,"
pour récompenser d'être si gentille,,,,,"as she was so good and pretty,"
et si bonne et d'avoir partagé son pain avec nous?,,,,,and had shared her bread with them.
Alors le premier dit: ,,,,,"Then the first one said,"
Elle aura le don d'embellir de jour en jour. ,,,,,She shall grow prettier every day.
Le deuxième dit: Il lui tombera des pièces d'or de la bouche à chaque fois qu'elle proférera un mot. ,,,,,"The second said, Each time she speaks a piece of gold shall fall from her mouth."
Le troisième dit: Un roi viendra et la prendra pour femme.,,,,,"The third said, A king shall come and take her for his wife."
"Cependant la jeune fille faisait ce que les nains lui avaient dit, ",,,,,"In the meanwhile the girl was doing as the little men had told her,"
"elle balayait la neige, derrière la petite maison, ",,,,,"and had cleared the snow from the back of the little house,"
et que croyez-vous qu'elle trouvea? ,,,,,and what do you suppose she found?
Rien que des fraises mûres qui faisaient des tâches rouges sombre sur la neige. ,,,,,"fine ripe strawberries, showing dark red against the snow!"
"Alors, dans sa joie, elle en ramassa plein son panier,",,,,,"Then she joyfully filled her little basket full,"
"remercia les petits hommes, donna la main à chacun d'eux",,,,,"thanked the little men, shook hands with them all,"
et rentra chez elle en courant pour rapporter ce que sa belle-mère lui avait demandé.,,,,,and ran home in haste to bring her stepmother the thing she longed for.
"Comme elle disait Bonjour en entrant, aussitôt une pièce d'or lui tomba de la bouche.",,,,,"As she went in and said, Good evening, a piece of gold fell from her mouth at once."
"Puis elle raconta ce qui lui était arrivé dans la forêt,",,,,,"Then she related all that had happened to her in the wood,"
"et à chaque mot qu'elle prononcait les pièces d'or lui sortaient de la bouche,",,,,,"and at each word that she spoke gold pieces fell out of her mouth,"
de sorte que bientôt toute la pièce en fut couverte.,,,,,so that soon they were scattered all over the room.
"Voyez un peu cette outrecuidance, ",,,,,Just look at her pride and conceit!
"dit sa demi-soeur, ",,,,,"cried the stepsister,"
"gaspiller ainsi l'argent, ",,,,,throwing money about in this way!
mais elle était secrétement jalouse ,,,,,"but in her heart she was jealous because of it,"
et voulut aller à son tour chercher des fraises dans la forêt. ,,,,,and wanted to go too into the wood to fetch strawberries.
"Non, ma petite fille, dit la mère, ",,,,,"But the mother said, No, my dear little daughter,"
"il fait trop froid, tu pourrais en mourir. ",,,,,"it is too cold, you will be frozen to death."
"Mais comme elle ne lui laissait pas de répit, elle finit par céder, ",,,,,"But she left her no peace, so at last the mother gave in,"
"lui fit une splendide veste de fourrure, qu'elle dut mettre, ",,,,,"got her a splendid fur coat to put on,"
et lui donna des tartines et un gâteau pour la route.,,,,,and gave her bread and butter and cakes to eat on the way.
"La jeune fille alla dans la forêt et se dirigea tout droit vers la petite maison, ",,,,,The girl went into the wood and walked straight up to the little house.
"les trois petits hommes étaient toujours à la fenêtre, ",,,,,"The three little men peeped out again,"
"mais elle ne les salua pas et sans accorder un regard ni un bonjour, ",,,,,"but she gave them no greeting,"
"elle entra dans la pièce en trébuchant, ",,,,,"and without looking round or taking any notice of them she came stumping into the room,"
s'assit près du poêle ,,,,,"sat herself down by the oven,"
et se mit à manger ses tartines et son gâteau. ,,,,,and began to eat her bread and butter and cakes.
"Donne-nous-en un morceau, s'écrierent les petits hommes,",,,,,"Give us some of that, cried the little men, "
mais elle répondit:,,,,,"but she answered, "
"Je n'en ai pas assez pour moi,",,,,,I've not enough for myself; 
comment en donnerais-je encore aux autres?,,,,,how can I give away any? 
"Quand elle eut fini de manger,",,,,,"Now when she had done with her eating, "
"ils lui dirent: Voilà un balai,",,,,,"they said, Here is a broom, "
"nettoie la neige dehors, à la porte de derrière.",,,,,go and sweep all clean by the back door.
"Mais elle répondit: Hé, balayez vous-mêmes, ",,,,,"Oh, go and do it yourselves, answered she; "
je ne suis pas votre servante. ,,,,,I am not your housemaid. 
"Voyant qu'ils ne voulaient rien lui donner, ",,,,,"But when she saw that they were not going to give her anything, "
elle prit la porte et s'en alla. ,,,,,she went out to the door. 
Alors les trois petits hommes se dirent entre eux: ,,,,,"Then the three little men said among themselves, "
Qu'allons-nous lui donner pour la punir d'être si désagréable ,,,,,"What shall we do to her, because she is so unpleasant, "
et d'avoir un coeur méchant et jaloux ,,,,,"and has such a wicked jealous heart, "
qui n'accorde rien à personne? ,,,,,grudging everybody everything? 
Le premier dit: Elle aura la don d'enlaidir de jour en jour. ,,,,,"The first said, She shall grow uglier every day. "
"Le deuxième dit: A chauqe mot qu'elle prononcera, un crapaud lui sortira de la bouche. ",,,,,"The second said, Each time she speaks a toad shall jump out of her mouth at every word. "
Le troisième dit: Elle mourra d'une mort terrible. ,,,,,"The third said, She shall die a miserable death."
"La jeune fille cherchait des fraises dehors; mais comme elle n'en trouva pas, ",,,,,"The girl was looking outside for strawberries, but as she found none, "
elle rentra de méchante humeur à la maison. ,,,,,she went sulkily home. 
"Et quand elle ouvrit la bouche pour raconter à sa mère ce qui lui était arrivé dans la forêt, voici qu'à chaque mot un crapaud lui sortait de la bouche, ",,,,,"And directly she opened her mouth to tell her mother what had happened to her in the wood a toad sprang out of her mouth at each word, "
de sorte qu'elle inspirait à tous de la répulsion.,,,,,so that every one who came near her was quite disgusted.
"A prèsent, la belle-mère était encore plus en colère et ne pensait plus qu'à faire tout le mal possible à la fille de l'homme, dont la beauté croissait vraiment de jour en jour.",,,,,"The stepmother became more and more set against the man's daughter, whose beauty increased day by day, and her only thought was how to do her some injury. "
"Enfin elle prit un chaudront, ",,,,,"So at last she took a kettle, "
le mit sur le feu ,,,,,"set it on the fire, "
et y fit bouillir du fil. ,,,,,and scalded some yarn in it. 
"Quand il fut bouilli, elle le pendit aux épaules de la jeune fille ",,,,,"When it was ready she hung it over the poor girl's shoulder, "
et lui donna une hache: ,,,,,"and gave her an axe, "
"elle devait aller avec cela sur la rivière gelée, ",,,,,"and she was to go to the frozen river and break a hole in the ice, "
faire un trou dans la glace et rouir le fil. ,,,,,and there to rinse the yarn. 
"Comme elle était obéissante, elle y alla, fit un trou dans la glace ",,,,,"She obeyed, and went and hewed a hole in the ice, "
et elle était en train de creuser quand passa un splendide carrose ,,,,,"and as she was about it there came by a splendid coach, "
dans lequel se trouvait le roi. ,,,,,in which the King sat. 
Le carrose s'arrêta et le roi demanda:,,,,,"The coach stood still, and the King said, "
"Mon enfant, qui es-tu et que fais-tu là?",,,,,"My child, who art thou, and what art thou doing there?"
je suis une pauvre fille et je rouis du fil.,,,,,"She answered, I am a poor girl, and am rinsing yarn. "
Alors le roi la prit en pitié ,,,,,"Then the King felt pity for her, "
"et quand il vit qu'elle était si belle, ",,,,,"and as he saw that she was very beautiful, "
il lui dit: veux-tu venir avec moi? ,,,,,"he said, Will you go with me?"
"Oh oui, de tout coeur, répondit-elle,",,,,,"Oh yes, with all my heart, answered she; "
car elle était bien aise de ne plus avoir à paraître devant sa mère et sa soeur.,,,,,and she felt very glad to be out of the way of her mother and sister.
Elle monta donc dans le carrosse ,,,,,So she stepped into the coach and went off with the King; 
"et quand ils furent arrivés au château, on célébra la noce en grande pompe, ",,,,,"and when they reached his castle the wedding was celebrated with great splendour, "
selon le don que les nains lui avait fait. ,,,,,as the little men in the wood had foretold.
"Au bout d'un an, la jeune reine eut un fils, ",,,,,At the end of a year the young Queen had a son; 
"et quand sa belle-mère eut entendu parler de son grand bonheur, elle vint au château avec sa fille ",,,,,"and as the stepmother had heard of her great good fortune she came with her daughter to the castle, "
et feignit de vouloir lui faire une visite. ,,,,,as if merely to pay the King and Queen a visit. 
Mais comme le roi était sorti un moment ,,,,,"One day, when the King had gone out, "
"et qu'il n'y avait personne d'autre dans la chambre, ",,,,,"and when nobody was about, "
"la méchante femme saisit la reine par la tête, ",,,,,"the bad woman took the Queen by the head, "
"sa fille la saisit par les pieds, ",,,,,"and her daughter took her by the heels, "
puis elles la soulevèrent du lit,,,,,"and dragged her out of bed, "
et la jetèrent par la fenêtre dans le fleuve qui coulait devant. ,,,,,and threw her out of the window into a stream that flowed beneath it. 
"Après quoi elle coucha sa vilaine fille dans le lit, ",,,,,"Then the old woman put her ugly daughter in the bed, "
et la vieille la couvrit jusqu'à la tête. ,,,,,and covered her up to her chin.
Quand le roi revint ,,,,,"When the King came back, "
"et voulut parler à sa femme, ",,,,,"and wanted to talk to his wife a little, "
"la vieille s'écria: 'Chut chut, pas maintenant, elle est toute baignée de sueur, ",,,,,"the old woman cried, Stop, stop! she is sleeping nicely; "
il faut la laisser en repos aujourd'hui ,,,,,she must be kept quiet to day. 
Le roi n'y vit rien de mal ,,,,,"The King dreamt of nothing wrong, "
"et ne revint que le lendemain matin, ",,,,,and came again the next morning; 
et quand il se mit à parler à sa femme ,,,,,"and as he spoke to his wife, "
"et qu'elle lui répondit,",,,,,"and she answered him,  "
"voici qu'à chaque mot un crapaud lui sortait de la bouche, tandis que d'ordinaire il en tombait une pièce d'or.",,,,,there jumped each time out of her mouth a toad instead of the piece of gold as heretofore.
"Il demanda alors comment cela se faisait,",,,,,"Then he asked why that should be, "
mais la vieille lui dit que cela venait de la forte transpiration,,,,,"and the old woman said it was because of her great weakness, "
et que cela ne tarderait pas à disparaître.,,,,,and that it would pass away.
"La nuit, pourtant, ",,,,,"But in the night, "
"le marmiton, vit une cane qui nageait dans le caniveau et disait:",,,,,"the boy who slept in the kitchen saw how something in the likeness of a duck swam up the gutter, and said,"
"Roi, que fais-tu?",,,,,"My King, what mak'st thou?"
Dors tu ou veilles-tu?,,,,,"Sleepest thou, or wak'st thou?"
"Et comme il ne donnait pas réponse, elle dit: ",,,,,"But there was no answer. Then it said,"
Que font mes hôtes?,,,,,What cheer my two guests keep they?
Alors le marmiton répondit: ,,,,,"So the kitchen-boy answered,"
Ils dorment d'un profond sommeil. ,,,,,In bed all soundly sleep they.
Elle demanda encore: ,,,,,"It asked again,"
Que fait mon petit enfant? ,,,,,"And my little baby, how does he?"
et il répondit:,,,,,"And he answered,"
Dans son berceau il dort gentiment.,,,,,He sleeps in his cradle quietly.
,,,,,
"Alors la reine reprit sa forme et monta, ",,,,,"Then the duck took the shape of the Queen and went to the child, "
"elle lui donna à boira, ",,,,,"and gave him to drink, "
"arrangea son petit lit, le couvrit ",,,,,"smoothed his little bed, covered him up again, "
et repartir sous l'aspect d'une cane en nageant dans le caniveau. ,,,,,"and then, in the likeness of a duck, swam back down the gutter."
"Elle vint ainsi deux nuits de suite, ",,,,,"In this way she came two nights, "
la troisième nuit elle dit au marmiton:,,,,,"and on the third she said to the kitchen-boy, "
Va dire au roi de prendre son épée et de la brandir trois fois sur le seul au dessus de moi.,,,,,Go and tell the King to brandish his sword three times over me on the threshold! 
"Le marmiton courut le dire au roi,",,,,,"Then the kitchen-boy ran and told the King, "
qui vint avec son épée et la brandit trois fois au-dessus du fantôme:,,,,,"and he came with his sword and brandished it three times over the duck, "
"et à la troisième fois son épouse se trouva devant lui,",,,,,"and at the third time his wife stood before him living, "
"fraîche, saine et sauve, telle qu'elle était auparavent.",,,,,"and hearty, and sound, as she had been before."
Alors le roi fut en grande joie;,,,,,"The King was greatly rejoiced, "
"mais il tint la reine cachée dans un cabinet jusqu'au dimanche, où l'enfant devait être baptisé.",,,,,but he hid the Queen in a chamber until the Sunday came when the child was to be baptized. 
"Et quand il fut baptisé, il dit:",,,,,"And after the baptism he said, "
Que convient-il de faire à quelqu'un qui en a tiré un autre du lit et l'a jeté à l'eau?,,,,,What does that person deserve who drags another out of; bed and throws him in the water?
"Il ne mérite rien de mieux, dit la vieille, que d'être mis dans un tonneau garni de clous ",,,,,"And the old woman answered, No better than to be put into a cask with iron nails in it, "
que l'on fera rouler du haut de la montagne jusqu'au fleuve.,,,,,and to be rolled in it down the hill into the water. 
"Alors le roi dit: Tu as prononcé ta sentence,",,,,,"Then said the King, You have spoken your own sentence;"
il fit faire un tonneau semblabe ,,,,,"and he ordered a cask to be fetched, "
"et mettre la vieille avec sa fille dedans, puis le fond fut cloué ",,,,,"and the old woman and her daughter were put into it, and the top hammered down, "
et le tonneau dégringolant le long de la montagne roula jusqu'au fleuve.,,,,,and the cask was rolled down the hill into the river.
