FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN
Confiez-le-moi. Le père était content;,,,,,"Send him to me, and I will soon polish him. The father was glad to do it,"
il se disait: On va le dégourdir un peu.,,,,,"for he thought, It will train the boy a little."
Le bedeau l'amena donc chez lui et lui confia la tâche de sonner les cloches.,,,,,"The sexton therefore took him into his house, and he had to ring the bell."
"Au bout de quelque temps,",,,,,"After a day or two,"
son maître le réveilla à minuit et lui demanda de se lever et de monter au clocher pour carillonner.,,,,,"the sexton awoke him at midnight, and bade him arise and go up into the church tower and ring the bell."
"Tu vas voir ce que c'est que d'avoir peur, songeait-il.",,,,,"Thou shalt soon learn what shuddering is, thought he,"
"Il quitta secrètement la maison et quand le garçon fut arrivé en haut du clocher,",,,,,"and secretly went there before him; and when the boy was at the top of the tower and turned round,"
"comme il s'apprêtait à saisir les cordes,",,,,,"and was just going to take hold of the bell rope,"
"il vit dans l'escalier, en dessous de lui, une forme toute blanche.",,,,,he saw a white figure standing on the stairs opposite the sounding hole.
Qui va là? cria-t-il.,,,,,"Who is there? cried he,"
"L'apparition ne répondit pas, ne bougea pas.",,,,,"but the figure made no reply, and did not move or stir."
Réponds! cria le jeune homme. Ou bien décampe!,,,,,"Give an answer, cried the boy, or take thy self off,"
Tu n'as rien à faire ici!,,,,,thou hast no business here at night.
Le bedeau ne bougeait toujours pas.,,,,,"The sexton, however, remained standing motionless"
Il voulait que le jeune homme le prit pour un fantôme.,,,,,that the boy might think he was a ghost.
"Pour la deuxième fois, celui-ci cria:",,,,,"The boy cried a second time, "
Que viens-tu faire ici?,,,,,What do you want here?
Parle si tu es honnête homme.,,,,,"speak if thou art an honest fellow,"
Sinon je te jette au bas de l'escalier.,,,,,or I will throw thee down the steps!
Le bedeau pensa: Il n'en fera rien.,,,,,"The sexton thought, he can't intend to be as bad as his words,"
Il ne répondit pas et resta sans bouger.,,,,,uttered no sound and stood 
Comme s'il était de pierre.,,,,,as if he were made of stone.
"Alors le garçon l'avertit pour la troisième fois et comme le fantôme ne répondait toujours pas,",,,,,"Then the boy called to him for the third time, and as that was also to no purpose,"
il prit son élan et le précipita dans l'escalier.,,,,,"he ran against him and pushed the ghost down the stairs,"
L'apparition dégringola d'une dizaine de marches et resta là allongée.,,,,,so that it fell down ten steps and remained lying there in a corner.
"Le garçon fit sonner les cloches,",,,,,"Thereupon he rang the bell,"
"rentra à la maison,",,,,,"went home,"
se coucha sans souffler mot et s'endormit.,,,,,"and without saying a word went to bed, and fell asleep."
La femme du bedeau attendit longtemps son mari.,,,,,"The sexton's wife waited a long time for her husband,"
Mais il ne revenait pas.,,,,,but he did not come back.
"Finalement, elle prit peur, réveilla le jeune homme et lui demanda:",,,,,"At length she became uneasy, and wakened the boy, and asked,"
Sais-tu où est resté mon mari?,,,,,Dost thou not know where my husband is?
Il est monté avant toi au clocher.,,,,,He climbed up the tower before thou didst.
"Non, répondit-il, je ne sais pas.",,,,,"No, I don't know, replied the boy,"
"Mais il y avait quelqu'un dans l'escalier et comme cette personne ne répondait pas à mes questions et ne voulait pas s'en aller,",,,,,"but some one was standing by the sounding hole on the other side of the steps, and as he would neither give an answer nor go away,"
je l'ai prise pour un coquin et l'ai jetée au bas du clocher.,,,,,"I took him for a scoundrel, and threw him downstairs,"
"Allez-y, vous verrez bien si c'était votre mari.",,,,,just go there and you will see if it was he.
Je le regretterais.,,,,,I should be sorry if it were.
"La femme s'en fut en courant et découvrit son mari gémissant dans un coin, une jambe cassée.",,,,,"The woman ran away and found her husband, who was lying moaning in the corner, and had broken his leg."
"Elle le ramena à la maison,",,,,,"She carried him down,"
puis se rendit en poussant de grands cris chez le père du jeune homme:,,,,,and then with loud screams she hastened to the boy's father.
"Votre garçon a fait des malheurs, lui dit-elle.",,,,,"Your boy, cried she, has been the cause of a great misfortune!"
"Il a jeté mon mari au bas de l'escalier, où il s'est cassé une jambe.",,,,,He has thrown my husband down the steps and made him break his leg.
Débarrassez notre maison de ce vaurien!,,,,,Take the good-for-nothing fellow away from our house.
Le père était bien inquiet.,,,,,"The father was terrified,"
Il alla chercher son fils et lui dit:,,,,,and ran thither and scolded the boy.
"Quelles sont ces façons, mécréant!",,,,,"What wicked tricks are these? said he,"
C'est le diable qui te les inspire!,,,,,the devil must have put this into thy head.
"Écoutez-moi, père, répondit-il.",,,,,"Father, he replied, do listen to me."
Je suis totalement innocent.,,,,,I am quite innocent.
"Il se tenait là, dans la nuit, comme quelqu'un qui médite un mauvais coup.",,,,,He was standing there by night like one who is intending to do some evil.
"Je ne savais pas qui c'était et, par trois fois, je lui ai demandé de répondre ou de partir.",,,,,"I did not know who it was, and I entreated him three times either to speak or to go away."
"Ah! dit le père, tu ne me feras que des misères.",,,,,"Ah, said the father, I have nothing but unhappiness with you."
Disparais! ,,,,,Go out of my sight. I will see thee no more.
"Volontiers, père.",,,,,"Yes, father, right willingly,"
Attendez seulement qu'il fasse jour.,,,,,wait only until it is day.
Je voyagerai pour apprendre à frissonner.,,,,,"Then will I go forth and learn how to shudder,"
"Comme ça, je saurai au moins faire quelque chose pour gagner mon pain.",,,,," and then I shall, at any rate, understand one art which will support me."
"Apprends ce que tu veux, dit le père.",,,,,"Learn what thou wilt, spake the father,"
Ça m'est égal!,,,,,it is all the same to me.
"Voici cinquante talents, ",,,,,Here are fifty thalers for thee.
va par le monde et surtout ne dis à personne d'où tu viens et qui est ton père.,,,,,"Take these and go into the wide world, and tell no one from whence thou comest, and who is thy father, for I have reason to be ashamed of thee."
"Qu'il en soit fait selon votre volonté, père.",,,,,"Yes, father, it shall be as you will. "
"Si c'est là tout ce que vous exigez, je m'y tiendrai sans peine.",,,,,"If you desire nothing more than that, I can easily keep it in mind."
"Quand vint le jour, le jeune homme empocha les cinquante talents et prit la route en se disant:",,,,,"When day dawned, therefore, the boy put his fifty thalers into his pocket, and went forth on the great highway, and continually said to himself,"
Si seulement j'avais peur!,,,,,If I could but shudder!
si seulement je frissonnais!,,,,,If I could but shudder!
Arrive un homme qui entend les paroles que le garçon se disait à lui-même.,,,,,"Then a man approached who heard this conversation which the youth was holding with himself,"
"Un peu plus loin, à un endroit d'où l'on apercevait des gibets, il lui dit:",,,,,"and when they had walked a little farther to where they could see the gallows, the man said to him,"
Tu vois cet arbre?,,,,,"Look, there is the tree"
Il y en a sept qui s'y sont mariés avec la fille du cordier et qui maintenant prennent des leçons de vol.,,,,,"where seven men have married the ropemaker's daughter, and are now learning how to fly."
Assieds-toi là et attends que tombe la nuit.,,,,,"Sit down below it, and wait till night comes,"
Tu sauras ce que c'est que de frissonner.,,,,,and you will soon learn how to shudder.
"Si c'est aussi facile que ça, répondit le garçon, c'est comme si c'était déjà fait.",,,,,"If that is all that is wanted, answered the youth, it is easily done;"
"Si j'apprends si vite à frissonner, je te donnerai mes cinquante talents.",,,,,"but if I learn how to shudder as fast as that, thou shalt have my fifty thalers."
Tu n'as qu'à revenir ici demain matin.,,,,,Just come back to me early in the morning.
Le jeune homme s'installa sous la potence et attendit que vînt le soir.,,,,,"Then the youth went to the gallows, sat down below it, and waited till evening came."
"Et comme il avait froid, il alluma du feu.",,,,,"And as he was cold, he lighted himself a fire,"
"A minuit le vent était devenu si glacial que, malgré le feu, il ne parvenait pas à se réchauffer.",,,,,"but at midnight the wind blew so sharply that in spite of his fire, he could not get warm. "
"Et les pendus s'entrechoquaient en s'agitant de-ci, de-là.",,,,,"And as the wind knocked the hanged men against each other, and they moved backwards and forwards,"
"Il pensa: Moi, ici, près du feu, je gèle.",,,,,"he thought to himself Thou shiverest below by the fire,"
"Comme ils doivent avoir froid et frissonner, ceux qui sont là-haut!",,,,,but how those up above must freeze and suffer!
"Et, comme il les prenait en pitié,",,,,,"And as he felt pity for them,"
"il appliqua l'échelle contre le gibet,",,,,,"he raised the ladder,"
"l'escalada, décrocha les pendus les uns après les autres et les descendit tous les sept.",,,,,"and climbed up, unbound one of them after the other, and brought down all seven."
"Il attisa le feu,",,,,,"Then he stirred the fire,"
souffla sur les braises et disposa les pendus tout autour pour les réchauffer.,,,,,"blew it, and set them all round it to warm themselves."
"Comme ils ne bougeaient pas et que les flammes venaient lécher leurs vêtements, il dit:",,,,,"But they sat there and did not stir, and the fire caught their clothes."
Faites donc attention!,,,,,"So he said, Take care, "
Sinon je vais vous rependre là-haut!,,,,,or I will hang you up again.
"Les morts, cependant, n'entendaient rien, se taisaient et laissaient brûler leurs loques.",,,,,"The dead men, however, did not hear, but were quite silent, and let their rags go on burning."
Le garçon finit par se mettre en colère.,,,,,"On this he grew angry,"
"Si vous ne faites pas attention, dit-il, je n'y puis rien!",,,,,"and said, If you will not take care, I cannot help you,"
Je n'ai pas envie de brûler avec vous.,,,,,"I will not be burnt with you,"
"Et, l'un après l'autre, il les raccrocha au gibet.",,,,,and he hung them up again each in his turn.
Il se coucha près du feu et s'endormit.,,,,,"Then he sat down by his fire and fell asleep,"
"Le lendemain, l'homme s'en vint et lui réclama les cinquante talents:",,,,,"and the next morning the man came to him and wanted to have the fifty thalers,"
"Alors, sais-tu maintenant ce que c'est que d'avoir le frisson? lui dit-il.",,,,,"and said, Well, dost thou know how to shudder?"
"Non, répondit le garçon, d'où le saurais-je?",,,,,"No, answered he, how was I to get to know?"
"Ceux qui sont là-haut n'ont pas ouvert la bouche,",,,,,"Those fellows up there did not open their mouths,"
et ils sont si bêtes qu'ils ont laissé brûler les quelques hardes qu'ils ont sur le dos.,,,,,and were so stupid that they let the few old rags which they had on their bodies get burnt.
L'homme comprit qu'il n'obtiendrait pas les cinquante talents ce jour-là,,,,,"Then the man saw that he would not get the fifty thalers that day,"
et s'en alla en disant:,,,,,"and went away saying,"
Je n'ai jamais vu un être comme celui-là!,,,,,One of this kind has never come my way before.
"Le jeune homme reprit également sa route et se dit à nouveau, parlant à haute voix:",,,,,"The youth likewise went his way, and once more began to mutter to himself,"
Ah! si seulement j'avais peur!,,,,,"Ah, if I could but shudder!"
Si seulement je savais frissonner!,,,,,"Ah, if I could but shudder!"
Un cocher qui marchait derrière lui l'entendit et demanda:,,,,,"A waggoner who was striding behind him heard that and asked,"
Qui es-tu?,,,,,Who are you?
"Je ne sais pas, répondit le garçon.",,,,,"I don't know, answered the youth."
Le cocher reprit:,,,,,"Then the waggoner asked,"
D'où viens-tu?,,,,,From whence comest thou?
"Je ne sais pas, rétorqua le jeune homme.",,,,,I know not.
Qui est ton père?,,,,,Who is thy father?
Je n'ai pas le droit de le dire.,,,,,That I may not tell thee.
Que marmonnes-tu sans cesse dans ta barbe?,,,,,What is it that thou art always muttering between thy teeth.
"Eh! répondit le garçon, je voudrais frissonner.",,,,,"Ah, replied the youth, I do so wish I could shudder,"
Mais personne ne peut me dire comment j'y arriverai.,,,,,but no one can teach me how to do it.
Cesse de dire des bêtises! reprit le cocher.,,,,,"Give up thy foolish chatter, said the waggoner."
Viens avec moi!,,,,,"Come, go with me, I will see about a place for thee."
"Le jeune homme accompagna donc le cocher et,",,,,,"The youth went with the waggoner, and"
"le soir,",,,,,in the evening
ils arrivèrent à une auberge avec l'intention d'y passer la nuit.,,,,,they arrived at an inn where they wished to pass the night.
"En entrant dans sa chambre,",,,,,Then at the entrance of the room
le garçon répéta à haute et intelligible voix:,,,,,"the youth again said quite loudly,"
Si seulement j'avais peur!,,,,,If I could but shudder!
Si seulement je savais frissonner!,,,,,If I could but shudder!
L'aubergiste l'entendit et dit en riant:,,,,,"The host who heard this, laughed and said,"
"Si vraiment ça te fait plaisir, tu en auras sûrement l'occasion chez moi.",,,,,"If that is your desire, there ought to be a good opportunity for you here."
Tais-toi donc! dit sa femme.,,,,,"Ah, be silent, said the hostess,"
"À être curieux, plus d'un a déjà perdu la vie ,",,,,,"so many inquisitive persons have already lost their lives,"
et ce serait vraiment dommage pour ses jolis yeux s'ils ne devaient plus jamais voir la lumière du jour.,,,,,it would be a pity and a shame if such beautiful eyes as these should never see the daylight again.
Mais le garçon répondit:,,,,,"But the youth said,"
"Même s'il fallait en arriver là,",,,,,"However difficult it may be,"
je veux apprendre à frissonner.,,,,,I will learn it
C'est d'ailleurs pour ça que je voyage.,,,,,and for this purpose indeed have I journeyed forth.
Il ne laissa à l'aubergiste ni trêve ni repos jusqu'à ce qu'il lui dévoilât son secret.,,,,,"He let the host have no rest, until the latter told him,"
"Non loin de là, se trouvait un château maudit,",,,,,that not far from thence stood a haunted castle
"dans lequel il pourrait certainement apprendre ce que c'était que d'avoir peur,",,,,,"where any one could very easily learn what shuddering was,"
en y passant seulement trois nuits.,,,,,if he would but watch in it for three nights.
Le roi avait promis sa fille en mariage à qui tenterait l'expérience et cette fille était la plus belle qu'on eût jamais vue sous le soleil.,,,,,"The King had promised that he who would venture should have his daughter to wife, and she was the most beautiful maiden the sun shone on."
Il y avait aussi au château de grands trésors gardés par de mauvais génies dont la libération pourrait rendre un pauvre très riche.,,,,,"Great treasures likewise lay in the castle, which were guarded by evil spirits, and these treasures would then be freed, and would make a poor man rich enough."
"Bien des gens étaient déjà entrés au château, mais personne n'en était jamais ressorti.",,,,,"Already many men had gone into the castle, but as yet none had come out again."
"Le lendemain, le jeune homme se rendit auprès du roi:",,,,,Then the youth went next morning to the King 
"Si vous le permettez, je voudrais bien passer trois nuits dans le château.",,,,,and said if he were allowed he would watch three nights in the haunted castle.
"Le roi l'examina, et comme il lui plaisait, il répondit:",,,,,"The King looked at him, and as the youth pleased him, he said,"
Tu peux me demander trois choses.,,,,,"Thou mayest ask for three things to take into the castle with thee,"
Mais aucune d'elles ne saurait être animée et tu pourras les emporter avec toi au château.,,,,,but they must be things without life.
Le garçon lui dit alors: ,,,,,"Then he answered,"
"Eh bien! je vous demande du feu, un tour et un banc de ciseleur avec un couteau.",,,,,"Then I ask for a fire, a turning lathe, and a cutting-board with the knife."
"Le jour même, le roi fit porter tout cela au château.",,,,,The King had these things carried into the castle for him during the day.
"A la tombée de la nuit, le jeune homme s'y rendit, alluma un grand feu dans une chambre, installa le tabouret avec le couteau tout à côté et s'assit sur le tour.",,,,,"When night was drawing near, the youth went up and made himself a bright fire in one of the rooms, placed the cutting-board and knife beside it, and seated himself by the turning-lathe."
Ah! si seulement je pouvais frissonner! dit-il.,,,,,"Ah, if I could but shudder! said he,"
Mais ce n'est pas encore ici que je saurai ce que c'est.,,,,,but I shall not learn it here either.
"Vers minuit, il entreprit de ranimer son feu.",,,,,"Towards midnight he was about to poke his fire,"
"Et comme il soufflait dessus, une voix retentit tout à coup dans un coin de la chambre:",,,,,"and as he was blowing it, something cried suddenly from one corner,"
"Hou, miaou, comme nous avons froid!",,,,,"Au, miau! how cold we are!"
Bande de fous! s'écria-t-il.,,,,,"You simpletons! cried he,"
Pourquoi hurlez-vous comme ça?,,,,,what are you crying about?
"Si vous avez froid, venez ici, asseyez-vous près du feu et réchauffez-vous!",,,,,"If you are cold, come and take a seat by the fire and warm yourselves."
"A peine eut-il prononcé ces paroles que deux gros chats noirs, d'un bond formidable, sautèrent vers lui et s'installèrent de part et d'autre du garçon en le regardant d'un air sauvage avec leurs yeux de braise.",,,,,"And when he had said that, two great black cats came with one tremendous leap and sat down on each side of him, and looked savagely at him with their fiery eyes."
"Quelque temps après, s'étant réchauffés, ils dirent:",,,,,"After a short time, when they had warmed themselves, they said,"
"Si nous jouions aux cartes, camarade?",,,,,"Comrade, shall we have a game at cards?"
"Pourquoi pas! répondit-il, mais montrez-moi d'abord vos pattes.",,,,,"Why not? he replied, but just show me your paws."
Les chats sortirent leurs griffes.,,,,,Then they stretched out their claws.
Holà! dit-il.,,,,,"Oh, said he,"
Que vos ongles sont longs!,,,,,what long nails you have!
attendez!,,,,,"Wait,"
il faut d'abord que je vous les coupe.,,,,,I must first cut them for you.
"Il les prit par la peau du dos,",,,,,"Thereupon he seized them by the throats,"
les posa sur l'étau et leur y coinça les pattes.,,,,,put them on the cutting-board and screwed their feet fast.
"J'ai vu vos doigts, dit-il, j'en ai perdu l'envie de jouer aux cartes.",,,,,"I have looked at your fingers, said he, and my fancy for card-playing has gone,"
Il les tua et les jeta par la fenêtre dans l'eau d'un étang .,,,,,and he struck them dead and threw them out into the water.
"À peine s'en était-il ainsi débarrassé que de tous les coins et recoins sortirent des chats et des chiens, tous noirs, tirant des chaînes rougies au feu.",,,,,"But when he had made away with these two, and was about to sit down again by his fire, out from every hole and corner came black cats and black dogs with red-hot chains,"
Il y en avait tant et tant qu'il ne pouvait leur échapper.,,,,,"and more and more of them came until he could no longer stir,"
"Ils criaient affreusement, dispersaient les brandons du foyer, piétinaient le feu, essayaient de l'éteindre.",,,,,"and they yelled horribly, and got on his fire, pulled it to pieces, and tried to put it out."
"Tranquillement, le garçon les regarda faire un moment.",,,,,"He watched them for a while quietly,"
"Quand il en eut assez, il prit le couteau de ciseleur et dit:",,,,,"but at last when they were going too far, he seized his cutting-knife, and cried,"
"Déguerpissez, canailles!",,,,,"Away with ye, vermin,"
Et il se mit à leur taper dessus.,,,,,and began to cut them down.
Une partie des assaillants s'enfuit;,,,,,"Part of them ran away,"
il tua les autres et les jeta dans l'étang.,,,,,"the others he killed, and threw out into the fish-pond."
"Puis il revint près du feu, le ranima en soufflant sur les braises et se réchauffa.",,,,,When he came back he fanned the embers of his fire again and warmed himself.
"Bientôt, il sentit ses yeux se fermer et eut envie de dormir.",,,,,"And as he thus sat, his eyes would keep open no longer, and he felt a desire to sleep."
"Il regarda autour de lui et vit un grand lit, dans un coin.",,,,,Then he looked round and saw a great bed in the corner.
"Voilà ce qu'il me faut, dit-il.",,,,,"That is the very thing for me, said he,"
Et il se coucha.,,,,,and got into it.
"Comme il allait s'endormir, le lit se mit de lui-même à se déplacer et à le promener par tout le château.",,,,,"When he was just going to shut his eyes, however, the bed began to move of its own accord, and went over the whole of the castle."
Très bien! dit-il.,,,,,"That's right, said he, "
Plus vite!,,,,,but go faster.
"Le lit partit derechef comme si une demi-douzaine de chevaux y étaient attelés, passant les portes, montant et descendant les escaliers.",,,,,"Then the bed rolled on as if six horses were harnessed to it, up and down, over thresholds and steps,"
"Et tout à coup, il versa sens dessus dessous hop!",,,,,"but suddenly hop, hop, it turned over upside down,"
et le garçon se retrouva par terre avec comme une montagne par-dessus lui.,,,,,and lay on him like a mountain.
"Il se débarrassa des couvertures et des oreillers, se faufila de dessous le lit et dit:",,,,,"But he threw quilts and pillows up in the air, got out and said,"
Que ceux qui veulent se promener se promènent.,,,,,"Now any one who likes, may drive,"
Et il se coucha auprès du feu et dormit jusqu'au matin.,,,,,"and lay down by his fire, and slept till it was day."
"Le lendemain, le roi s'en vint au château.",,,,,"In the morning the King came,"
"Quand il vit le garçon étendu sur le sol, il pensa que les fantômes l'avaient tué.",,,,,"and when he saw him lying there on the ground, he thought the evil spirits had killed him and he was dead."
Il murmura: Quel dommage pour un si bel homme!,,,,,"Then said he, After all it is a pity, he is a handsome man."
"Le garçon l'entendit, se leva, et dit:",,,,,"The youth heard it, got up, and said, "
Je n'en suis pas encore là!,,,,,It has not come to that yet.
"Le roi s'étonna, se réjouit et lui demanda comment les choses s'étaient passées.",,,,,"Then the King was astonished, but very glad, and asked how he had fared."
"Très bien. Voilà une nuit d'écoulée, les autres se passeront bien aussi.",,,,,"Very well indeed, answered he; one night is past, the two others will get over likewise."
"Quand il arriva chez l'aubergiste, celui-ci ouvrit de grands yeux. Je n'aurais jamais pensé, dit-il, que je te reverrais vivant.",,,,,"Then he went to the innkeeper, who opened his eyes very wide, and said, I never expected to see thee alive again!"
As-tu enfin appris à frissonner?,,,,,Hast thou learnt how to shudder yet?
"Non! répondit-il, tout reste sans effet.",,,,,"No, said he, it is all in vain."
Si seulement quelqu'un pouvait me dire comment faire!,,,,,If some one would but tell me.
"Pour la deuxième nuit,",,,,,The second night
"il se rendit à nouveau au château,",,,,,"he again went up into the old castle,"
s'assit auprès du feu et reprit sa vieille chanson:,,,,,"sat down by the fire, and once more began his old song,"
Ah! si seulement je pouvais frissonner.,,,,,If I could but shudder.
A minuit on entendit des bruits étranges.,,,,,"When midnight came, an uproar and noise of tumbling about was heard;"
"D'abord doucement,",,,,,"at first it was low,"
"puis toujours plus fort,",,,,,but it grew louder and louder.
"puis après un court silence,",,,,,"Then it was quiet for awhile,"
un grand cri.,,,,,"and at length with a loud scream,"
Et la moitié d'un homme arrivant par la cheminée tomba devant lui.,,,,,half a man came down the chimney and fell before him.
Holà! cria-t-il.,,,,,"Hollo! cried he,"
Il en manqua une moitié.,,,,,another half belongs to this.
Ça ne suffit pas comme ça!,,,,,This is too little!
Le vacarme reprit.,,,,,"Then the uproar began again,"
"On tempêtait, on criait.",,,,,"there was a roaring and howling,"
Et la seconde moitié tomba à son tour de la cheminée.,,,,,and the other half fell down likewise.
"Attends, dit le garçon, je vais d'abord ranimer le feu pour toi.",,,,,"Wait, said he, I will just blow up the fire a little for thee."
"Quand il l'eut fait, il regarda à nouveau autour de lui:",,,,,"When he had done that and looked round again,"
les deux moitiés s'étaient rassemblées et un homme d'affreuse mine s'était assis à la place qu'occupait le jeune homme auparavant.,,,,,"the two pieces were joined together, and a frightful man was sitting in his place."
"Ce n'est pas ce que nous avions convenu, dit-il.",,,,,"That is no part of our bargain, said the youth,"
Ce tour est à moi!,,,,,the bench is mine.
L'homme voulut l'empêcher de s'y asseoir mais il ne s'en laissa pas conter. Il le repoussa avec violence et reprit sa place.,,,,,"The man wanted to push him away; the youth, however, would not allow that, but thrust him off with all his strength, and seated himself again in his own place."
Beaucoup d'autres hommes se mirent alors à dégringoler de la cheminée les uns après les autres et ils apportaient neuf tibias et neuf têtes de mort avec lesquels ils se mirent à jouer aux quilles.,,,,,"Then still more men fell down, one after the other; they brought nine dead men's legs and two skulls, and set them up and played at nine-pins with them."
"Le garçon eut envie d'en faire autant. Dites, pourrais-je jouer aussi?",,,,,"The youth also wanted to play and said Hark you, can I join you?"
"Oui, si tu as de l'argent.",,,,,"Yes, if thou hast any money."
"J'en ai bien assez, répondit-il,",,,,,"Money enough, replied he,"
mais vos boules ne sont pas rondes.,,,,,but your balls are not quite round.
"Il prit les têtes de mort, s'installa à son tour et en fit de vraies boules.",,,,,Then he took the skulls and put them in the lathe and turned them till they were round.
"Comme ça elles rouleront mieux, dit-il.",,,,,"There, now, they will roll better! said he."
En avant! On va rire!,,,,,Hurrah! Now it goes merrily!
Il joua et perdit un peu de son argent.,,,,,"He played with them and lost some of his money,"
"Quand sonna une heure, tout avait disparu.",,,,,"but when it struck twelve, everything vanished from his sight."
"Au matin, le roi vint aux renseignements.",,,,,Next morning the King came to inquire after him.
Que t'est-il arrivé cette fois-ci? demanda-t-il.,,,,,How has it fared with you this time? asked he.
"J'ai joué aux quilles, répondit le garçon, et j'ai perdu quelques deniers.",,,,,"I have been playing at nine-pins, he answered, and have lost a couple of farthings."
Tu n'as donc pas eu peur?,,,,,Hast thou not shuddered then?
"Eh! non! dit-il,",,,,,"Eh, what? said he,"
je me suis amusé!,,,,,I have made merry.
Si seulement je savais frissonner!,,,,,If I did but know what it was to shudder!
"La troisième nuit, il s'assit à nouveau sur son tour et dit tristement:",,,,,"The third night he sat down again on his bench and said quite sadly,"
Si seulement je pouvais frissonner!,,,,,If I could but shudder.
"Quand il commença à se faire tard,",,,,,"When it grew late,"
six hommes immenses entrèrent dans la pièce portant un cercueil.,,,,,six tall men came in and brought a coffin.
"Hi! Hi! Hi! dit le garçon,",,,,,"Then said he, Ha, ha,"
voilà sûrement mon petit cousin qui est mort il y a quelques jours seulement.,,,,,"that is certainly my little cousin, who died only a few days ago,"
"Du doigt, il fit signe au cercueil et s'écria:",,,,,"and he beckoned with his finger, and cried Come,"
"Viens, petit cousin, viens!",,,,,"little cousin, come."
Les hommes posèrent la bière sur le sol;,,,,,"They placed the coffin on the ground,"
il s'en approcha et souleva le couvercle.,,,,,"but he went to it and took the lid off,"
Un mort y était allongé.,,,,,and a dead man lay therein.
Il lui toucha le visage.,,,,,"He felt his face,"
Il était froid comme de la glace.,,,,,but it was cold as ice.
"Attends, dit-il, je vais te réchauffer un peu.",,,,,"Stop, said he, I will warm thee a little,"
