FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN
"Le fidèle Jean réitéra ses promesses, et le vieux roi, tranquillisé,",,,,,"And when Faithful John had once more given his promise to the old King about this,"
posa sa tête sur l'oreiller et expira.,,,,,"the King said no more, but laid his head on his pillow, and died."
"Quand on eut mis le vieux roi au tombeau,",,,,,"When the old King had been carried to his grave,"
Jean raconta au jeune successeur ce qu'il avait promis à son père au lit de mort.,,,,,"Faithful John told the young King all that he had promised his father on his deathbed,"
"Je le tiendrai, ajouta-t-il, et je vous serai fidèle comme je l'ai été à votre père,",,,,,"and said, This will I assuredly perform, and will be faithful to thee as I have been faithful to him,"
dût-il m'en coûter la vie.,,,,,even if it should cost me my life.
"Après que le grand deuil fut passé,",,,,,"When the mourning was over,"
Jean dit au roi:,,,,,"Faithful John said to him,"
Il est temps que vous connaissiez votre héritage.,,,,,It is now time that thou shouldst see thine inheritance.
Je vais vous faire voir le palais de votre père.,,,,,I will show thee thy father's palace.
"Il le conduisit partout,",,,,,"Then he took him about everywhere,"
"du haut en bas,",,,,,"up and down,"
et lui fit voir toutes les richesses,,,,,"and let him see all the riches,"
"et les splendides appartements,",,,,,"and the magnificent apartments,"
en omettant seulement la chambre,,,,,"only there was one room which he did not open,"
où était le dangereux portrait.,,,,,that in which hung the dangerous picture.
"Il avait été placé de telle sorte que, lorsqu'on ouvrait la porte, on l'apercevait aussitôt,",,,,,"The picture was, however, so placed that when the door was opened you looked straight on it,"
et il était si bien fait qu'il semblait vivre et respirer,,,,,"and it was so admirably painted that it seemed to breathe and live,"
et que rien au monde n'était si beau ni si aimable.,,,,,and there was nothing more charming or more beautiful in the whole world.
"Le jeune roi vit bien que le fidèle Jean passait toujours devant cette porte sans l'ouvrir, et il lui demanda pourquoi.",,,,,"The young King, however, plainly remarked that Faithful John always walked past this one door, and said, Why dost thou never open this one for me?"
"C'est, répondit l'autre, parce qu'il y a dans la chambre quelque chose qui vous ferait peur.",,,,,"There is something within it, he replied, which would terrify thee."
"J'ai vu tout le château, dit le roi,",,,,,"But the King answered, I have seen all the palace,"
"je veux savoir ce qu'il y a ici,",,,,,"and I will know what is in this room also,"
et il voulait ouvrir de force.,,,,,and he went and tried to break open the door by force.
Le fidèle Jean le retint encore et lui dit:,,,,,"Then Faithful John held him back and said,"
"J'ai promis à votre père, à son lit de mort, de ne pas vous laisser entrer dans cette chambre:",,,,,"I promised thy father before his death that thou shouldst not see that which is in this chamber,"
il en pourrait résulter les plus grands malheurs pour vous et pour moi.,,,,,it might bring the greatest misfortune on thee and on me.
"Le malheur le plus grand, répliqua le roi, c'est que ma curiosité ne soit pas satisfaite.",,,,,"Ah, no, replied the young King, if I do not go in, it will be my certain destruction."
Je n'aurai de repos que lorsque mes yeux auront vu.,,,,,I should have no rest day or night until I had seen it with my own eyes.
Je ne sors pas d'ici que tu ne m'aies ouvert.,,,,,I shall not leave the place now until thou hast unlocked the door.
"Le fidèle Jean, voyant qu'il n'y avait plus moyen de s'y refuser,",,,,,"Then Faithful John saw that there was no help for it now,"
"alla, le coeur bien gros et en soupirant beaucoup,",,,,,"and with a heavy heart and many sighs,"
chercher la clef au grand trousseau.,,,,,sought out the key from the great bunch.
"Quand la porte fut ouverte, il entra le premier,",,,,,"When he had opened the door, he went in first,"
tâchant de cacher le portrait avec son corps; tout fut inutile:,,,,,"and thought by standing before him he could hide the portrait so that the King should not see it in front of him, but what availed that?"
"le roi, en se dressant sur la pointe des pieds, l'aperçut par-dessus son épaule.",,,,,The King stood on tip-toe and saw it over his shoulder.
Mais en voyant cette image de jeune fille si belle ,,,,,"And when he saw the portrait of the maiden,"
"et si brillante d'or et de pierreries,",,,,,"which was so magnificent and shone with gold and precious stones,"
il tomba sans connaissance sur le parquet.,,,,,he fell fainting to the ground.
"Le fidèle Jean le releva et le porta sur son lit,",,,,,"Faithful John took him up, carried him to his bed,"
tout en murmurant:,,,,,"and sorrowfully thought,"
Le malheur est fait;,,,,,"The misfortune has befallen us,"
grand Dieu! qu'allons-nous devenir?,,,,,"Lord God, what will be the end of it?"
et il lui fit prendre un peu de vin pour le réconforter.,,,,,"Then he strengthened him with wine,"
"Le premier mot du roi, quand il revint à lui, ",,,,,"until he came to himself again. The first words the King said were,"
fut pour demander quel était ce beau portrait.,,,,,"Ah, the beautiful portrait! whose it it?"
"C'est celui de la princesse du Dôme d'or, répondit le fidèle Jean.",,,,,"That is the princess of the Golden Dwelling, answered Faithful John."
"Mon amour pour elle est si grand, continua le roi,",,,,,"Then the King continued, My love for her is so great, "
"que, si toutes les feuilles des arbres étaient des langues, elles ne suffiraient pas à l'exprimer.",,,,,"that if all the leaves on all the trees were tongues, they could not declare it."
Ma vie tient désormais à sa possession.,,,,,I will give my life to win her.
"Tu m'aideras, toi qui es mon fidèle serviteur.",,,,,"Thou art my most Faithful John, thou must help me."
"Le fidèle Jean réfléchit longtemps à la manière dont il convenait de s'y prendre,",,,,,"The faithful servant considered within himself for a long time how to set about the matter,"
car il était difficile même de se présenter devant les yeux de la princesse.,,,,,for it was difficult even to obtain a sight of the King's daughter.
"Enfin, il imagina un moyen,",,,,,"At length he thought of a way,"
et dit au roi:,,,,,"and said to the King,"
"Tout ce qui entoure la princesse est d'or, chaises, plats, tables, gobelets, meubles de toute espèce.",,,,,"Everything which she has about her is of gold tables, chairs, dishes, glasses, bowls, and household furniture."
Vous avez cinq tonnes d'or dans votre trésor;,,,,,Among thy treasures are five tons of gold;
"il faut en confier une aux orfèvres pour qu'ils vous en fassent des vases et des bijoux d'or de toutes les façons,",,,,,"let one of the goldsmiths of the Kingdom work these up into all manner of vessels and utensils,"
"des oiseaux, des bêtes sauvages, des monstres de mille formes;",,,,,"into all kinds of birds, wild beasts and strange animals,"
tout cela doit plaire à la princesse.,,,,,"such as may please her, "
"Nous nous mettrons en route avec ce bagage, et nous tâcherons de réussir.",,,,,and we will go there with them and try our luck.
"Le roi fit venir tous les orfèvres du pays, ",,,,,"The King ordered all the goldsmiths to be brought to him,"
et ils travaillèrent nuit et jour jusqu'à ce que tout fût prêt.,,,,,and they had to work night and day until at last the most splendid things were prepared.
"Quand on en eut chargé un navire,",,,,,"When everything was stowed on board a ship,"
"le fidèle Jean prit des habits de marchand,",,,,,"Faithful John put on the dress of a merchant,"
"et le roi en fit autant, pour que personne ne put le reconnaître.",,,,,and the King was forced to do the same in order to make himself quite unrecognizable.
Puis ils mirent à la voile ,,,,,"Then they sailed across the sea,"
et naviguèrent jusqu'à la ville où demeurait la princesse du Dôme d'or.,,,,,and sailed on until they came to the town wherein dwelt the princess of the Golden Dwelling.
Le fidèle Jean débarqua seul et laissa le roi dans le navire.,,,,,"Faithful John bade the King stay behind on the ship, and wait for him."
"Peut-être, lui dit-il, ramènerai-je la princesse;",,,,,"Perhaps I shall bring the princess with me, said he,"
"ayez soin que tout soit en ordre,",,,,,therefore see that everything is in order;
que les vases d'or soient exposés et que le navire soit paré et en fête.,,,,,have the golden vessels set out and the whole ship decorated.
"Là-dessus il remplit sa ceinture de plusieurs petits bijoux d'or,",,,,,"Then he gathered together in his apron all kinds of gold things,"
et se rendit directement au palais du roi.,,,,,went on shore and walked straight to the royal palace.
Il vit en entrant dans la cour,,,,,"When he entered the courtyard of the palace,"
une jeune fille qui puisait de l'eau à une fontaine avec deux seaux d'or.,,,,,"a beautiful girl was standing there by the well with two golden buckets in her hand, drawing water with them."
"Comme elle se retournait pour s'en aller, elle aperçut l'étranger",,,,,"And when she was just turning round to carry away the sparkling water she saw the stranger,"
et lui demanda qui il était.,,,,,and asked who he was.
"Je suis marchand, répondit-il;",,,,,"So he answered, I am a merchant,"
"et ouvrant sa ceinture, il lui fit voir ses marchandises.",,,,,"and opened his apron, and let her look in."
Que de belles choses! s'écria-t-elle;,,,,,"Then she cried, Oh, what beautiful gold things!"
"et, posant ses seaux à terre, elle se mit à considérer tous les bijoux les uns après les autres.",,,,,and put her pails down and looked at the golden wares one after the other.
"Il faut, dit-elle,",,,,,"Then said the girl,"
que la princesse voie tout cela;,,,,,"The princess must see these,"
"elle vous l'achètera, elle qui aime tant les objets d'or.",,,,,"she has such great pleasure in golden things, that she will buy all you have."
"Et, le prenant par la main, elle le fit monter dans le palais,",,,,,"She took him by the hand and led him upstairs,"
car c'était une femme de chambre.,,,,,for she was the waiting-maid.
"La princesse fut ravie de voir les bijoux, et elle dit:",,,,,"When the King's daughter saw the wares, she was quite delighted and said,"
Tout cela est si bien travaillé que je l'achète.,,,,,"They are so beautifully worked, that I will buy them all of thee."
Mais le fidèle Jean répondit:,,,,,"But Faithful John said,"
Je ne suis que le serviteur d'un riche marchand;,,,,,I am only the servant of a rich merchant.
tout ce que vous voyez ici n'est rien auprès de ce que mon maître a dans son navire;,,,,,The things I have here are not to be compared with those my master has in his ship.
vous y verrez les ouvrages les plus beaux et les plus précieux.,,,,,They are the most beautiful and valuable things that have ever been made in gold.
"Elle voulait se les faire apporter,",,,,,"She wanted to have everything brought to her there,"
"mais il dit: Il y en a trop, il faudrait trop de temps et trop de place;",,,,,"but he said, There are so many of them that it would take a great many days to do that,"
votre palais n'y suffirait pas.,,,,,"and so many rooms would be required to exhibit them, that your house is not big enough."
"Sa curiosité n'en était que plus excitée,",,,,,"Then her curiosity and longing were still more excited,"
"et enfin elle s'écria: Eh bien! conduis-moi à ce navire,",,,,,"until at last she said, Conduct me to the ship,"
je veux aller moi-même voir les trésors de ton maître.,,,,,"I will go there myself, and behold the treasures of thine master."
"Le fidèle Jean la mena tout joyeux au navire,",,,,,"On this Faithful John was quite delighted, and led her to the ship,"
"et le roi, en la voyant,",,,,,"and when the King saw her,"
la trouva encore plus belle que son portrait; le coeur lui en bondissait de joie.,,,,,"he perceived that her beauty was even greater than the picture had represented it to be, and thought no other than that his heart would burst in twain."
"Quand elle fut montée à bord,",,,,,"Then she got into the ship,"
le roi lui offrit la main;,,,,,and the King led her within.
"pendant ce temps-là, le fidèle Jean, qui était resté derrière, ordonna au capitaine de lever l'ancre à l'instant",,,,,"Faithful John, however, remained behind with the pilot, and ordered the ship to be pushed off, saying,"
et de fuir à toutes voiles.,,,,,"Set all sail, till it fly like a bird in air."
"Le roi était descendu avec elle dans la chambre et lui montrait une à une toutes les pièces de la vaisselle d'or,",,,,,"Within, however, the King showed her the golden vessels,"
"les plats, les coupes, les oiseaux, les bêtes sauvages et les monstres.",,,,,"every one of them, also the wild beasts and strange animals."
"Plusieurs heures se passèrent ainsi, et, pendant qu'elle était occupée à tout examiner,",,,,,"Many hours went by whilst she was seeing everything,"
elle ne s'apercevait pas que le navire marchait.,,,,,and in her delight she did not observe that the ship was sailing away.
"Quand elle eut fini,",,,,,"After she had looked at the last,"
elle remercia le prétendu marchand et se disposa à retourner dans son palais;,,,,,"she thanked the merchant and wanted to go home,"
"mais, arrivée sur le pont,",,,,,"but when she came to the side of the ship,"
"elle s'aperçut qu'elle était en pleine mer,",,,,,"she saw that it was on the deep sea far from land,"
"bien loin de la terre, et que le navire cinglait à pleines voiles.",,,,,and hurrying onwards with all sail set.
Je suis trahie! s'écria-t-elle dans son effroi;,,,,,"Ah, cried she in her alarm, I am betrayed!"
on m'emmène! Être tombée au pouvoir d'un marchand? J'aimerais mieux mourir.,,,,,I am carried away and have fallen into the power of a merchant I would die rather!
Mais le roi lui dit en lui prenant la main: Je ne suis pas marchand;,,,,,"The King, however, seized her hand, and said, I am not a merchant."
"je suis roi, et d'une aussi bonne famille que la vôtre.",,,,,"I am a king, and of no meaner origin than thou art,"
"Si je vous ai enlevée par ruse,",,,,,"and if I have carried thee away with subtlety,"
"ne l'attribuez qu'à la violence de mon amour. Il est si fort que,",,,,,that has come to pass because of my exceeding great love for thee.
"quand j'ai vu votre portrait pour la première fois,",,,,,"The first time that I looked on thy portrait,"
j'en suis tombé sans connaissance à la renverse.,,,,,I fell fainting to the ground.
Ces paroles consolèrent la princesse;,,,,,"When the princess of the Golden Dwelling heard that, she was comforted,"
"son coeur en fut touché,",,,,,"and her heart was inclined unto him,"
et elle consentit à épouser le roi.,,,,,so that she willingly consented to be his wife.
"Pendant qu'ils naviguaient en pleine mer,",,,,,"It so happened, however, while they were sailing onwards over the deep sea, "
"le fidèle Jean, étant assis un jour à l'avant du navire,",,,,,"that Faithful John, who was sitting on the fore part of the vessel,"
aperçut dans l'air trois corneilles qui vinrent se poser devant lui.,,,,,"making music, saw three ravens in the air, which came flying towards them."
"Il prêta l'oreille à ce qu'elles se disaient entre elles, car il comprenait leur langage.",,,,,"On this he stopped playing and listened to what they were saying to each other, for that he well understood."
"Eh bien! disait la première, il emmène la princesse du Dôme d'or!",,,,,"One cried, Oh, there he is carrying home the princess of the Golden Dwelling."
"Oui, répondit la seconde, mais il ne la tient pas encore.",,,,,"Yes, replied the second, but he has not got her yet."
Comment? dit la troisième; elle est assise près de lui.,,,,,"Said the third, But he has got her, she is sitting beside him in the ship."
"Qu'est-ce que cela lui apportera ? reprit la première,",,,,,"Then the first began again, and cried, What good will that do him?"
"quand ils débarqueront, on présentera au roi un cheval roux;",,,,,"When they reach land a chestnut horse will leap forward to meet him,"
"il voudra le monter; mais, s'il le fait,",,,,,"and the prince will want to mount it, but if he does that,"
"le cheval s'élancera dans les airs avec lui,",,,,,"it will run away with him, and rise up into the air with him,"
et il ne reverra plus jamais sa jeune fille.,,,,,and he will never see his maiden more.
"Mais, dit la seconde, n'y a-t-il donc aucune échapatoire?",,,,,"Spake the second, But is there no escape?"
"Il y en a une, dit la première, il faut qu'une autre personne s'élance sur le cheval et que,",,,,,"Oh, yes, if any one else gets on it swiftly,"
"saisissant dans les fontes un pistolet,",,,,,"and takes out the pistol which must be in its holster,"
et tue le cheval.,,,,,"and shoots the horse dead with it,"
Préservant ainsi le roi.,,,,,the young King is saved.
Mais qui peut savoir cela?,,,,,But who knows that?
Et encore celui qui le saurait et le dirait,,,,,"And whosoever does know it, and tells it to him,"
serait changé en pierre depuis les pieds jusqu'aux genoux.,,,,,will be turned to stone from the toe to the knee.
La seconde corneille dit à son tour:,,,,,"Then said the second,"
Je sais quelque chose de plus encore.,,,,,I know more than that;
"En supposant que le cheval soit tué,",,,,,"even if the horse be killed,"
le jeune roi ne possédera pas encore sa fiancée.,,,,,the young King will still not keep his bride.
"Quand ils entreront ensemble dans le palais,",,,,,"When they go into the castle together,"
on lui présentera sur un plat une magnifique chemise de noces ,,,,,"a wrought bridal garment will be lying there in a dish,"
qui semblera tissue d'or et d'argent;,,,,,and looking as if it were woven of gold and silver;
mais elle n'est réellement que poix et soufre;,,,,,"it is, however, nothing but sulphur and pitch,"
"si le roi la met,",,,,,"and if he put it on,"
elle le brûlera jusqu'à la moelle des os.,,,,,it will burn him to the very bone and marrow.
N'y a-t-il donc aucune échapatoire? dit la troisième.,,,,,"Said the third, Is there no escape at all?"
"Il y en a une, répondit la seconde,",,,,,"Oh, yes, replied the second,"
"il faut qu'une personne munie de gants saisisse la chemise et la jette au feu. La chemise brûlée,",,,,,"if any one with gloves on seizes the garment and throws it into the fire and burns it,"
le roi sera sauvé.,,,,,the young King will be saved.
Mais à quoi sert cela?,,,,,But what avails that?
Celui qui le saurait et lui dirait,,,,,"Whosoever knows it and tells it to him,"
se verrait changé en pierre depuis les genoux jusqu'au coeur.,,,,,half his body will become stone from the knee to the heart.
La troisième corneille ajouta:,,,,,"Then said the third,"
Je sais quelque chose de plus encore.,,,,,I know still more;
"En supposant la chemise brûlée,",,,,,"even if the bridal garment be burnt,"
le jeune roi ne possédera pas encore sa femme.,,,,,the young King will still not have his bride.
"S'il y a un bal de noces et que la jeune reine y danse,",,,,,"After the wedding, when the dancing begins and the young queen is dancing,"
elle s'évanouira tout d'un coup et tombera comme morte;,,,,,"she will suddenly turn pale and fall down as if dead,"
et si quelqu'un ne la relève pas aussitôt et ne lui suce pas son sein droit trois gouttes de sang qu'il crachera immédiatement,,,,,"and if some one does not lift her up and draw three drops of blood from her right breast and spit them out again,"
elle mourra.,,,,,she will die.
Mais celui qui saurait cela et qui le dirait,,,,,"But if any one who knows that were to declare it,"
serait changé en pierre de la tête aux pieds.,,,,,he would become stone from the crown of his head to the sole of his foot.
"Après cette conversation, les corneilles reprirent leur vol.",,,,,"When the ravens had spoken of this together, they flew onwards, "
"Le fidèle Jean, qui avait tout entendu,",,,,,"and Faithful John had well understood everything,"
resta depuis ce temps triste et silencieux.,,,,,"but from that time forth he became quiet and sad,"
"Se taire, c'était le malheur du roi; mais parler, c'était sa propre perte. ",,,,,"for if he concealed what he had heard from his master, the latter would be unfortunate, and if he discovered it to him, he himself must sacrifice his life."
Enfin il se dit à lui-même: ,,,,,"At length, however, he said to himself,"
"Je sauverai mon maître, dut-il m'en coûter la vie.",,,,,"I will save my master, even if it bring destruction on myself."
"Au débarquement,",,,,,"When therefore they came to shore,"
tout se passa comme la corneille l'avait prédit.,,,,,"all happened as had been foretold by the ravens,"
Un magnifique cheval roux fut présenté au roi.,,,,,and a magnificent chestnut horse sprang forward.
"Bien, dit-il, je vais le monter jusqu'au palais.",,,,,"Good, said the King, he shall carry me to my palace,"
"Et il allait l'enfourcher, quand le fidèle Jean, passant devant lui,",,,,,"and was about to mount it when Faithful John got before him,"
"s'élança dessus,",,,,,"jumped quickly on it,"
tira le pistolet des fontes,,,,,"drew the pistol out of the holster,"
et tira sur le cheval.,,,,,and shot the horse.
"Les autres serviteurs du roi, ",,,,,"Then the other attendants of the King,"
"qui n'aimaient guère le fidèle Jean, s'écrièrent qu'il fallait être fou pour tuer un si bel animal",,,,,"who after all were not very fond of Faithful John, cried, How shameful to kill the beautiful animal,"
que le roi allait monter.,,,,,that was to have carried the King to his palace.
"Mais le roi leur dit: Taisez-vous, laissez-le faire;",,,,,"But the King said, Hold your peace and leave him alone,"
"c'est mon fidèle, il a sans doute ses raisons pour agir ainsi.",,,,,"he is my most faithful John, who knows what may be the good of that!"
"Ils arrivèrent au palais, et, dans la première salle, la chemise de noces était posée sur un plat; il semblait qu'elle fût d'or et d'argent.",,,,,"They went into the palace, and in the hall there stood a dish, and therein lay the bridal garment looking no otherwise than as if it were made of gold and silver."
"Le prince allait y toucher, mais le fidèle Jean le repoussa,",,,,,"The young King went towards it and was about to take hold of it, but Faithful John pushed him away,"
"et, la saisissant avec des gants, il la jeta au feu qui la consuma à l'instant même.",,,,,"seized it with gloves on, carried it quickly to the fire and burnt it."
Les autres serviteurs se mirent à murmurer:,,,,,"The other attendants again began to murmur,"
"Voyez, disaient-ils, le voilà qui brûle la chemise de noces du roi.",,,,,"and said, Behold, now he is even burning the King's bridal garment!"
Mais le jeune roi répéta encore: Il a sans doute ses raisons. Laissez-le faire;,,,,,"But the young King said, Who knows what good he may have done, leave him alone,"
c'est mon fidèle.,,,,,he is my most faithful John.
On célébra les noces. Il y eut un grand bal et la mariée commença à danser ,,,,,"And now the wedding was solemnized: the dance began, and the bride also took part in it;"
Dans ce moment le fidèle Jean ne la perdit pas des yeux.,,,,,"then Faithful John was watchful and looked into her face,"
Tout à coup il lui prit une faiblesse et elle tomba comme une morte à la renverse.,,,,,"and suddenly she turned pale and fell to the ground, as if she were dead."
"Se jetant sur elle aussitôt, il la releva et la porta dans sa chambre, et là, l'ayant couchée sur son lit, il se pencha sur elle",,,,,"On this he ran hastily to her, lifted her up and bore her into a chamber then he laid her down,"
et lui suça le sein droit trois gouttes de sang,,,,,"and knelt and sucked the three drops of blood from her right breast,"
et les cracha.,,,,,and spat them out.
A l'instant même elle respira et reprit connaissance;,,,,,"Immediately she breathed again and recovered herself,"
"mais le jeune roi, qui avait tout vu",,,,,"but the young King had seen this,"
"et qui ne comprenait rien à la conduite de Jean,",,,,,"and being ignorant why Faithful John had done it,"
finit par s'en courroucer,,,,,"was angry and cried,"
et le fit jeter en prison.,,,,,Throw him into a dungeon.
"Le lendemain, le fidèle Jean fut condamné à mort",,,,,"Next morning Faithful John was condemned,"
et conduit à la potence.,,,,,"and led to the gallows,"
"Étant déjà monté à l'échelle, ",,,,,"and when he stood on high, and was about to be executed,"
il dit: Tout homme qui va mourir peut parler avant sa fin;,,,,,"he said, Every one who has to die is permitted before his end to make one last speech;"
Puis-je en réclamer le droit?,,,,,may I too claim the right?
"Je te l'accorde, dit le roi.",,,,,"Yes, answered the King, it shall be granted unto thee."
"Eh bien! on m'a condamné injustement, et je n'ai pas cessé de l'être fidèle.",,,,,"Then said Faithful John, I am unjustly condemned, and have always been true to thee,"
"Alors il raconta comment il avait entendu sur mer la conversation des corneilles,",,,,,"and he related how he had hearkened to the conversation of the ravens when on the sea,"
et comment tout ce qu'il avait fait était nécessaire pour sauver son maître.,,,,,and how he had been obliged to do all these things in order to save his master.
"0 mon fidèle Jean, s'écria le roi, je te fais grâce. Faites-le descendre.",,,,,"Then cried the King, Oh, my most Faithful John. Pardon, pardon bring him down."
"Mais, au dernier mot qu'il avait prononcé, le fidèle Jean était tombé sans vie: il était changé en pierre.",,,,,But as Faithful John spoke the last word he had fallen down lifeless and become a stone.
Le roi et la reine en eurent un grand chagrin:,,,,,"Thereupon the King and the Queen suffered great anguish,"
"Hélas! disait le roi,",,,,,"and the King said,"
tant de dévouement a été bien mal récompensé.,,,,,"Ah, how ill I have requited great fidelity!"
"Il fit porter la statue de pierre dans sa chambre à coucher, près de son lit.",,,,,and ordered the stone figure to be taken up and placed in his bedroom beside his bed.
"Chaque fois qu'il la voyait, il répétait en pleurant:",,,,,"And as often as he looked on it he wept and said,"
"Hélas! mon fidèle Jean, que ne puis-je te rendre la vie!",,,,,"Ah, if I could bring thee to life again, my most faithful John."
"Au bout de quelque temps, la reine mit au monde deux fils jumeaux qu'elle éleva heureusement et qui furent la joie de leurs parents.",,,,,"Some time passed and the Queen bore twins, two sons who grew fast and were her delight."
"Un jour que la reine était à l'église,",,,,,Once when the Queen was at church 
"et que les deux enfants jouaient dans la chambre avec leur père,",,,,,"and the two children were sitting playing beside their father,"
"les yeux du roi tombèrent sur la statue,",,,,,"the latter full of grief again looked at the stone figure,"
et il ne put s'empêcher de répéter encore en soupirant:,,,,,"sighed and said,"
"Hélas! mon fidèle Jean, que ne puis-je te rendre la vie!",,,,,"Ah, if I could but bring thee to life again, my most faithful John."
"Mais la statue, prenant la parole lui dit:",,,,,"Then the stone began to speak and said,"
"Tu le peux, si tu veux y consacrer ce que tu as de plus cher.",,,,,Thou canst bring me to life again if thou wilt use for that purpose what is dearest to thee.
"Tout ce que je possède au monde, s'écria le roi, je le sacrifierais pour toi.",,,,,"Then cried the King, I will give everything I have in the world for thee."
"Eh bien! dit la statue,",,,,,"The stone continued,"
"pour que je recouvre l'existence, il faut que tu coupes la tête à tes deux fils, et que tu me frottes tout entier avec leur sang.",,,,,"If thou wilt will cut off the heads of thy two children with thine own hand, and sprinkle me with their blood, I shall be restored to life."
Le roi pâlit en entendant qu’il devait lui même tuer ses chers enfants.,,,,,"The King was terrified when he heard that he himself must kill his dearest children,"
mais songeant au dévouement de ce fidèle serviteur,,,,,"but he thought of faithful John's great fidelity,"
"qui avait donné sa vie pour lui,",,,,,"and how he had died for him, "
"il tira son épée,",,,,,"drew his sword,"
"et, de sa propre main, il coupa la tète de ses enfants",,,,,and with his own hand cut off the children's heads.
et frotta la pierre avec leur sang.,,,,,"And when he had smeared the stone with their blood, "
"A l'instant même la statue se ranima,",,,,,"life returned to it,"
et le fidèle Jean apparut frais et dispos devant lui.,,,,,and Faithful John stood once more safe and healthy before him.
Mais il dit au roi:,,,,,"He said to the King,"
Ton dévouement pour moi aura sa récompense.,,,,,"Thy truth shall not go unrewarded,"
"Et, prenant les têtes des enfants,",,,,,"and took the heads of the children,"
il les replaça sur leurs épaules et frotta les blessures avec leur sang;,,,,,"put them on again, and rubbed the wounds with their blood,"
"au même moment ils revinrent à la vie,",,,,,"on which they became whole again immediately,"
"et se remirent à sauter et à jouer,",,,,,"and jumped about, and went on playing"
comme si rien n'était arrivé.,,,,,as if nothing had happened.
Le roi était plein de joie.,,,,,"Then the King was full of joy,"
"Quand il entendit revenir la reine, il fit cacher Jean et les enfants dans une grande armoire.",,,,,and when he saw the Queen coming he hid Faithful John and the two children in a great cupboard.
"Lorsqu'elle entra,",,,,,"When she entered, "
il lui demanda: As-tu prié à l'église?,,,,,"he said to her, Hast thou been praying in the church?"
"Oui, répondit-elle,",,,,,"Yes, answered she,"
"et j'ai constamment pensé au fidèle Jean, si malheureux à cause de nous.",,,,,but I have constantly been thinking of Faithful John and what misfortune has befallen him through us.
"Chère femme, dit-il nous pouvons lui rendre la vie,",,,,,"Then said he, Dear wife, we can give him his life again,"
mais il nous en coûtera celle de nos deux fils.,,,,,"but it will cost us our two little sons, whom we must sacrifice."
La reine pâlit et son coeur se serra;,,,,,"The Queen turned pale, and her heart was full of terror,"
cependant elle répondit:,,,,,"but she said, "
Nous lui devons ce sacrifice à cause de son dévouement.,,,,,"We owe it to him, for his great fidelity."
"Le roi, charmé de voir qu'elle avait pensé comme lui,",,,,,"Then the King was rejoiced that she thought as he had thought,"
alla ouvrir l'armoire et fit sortir le fidèle Jean et les deux enfants:,,,,,"and went and opened the cupboard, and brought forth Faithful John and the children,"
"Dieu soit loué! ajouta-t-il, il est délivré, et nous avons nos fils.",,,,,"and said, God be praised, he is delivered, and we have our little sons again also,"
Et il raconta à la reine tout ce qui s'était passé.,,,,,and told her how everything had occurred.
Et ils vécurent tous heureux ensemble jusqu'à la fin.,,,,,Then they dwelt together in much happiness until their death.
