Train worker process using GPU: 0 for training,,,,
[GPU0] Epoch 0 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   1.28 , Tokens / Sec:   590.0 , Learning Rate: 5.4e-07
Epoch Step:     51 , Accumulation Step:   6 , Loss:   0.82 , Tokens / Sec:  3537.0 , Learning Rate: 2.2e-04
Epoch Step:     61 , Accumulation Step:   7 , Loss:   0.83 , Tokens / Sec:  3805.6 , Learning Rate: 2.3e-04
Epoch Step:     71 , Accumulation Step:   8 , Loss:   0.85 , Tokens / Sec:  3426.2 , Learning Rate: 2.3e-04
Epoch Step:     81 , Accumulation Step:   9 , Loss:   0.82 , Tokens / Sec:  3606.0 , Learning Rate: 2.3e-04
Epoch Step:     91 , Accumulation Step:  10 , Loss:   0.81 , Tokens / Sec:  3739.3 , Learning Rate: 2.3e-04
Epoch Step:    101 , Accumulation Step:  11 , Loss:   0.80 , Tokens / Sec:  3636.3 , Learning Rate: 2.4e-04
Epoch Step:    111 , Accumulation Step:  12 , Loss:   0.80 , Tokens / Sec:  3382.7 , Learning Rate: 2.4e-04
Epoch Step:    121 , Accumulation Step:  13 , Loss:   0.78 , Tokens / Sec:  3587.2 , Learning Rate: 2.4e-04
Epoch Step:    131 , Accumulation Step:  14 , Loss:   0.73 , Tokens / Sec:  3557.1 , Learning Rate: 2.4e-04
Epoch Step:    141 , Accumulation Step:  15 , Loss:   0.82 , Tokens / Sec:  3625.5 , Learning Rate: 2.5e-04
Epoch Step:    151 , Accumulation Step:  16 , Loss:   0.83 , Tokens / Sec:  3550.7 , Learning Rate: 2.5e-04
, ID , GPU , MEM ,
------------------,,,,
,0,"93,00 %","52,00 %",
[GPU0] Epoch 5 Validation ====,,,,
"(tensor(0.8558, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7fc811c71820>)",,,,
[GPU0] Epoch 6 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   0.77 , Tokens / Sec:  3353.3 , Learning Rate: 2.5e-04
Epoch Step:     11 , Accumulation Step:   2 , Loss:   0.76 , Tokens / Sec:  3578.0 , Learning Rate: 2.5e-04
Epoch Step:     21 , Accumulation Step:   3 , Loss:   0.80 , Tokens / Sec:  3581.8 , Learning Rate: 2.6e-04
Epoch Step:     31 , Accumulation Step:   4 , Loss:   0.77 , Tokens / Sec:  3360.9 , Learning Rate: 2.6e-04
Epoch Step:     41 , Accumulation Step:   5 , Loss:   0.73 , Tokens / Sec:  3382.8 , Learning Rate: 2.6e-04
Epoch Step:     51 , Accumulation Step:   6 , Loss:   0.74 , Tokens / Sec:  3846.5 , Learning Rate: 2.6e-04
Epoch Step:     61 , Accumulation Step:   7 , Loss:   0.73 , Tokens / Sec:  3540.9 , Learning Rate: 2.7e-04
Epoch Step:     71 , Accumulation Step:   8 , Loss:   0.72 , Tokens / Sec:  3752.8 , Learning Rate: 2.7e-04
Epoch Step:     81 , Accumulation Step:   9 , Loss:   0.76 , Tokens / Sec:  3676.5 , Learning Rate: 2.7e-04
Epoch Step:     91 , Accumulation Step:  10 , Loss:   0.75 , Tokens / Sec:  3681.4 , Learning Rate: 2.7e-04
Epoch Step:    101 , Accumulation Step:  11 , Loss:   0.76 , Tokens / Sec:  3732.1 , Learning Rate: 2.8e-04
Epoch Step:    111 , Accumulation Step:  12 , Loss:   0.77 , Tokens / Sec:  3480.8 , Learning Rate: 2.8e-04
Epoch Step:    121 , Accumulation Step:  13 , Loss:   0.77 , Tokens / Sec:  3571.5 , Learning Rate: 2.8e-04
Epoch Step:    131 , Accumulation Step:  14 , Loss:   0.79 , Tokens / Sec:  3632.7 , Learning Rate: 2.9e-04
Epoch Step:    141 , Accumulation Step:  15 , Loss:   0.77 , Tokens / Sec:  3594.5 , Learning Rate: 2.9e-04
Epoch Step:    151 , Accumulation Step:  16 , Loss:   0.80 , Tokens / Sec:  3385.0 , Learning Rate: 2.9e-04
, ID , GPU , MEM ,
------------------,,,,
,0,"95,00 %","52,00 %",
[GPU0] Epoch 6 Validation ====,,,,
"(tensor(0.8411, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7fc811c71820>)",,,,
[GPU0] Epoch 7 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   0.75 , Tokens / Sec:  4258.6 , Learning Rate: 2.9e-04
Epoch Step:     11 , Accumulation Step:   2 , Loss:   0.75 , Tokens / Sec:  3444.4 , Learning Rate: 3.0e-04
Epoch Step:     21 , Accumulation Step:   3 , Loss:   0.72 , Tokens / Sec:  3570.3 , Learning Rate: 3.0e-04
Epoch Step:     31 , Accumulation Step:   4 , Loss:   0.76 , Tokens / Sec:  3614.3 , Learning Rate: 3.0e-04
Epoch Step:     41 , Accumulation Step:   5 , Loss:   0.74 , Tokens / Sec:  3299.1 , Learning Rate: 3.0e-04
Epoch Step:     51 , Accumulation Step:   6 , Loss:   0.70 , Tokens / Sec:  3441.0 , Learning Rate: 3.1e-04
Epoch Step:     61 , Accumulation Step:   7 , Loss:   0.73 , Tokens / Sec:  3689.5 , Learning Rate: 3.1e-04
Epoch Step:     71 , Accumulation Step:   8 , Loss:   0.72 , Tokens / Sec:  3556.0 , Learning Rate: 3.1e-04
Epoch Step:     81 , Accumulation Step:   9 , Loss:   0.70 , Tokens / Sec:  3481.2 , Learning Rate: 3.1e-04
Epoch Step:     91 , Accumulation Step:  10 , Loss:   0.71 , Tokens / Sec:  3541.5 , Learning Rate: 3.2e-04
Epoch Step:    101 , Accumulation Step:  11 , Loss:   0.66 , Tokens / Sec:  3501.3 , Learning Rate: 3.2e-04
Epoch Step:    111 , Accumulation Step:  12 , Loss:   0.73 , Tokens / Sec:  3671.5 , Learning Rate: 3.2e-04
Epoch Step:    121 , Accumulation Step:  13 , Loss:   0.71 , Tokens / Sec:  3510.7 , Learning Rate: 3.2e-04
Epoch Step:    131 , Accumulation Step:  14 , Loss:   0.72 , Tokens / Sec:  3481.7 , Learning Rate: 3.3e-04
Epoch Step:    141 , Accumulation Step:  15 , Loss:   0.71 , Tokens / Sec:  3626.7 , Learning Rate: 3.3e-04
Epoch Step:    151 , Accumulation Step:  16 , Loss:   0.76 , Tokens / Sec:  3619.4 , Learning Rate: 3.3e-04
, ID , GPU , MEM ,
------------------,,,,
,0,"75,00 %","52,00 %",
[GPU0] Epoch 7 Validation ====,,,,
"(tensor(0.8148, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7fc811c71820>)",,,,
[GPU0] Epoch 8 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   0.72 , Tokens / Sec:  3833.3 , Learning Rate: 3.3e-04
Epoch Step:     11 , Accumulation Step:   2 , Loss:   0.71 , Tokens / Sec:  3683.6 , Learning Rate: 3.4e-04
Epoch Step:     21 , Accumulation Step:   3 , Loss:   0.66 , Tokens / Sec:  3365.4 , Learning Rate: 3.4e-04
Epoch Step:     31 , Accumulation Step:   4 , Loss:   0.66 , Tokens / Sec:  3476.3 , Learning Rate: 3.4e-04
Epoch Step:     41 , Accumulation Step:   5 , Loss:   0.67 , Tokens / Sec:  3499.5 , Learning Rate: 3.4e-04
Epoch Step:     51 , Accumulation Step:   6 , Loss:   0.64 , Tokens / Sec:  3604.6 , Learning Rate: 3.5e-04
Epoch Step:     61 , Accumulation Step:   7 , Loss:   0.69 , Tokens / Sec:  3573.9 , Learning Rate: 3.5e-04
Epoch Step:     71 , Accumulation Step:   8 , Loss:   0.65 , Tokens / Sec:  3502.7 , Learning Rate: 3.5e-04
Epoch Step:     81 , Accumulation Step:   9 , Loss:   0.68 , Tokens / Sec:  3847.8 , Learning Rate: 3.6e-04
Epoch Step:     91 , Accumulation Step:  10 , Loss:   0.64 , Tokens / Sec:  3390.7 , Learning Rate: 3.6e-04
Epoch Step:    101 , Accumulation Step:  11 , Loss:   0.67 , Tokens / Sec:  3575.3 , Learning Rate: 3.6e-04
Epoch Step:    111 , Accumulation Step:  12 , Loss:   0.71 , Tokens / Sec:  3592.0 , Learning Rate: 3.6e-04
Epoch Step:    121 , Accumulation Step:  13 , Loss:   0.66 , Tokens / Sec:  3638.9 , Learning Rate: 3.7e-04
Epoch Step:    131 , Accumulation Step:  14 , Loss:   0.58 , Tokens / Sec:  3432.1 , Learning Rate: 3.7e-04
Epoch Step:    141 , Accumulation Step:  15 , Loss:   0.70 , Tokens / Sec:  3696.6 , Learning Rate: 3.7e-04
Epoch Step:    151 , Accumulation Step:  16 , Loss:   0.68 , Tokens / Sec:  3527.9 , Learning Rate: 3.7e-04
, ID , GPU , MEM ,
------------------,,,,
,0,"94,00 %","52,00 %",
[GPU0] Epoch 8 Validation ====,,,,
"(tensor(0.8012, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7fc811c71820>)",,,,
[GPU0] Epoch 9 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   0.62 , Tokens / Sec:  3727.5 , Learning Rate: 3.8e-04
Epoch Step:     11 , Accumulation Step:   2 , Loss:   0.66 , Tokens / Sec:  3628.5 , Learning Rate: 3.8e-04
Epoch Step:     21 , Accumulation Step:   3 , Loss:   0.60 , Tokens / Sec:  3452.5 , Learning Rate: 3.8e-04
Epoch Step:     31 , Accumulation Step:   4 , Loss:   0.64 , Tokens / Sec:  3417.4 , Learning Rate: 3.8e-04
Epoch Step:     41 , Accumulation Step:   5 , Loss:   0.63 , Tokens / Sec:  3449.7 , Learning Rate: 3.9e-04
Epoch Step:     51 , Accumulation Step:   6 , Loss:   0.64 , Tokens / Sec:  3564.1 , Learning Rate: 3.9e-04
Epoch Step:     61 , Accumulation Step:   7 , Loss:   0.60 , Tokens / Sec:  3487.4 , Learning Rate: 3.9e-04
Epoch Step:     71 , Accumulation Step:   8 , Loss:   0.65 , Tokens / Sec:  3607.5 , Learning Rate: 3.9e-04
Epoch Step:     81 , Accumulation Step:   9 , Loss:   0.61 , Tokens / Sec:  3632.2 , Learning Rate: 4.0e-04
Epoch Step:     91 , Accumulation Step:  10 , Loss:   0.64 , Tokens / Sec:  3698.4 , Learning Rate: 4.0e-04
Epoch Step:    101 , Accumulation Step:  11 , Loss:   0.56 , Tokens / Sec:  3359.2 , Learning Rate: 4.0e-04
Epoch Step:    111 , Accumulation Step:  12 , Loss:   0.64 , Tokens / Sec:  3765.2 , Learning Rate: 4.1e-04
Epoch Step:    121 , Accumulation Step:  13 , Loss:   0.62 , Tokens / Sec:  3571.6 , Learning Rate: 4.1e-04
Epoch Step:    131 , Accumulation Step:  14 , Loss:   0.55 , Tokens / Sec:  3673.3 , Learning Rate: 4.1e-04
Epoch Step:    141 , Accumulation Step:  15 , Loss:   0.57 , Tokens / Sec:  3467.9 , Learning Rate: 4.1e-04
Epoch Step:    151 , Accumulation Step:  16 , Loss:   0.62 , Tokens / Sec:  3578.2 , Learning Rate: 4.2e-04
, ID , GPU , MEM ,
------------------,,,,
,0,"93,00 %","52,00 %",
[GPU0] Epoch 9 Validation ====,,,,
"(tensor(0.7979, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7fc811c71820>)",,,,
[GPU0] Epoch 10 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   0.59 , Tokens / Sec:  4022.0 , Learning Rate: 4.2e-04
Epoch Step:     11 , Accumulation Step:   2 , Loss:   0.59 , Tokens / Sec:  3593.7 , Learning Rate: 4.2e-04
Epoch Step:     21 , Accumulation Step:   3 , Loss:   0.57 , Tokens / Sec:  3582.9 , Learning Rate: 4.2e-04
Epoch Step:     31 , Accumulation Step:   4 , Loss:   0.55 , Tokens / Sec:  3235.3 , Learning Rate: 4.3e-04
Epoch Step:     41 , Accumulation Step:   5 , Loss:   0.58 , Tokens / Sec:  3640.0 , Learning Rate: 4.3e-04
Epoch Step:     51 , Accumulation Step:   6 , Loss:   0.59 , Tokens / Sec:  3684.1 , Learning Rate: 4.3e-04
Epoch Step:     61 , Accumulation Step:   7 , Loss:   0.55 , Tokens / Sec:  3642.1 , Learning Rate: 4.3e-04
Epoch Step:     71 , Accumulation Step:   8 , Loss:   0.59 , Tokens / Sec:  3679.8 , Learning Rate: 4.4e-04
Epoch Step:     81 , Accumulation Step:   9 , Loss:   0.61 , Tokens / Sec:  3567.2 , Learning Rate: 4.4e-04
Epoch Step:     91 , Accumulation Step:  10 , Loss:   0.57 , Tokens / Sec:  3643.4 , Learning Rate: 4.4e-04
Epoch Step:    101 , Accumulation Step:  11 , Loss:   0.56 , Tokens / Sec:  3480.0 , Learning Rate: 4.4e-04
Epoch Step:    111 , Accumulation Step:  12 , Loss:   0.59 , Tokens / Sec:  3660.3 , Learning Rate: 4.5e-04
Epoch Step:    121 , Accumulation Step:  13 , Loss:   0.58 , Tokens / Sec:  3426.1 , Learning Rate: 4.5e-04
Epoch Step:    131 , Accumulation Step:  14 , Loss:   0.65 , Tokens / Sec:  3633.1 , Learning Rate: 4.5e-04
Epoch Step:    141 , Accumulation Step:  15 , Loss:   0.55 , Tokens / Sec:  3495.1 , Learning Rate: 4.6e-04
Epoch Step:    151 , Accumulation Step:  16 , Loss:   0.54 , Tokens / Sec:  3493.0 , Learning Rate: 4.6e-04
, ID , GPU , MEM ,
------------------,,,,
,0,"77,00 %","52,00 %",
[GPU0] Epoch 10 Validation ====,,,,
"(tensor(0.7830, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7fc811c71820>)",,,,
[GPU0] Epoch 11 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   0.55 , Tokens / Sec:  3931.4 , Learning Rate: 4.6e-04
Epoch Step:     11 , Accumulation Step:   2 , Loss:   0.50 , Tokens / Sec:  3619.2 , Learning Rate: 4.6e-04
Epoch Step:     21 , Accumulation Step:   3 , Loss:   0.54 , Tokens / Sec:  3686.7 , Learning Rate: 4.6e-04
Epoch Step:     31 , Accumulation Step:   4 , Loss:   0.54 , Tokens / Sec:  3461.1 , Learning Rate: 4.7e-04
Epoch Step:     41 , Accumulation Step:   5 , Loss:   0.53 , Tokens / Sec:  3597.4 , Learning Rate: 4.7e-04
Epoch Step:     51 , Accumulation Step:   6 , Loss:   0.54 , Tokens / Sec:  3564.0 , Learning Rate: 4.7e-04
Epoch Step:     61 , Accumulation Step:   7 , Loss:   0.54 , Tokens / Sec:  3551.5 , Learning Rate: 4.8e-04
Epoch Step:     71 , Accumulation Step:   8 , Loss:   0.55 , Tokens / Sec:  3728.2 , Learning Rate: 4.8e-04
Epoch Step:     81 , Accumulation Step:   9 , Loss:   0.52 , Tokens / Sec:  3442.7 , Learning Rate: 4.8e-04
Epoch Step:     91 , Accumulation Step:  10 , Loss:   0.52 , Tokens / Sec:  3483.1 , Learning Rate: 4.8e-04
Epoch Step:    101 , Accumulation Step:  11 , Loss:   0.51 , Tokens / Sec:  3646.0 , Learning Rate: 4.9e-04
Epoch Step:    111 , Accumulation Step:  12 , Loss:   0.46 , Tokens / Sec:  3448.3 , Learning Rate: 4.9e-04
Epoch Step:    121 , Accumulation Step:  13 , Loss:   0.49 , Tokens / Sec:  3287.5 , Learning Rate: 4.9e-04
Epoch Step:    131 , Accumulation Step:  14 , Loss:   0.57 , Tokens / Sec:  3547.8 , Learning Rate: 4.9e-04
Epoch Step:    141 , Accumulation Step:  15 , Loss:   0.53 , Tokens / Sec:  3587.5 , Learning Rate: 5.0e-04
