FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
"à qui elle avait donné le nom de Benjamin, de la Bible,",,NOM BENJAMIN DONNE BIBLE ,['Imp']['Past'],,"and whom she had named Benjamin, from the Bible,",16,"et qu'elle avait appelé Benjamin, d'après la Bible,","to whom she had given the name of Benjamin, from the Bible,"
s'aperçut de sa peine et lui dit:,,PEINE APERCEVOIR DIRE ,['Past']['Pres'],,"said to her, ",17,"lui a dit,",saw his pain and said to him
"Ma bonne mère, pourquoi es-tu si triste?",,BONNE MERE POURQUOI ES TOI TRISTE ,<unk>,,"Dear mother, why art thou so sad?",18,"Chère mère, pourquoi es-tu si triste ?","My good mother, why are you so sad?"
"Cher enfant, lui répondit-elle, je ne dois pas te le dire.",,ENFANT REPONDRE NE PAS DEVOIR DIRE ,['Pres']['Pres'],,"Dearest child, she answered, I may not tell thee.",19,"Chère enfant, répondit-elle, je ne peux pas te le dire.","Dear child,"" she replied, ""I must not tell you."
"Mais l'enfant ne lui laissa point de repos, qu'elle ne l'eût conduit au cabinet mystérieux,",,ENFANT NE LAISSA REPOS POINT NE CABINET MYSTERIEUX CONDUIT ,['Past']['Pres']['Past'],,"But he let her have no rest until she went and unlocked the room,",20,"Mais il ne lui laissa aucun répit jusqu'à ce qu'elle aille déverrouiller la chambre,","But the child did not let her rest until she had led him to the mysterious room,"
et qu'elle ne lui eût montré les douze cercueils remplis de copeaux:,,NE DOUZE CERCUEILS COPEAUX MONTRE REMPLIS ,['Pres']['Past']['Past'],,and showed him the twelve coffins ready filled with shavings.,21,et lui montra les douze cercueils prêts à être remplis de copeaux.,and she had not shown him the twelve coffins filled with wood chips
"Mon bien-aimé Benjamin, lui dit-elle,",,BIEN-AIME BENJAMIN DIRE ,['Pres'],,"Then she said, my dearest Benjamin,",22,"Puis elle a dit, mon cher Benjamin,","My beloved Benjamin, she said to him,"
"ton père a fait construire ces cercueil pour tes onze frères et pour toi,",,TON PERE CERCUEIL TES ONZE FRERES TOI FAIT CONSTRUIRE ,['Pres']['Past'],,"thy father has had these coffins made for thee and for thy eleven brothers,",23,"ton père a fait faire ces cercueils pour toi et pour tes onze frères,","your father had these coffins built for your eleven brothers and for you,"
"car si je mets au monde une petite fille,",,MONDE PETITE FILLE METTRE ,['Pres'],,"for if I bring a little girl into the world,",24,"si je mets au monde une petite fille,","because if I give birth to a little girl,"
vous devez tous mourir et être ensevelis là.,,TOUS LA DEVOIR MOURIR ENSEVELIS ,['Pres']['Past'],,you are all to be killed and buried in them.,25,vous serez tous tués et enterrés dedans.,you must all die and be buried there.
"Et comme elle pleurait,",,PLEURER ,['Imp'],,"And as she wept while she was saying this,",26,"Elle pleurait en disant cela,","And as she cried,"
l'enfant chercha à la consoler en lui disant:,,ENFANT CHERCHA CONSOLER DISANT ,['Pres'],,"the son comforted her and said, Weep not, dear mother,",27,"Le fils la consola et lui dit : Ne pleure pas, chère mère,",the child tried to console her by saying
"Ne pleure pas, nous saurons bien éviter la mort.",,NE PAS PLEURE BIEN MORT SAVOIR EVITER ,['Pres']['Pres'],,"we will save ourselves, and go hence.",28,nous nous sauverons et nous partirons.,"Don't cry, we will be able to avoid death."
"La reine reprit: Va dans la forêt avec tes onze frères,",,REINE REPRIT FORET TES ONZE FRERES ALLER ,['Pres'],,"But she said, Go forth into the forest with thy eleven brothers,",29,"Mais elle dit : Va dans la forêt avec tes onze frères,","The queen said : Go into the forest with your eleven brothers,"
"et que l'un de vous se tienne sans cesse en sentinelle sur la cime de l'arbre le plus élevé,",,CESSE SENTINELLE CIME ARBRE PLUS ELEVE TENIR ,['Pres'],,"and let one sit constantly on the highest tree which can be found,",30,"et que l'on s'assoit constamment sur l'arbre le plus haut que l'on puisse trouver,","and that one of you stands constantly as a sentinel on the top of the highest tree,"
les yeux tournés vers la tour du château.,,YEUX TOUR CHATEAU TOURNES ,['Past'],,"and keep watch, looking towards the tower here in the castle.",31,"et monter la garde, en regardant vers la tour du château.",eyes turned towards the castle tower.
"J'aurai soin d'y arborer un drapeau blanc si je mets au monde un garçon,",,SOIN DRAPEAU BLANC MONDE GARCON AVOIR ARBORER METTRE ,['Fut']['Pres'],,"If I give birth to a little son, I will put up a white flag,",32,"Si je donne naissance à un petit garçon, je hisserai le drapeau blanc,","I will be sure to fly a white flag if I give birth to a boy,"
et alors vous pourrez revenir sans danger;,,ALORS POUVOIR REVENIR DANGER ,['Pres'],,"and then you may venture to come back,",33,"et vous pourrez alors vous risquer à revenir,",and then you can return safely;
"si au contraire je deviens mère d'une fille, j'y planterai un drapeau rouge comme du sang;",,CONTRAIRE MERE FILLE DEVENIR DRAPEAU SANG PLANTER ROUGE ,['Pres']['Fut']['Past'],,"but if I bear a daughter, I will hoist a red flag,",34,"mais si j'ai une fille, je hisserai le drapeau rouge,","if on the contrary I become the mother of a daughter, I will plant a flag as red as blood;"
"alors hâtez-vous de fuir bien loin,",,ALORS HATEZ -VOUS FUIR BIEN LOIN ,<unk>,,"and then fly hence as quickly as you are able,",35,"et s'envoler ensuite aussi vite que possible,","so make haste to flee far away,"
et que le bon Dieu vous protège.,,BON DIEU PROTEGER ,['Pres'],,and may the good God protect you.,36,et que le bon Dieu vous protège.,and may the good Lord protect you.
Et chaque nuit je me lèverai et prierai pour vous,,NUIT PRIERAI LEVERAI ,['Past'],,And every night I will rise up and pray for you,37,"Et chaque nuit, je me lèverai et prierai pour vous.",And every night I will get up and pray for you
"En hivers que vous puissiez vous réchauffer devant un feu,",,HIVERS PUISSIEZ FEU RECHAUFFER ,['Pres'],,"in winter that you may be able to warm yourself at a fire,",38,"en hiver que vous pourrez peut-être vous réchauffer auprès d'un feu,","In winter you can warm up in front of a fire,"
et en été pour que vous ne vous évanouissiez pas dans la chaleur.,,NE PAS CHALEUR EVANOUIR ,['Past']['Pres'],,and in summer that you may not faint away in the heat.,39,et en été pour que vous ne vous évanouissiez pas dans la chaleur.,and in summer so that you don't faint in the heat.
"Lorsque la reine eut donné sa bénédiction à ses fils,",,REINE BENEDICTION FILS DONNE ,['Past']['Past'],,"After she had blessed her sons therefore,",40,"Après avoir béni ses fils,","When the queen had given her blessing to her sons,"
ceux-ci se rendirent dans la forêt.,,FORET RENDRE ,['Pres'],,they went forth into the forest.,41,Ils s'enfoncèrent dans la forêt.,they went to the forest.
"Chacun d'eux eut son tour de faire sentinelle, ",,TOUR SENTINELLE AVOIR FAIRE ,['Past'],,"They each kept watch in turn,",42,"Ils montent la garde à tour de rôle,","Each of them had their turn to stand sentry, "
"en grimpant au haut du chêne le plus élevé, et en tenant, de là, ses yeux fixés vers la tour. ",,HAUT CHENE PLUS ELEVE GRIMPANT TENANT LA YEUX FIXES TOUR ,['Pres']['Pres'],,and sat on the highest oak and looked towards the tower.,43,et s'assit sur le chêne le plus haut et regarda vers la tour.,"by climbing to the top of the highest oak, and holding his eyes fixed on the tower from there. "
"Quand onze jours furent passés, et que ce fut à Benjamin de veiller,",,ONZE JOURS PASSES BENJAMIN VEILLER ,['Past']['Past']['Past'],,"When eleven days had passed and the turn came to Benjamin,",44,"Onze jours s'étant écoulés, le tour de Benjamin arriva,","When eleven days had passed, and it was Benjamin's turn to watch,"
"il vit qu'un drapeau avait été arboré,",,DRAPEAU VOIR ARBORE ,['Pres']['Imp']['Past']['Past'],,he saw that a flag was being raised.,45,il vit qu'un drapeau était hissé.,"he saw that a flag had been flown,"
"C’était cependant pas le blanc,",,C’ CEPENDANT PAS BLANC ,['Imp'],,"It was, however, not the white,",46,"Ce n'était toutefois pas le blanc,","It wasn't the white one though,"
"mais c'était un drapeau rouge comme du sang,",,DRAPEAU SANG ROUGE ,['Imp']['Past'],,but the blood-red flag ,47,mais le drapeau rouge sang,"but it was a red flag like blood,"
ce qui prouvait trop qu'ils devaient tous mourir.,,TROP TOUS PROUVER DEVOIR MOURIR ,['Imp']['Imp'],,which announced that they were all to die.,48,qui annonçait qu'ils allaient tous mourir.,which proved too much that they all had to die.
"Lorsqu'il eut annoncé la nouvelle à ses frères,",,NOUVELLE FRERES ANNONCE ,['Past']['Past'],,"When the brothers heard that,",49,"Lorsque les frères ont entendu cela,","When he had announced the news to his brothers,"
ceux-ci s'indignèrent et dirent:,,DIRENT INDIGNER ,['Pres'],,"they were very angry and said,",50,"ils étaient très en colère et disaient,",these were indignant and said
Sera-t-il dit que nous aurons dû subir la mort pour une fille?,,MORT FILLE DIT DU SUBIR ,['Pres']['Past']['Fut']['Past'],,Are we all to suffer death for the sake of a girl?,51,Devons-nous tous souffrir la mort pour l'amour d'une fille ?,Will it be said that we had to suffer death for a girl?
Faisons serment de nous venger!,,FAISONS SERMENT VENGER ,,,We swear that we will avenge ourselves!,52,Nous jurons de nous venger !,Let's take an oath of revenge!
"Partout où nous trouverons une jeune fille, son sang devra couler.",,PARTOUT JEUNE FILLE TROUVER SANG DEVOIR COULER ,['Pres']['Fut'],,"wheresoever we find a girl, her red blood shall flow.",53,"partout où nous trouverons une fille, son sang rouge coulera.","Wherever we find a girl, her blood must flow."
"Cela dit, ils allèrent tous ensemble au fond de la forêt, et à l'endroit le plus épais,",,DIRE TOUS ENSEMBLE FOND FORET ALLER ENDROIT PLUS EPER ,['Pres']['Pres']['Pres'],,"Thereupon they went deeper into the forest, and in the midst of it, where it was the darkest,",54,"Ils s'enfoncèrent dans la forêt et s'enfoncèrent au milieu de la forêt, là où il faisait le plus sombre,","That said, they all went together to the bottom of the forest, and to the thickest place,"
ils trouvèrent une petite cabane misérable et déserte.,,TROUVERENT PETITE CABANE MISERABLE DESERTE ,<unk>,,"they found a little bewitched hut, which was standing empty.",55,"ils trouvèrent une petite hutte ensorcelée, qui restait vide.","they found a small, miserable and deserted hut."
Alors ils dirent: C'est ici que nous voulons fixer notre demeure,,ALORS DIRE ICI FIXER DEMEURE VOULOIR ,['Pres']['Pres']['Pres'],,"Then said they, Here we will dwell,",56,"Ils dirent : C'est ici que nous habiterons,","Then they said, ""This is where we want to make our home"
"et toi, Benjamin, comme tu es le plus jeune et le plus faible,",,TOI BENJAMIN TOI PLUS JEUNE PLUS FAIBLE ,<unk>,,"and thou Benjamin, who art the youngest and weakest,",57,"et toi, Benjamin, qui es le plus jeune et le plus faible,","and you, Benjamin, as you are the youngest and weakest,"
"tu resteras au logis et te chargeras du ménage nous autres,",,TOI RESTERAS LOGIS CHARGERAS MENAGE AUTRES ,<unk>,,"thou shalt stay at home and keep house,",58,"tu resteras chez toi et tu t'occuperas de la maison,","you will stay at home and take care of the rest of us,"
nous irons à la chasse afin de nous procurer de la nourriture.,,CHASSE AFIN NOURRITURE ALLER PROCURER ,['Pres'],,we others will go out and get food.,59,d'autres iront chercher de la nourriture.,we will go hunting for food.
"Ils allèrent donc dans la forêt, et tuèrent des lièvres, des chevreuils sauvages, des oiseaux et des pigeons; ",,DONC FORET ALLER LIEVRES TUER CHEVREUILS SAUVAGES OISEAUX PIGEONS ,['Pres']['Imp'],,"Then they went into the forest and shot hares, wild deer, birds and pigeons, and whatsoever there was to eat;",60,"Ils allèrent ensuite dans la forêt et tuèrent des lièvres, des chevreuils, des oiseaux et des pigeons, et tout ce qu'il y avait à manger ;","So they went into the forest and killed hares, wild deer, birds and pigeons; "
puis ils les rapportèrent à Benjamin qui dut les préparer et les faire cuire pour apaiser la faim commune.,,RAPPORTERENT BENJAMIN FAIM COMMUNE DEVOIR PREPARER CUIRE APAISER ,['Pres'],,"this they took to Benjamin, who had to dress it for them in order that they might appease their hunger.",61,"Ils l'apportèrent à Benjamin, qui dut l'apprêter pour eux afin qu'ils puissent apaiser leur faim.",then they brought them to Benjamin who had to prepare and cook them to appease the common hunger.
C'est ainsi qu'ils vécurent pendant dix années dans la forêt;,,AINSI DIX ANNEES FORET VIVRE ,['Pres']['Imp'],,"They lived together ten years in the little hut,",62,"Ils ont vécu ensemble pendant dix ans dans la petite cabane,",This is how they lived for ten years in the forest;
et ce temps leur parut court.,,TEMPS PARUT COURT ,<unk>,,and the time did not appear long to them.,63,et le temps ne leur parut pas long.,and this time seemed short.
Cependant la jeune fille que la mère avait mise au monde,,CEPENDANT JEUNE FILLE MERE MONDE MISE ,['Imp']['Past'],,"The little daughter which their mother the Queen had given birth to,",64,"La petite fille que leur mère, la Reine, avait mise au monde,","However, the young girl whom the mother had given birth to"
était devenue grande,,GRANDE DEVENUE ,['Imp']['Past'],,was now grown up;,65,a grandi ;,had become great
"elle était bonne, ",,BONNE ,['Imp'],,"she was good of heart,",66,"elle avait bon cœur,","it was good, "
"sa beauté était remarquable,",,BEAUTE REMARQUABLE ,['Imp'],,"and fair of face,",67,"et un beau visage,","her beauty was remarkable,"
et elle avait sur le front une étoile d'or.,,FRONT ETOILE OR AVOIR ,['Imp'],,and had a golden star on her forehead.,68,et avait une étoile d'or sur le front.,and she had a gold star on her forehead.
"Un jour que se faisait la grande lessive,",,JOUR GRANDE LESSIVE FAIRE ,['Imp'],,"Once, when it was the great washing,",69,"Une fois, quand c'était le grand lavage,","One day the big laundry was being done,"
"elle remarqua parmi le linge douze chemises d'homme,",,LINGE CHEMISES HOMME REMARQUER ,['Pres'],,"she saw twelve men's shirts among the things,",70,"elle a vu douze chemises d'homme parmi les objets,","she noticed twelve men's shirts among the laundry,"
et demanda à sa mère:,,DEMANDA MERE ,<unk>,,"and asked her mother,",71,"et a demandé à sa mère,",and asked his mother
"À qui appartiennent ces douze chemises,",,DOUZE CHEMISES APPARTENIR ,['Pres'],,"To whom do these twelve shirts belong,",72,À qui appartiennent ces douze chemises ?,Who do these twelve shirts belong to?
car elles sont beaucoup trop petites pour mon père?,,BEAUCOUP TROP PETITES PERE ,['Pres'],,for they are far too small for father?,73,car elles sont bien trop petites pour le père ?,because they are much too small for my father?
La reine lui répondit avec un soupir:,,REINE SOUPIR REPONDRE ,['Past'],,"Then the Queen answered with a heavy heart,",74,"La reine répondit alors, le cœur lourd,",The queen replied with a sigh
"Chère enfant, elles appartiennent à tes douze frères.",,CHERE ENFANT TES FRERES APPARTENIR ,['Pres'],,"Dear child, these belong to thy twelve brothers.",75,"Cher enfant, ils appartiennent à tes douze frères.","Dear child, they belong to your twelve brothers."
La jeune fille reprit: Où sont donc mes douze frères?,,JEUNE FILLE REPRIT OU DONC DOUZE FRERES ETRE ,['Pres'],,"Said the maiden, Where are my twelve brothers,",76,La jeune fille dit : Où sont mes douze frères ?,"The girl said, ""Where are my twelve brothers?"
je n'en ai jamais entendu parler.,,JAMAIS ENTENDU PARLER ,['Pres']['Past'],,I have never yet heard of them?,77,Je n'en ai jamais entendu parler ?,I have never heard of it.
La reine répondit: Où ils sont! Dieu le sait:,,REINE REPONDRE OU DIEU ETRE SAVOIR ,['Pres']['Pres']['Pres'],,"She replied, God knows where they are,",78,"Elle a répondu : ""Dieu sait où ils sont"",",The queen answered :  Where are they? God knows
ils sont errants par le monde.,,ERRANTS MONDE ,['Pres'],,they are wandering about the world.,79,ils errent dans le monde.,they are wandering through the world.
"Alors, entraînant avec elle la jeune fille, elle ouvrit la chambre mystérieuse,",,ALORS JEUNE FILLE ENTRAINANT CHAMBRE MYSTERIEUSE OUVRIR ,['Pres']['Pres'],,"Then she took the maiden and opened the chamber for her,",80,"Elle prit la jeune fille et lui ouvrit la chambre,","Then, taking the girl with her, she opened the mysterious room,"
"et lui montra les douze cercueils, avec leurs copeaux ",,DOUZE CERCUEILS MONTRER COPEAUX ,['Fut'],,"and showed her the twelve coffins with the shavings,",81,"et lui montra les douze cercueils avec les copeaux,","and showed him the twelve coffins, with their chips "
et leurs coussins funèbres.,,COUSSINS FUNEBRES ,<unk>,,and pillows for the head.,82,et des oreillers pour la tête.,and their funeral cushions.
"Ces cercueils, lui dit-elle, étaient destinés à tes frères;",,CERCUEILS DIRE TES FRERES DESTINES ,['Pres']['Imp']['Past'],,"These coffins, said she, were destined for thy brothers,",83,"Ces cercueils, dit-elle, étaient destinés à tes frères,","These coffins, she said, were intended for your brothers;"
mais ils se sont échappés de la maison avant ta naissance.,,MAISON NAISSANCE ECHAPPES ,['Pres']['Past']['Imp'],,"but they went away secretly before thou wert born,",84,"mais ils sont partis en secret avant que tu sois né,",but they escaped from the house before you were born.
Et elle lui raconta tout ce qui s'était passé.,,TOUT RACONTER PASSE ,['Pres']['Imp']['Past'],,and she related to her how everything had happened;,85,et elle lui a raconté comment tout s'était passé ;,And she told him everything that had happened.
"Alors la jeune fille lui dit: Ne pleure pas, chère mère, je veux aller à la recherche de mes frères.",,ALORS JEUNE FILLE DIRE NE PAS PLEURE CHERE MERE RECHERCHE FRERES VOULOIR ALLER ,['Pres']['Pres']['Pres'],,"then said the maiden, Dear mother, weep not, I will go and seek my brothers.",86,"La jeune fille dit alors : Chère mère, ne pleure pas, je vais aller chercher mes frères.","Then the young girl said to her :  Do not cry, dear mother, I want to go in search of my brothers."
"Elle prit donc les douze chemises,",,DONC DOUZE CHEMISES PRENDRE ,['Pres'],,"So she took the twelve shirts and went forth,",87,"Elle prit les douze chemises et partit,","So she took the twelve shirts,"
et se dirigea juste au milieu de la forêt.,,DIRIGEA JUSTE MILIEU FORET ,<unk>,,and straight into the great forest.,88,et directement dans la grande forêt.,and headed right into the middle of the forest.
"Elle marcha tout le jour,",,TOUT JOUR MARCHER ,['Past'],,"She walked the whole day,",89,"Elle a marché toute la journée,","She walked all day,"
et arriva vers le soir à la pauvre cabane.,,SOIR PAUVRE CABANE ARRIVER ,['Pres'],,and in the evening she came to the bewitched hut.,90,"et le soir, elle arriva à la hutte ensorcelée.",and arrived towards evening at the poor hut.
"Elle y entra et trouva un jeune garçon,",,JEUNE GARCON ENTRER TROUVA ,['Fut']['Past'],,"Then she entered it and found a young boy,",91,"Elle y est entrée et y a trouvé un jeune garçon,","She entered and found a young boy,"
"qui lui dit: D'où venez-vous, et où allez-vous?",,DIRE -VOUS -VOUS ALLER ,['Pres']['Pres'],,"who asked, From whence comest thou, and whither art thou bound?",92,qui demandait : D'où viens-tu et où vas-tu ?,"who said to him, ""Where have you come from and where are you going?"
"et s'étonna qu'elle fusse si belle,",,BELLE ETONNER ETRE ,['Pres']['Pres'],,"and was astonished that she was so beautiful,",93,"et s'étonne qu'elle soit si belle,","and was surprised that she was so beautiful,"
"and wore royal garments, and had a star on her forehead.",,GARMENTS ROYAL HAD FOREHEAD STAR ,['Past']['Pres']['Past']['Past'],,"and wore royal garments, and had a star on her forehead.",94,Elle portait des vêtements royaux et avait une étoile sur le front.,"and wore royal garments, and had a star on her forehead."
"À quoi elle répondit: Je suis la fille d'un roi,",,QUOI REPONDRE FILLE ROI ,['Past']['Pres'],,"And she answered, I am a king's daughter,",95,"Elle répondit : Je suis fille de roi,","To which she answered : I am the daughter of a king,"
je cherche mes douze frères,,DOUZE FRERES CHERCHE ,['Pres'],,"and am seeking my twelve brothers,",96,"et je suis à la recherche de mes douze frères,",I am looking for my twelve brothers
et je veux aller jusqu'à ce que je les trouve.,,VOULOIR ALLER TROUVE ,['Pres']['Pres'],,and I will walk as far as the sky is blue until I find them.,97,et je marcherai aussi loin que le ciel est bleu jusqu'à ce que je les trouve.,and I want to go until I find them.
Et elle lui montra les douze chemises qui leur appartenaient.,,DOUZE CHEMISES MONTRER APPARTENIR ,['Past']['Imp'],,She likewise showed him the twelve shirts which belonged to them.,98,Elle lui montre également les douze chemises qui leur appartiennent.,And she showed him the twelve shirts that belonged to them.
Benjamin vit bien alors que la jeune fille était sa soeur;,,BENJAMIN BIEN ALORS JEUNE FILLE SOEUR VOIR ,['Pres']['Imp'],,"Then Benjamin saw that she was his sister, ",99,"Benjamin vit alors qu'il s'agissait de sa sœur,",Benjamin saw that the girl was his sister;
"il lui dit: je suis Benjamin, le plus jeune de tes frères.",,DIRE BENJAMIN PLUS JEUNE TES FRERES ,['Pres']['Pres']['Past'],,"and said, I am Benjamin, thy youngest brother.",100,"et dit : Je suis Benjamin, ton plus jeune frère.","he said to him : I am Benjamin, the youngest of your brothers."
"Et elle se mit à pleurer de joie, et Benjamin aussi;",,JOIE METTRE PLEURER BENJAMIN AUSSI ,['Past'],,"And she began to weep for joy, and Benjamin wept also,",101,"Elle se mit à pleurer de joie, et Benjamin pleura aussi,","And she began to weep for joy, and so did Benjamin;"
et ils s'embrassèrent avec une grande tendresse.,,GRANDE TENDRESSE EMBRASSER ,['Pres'],,and they kissed and embraced each other with the greatest love.,102,et ils se sont embrassés et enlacés avec le plus grand amour.,and they embraced each other with great tenderness.
Benjamin se prit à dire tout à coup:,,BENJAMIN TOUT COUP PRENDRE DIRE ,['Pres'],,"But after this he said, ",103,"Mais après cela, il a dit,",Benjamin suddenly said to himself
"Chère soeur, il y a un problème.",,CHERE SOEUR PROBLEME AVOIR ,['Pres'],,"Dear sister, there is still one difficulty.",104,"Chère sœur, il y a encore une difficulté.","Dear sister, there is a problem."
Nous avons fait le serment de tuer toutes les jeunes filles que nous rencontrerions.,,SERMENT TOUTES JEUNES FILLES FAIT TUER RENCONTRER ,['Pres']['Past']['Pres'],,"We have agreed that every maiden whom we meet shall die,",105,"Nous avons convenu que chaque jeune fille que nous rencontrerons mourra,",We vowed to kill every girl we met.
puisque nous avons été obligé de quiter le royaume à cause d’une fille.,,ROYAUME CAUSE D’ FILLE OBLIGE QUITER ,['Pres']['Past']['Past'],,because we have been obliged to leave our kingdom on account of a girl.,106,car nous avons été obligés de quitter notre royaume à cause d'une fille.,since we were forced to leave the kingdom because of a girl.
"Elle répondit: Je mourrai volontiers, si ma mort peut rendre à mes frères ce qu'ils ont perdu.",,REPONDRE VOLONTIERS MOURIR MORT FRERES POUVOIR RENDRE PERDU ,['Past']['Past']['Pres']['Pres']['Past'],,"Then said she, I will willingly die, if by so doing I can deliver my twelve brothers.",107,"Elle dit alors : Je mourrai volontiers, si je peux délivrer mes douze frères.","She answered, ""I will gladly die, if my death can restore to my brothers what they have lost."
"Non, reprit Benjamin, tu ne dois pas mourir;",,NON REPRIT BENJAMIN NE PAS DEVOIR MOURIR ,['Pres'],,"No, answered he, thou shalt not die,",108,"Non, répondit-il, tu ne mourras pas,","No,"" Benjamin said, ""you don't have to die;"
"place-toi derrière cette cuve jusqu'à l'arrivée de mes onze frères,",,PLACE TOI CUVE ARRIVEE ONZE FRERES ,<unk>,,"seat thyself beneath this tub until our eleven brothers come,",109,"Assieds-toi sous ce baquet jusqu'à l'arrivée de nos onze frères,","stand behind this tank until my eleven brothers arrive,"
et je les aurai bientôt mis d'accord avec moi.,,BIENTOT ACCORD AURAI MIS ,['Past']['Past'],,and then I will soon come to an agreement with them.,110,et je parviendrai bientôt à un accord avec eux.,and I will soon have them agreeing with me.
"Elle s'exécuta et quand il fut nuit, les frères revinrent de la chasse,",,EXECUTER NUIT FRERES REVINRENT CHASSE ,['Pres']['Past']['Past'],,"She did so, and when it was night the others came from hunting,",111,"Elle s'exécuta et, à la nuit tombée, les autres revinrent de la chasse,","She complied, and when it was dark, the brothers returned from the hunt,"
et le repas se trouva prêt,,REPAS PRET TROUVER ,['Past'],,and their dinner was ready.,112,et leur dîner était prêt.,and the meal was ready
"Et comme ils étaient en train de manger, ils demandèrent:",,TRAIN MANGER DEMANDER ,['Imp']['Pres'],,"And as they were sitting at table, and eating, they asked,",113,"Comme ils étaient assis à table et qu'ils mangeaient, ils demandèrent,","And as they were eating, they asked"
Qu'y a-t-il de nouveau?,,NOUVEAU AVOIR ,['Pres'],,What news is there? ,114,Quelles sont les nouvelles ?,What's new?
Benjamin répondit: Ne savez-vous rien?,,BENJAMIN REPONDRE NE SAVOIR ,['Past']['Pres'],,"Said Benjamin, Don't you know anything?",115,Benjamin dit : Tu ne sais rien ?,"Benjamin answered, ""Do you know nothing?"
"Non, reprirent-ils.",,NON REPRENDRE ,['Pres'],,"No, they answered.",116,"Non, ont-ils répondu.","No, they say."
Benjamin ajouta: Vous êtes allés dans la forêt,,BENJAMIN AJOUTA FORET ALLES ,['Pres']['Past'],,"He continued, You have been in the forest",117,"Il a poursuivi en disant : ""Vous avez été dans la forêt",Benjamin added : You went into the forest
moi je suis resté à la maison,,MAISON RESTE ,['Pres']['Past'],,"and I have stayed at home,",118,"et je suis restée à la maison,",I stayed at home
et pourtant j'en sais plus long que vous.,,POURTANT PLUS LONG SAVOIR ,['Pres'],,and yet I know more than you do.,119,et pourtant j'en sais plus que vous.,and yet I know more than you do.
