FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
"Nous ne t'ouvrirons pas, crièrent-ils.",CHEVREAUX CRIER NOUS PAS T' OUVRIR,NE PAS OUVRIR CRIERENT ,['Pres'],,"We will not open the door, cried they;",15,"Nous n'ouvrirons pas la porte, s'écrient-ils ;","We will not open you, they shouted."
Tu n'es pas notre maman.,TOI PAS NOTRE MAMAN,PAS MAMAN ETRE ,['Pres'],,"you are not our mother,",16,"tu n'es pas notre mère,",You are not our mom.
Notre maman a une voix douce et agréable et ta voix est rauque.,NOTRE MAMAN VOIX DOUCE AGREABLE TA VOIX GRAVE,MAMAN VOIX DOUCE AGREABLE TA VOIX AVOIR RAUQUE ,['Pres']['Pres']['Past'],,"she has a delicate and sweet voice, and your voice is hoarse;",17,"elle a une voix délicate et douce, et votre voix est rauque ;",Our mom has a sweet and pleasant voice and your voice is hoarse.
Tu es un loup!,TOI LOUP !,LOUP ,<unk>,,you must be the wolf.,18,vous devez être le loup.,You are a wolf!
Le loup partit chez le marchand et y acheta un grand morceau de craie.,LOUP PARTIR CHEZ MARCHAND ACHETER GRAND MORCEAU CRAIE,LOUP PARTIT MARCHAND GRAND MORCEAU CRAIE ACHETER ,['Pres'],,"Then off went the wolf to a shop and bought a big lump of chalk,",19,"Puis le loup se rendit dans un magasin et acheta un gros morceau de craie,",The wolf went to the merchant and bought a large piece of chalk.
Il mangea la craie et sa voix devint plus douce.,MANGER CRAIE SA VOIX DEVENIR DOUCE,CRAIE VOIX PLUS DOUCE MANGER DEVINT ,['Pres']['Past'],,and ate it up to make his voice soft.,20,et l'a mangé pour rendre sa voix douce.,He ate the chalk and his voice became softer.
"Il revint ensuite vers la petite maison, frappa et appela à nouveau:",REVENIR PETITE MAISON FRAPPER PORTE APPELER ENCORE,ENSUITE PETITE MAISON REVENIR FRAPPA APPELA NOUVEAU ,['Past'],,"And then he came back, knocked at the house-door, and cried:",21,"Puis il revint, frappa à la porte de la maison et pleura :","He then returned to the little house, knocked and called again"
"Ouvrez la porte,",OUVRIR PORTE,PORTE OUVRIR ,['Pres'],,"Open the door,",22,"Ouvrez la porte,","Open the door,"
"mes chers enfants,",MES ENFANTS,CHERS ENFANTS ,<unk>,,"my dear children,",23,"mes chers enfants,","my dear children,"
votre maman est de retour et vous a apporté pour chacun un petit quelque chose.,VOTRE MAMAN REVENIR APPORTER CHACUN PETIT CHOSE,MAMAN RETOUR PETIT QUELQUE CHOSE APPORTE ,['Pres']['Pres']['Past'],,"your mother is here, and has brought each of you something.",24,votre mère est ici et a apporté quelque chose à chacun d'entre vous.,your mom is back and has brought you each a little something.
Mais tout en parlant il posa sa patte noire sur la fenêtre;,MAIS MEME TEMPS PARLER PATTE NOIRE FENETRE POSER,TOUT PATTE NOIRE FENETRE PARLANT POSER ,['Pres']['Past'],,"But the wolf had put up his black paws against the window,",25,"Mais le loup avait posé ses pattes noires contre la fenêtre,",But as he spoke he put his black paw on the window;
les chevreaux l'aperçurent et crièrent:,CHEVREAUX VOIR CRIER,CHEVREAUX APERCURENT CRIERENT ,<unk>,,"and the kids seeing this, cried out,",26,"et les enfants, voyant cela, se sont écriés,",the kids saw him and shouted
Nous ne t'ouvrirons pas! Notre maman n'a pas les pattes noires comme toi.,NOUS PAS T' OUVRIR NOTRE MAMAN PAS PATTE NOIRE COMME TOI,NE PAS MAMAN PAS PATTES NOIRES OUVRIR AVOIR ,['Pres']['Pres'],,We will not open the door; our mother has no black paws like you;,27,Nous n'ouvrirons pas la porte ; notre mère n'a pas de pattes noires comme vous ;,We will not open you! Our mother doesn't have black legs like you.
Tu es un loup!,TOI LOUP !,LOUP ,<unk>,,you must be the wolf.,28,vous devez être le loup.,You are a wolf!
Et le loup courut chez le boulanger et dit:,LOUP COURIR CHEZ BOULANGER DIRE,LOUP COURUT BOULANGER DIT ,['Past'],,"The wolf then ran to a baker. Baker, said he,",29,"Le loup courut alors chez un boulanger. Boulanger, dit-il,",And the wolf ran to the baker and said
"Je me suis blessé à la patte, enduis-la-moi avec de la pâte.",MOI BLESSER PATTE ENDUIRE PATTE,PATTE BLESSE ENDUIS-LA-MOI PATE ,['Pres']['Past'],,I am hurt in the foot; pray spread some dough over the place.,30,J'ai mal au pied ; priez pour étaler de la pâte sur l'endroit.,"I hurt my paw, coat it with paste."
Le boulanger lui enduisit la patte et le loup courut encore chez le meunier.,BOULANGER ENDUIRE PATTE LOUP COURIR CHEZ VENDEUR CEREALE,PATTE LOUP COURUT ENCORE MEUNIER BOULANGER ENDUIRE ,['Pres'],,"And when the baker had plastered his feet, he ran to the miller.",31,"Le boulanger, après s'être enduit les pieds, courut vers le meunier.",The baker smeared his paw and the wolf ran to the miller again.
Verse de la farine blanche sur ma patte! commanda-t-il.,LOUP ORDONNER VERSER FARINE BLANCHE SUR MA PATTE,VERSE FARINE BLANCHE PATTE COMMANDA ,<unk>,,"Miller, said he, strew me some white meal over my paws.",32,"Miller, dit-il, jette de la farine blanche sur mes pattes.",Pour some white flour on my paw! he ordered.
"Le loup veut duper quelqu'un, pensa le meunier, et il fit des manières.",VENDEUR PENSER LOUP VOULOIR TROMPER QUELQU' UN VENDEUR ESSAYER PRETEXTE POUR REFUSER,LOUP VOULOIR DUPER MEUNIER PENSA MANIERES FAIRE ,['Pres']['Past']['Past'],,"But the miller refused, thinking the wolf must be meaning harm to some one.",33,"Mais le meunier refusa, pensant que le loup devait vouloir faire du mal à quelqu'un.","The wolf wants to fool someone, thought the miller, and he made a fuss."
"Mais le loup dit: Si tu ne le fais pas, je te mangerai.",MAIS LOUP DIRE SI TOI PAS FAIRE MOI TE MANGER,LOUP DIT NE FAIS PAS MANGERAI TE ,['Past']['Imp'],,"If you don't do it, cried the wolf, I'll eat you up!",34,"Si tu ne le fais pas, a crié le loup, je te mangerai !","But the wolf said, If you don't do it, I'll eat you."
Le meunier eut peur et blanchit sa patte.,VENDEUR PEUR BLANCHIR PATTE,MEUNIER PEUR PATTE AVOIR BLANCHIR ,['Past']['Pres'],,And the miller was afraid and did as he was told.,35,Le meunier eut peur et fit ce qu'on lui demandait.,The miller was afraid and whitened his paw.
"Eh oui, les gens sont ainsi!",OUI GENS COMME CA !,GENS AINSI ,['Pres'],,And that just shows what men are.,36,Et cela montre bien ce que sont les hommes.,"Yes, people are like that!"
"Pour la troisième fois le loup arriva à la porte de la petite maison,",POUR TROISIEME FOIS LOUP ARRIVER PORTE PETITE MAISON,TROISIEME FOIS LOUP PORTE PETITE MAISON ARRIVER ,['Pres'],,And now came the rogue the third time to the door and knocked.,37,"Pour la troisième fois, le voyou s'approcha de la porte et frappa.","For the third time the wolf arrived at the door of the little house,"
"frappa et cria: Ouvrez la porte, mes chers petits,",FRAPPER CRIER OUVRIR PORTE MES PETITS,CRIA FRAPPER OUVREZ PORTE CHERS PETITS ,['Fut'],,"Open, children! cried he.",38,"Ouvrez, les enfants ! s'écria-t-il.","knocked and shouted : Open the door, my dear little ones,"
maman est de retour de la forêt et vous a apporté quelque chose.,MAMAN RENTRER DE FORET APPORTER VOUS CHOSE,MAMAN RETOUR FORET CHOSE APPORTE ,['Pres']['Pres']['Past'],,"Your dear mother has come home, and brought you each something from the wood.",39,Votre chère maman est rentrée à la maison et vous a apporté à chacun quelque chose du bois.,Mom is back from the forest and has brought you something.
"Montre-nous ta patte d'abord,",PETIT CRIER,MONTRE PATTE ABORD ,['Imp'],,"First show us your paws,",40,"Montrez-nous d'abord vos pattes,","Show us your paw first,"
"crièrent les petits,",MONTRER TA PATTE D' ABORD,CRIERENT PETITS ,<unk>,,"said the kids,",41,"ont dit les enfants,","shouted the children,"
que nous sachions si tu es vraiment notre maman.,NOUS SAVOIR SI TOI VRAI NOTRE MAMAN,TOI VRAIMENT MAMAN SAVOIR ,['Pres'],,so that we may know if you are really our mother or not.,42,afin que nous sachions si tu es vraiment notre mère ou non.,that we know if you are really our mother.
"Le loup posa sa patte sur le rebord de la fenêtre,",LOUP PATTE REBORD FENETRE POSER,LOUP PATTE REBORD FENETRE POSER ,['Imp'],,"And he put up his paws against the window,",43,"Et il a posé ses pattes contre la fenêtre,","The wolf put his paw on the window sill,"
"et lorsque les chevreaux virent qu'elle était blanche,",QUAND CHEVREAUX VOIR PATTE BLANCHE,CHEVREAUX BLANCHE VOIR ,['Past']['Imp'],,"and when they saw that they were white,",44,"et quand ils virent cela, ils devinrent blancs,","and when the kids saw that it was white,"
ils crurent tout ce qu'il avait dit et ouvrirent la porte.,CROIRE LUI DIRE PORTE OUVRIR,TOUT OUVRIRENT PORTE CROIRE DIT ,['Pres']['Imp']['Past'],,"all seemed right, and they opened the door.",45,"tout semblait normal, et ils ont ouvert la porte.",they believed everything he said and opened the door.
Mais c'est un loup qui entra.,MAIS LOUP ENTRER,LOUP ENTRER ,['Pres']['Pres'],,"And when he was inside they saw it was the wolf,",46,"Et quand il fut à l'intérieur, ils virent que c'était le loup,",But it was a wolf that entered.
Les chevreaux prirent peur et voulurent se cacher.,CHEVREAUX PEUR VOULOIR CACHER,CHEVREAUX PRIRENT PEUR CACHER VOULOIR ,['Pres'],,and they were terrified and tried to hide themselves.,47,et ils étaient terrifiés et essayaient de se cacher.,The kids got scared and wanted to hide.
"L'un sauta sous la table,",UN SAUTER TABLE DESSOUS,SAUTA TABLE ,<unk>,,"One ran under the table,",48,"L'un d'eux a couru sous la table,","One jumped under the table,"
"un autre dans le lit,",AUTRE DANS LIT,AUTRE LIT ,<unk>,,"the second got into the bed,",49,"le second est entré dans le lit,","another in the bed,"
"le troisième dans le poêle,",TROISIEME DANS CHEMINEE,TROISIEME POELE ,<unk>,,"the third into the oven,",50,"le troisième dans le four,","the third in the stove,"
"le quatrième dans la cuisine,",QUATRIEMEN DANS CUISINE,QUATRIEME CUISINE ,<unk>,,"the fourth in the kitchen,",51,"le quatrième dans la cuisine,","the fourth in the kitchen,"
"le cinquième s'enferma dans l'armoire,",CINQUIEME S' ENFERMER DANS ARMOIRE,CINQUIEME ARMOIRE ENFERMER ,['Pres'],,"the fifth in the cupboard,",52,"le cinquième dans l'armoire,","the fifth locked himself in the cupboard,"
le sixième se cacha sous le lavabo et,SIXIEME CACHER SOUS LAVABO,SIXIEME LAVABO CACHER ,,,"the sixth under the sink,",53,"le sixième sous l'évier,",the sixth hid under the sink and
le septième dans la pendule.,SEPTIEME DANS PENDULE,SEPTIEME PENDULE ,<unk>,,the seventh in the clock-case.,54,le septième dans le boîtier de l'horloge.,the seventh in the clock.
"Mais le loup les trouva et ne traîna pas: il avala les chevreaux, l'un après l'autre.",MAIS LOUP TROUVER VITE AVALER CHEVREAUX L' UN APRES AUTRE,LOUP TROUVA NE PAS TRAINER CHEVREAUX AVALER ,['Pres']['Pres'],,"But the wolf found them all, and gave them short shrift; one after the other he swallowed down,",55,"Mais le loup les a tous trouvés et les a laissés tomber ; il les a avalés l'un après l'autre,","But the wolf found them and didn't dawdle : he swallowed the kids, one by one."
Le seul qu'il ne trouva pas était celui caché dans la pendule.,SEUL PAS TROUVER CHEVREAUX CACHER DANS PENDULE,SEUL NE PAS PENDULE TROUVER CACHE ,['Past']['Imp']['Past'],,"all but the youngest, who was hid in the clock-case.",56,"tous, sauf le plus jeune, qui était caché dans le meuble de l'horloge.",The only one he couldn't find was the one hidden in the clock.
"Lorsque le loup fut rassasié, il se retira, se coucha sur le pré vert et s'endormit.",QUAND LOUP REPU PARTIR COUCHER SUR PRE VERT S' ENDORMIR,LOUP RASSASIE RETIRER PRE VERT ENDORMIT COUCHER ,['Past']['Past']['Fut']['Pres'],,"And so the wolf, having got what he wanted, strolled forth into the green meadows, and laying himself down under a tree, he fell asleep.",57,"Le loup, ayant obtenu ce qu'il voulait, se promena dans les vertes prairies et, se couchant sous un arbre, il s'endormit.","When the wolf was full, he withdrew, lay down on the green meadow and fell asleep."
"Peu de temps après,",JUSTE APRES ,PEU TEMPS ,<unk>,,"Not long after,",58,"Peu de temps après,","Shortly afterwards,"
la vieille chèvre revint de la forêt.,VIEILLE CHEVRE REVENIR DE FORET,VIEILLE CHEVRE FORET REVENIR ,['Past'],,the mother goat came back from the wood;,59,la mère chèvre est revenue du bois ;,the old goat returned from the forest.
"Ah, quel triste spectacle l'attendait à la maison!",AH TRISTE SPECTACLE L' ATTENDRE MAISON ,AH TRISTE MAISON SPECTACLE ATTENDRE ,['Pres']['Imp'],,"and, oh! what a sight met her eyes!",60,"et, oh ! quel spectacle s'offrit à ses yeux !","Ah, what a sad sight awaited him at home!"
"La porte grande ouverte,",PORTE GRANDE OUVERTE,PORTE GRANDE OUVERTE ,<unk>,,"the door was standing wide open,",61,"la porte était grande ouverte,","The door is wide open,"
"la table,",TABLE,TABLE ,<unk>,,"table,",62,"table,","the table,"
"les chaises,",CHAISE,CHAISES ,<unk>,,"chairs,",63,"chaises,","the chairs,"
"les bancs renversés, la vaisselle était cassée, la couverture et les oreillers du lit traînaient par terre.",BANC RENVERSER VAISSELLE CASSER COUVERTURE OREILLER TRAINER TERRE,BANCS RENVERSES VAISSELLE CASSEE COUVERTURE OREILLERS LIT TRAINAIENT TERRE ,['Past']['Imp']['Past'],,"and stools, all thrown about, dishes broken, quilt and pillows torn off the bed.",64,"et tabourets, tous jetés, vaisselle cassée, couette et oreillers arrachés du lit.","The benches were overturned, the dishes were broken, the blanket and pillows of the bed were lying on the floor."
"Elle chercha ses petits, mais en vain.",ELLE CHERCHER SES PETITS MAIS IMPOSSIBLE,PETITS CHERCHER VAIN ,,,"She sought her children, they were nowhere to be found.",65,"Elle cherche ses enfants, mais ils sont introuvables.","She looked for her babies, but in vain."
"Elle les appela par leur nom, l'un après l'autre, mais aucun ne répondit.",APPELER UN PAR UN CRIER LEUR PRENOM MAIS PERSONNE REPONDRE,APPELA NOM NE REPONDRE ,['Pres'],,"She called to each of them by name, but nobody answered,",66,"Elle les appelle par leur nom, mais personne ne répond,","She called them by name, one after the other, but none of them answered."
"C'est seulement lorsqu'elle prononça le nom du plus jeune qu'une petite voix fluette se fit entendre: Je suis là, maman, dans la pendule!",QUAND ELLE PRONONCER PRENOM PLUS JEUNE PETITE VOIX DOUCE REPONDRE MOI ICI MAMAN DANS PENDULE,SEULEMENT NOM PLUS JEUNE PETITE VOIX FIT PRONONCER FLUETTE ENTENDRE LA MAMAN PENDULE ,['Pres']['Pres']['Pres']['Pres'],,"until she came to the name of the youngest. Here I am, mother, a little voice cried, here, in the clock case.",67,"jusqu'à ce qu'elle arrive au nom de la plus jeune. Me voici, mère, s'écria une petite voix, ici, dans le boîtier de l'horloge.","It was only when she said the name of the youngest that a small, fluent voice was heard :  I'm here, Mom, in the clock!"
Elle l'aida à en sortir et le chevreau lui raconta que le loup était venu et qu'il avait mangé tous les autres chevreaux.,ELLE AIDER SORTIR PENDULE CHEVREAU RACONTER LOUP VENIR MANGER AUTRE CHEVREAUX,CHEVREAU LOUP TOUS AUTRES CHEVREAUX AIDER SORTIR RACONTER VENU MANGE ,['Past']['Pres']['Imp']['Past']['Imp']['Past'],,"And so she helped him out, and heard how the wolf had come, and eaten all the rest.",68,Elle l'aida à sortir et apprit que le loup était venu et avait mangé tout le reste.,She helped him out and the kid told her that the wolf had come and eaten all the other kids.
Imaginez combien la vieille chèvre pleura ses petits!,IMAGINER COMMENT VIEILLE CHEVRE PLEURER POUR SES PETITS,IMAGINEZ VIEILLE CHEVRE PETITS PLEURER ,['Fut'],,And you may think how she cried for the loss of her dear children.,69,Et vous pouvez penser qu'elle a pleuré la perte de ses chers enfants.,Imagine how much the old goat cried for her young!
"Toute malheureuse, elle sortit de la petite maison et le plus jeune courut derrière elle.",ELLE MALHEUREUSE ELLE SORTIT PETITE MAISON PLUS JEUNE COURIR DERRIERE ELLE,MALHEUREUSE PETITE MAISON PLUS JEUNE COURUT SORTIR ,['Past'],,"At last in her grief she wandered out of doors, and the youngest kid with her;",70,"Enfin, dans son chagrin, elle sortit de chez elle, entraînant avec elle le plus jeune des enfants ;","Unhappy, she left the little house and the youngest ran after her."
"Dans le pré, le loup était couché sous l'arbre et ronflait à en faire trembler les branches.",DANS PRE LOUP SOUS ARBRE COUCHER RONFLER DONNER BRANCHE TREMBLER,PRE LOUP ARBRE BRANCHES COUCHE RONFLER FAIRE TREMBLER ,['Imp']['Past']['Imp'],,"and when they came into the meadow, there they saw the wolf lying under a tree, and snoring so that the branches shook.",71,"Ils arrivèrent dans la prairie, où ils virent le loup couché sous un arbre, et ronflant de telle sorte que les branches tremblaient.","In the meadow, the wolf was lying under the tree, snoring so loudly that the branches shook."
La chèvre le regarda de près et observa que quelque chose bougeait et grouillait dans son gros ventre.,CHEVRE REGARDER PROCHE OBSERVER CHOSE BOUGER GROUILLER DANS SON GROS VENTRE,CHEVRE REGARDA PRES CHOSE BOUGEAIT GROS VENTRE OBSERVER GROUILLER ,['Pres']['Imp'],,The mother goat looked at him carefully on all sides and she noticed how something inside his body was moving and struggling.,72,La mère chèvre l'a regardé attentivement de tous les côtés et elle a remarqué que quelque chose à l'intérieur de son corps bougeait et se débattait.,The goat looked closely at him and observed that something was moving and swarming in his big belly.
"Mon Dieu, pensa-t-elle, et si mes pauvres petits que le loup a mangés au dîner, étaient encore en vie?",VIEILLE CHEVRE PENSER MON DIEU MES PAUVRES PETITS LOUP MANGER POUR REPAS ENCORE VIE ?,DIEU PENSA PAUVRES PETITS LOUP MANGES DINER AVOIR ENCORE VIE ,['Pres']['Imp'],,"Dear me! thought she, can it be that my poor children that he devoured for his evening meal are still alive?",73,"Mon Dieu ! pensa-t-elle, se peut-il que mes pauvres enfants qu'il a dévorés pour son repas du soir soient encore en vie ?","My God, she thought, what if my poor little ones that the wolf ate for dinner were still alive?"
"Elle envoya le petit à la maison pour rapporter des ciseaux,",ELLE ENVOYER PETIT RETOURNER MAISON POUR RAMENER CISEAUX,PETIT MAISON CISEAUX ENVOYER RAPPORTER ,['Pres'],,"And she sent the little kid back to the house for a pair of shears,",74,"Et elle a renvoyé le petit garçon à la maison pour qu'il prenne une paire de ciseaux,","She sent the boy home to get some scissors,"
une aiguille et du fil.,AIGUILLE PLUS FIL,AIGUILLE FIL ,<unk>,,"and needle, and thread.",75,"et l'aiguille, et le fil.",a needle and thread.
"La chèvre cisailla le ventre du monstre,",CHEVRE CISAILLER VENTRE DU MONTSTRE,CHEVRE VENTRE MONSTRE CISAILLA ,['Past'],,"Then she cut the wolf's body open,",76,"Puis elle a ouvert le corps du loup,","The goat sheared the monster's belly,"
et aussitôt le premier petit sortit la tête;,DE SUITE PREMIER PETIT TETE SORTIR,AUSSITOT PREMIER PETIT SORTIT TETE ,<unk>,,"and no sooner had she made one snip than out came the head of one of the kids,",77,"et à peine avait-elle coupé un morceau que la tête de l'un des enfants sortait,",and immediately the first little one popped its head out;
"elle continua et les six chevreaux en sortirent, l'un après l'autre, tous sains et saufs,",ELLE CONTINUER SIX CHEVREAUX SORTIR UN APRES AUTRE TOUS BONNE SANTE,SIX CHEVREAUX SORTIRENT CONTINUA TOUS SAINS ,['Past'],,"and then another snip, and then one after the other the six little kids all jumped out alive and well,",78,"puis un autre, et l'un après l'autre, les six petits enfants sont sortis vivants et en bonne santé,","she continued and the six kids came out, one after the other, all safe and sound,"
"car, dans sa hâte, le loup glouton les avaient avalés tout entiers.",CAR VITE VITE LOUP MANGER TOUT ENTIER,HATE LOUP GLOUTON TOUT ENTIERS AVALES ,['Imp']['Past'],,for in his greediness the rogue had swallowed them down whole.,79,"car, dans son avidité, le voyou les avait avalés tout crus.","because, in its haste, the gluttonous wolf had swallowed them whole."
Quel bonheur!,AH BONHEUR,BONHEUR ,<unk>,,How delightful this was!,80,Quel plaisir !,What a joy!
"Les chevreaux se blottirent contre leur chère maman, puis gambadèrent comme le tailleur à ses noces.",CHEVREAUX BLOTTIR CONTRE LEUR MAMAN GAMBADER COMME COUTURIER SON MARIAGE,CHEVREAUX CHERE MAMAN BLOTTIR GAMBADERENT TAILLEUR NOCES ,['Pres'],,so they comforted their dear mother and hopped about like tailors at a wedding.,81,Ils ont donc réconforté leur chère mère et ont sautillé comme des tailleurs lors d'un mariage.,"The kids snuggled up to their beloved mother, then gambolled like the tailor at his wedding."
"Mais la vieille chèvre dit: Allez, les enfants, apportez des grosses pierres,",MAIS VIEILLE CHEVRE DIRE ALLER ENFANT APPORTER GROSSE PIERRE,VIEILLE CHEVRE DIT ALLEZ ENFANTS GROSSES PIERRES APPORTER ,['Past']['Fut'],,"Now fetch some good hard stones, said the mother,",82,"Maintenant, va chercher de bonnes pierres dures, dit la mère,","But the old goat said, Come on, kids, bring big stones,"
nous les fourrerons dans le ventre de cette vilaine bête tant qu'elle est encore couchée et endormie.,NOUS FOURRER DANS VENTRE VILAINE BETE MAINTENANT ELLE ENCORE COUCHER ENDORMIR,FOURRERONS VENTRE VILAINE BETE TANT ENCORE ENDORMIE COUCHEE ,['Pres']['Past'],,"and we will fill his body with them, as he lies asleep.",83,"et nous en remplirons son corps, alors qu'il est endormi.",we'll stuff them into the belly of this nasty beast while it's still lying down and sleeping.
Et les sept chevreaux roulèrent les pierres et en farcirent le ventre du loup jusqu'à ce qu'il soit plein.,SEPT CHEVREAUX ROULER PIERRE FARCIR VENTRE LOUP JUSQU' A VENTRE PLEIN,SEPT CHEVREAUX PIERRES FARCIRENT VENTRE LOUP PLEIN ROULER ,['Pres']['Pres'],,"And so they fetched some in all haste, and put them inside him,",84,"Ils allèrent en chercher en toute hâte et les mirent dans son ventre,",And the seven kids rolled the stones and stuffed the belly of the wolf until it was full.
"La vieille chèvre le recousit vite, de sorte que le loup ne s'aperçut de rien et ne bougea même pas.",VIEILLE CHEVRE RECOUDRE VITE COMME CA LOUP PAS SE RENDRE COMPTE PAS BOUGER,VIEILLE RECOUSIT VITE CHEVRE SORTE LOUP NE NE MEME PAS APERCEVOIR BOUGER ,['Pres']['Past']['Pres'],,and the mother sewed him up so quickly again that he was none the wiser.,85,et la mère l'a recousu si vite qu'il n'en a rien su.,"The old goat quickly sewed him up, so that the wolf didn't notice anything and didn't even move."
"Quand il se réveilla enfin,",QUAND LUI ENFIN SE REVEILLER,ENFIN REVEILLER ,['Past'],,"When the wolf at last awoke,",86,"Quand le loup s'est enfin réveillé,","When he finally woke up,"
"il se leva,",LUI SE LEVER,LEVER ,['Imp'],,"and got up,",87,"et s'est levé,","he stood up,"
