FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
"Comme ils se disputaient ainsi,",COQ POULE DISPUTER ,AINSI DISPUTER ,['Pres'],,"As they were thus disputing, ",19,"Tandis qu'ils discutaient ainsi,","How they argued like that,"
une cane se mit à crier:,CANARD CRIER,CANE CRIER METTRE ,['Past'],,"a duck quacked to them, ",20,"un canard leur a fait signe,",a duck began to scream
"Eh! voleurs,",EH ! VOLEUR !,VOLEURS ,<unk>,,"You thieving folks, ",21,"Vous êtes des voleurs,","Hey! Thieves,"
qui vous a permis de venir sous mes noyers!,QUI AUTORISER VENIR ARBRE DESSOUS !,NOYERS PERMIS VENIR ,['Pres']['Past'],,who bade you go to my nut-hill? ,22,qui t'a dit d'aller à ma colline de noix ?,who allowed you to come under my walnut trees!
"Attendez, je vais vous arranger!",ATTENDRE ARRIVER GARE A VOUS,ATTENDEZ ALLER ARRANGER ,['Pres'],,"Well, you shall suffer for it! ",23,"Eh bien, vous en souffrirez !","Wait, I'll fix you!"
"Et elle se précipita, le bec ouvert, sur le coq.",BEC ATTAQUER COQ,PRECIPITER BEC OUVERT COQ ,['Fut'],,and ran with open beak at the cock. ,24,"et s'est précipité, bec ouvert, sur le coq.","And she rushed, with her beak open, to the rooster."
"Mais celui-ci, prompt à la riposte,",COQ DEFENDRE,PROMPT RIPOSTE ,<unk>,,"But the cock also was not idle, ",25,"Mais le coq, lui aussi, n'est pas resté inactif,","But this one, quick to retaliate,"
frappa la cane en plein corps,BEC ATTAQUER CANARD,CANE PLEIN CORPS FRAPPER ,,,"and fell boldly on the duck, ",26,"et tomba hardiment sur le canard,",struck the cane in the body
"et lui laboura si bien les chairs à coups d'ergot, qu'elle demanda grâce",PATTES COQ TAPER CANARD CANARD SUPPLIER ARRETER,SI BIEN CHAIRS COUPS ERGOT LABOURER GRACE DEMANDER ,['Fut']['Pres'],,"and at last wounded her so with his spurs that she also begged for mercy, ",27,"et finit par la blesser à tel point avec ses éperons qu'elle demanda elle aussi grâce,","and ploughed so well the flesh to him with blows of ergot, that it asked grace"
et se laissa atteler à la voiture en punition de son attaque.,COQ PUNIR CANARD OBLIGER TIRER VOITURE,VOITURE PUNITION ATTAQUE LAISSER ATTELER ,['Pres'],,and willingly let herself be harnessed to the carriage as a punishment. ,28,et se laisse volontiers atteler à la voiture en guise de punition.,and let himself be hitched to the car as punishment for his attack.
"Le coq s'assit sur le siège pour conduire l'équipage,",COQ ASSOIR SIEGE COMMANDER,SIEGE EQUIPAGE ASSEOIR CONDUIRE ,['Pres'],,"The little cock now seated himself on the box and was coachman, ",29,"Le petit coq s'installe alors sur la caisse et devient cocher,","The rooster sat on the seat to lead the crew,"
et il le lança à fond de train en criant:,CRIER,LANCA FOND TRAIN CRIANT ,['Pres'],,"and thereupon they went off in a gallop, ",30,"et ils partirent au galop,","and he threw it at full speed, shouting"
"Au galop, cane, au galop!",AVANCE GALOP CANARD GALOP,GALOP CANE GALOP ,<unk>,,"with Duck, go as fast as thou canst. ",31,"avec Duck, va aussi vite que tu peux.","Gallop, duck, gallop!"
"Comme ils avaient déjà fait un bout de route,",BIEN AVANCER ROUE ROULER,DEJA BOUT ROUTE FAIT ,['Imp']['Past'],,When they had driven a part of the way ,32,Après avoir parcouru une partie du chemin,"As they had already gone a long way,"
ils rencontrèrent deux voyageurs qui cheminaient à pied;,DEUX PERSONNES MARCHER RENCONTRER,DEUX VOYAGEURS PIED RENCONTRER CHEMINER ,['Pres']['Pres'],,"they met two foot-passengers, ",33,"ils rencontrent deux passagers à pied,",they met two travelers who were walking;
"c'était une épingle et une aiguille,",EPINGLE AIGUILLE,EPINGLE AIGUILLE ,['Imp'],,a pin and a needle. ,34,une épingle et une aiguille.,"it was a pin and a needle,"
qui crièrent: Halte! halte!,TOUS DEUX CRIER STOP STOP,CRIER HALTE HALTE ,['Pres'],,"They cried, Stop! stop! ",35,"Ils ont crié : ""Arrêtez ! arrêtez !",who shouted ;  Halt!
"Bientôt, dirent-ils, il ferait nuit noire,",DEUX DIRE BIENTOT NUIT,BIENTOT DIRE NOIRE FAIRE NUIT ,['Pres']['Imp']['Past'],,"and said that it would soon be as dark as pitch, ",36,"et disait qu'il ferait bientôt noir comme de la poix,","Soon, they said, it would be dark,"
ils ne pouvaient plus avancer;,PAS POSSIBLE AVANCER,NE PLUS POUVOIR AVANCER ,['Pres'],,"and then they could not go a step further, ",37,"et ils n'ont pas pu aller plus loin,",they could not move forward;
le chemin était plein de boue;,CHEMIN BOUE,CHEMIN PLEIN BOUE ,['Imp'],,"and that it was so dirty on the road, ",38,"et qu'il était si sale sur la route,",the path was full of mud;
et demandairent qu'on leur permît de monter dans la voiture.,S'IL VOUS PLAIT POUVOIR PRENDRE NOUS NOUS MONTER VOITURE,DEMANDAIRENT PERMIT VOITURE MONTER ,,,and asked if they could not get into the carriage for a while. ,39,et demanda s'ils ne pouvaient pas monter dans la voiture pour un moment.,and asked to be allowed to get into the car.
"ils s'étaient attardés à boire de la bière devant la porte, à l'auberge du Tailleur;",TOUS DEUX BOIRE BOIRE BIERE LA BAS BAR ,BIERE PORTE ATTARDES BOIRE AUBERGE TAILLEUR ,['Imp']['Past'],,"They had been at the tailor's public house by the gate, and had stayed too long over the beer. ",40,"Ils étaient allés à la maison du tailleur, près de la porte, et étaient restés trop longtemps autour de la bière.","they had lingered drinking beer in front of the door, at the Tailor's Inn;"
Comme ils étaient des petites personnes,TOUS DEUX PETITES FINE PERSONNES,PETITES PERSONNES ETRE ,['Imp'],,"As they were thin people, ",41,"Comme il s'agissait de personnes minces,",As they were little people
"Le coq, vu la maigreur des nouveaux venus et le peu de place qu'ils tiendraient, consentit à les recevoir,",COQ VOIR MAIGRE FIN PENSER PEU PLACE DANS VOITURE ALORS ACCEPTER,COQ MAIGREUR NOUVEAUX VENUS PEU PLACE VU TENIR CONSENTIT RECEVOIR ,['Past']['Pres'],,"who did not take up much room, the cock let them both get in, but they had to promise him ",42,"qui ne prenait pas beaucoup de place, le coq les laissa entrer tous les deux, mais ils durent lui promettre qu'ils n'auraient pas le droit d'aller à l'école.","The rooster, considering the thinness of the newcomers and the little space they would hold, agreed to receive them,"
à condition qu'ils ne marcheraient sur les pieds de personne.,MAIS CONDITION ECRASER PIEDS PERSONNE,CONDITION NE MARCHERAIENT PIEDS PERSONNE ,<unk>,,and his little hen not to step on their feet. ,43,et sa petite poule de ne pas leur marcher sur les pieds.,on the condition that they would not step on anyone's toes.
"Fort tard dans la soirée ils arrivèrent à une auberge,",TARD NUIT GROUPE ARRIVE LIEU HOTEL DORMIR,FORT TARD SOIREE AUBERGE ARRIVER ,['Imp'],,"Late in the evening they came to an inn, ",44,"Tard dans la soirée, ils arrivèrent à une auberge,","Very late in the evening they arrived at an inn,"
"et, comme ils ne voulaient pas se risquer de nuit sur la route,",PAS VOULOIR RISQUER CONTINUER AVANCER NUIT,NE PAS NUIT ROUTE VOULOIR RISQUER ,['Imp'],,"and as they did not like to go further by night, ",45,"et qu'ils n'aimaient pas aller plus loin la nuit,","and, as they did not want to risk the night on the road,"
"et que la cane était fatiguée,",CANARD FATIGUER,CANE FATIGUEE ,['Imp']['Past'],,"and as the duck also was not strong on her feet, ",46,"et comme la cane n'était pas non plus très forte sur ses pieds,","and that the duck was tired,"
ils se décidèrent à entrer.,DECIDER ENTRER,DECIDER ENTRER ,['Pres'],,"and fell from one side to the other, they went in. ",47,"et tombaient d'un côté à l'autre, ils entrèrent.",they decided to enter.
L'hôte fit d'abord des difficultés;,HOTE COMPLIQUER,HOTE FIT ABORD DIFFICULTES ,<unk>,,"The host at first made many objections, ",48,"L'hôte a d'abord émis de nombreuses objections,","At first, the host made difficulties;"
"sa maison était déjà pleine,",MAISON PLEINE,MAISON DEJA PLEINE ,['Imp'],,"his house was already full, ",49,"sa maison était déjà pleine,","his house was already full,"
"et les nouveaux voyageurs ne lui paraissaient pas d'une condition très relevée,",HOTE VOIR VOYAGEUR SALE PEUT ETRE PAUVRE,NOUVEAUX VOYAGEURS NE PAS CONDITION TRES RELEVEE PARAITRE ,['Pres'],,besides he thought they could not be very distinguished persons; ,50,Il pensait d'ailleurs qu'il ne s'agissait pas de personnes très distinguées ;,"and the new travelers did not seem to be of a very high standard,"
"mais enfin, vaincu par leurs belles paroles,",MAIS PAROLES CHARMER GROUPE VAINCRE VOYAGEUR ,ENFIN BELLES PAROLES VAINCU ,['Past'],,"but at last, as they made pleasant speeches, ",51,"mais enfin, au fur et à mesure qu'ils prononçaient d'agréables discours,","but finally, defeated by their beautiful words,"
par la promesse qu'on lui fit de lui abandonner l'oeuf que la poule venait de pondre en route,GROUPE PROMETTRE OEUF POULE PONDRE DONNER LUI,PROMESSE OEUF POULE ROUTE FAIRE ABANDONNER VENIR PONDRE ,['Past']['Imp'],,"and told him that he should have the egg which the little hen has laid on the way, ",52,"et lui dit qu'il doit avoir l'œuf que la petite poule a pondu sur le chemin,",by the promise made to him to abandon the egg that the hen had just laid on the way
et de lui laisser la cane ,PLUS LAISSER CANARD,CANE LAISSER ,,,"and should likewise keep the duck, ",53,"et devrait également garder le canard,",and let him have the cane 
"qui en pondait un tous les jours,",ELLE PONDRE UN TOUS LES JOURS,TOUS JOURS PONDRE ,['Imp'],,"which laid one every day, ",54,"qui en a pondu un par jour,","who laid one every day,"
il voulut bien les recevoir pour la nuit.,ALORS ACCEPTER RESTER NUIT,BIEN NUIT VOULOIR RECEVOIR ,['Pres'],,he at length said that they might stay the night. ,55,Il finit par leur dire qu'ils pouvaient passer la nuit sur place.,he was willing to receive them for the night.
Ils se firent servir du meilleur et passèrent la soirée à faire bombance.,MANGER PLAT DELICIEUX NUIT ENTIERE S'AMUSER FETE,FIRENT MEILLEUR PASSERENT SOIREE BOMBANCE SERVIR FAIRE ,,,"And now they had themselves well served, and feasted and rioted. ",56,"Et maintenant, ils étaient bien servis, ils festoyaient et se déchaînaient.",They were served the best and spent the evening feasting.
"Le lendemain matin,",LENDEMAIN MATIN,LENDEMAIN MATIN ,<unk>,,"Early in the morning, ",57,"Tôt le matin,","The next morning,"
"à la pointe du petit jour,",SOLEIL LEVER,POINTE PETIT JOUR ,<unk>,,"when day was breaking, ",58,"au lever du jour,","at the crack of dawn,"
"quand tout le monde dormait encore,",TOUT MONDE DORMIR,TOUT MONDE ENCORE DORMIR ,['Imp'],,"and every one was asleep, ",59,"et tout le monde dormait,","when everyone was still asleep,"
"le coq réveilla la poule,",COQ REVEILLER POULE,POULE REVEILLER ,['Past'],,"the cock awoke the hen, ",60,"le coq a réveillé la poule,","the rooster woke the hen,"
"et, piquant l'oeuf à coups de bec, ils l'avalèrent tous deux",OEUF BEC PIQUER OEUF OUVRIR BEC MANGER,PIQUANT OEUF COUPS BEC AVALERENT TOUS DEUX ,<unk>,,"brought the egg, pecked it open, and they ate it together, ",61,"apporta l'œuf, le picora et ils le mangèrent ensemble,","and, pricking the egg with their beaks, they both swallowed it"
et en jetèrent la coquille dans la cheminée;,RESTE JETER CHEMINEE,JETERENT COQUILLE CHEMINEE ,<unk>,,but they threw the shell on the hearth. ,62,mais ils ont jeté l'obus sur l'âtre.,and threw the shell into the fireplace;
"ils allèrent ensuite prendre l'aiguille qui dormait encore,",ELLE AIGUILLE DORMIR TOUT DEUX PRENDRE ELLE,ENSUITE AIGUILLE ENCORE ALLER PRENDRE DORMIR ,['Pres']['Imp'],,"Then they went to the needle which was still asleep, ",63,"Ils se sont ensuite dirigés vers l'aiguille qui était encore endormie,","They then went to pick up the needle that was still sleeping,"
"et la saisissant par la tête, ils la plantèrent dans le fauteuil de l'hôte,",TETE AIGUILLE PLANTER FAUTEUILLE DE L'HOTE,TETE SAISISSANT FAUTEUIL HOTE PLANTER ,['Pres']['Pres'],,"took it by the head and stuck it into the cushion of the landlord's chair, ",64,"Il l'a prise par la tête et l'a enfoncée dans le coussin de la chaise du propriétaire,","and grabbing her by the head, they planted her in the host's chair,"
ainsi que l'épingle dans sa serviette;,AUSSI EPINGLE PLACER DANS SA SERVIETTE,AINSI SERVIETTE EPINGLE ,['Past'],,"and put the pin in his towel, ",65,"et a mis l'épingle dans sa serviette,",as well as the pin in his briefcase;
puis ils prirent leur vol par la fenêtre.,FENETRE VOLER VOLER,PRIRENT VOL FENETRE ,<unk>,,and at the last without more ado they flew away over the heath. ,66,"et enfin, sans plus de bruit, ils s'envolèrent au-dessus de la lande.",then they flew out the window.
"La cane qui couchait volontiers à la belle étoile et qui était restée dans la cour,",CANARD ELLE DORMIR DEHORS COUR,CANE VOLONTIERS BELLE ETOILE COUR COUCHER RESTEE ,['Imp']['Imp']['Past'],,"The duck who liked to sleep in the open air and had stayed in the yard, ",67,"Le canard qui aimait dormir à l'air libre était resté dans la cour,","The duck that used to sleep under the stars and stayed in the yard,"
"se leva en les entendant passer,",ENTENDRE DEUX REVEILLER,LEVER ENTENDANT PASSER ,['Imp']['Pres'],,"heard them going away, ",68,"les a entendus s'éloigner,","stood up as he heard them pass,"
"et entrant dans un ruisseau qui coulait au pied du mur,",MUR PIED RUISSEAU CANARD ENTRER,RUISSEAU PIED MUR ENTRANT COULER ,['Pres']['Imp'],,"made herself merry and found a stream, ",69,"s'est réjouie et a trouvé un cours d'eau,","and entering a stream that flowed at the foot of the wall,"
elle le descendit plus vite qu'elle n'avait couru la poste la veille.,PATAUGER COURIR PLUS VITE QUE HIER,DESCENDIT PLUS VITE POSTE VEILLE COURU ,['Imp']['Past'],,"down which she swam, which was a much quicker way of travelling than being harnessed to a carriage. ",70,"Elle nageait, ce qui était un moyen de transport beaucoup plus rapide que d'être attelée à une voiture.",she ran down the stairs faster than she had run the post office the day before.
"Deux heures plus tard l'hôte sortit du lit,",DEUX APRES HOTE LIT SORTIR,DEUX HEURES PLUS TARD HOTE SORTIT LIT ,<unk>,,The host did not get out of bed for two hours after this; ,71,L'hôte n'a pas quitté le lit pendant les deux heures qui ont suivi ;,"Two hours later the host got out of bed,"
"et, après s'être lavé la figure, il prit la serviette pour s'essuyer;",VISAGE LAVER PRENDRE SERVIETTE S'ESSUYER,LAVE FIGURE SERVIETTE PRENDRE ESSUYER ,['Pres'],,"he washed himself and wanted to dry himself, ",72,"il s'est lavé et a voulu se sécher,","and, after washing his face, he took the towel to dry himself;"
mais l'épingle lui égratigna le visage et lui fit une grande balafre rouge qui allait d'une oreille à l'autre.,EPINGLE GRIFFER GRIFFURE ROUGE OREILLE A AUTRE OREILLE,EGRATIGNA VISAGE GRANDE BALAFRE ROUGE OREILLE EPINGLE FAIRE ALLER ,['Past']['Past']['Imp'],,then the pin went over his face and made a red streak from one ear to the other. ,73,puis l'épingle est passée sur son visage et a fait une traînée rouge d'une oreille à l'autre.,but the pin scratched his face and made a big red scar that went from one ear to the other.
Il descendit à la cuisine pour allumer sa pipe;,DESCENDRE CUISINE PIPE ALLUMER,CUISINE PIPE DESCENDRE ALLUMER ,['Past'],,"After this he went into the kitchen and wanted to light a pipe, ",74,"Il est ensuite allé dans la cuisine et a voulu allumer une pipe,",He went down to the kitchen to light his pipe;
"mais en soufflant sur le feu, les débris de la coquille de l'oeuf lui sautèrent dans les yeux.",SOUFFLER FEU COQUILLE RESTE SAUTER YEUX,FEU SOUFFLANT DEBRIS COQUILLE OEUF YEUX SAUTER ,['Pres']['Imp'],,but when he came to the hearth the egg-shell darted into his eyes. ,75,"mais lorsqu'il s'approcha de l'âtre, la coquille d'œuf lui sauta aux yeux.","but as he blew on the fire, the debris of the egg shell jumped into his eyes."
"Tout conspire contre moi ce matin,",PFFFF TOUT CONTRE MOI,CONSPIRE MATIN ,<unk>,,"This morning everything attacks my head,  ",76,"Ce matin, tout attaque ma tête,","Everything conspires against me this morning,"
"se dit-il, et dans son chagrin il se laissa tomber dans son grand fauteuil;",FATIGUER ASSOIR FAUTEUIL,DIRE CHAGRIN GRAND FAUTEUIL LAISSER TOMBER ,['Pres']['Pres'],,"said he, and angrily sat down on his grandfather's chair, ",77,"dit-il, en s'asseyant avec colère sur la chaise de son grand-père,","he said to himself, and in his grief he dropped into his big chair;"
"mais il se releva bientôt en poussant des cris,",RELEVER DE SUITE CRIER,BIENTOT CRIS RELEVER POUSSANT ,['Past']['Pres'],,"but he quickly started up again and cried, ",78,"mais il s'est vite remis en route et a pleuré,","but he soon got up and shouted,"
car l'aiguille l'avait solidement piqué ,AIGUILLE PIQUER,AIGUILLE SOLIDEMENT PIQUE ,['Imp']['Past'],,"Woe is me, for the needle had pricked him still worse than the pin, ",79,"Malheur à moi, car l'aiguille l'avait piqué plus gravement encore que l'épingle,",because the needle had firmly pricked him 
et non pas à la tête.,PIQUER TETE NON PIQUER FESSES,NON PAS TETE ,<unk>,,and not in the head. ,80,et non dans la tête.,and not to the head.
Ce dernier accident acheva de l'exaspérer;,ENCORE PLUS FATIGUER,DERNIER ACCIDENT ACHEVA EXASPERER ,,,"Now he was thoroughly angry, ",81,"Il était maintenant très en colère,",This last accident completed his exasperation;
ses soupçons tombèrent tout de suite sur les voyageurs qu'il avait reçus la veille au soir;,LUI PENSER SOUPCONS GROUPE HIER ,SOUPCONS TOMBERENT TOUT SUITE VOYAGEURS VEILLE SOIR RECUS ,['Imp']['Past'],,"and suspected the guests who had come so late the night before, ",82,"et soupçonne les invités qui sont venus si tard la veille,",his suspicions fell immediately on the travelers he had received the evening before;
"et en effet, quand il alla pour voir ce qu'ils étaient devenus,",VOIR GROUPE OU JUSTE,EFFET DEVENUS ALLER VOIR ,['Past']['Imp'],,"and when he went and looked about for them, ",83,"et quand il est allé les chercher,","and indeed, when he went to see what had become of them,"
ils étaient partis,GROUPE PARTIR,PARTIS ,['Imp']['Past'],,they were gone. ,84,ils étaient partis.,they were gone
Alors il jura bien qu'à l'avenir il ne recevrait plus dans sa maison de ces vagabonds,PROMETTRE MOI JAMAIS RECEVOIR GROUPE MEME MA MAISON,ALORS BIEN AVENIR NE PLUS MAISON VAGABONDS JURER RECEVOIR ,['Fut']['Imp'],,"Then he made a vow to take no more ragamuffins into his house, ",85,"Puis il a fait le vœu de ne plus accueillir de ragondins dans sa maison,",Then he swore that in the future he would not receive any more of these vagabonds in his house
"qui font beaucoup de dépenses,",MOI DEPENSER,BEAUCOUP DEPENSES FAIRE ,['Pres'],,"for they consume much, ",86,"car ils consomment beaucoup,","who spend a lot of money,"
"ne payent pas,",EUX PAS PAYER,NE PAS PAYER ,['Pres'],,"pay for nothing, ",87,"payer pour rien,","do not pay,"
et pour tout merci vous jouent quelque méchant tour.,EN PLUS M'EMBETER,TOUT MERCI QUELQUE MECHANT TOUR JOUER ,['Pres'],,and play mischievous tricks into the bargain by way of gratitude.,88,et de jouer des tours malicieux en guise de remerciement.,and for all thanks you play some nasty trick.
