FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
Il dit à la souris:,CHAT DIRE SOURIS,SOURIS DIRE ,['Pres'],,"and said to the mouse,",18,,He said to the mouse
"Je voulais te dire, ma petite souris,",MOI VOULOIR TE DIRE MA PETITE SOURIS,VOULOIR DIRE PETITE SOURIS ,['Imp'],,"I wanted to tell you, little mouse,",19,,"I wanted to tell you, my little mouse,"
ma cousine m'a demandé d'être le parrain de leur petit dernier.,MA COUSINE ME DEMANDER MOI DEVENIR PARRAIN POUR LEUR PETIT DERNIER,COUSINE PARRAIN PETIT DERNIER DEMANDE ,['Pres']['Past'],,"that my cousin has brought a little son into the world, and she has asked me to be his godfather.",20,,my cousin asked me to be the godfather of their youngest child.
"Ils ont eu un petit, blanc avec des taches marron et je dois le tenir pendant le baptême.",NEE ENFANT PETIT BLANC TACHE MARRON MOI PRESENT POUR BAPTEME,PETIT EU BLANC TACHES MARRON BAPTEME DEVOIR TENIR ,['Pres']['Past']['Pres'],,"He is white with brown spots, and I am to hold him over the baptismal font.",21,,"They had a little one, white with brown spots and I got to hold it during the baptism."
"Laisse-moi y aller, et occupe-toi aujourd'hui de la maison toute seule, veux-tu?",LAISSE MOI ALLER TOI OCCUPER MAISON SEULE AJOURD'HUI OK ?,LAISSE ALLER OCCUPE TOI AUJOURD'HUI MAISON TOUTE SEULE VEUX TOI ,['Pres'],,"Let me go out today, and you look after the house by yourself.",22,,"Let me go, and take care of the house by yourself today, will you?"
"Bien sûr, sans problème, acquiesça la souris,",SOURIS ACCEPTER OUI BIEN SUR PROBLEME Y A PAS,BIEN SUR PROBLEME SOURIS ACQUIESCER ,['Pres'],,"Yes, yes, answered the mouse.",23,,"Sure, no problem,"" nodded the mouse,"
"vas-y, si tu veux, et pense à moi quand tu mangeras des bonnes choses.",VA SI TU VEUX TOI PENSER MOI QUAND TOI MANGER BONNE CHOSE,VAS TOI VEUX TOI MANGERAS BONNES CHOSES PENSE ,['Pres'],,"By all means go, and if you get anything good to eat, think of me.",24,,"go ahead, if you want, and think of me when you eat the good stuff."
"J'aurais bien voulu, moi aussi, goûter de ce bon vin doux qu'on donne aux jeunes mamans.",MOI AUSSI J'AIMERAIS GOUTER BON VIN DOUX CE DONNER BONNE MAMAN,BIEN AVOIR VOULU AUSSI GOUTER BON VIN DOUX JEUNES MAMANS DONNE ,['Pres']['Past']['Pres'],,I would like to drink a drop of sweet red christening wine myself.,25,,I too would have liked to taste some of that sweet wine they give to young mothers.
Mais tout cela était faux;,TOUT HISTOIRE FAUSSE,TOUT FAUX ,['Imp'],,"All this, however, was untrue.",26,,But all this was wrong;
le chat n'avait pas de cousine et personne ne lui avait demandé d'être parrain.,CHAT PAS COUSINE PERSONNE DEMANDER LUI DEVENIR PARRAIN,CHAT PAS COUSINE NE PARRAIN AVOIR PERSONNE DEMANDE ,['Imp']['Pres']['Imp']['Past'],,"The cat had no cousin, and had not been asked to be godfather.",27,,the cat had no cousin and nobody had asked him to be a godfather.
"Il s'empressa d'aller à l'église,",CHAT VITE VITE ALLER EGLISE,EGLISE EMPRESSER ALLER ,['Pres'],,"He went straight to the church,",28,,"He hurried to the church,"
rampa jusqu'au petit pot de saindoux et lécha jusqu'à avoir mangé toute la graisse du dessus.,CHAT RAMPER JUSQU'AU PETIT POT DEDANS GRAS PORC CHAT LECHER GRAISSE DESSUS,RAMPA PETIT POT SAINDOUX LECHA TOUTE GRAISSE DESSUS MANGE ,['Past'],,"crept up to the pot of fat, began to lick at it, and licked off the top of the fat.",29,,crawled to the small pot of lard and licked until it had eaten all the fat on top.
"Ensuite, il partit se promener sur les toits pour voir ce qui se passait dans le monde,",ENSUITE ALLER PROMENER TOIT DESSUS VOIR MONDE PASSER QUOI ?,ENSUITE TOITS MONDE PARTIR PROMENER VOIR PASSER ,['Past']['Imp'],,"Then he went for a stroll on the roofs of the town,",30,,"Then he went for a walk on the rooftops to see what was going on in the world,"
et puis surtout pour trouver encore quelque chose de bon à manger.,AUSSI ESSAYER TROUVER QUELQUE CHOSE BON MANGER,SURTOUT ENCORE CHOSE BON TROUVER MANGER ,,,"looked out for opportunities,",31,,and then especially to find something good to eat.
Puis il s'allongea au soleil.,CHAT ALLONGER SOLEIL,SOLEIL ALLONGER ,['Pres'],,"and then stretched out in the sun,",32,,Then he lay down in the sun.
"Et chaque fois qu'il se souvenait du petit pot de saindoux, il se léchait les babines et se caressait la moustache.",CHAQUE FOIS CHAT SOUVENIR PETIT POT GRAS PORC LECHER BABINE CARESSER MOUSTACHE,FOIS PETIT POT SAINDOUX SOUVENIR BABINES MOUSTACHE LECHER CARESSER ,['Imp']['Imp'],,licking his whiskers whenever he thought of the pot of fat.,33,,"And every time he remembered the little jar of lard, he licked his lips and stroked his mustache."
Il ne rentra à la maison que dans la soirée.,SOIR RENTRER SA MAISON,NE MAISON SOIREE RENTRER ,['Fut'],,He did not return home until it was evening.,34,,He did not return home until the evening.
Te voilà enfin de retour! l'accueillit la petite souris.,PETITE SOURIS ACCUEILLIR AH ENFIN TOI RENTRER,TOI ENFIN RETOUR ACCUEILLIT PETITE SOURIS VOILA ,['Pres'],,"Well, here you are again, said the mouse.",35,,"You're finally back!"" the little mouse greeted him."
T'es-tu bien amusé? Vous avez dù bien rire.,BIEN AMUSE ? SUR VOUS BIEN RIGOLER,ES TOI BIEN AMUSE BIEN RIRE T' DU ,['Past']['Pres']['Past'],,You must have had a happy day.,36,,Did you have a good time? You must have had a good laugh.
"Oui, ce n'était pas mal, répondit le chat.",CHAT REPONDRE OUI PAS MAL,OUI PAS MAL CHAT REPONDRE ,['Imp']['Pres'],,"Everything went well, answered the cat.",37,,"Yes, it wasn't bad,"" said the cat."
Et quel nom avez-vous donné à ce chaton?,SOURIS DEMANDER,NOM CHATON DONNE ,['Pres']['Past'],,What name did they give the child?,38,,And what did you name this kitten?
demanda la souris.,ALORS CHATON NOMMER ?,SOURIS DEMANDA ,['Past'],,asked the mouse.,39,,the mouse asked.
"Sanledessu, répondit sèchement le chat.",SANLEDESSU REPONDRE CHAT SECHEMENT,SANLEDESSU SECHEMENT CHAT REPONDRE ,['Past'],,"Top-Off, said the cat quite coolly.",40,,"Sanledessu,"" replied the cat curtly."
"Sanledessu? chicota la souris, quel drôle de nom! Assez rare, dirais-je.",SOURIS REPONDRE EN RIGOLANT SANLEDESSU ? PRENOM RARE ,SANLEDESSU SOURIS CHICOTA DROLE NOM ASSEZ RARE -JE ,['Past']['Past']['Pres'],,Top-Off? cried the mouse. That is a very odd and uncommon name.,41,,"Sanledessu?"" the mouse said, ""what a funny name! Quite rare, I would say."
Est-il courant dans votre famille?,CE PRENOM COURANT VOTRE FAMILLE,EST-IL COURANT FAMILLE ,<unk>,,Is it a usual one in your family?,42,,Is it common in your family?
"Tu peux dire ce que tu veux, rétorqua le chat,",CHAT REPONDRE DIS PARLE PARLE ,TOI VEUX POUVOIR DIRE CHAT RETORQUA ,['Pres']['Past'],,What does that matter? said the cat.,43,,"You can say what you want,"" said the cat,"
"mais ce n'est pas pire que Volemiettes, le nom de tes filleuls.",MAIS TOI PIRE TES FILLEULS S'APPELLE VOLEMIETTES,PAS PIRE VOLEMIETTES NOM TES FILLEULS ,['Pres'],,"It is no worse than Crumb-Thief, as your godchildren are called.",44,,"but it's no worse than Volemiettes, the name of your godchildren."
"Peu de temps après,",TEMPS APRES,PEU TEMPS ,<unk>,,Before long,45,,"Shortly afterwards,"
le chat se sentit de nouveau l'eau venir à la bouche.,CHAT ENCORE ENVIE BAVER,CHAT NOUVEAU EAU BOUCHE SENTIR VENIR ,['Past'],,the cat was seized by another fit of longing.,46,,the cat's mouth watered again.
"Sois gentille, supplia-t-il,",CHAT SUPPLIER SOURIS S'IL TE PLAIT,GENTILLE ,<unk>,,"He said to the mouse, You must do me a favor,",47,,"Be nice, he begged,"
occupe-toi encore une fois de la maison toute seule.,TOI OCCUPER MAISON SEULE,OCCUPE TOI ENCORE FOIS MAISON TOUTE SEULE ,<unk>,,and once more manage the house alone for a day.,48,,take care of the house by yourself again.
on m'a encore demandé d'être le parrain.,ENCORE ME DEMANDER MOI DEVENIR PARRAIN,ENCORE PARRAIN DEMANDE ,['Pres']['Past'],,"I have been asked again to be godfather,",49,,I was asked to be the sponsor again.
"Le chaton a une collerette blanche au cou,",CHATON LA COLERETTE BLANC,CHATON COLLERETTE BLANCHE COU AVOIR ,['Pres'],,"and since the child has a white ring around its neck, ",50,,"The kitten has a white collar on his neck,"
je ne peux pas refuser.,MOI PAS REFUSER,NE PAS REFUSER POUVOIR ,['Pres'],,I cannot refuse.,51,,I can't refuse.
La gentille souris fut d'accord.,SOURIS GENTILLE ACCEPTER,GENTILLE ACCORD SOURIS ,['Past']['Past'],,The good mouse consented.,52,,The friendly mouse agreed.
"Et le chat se glissa à travers le mur de la ville, s'introduisit dans l'église et vida la moitié du pot de saindoux.",MUR VILLE CHAT GLISSER TRAVERS ENTRER EGLISE POT GRAS PORC MANGER MOITIE,CHAT TRAVERS MUR VILLE GLISSER EGLISE MOITIE POT SAINDOUX INTRODUIRE VIDER ,['Pres']['Pres']['Past'],,"However, the cat crept behind the town wall to the church, and devoured half the pot of fat.",53,,"And the cat slipped through the city wall, entered the church and emptied half the jar of lard."
"Rien à faire, se dit-il, c'est bien meilleur quand on mange tout seul.",CHAT PENSER M'EN FICHE MEILLEUR QUAND MANGER SEUL,FAIRE DIRE BIEN MEILLEUR TOUT SEUL MANGER ,['Pres']['Pres']['Pres'],,"Nothing tastes as good as that which one eats by oneself, he said,",54,,"Nothing to do, he said to himself, it is much better when you eat alone."
Et il se félicita de son exploit.,CHAT FIERE,EXPLOIT FELICITER ,['Past'],,and was quite satisfied with his day's work.,55,,And he congratulated himself on his achievement.
"Lorsqu'il arriva à la maison, la petite souris demanda:",CHAT ARRIVER MAISON PETITE SOURIS DEMANDER,MAISON ARRIVER PETITE SOURIS DEMANDA ,['Pres'],,"When he arrived home the mouse asked,",56,,"When he arrived home, the little mouse asked"
Comment avez-vous baptisé le bébé?,ALORS COMMENT NOMMER BEBE ?,COMMENT BEBE AVOIR BAPTISE ,['Pres']['Past'],,What name was this child christened with?,57,,What did you name the baby?
"Miparti, répondit le chat.",MIPARTI CHAT REPONDRE,MIPARTI CHAT REPONDRE ,['Pres'],,"Half-Gone, answered the cat.",58,,"Miparti,"" replied the cat."
Miparti? Pas possible! je n'ai jamais entendu un nom pareil.,SOURIS REPONDRE MIPARTI PAS POSSIBLE ! JAMAIS ENTENDU NOM COMME CA !,MIPARTI PAS POSSIBLE JAMAIS NOM PAREIL ENTENDU ,['Pres']['Past'],,Half-Gone? What are you saying? I have never heard that name in all my life.,59,,Miparti? No way! I've never heard a name like that.
Je parie qu'il n'est même pas dans le calendrier.,PARIER NOM DANS CALENDRIER Y A PAS,MEME PAS CALENDRIER PARIER ,['Pres']['Pres'],,I'll wager it is not in the almanac.,60,,I bet it's not even on the calendar.
Le chat ne tarda pas à se sentir de nouveau l'eau à la bouche en pensant au pot de saindoux.,ENCORE CHAT PENSER POT GRAS PORC ENVIE BAVER,CHAT NE PAS NOUVEAU EAU BOUCHE POT SAINDOUX TARDER SENTIR PENSANT ,['Pres']['Pres'],,The cat's mouth soon again began to water for the delicious goods.,61,,It didn't take long for the cat's mouth to water again as he thought about the jar of lard.
"Jamais deux sans trois, dit-il à la souris.",CHAT DIRE SOURIS JAMAIS DEUX SANS TROIS,JAMAIS DEUX SOURIS DIRE ,['Pres'],,"All good things come in threes, he said to the mouse. ",62,,"It takes three to tango,"" he said to the mouse."
On me demande de nouveau d'être le parrain.,ENCORE ME DEMANDER MOI DEVENIR PARRAIN,NOUVEAU PARRAIN DEMANDE ,['Pres'],,I have been asked to be godfather again.,63,,I am asked to be the sponsor again.
"L'enfant est tout noir,",ENFANT TOUT NOIR,ENFANT TOUT NOIR ,['Pres'],,"The child is totally black,",64,,"The child is all black,"
"seules les pattes sont blanches, elles mis à part, il n'a pas un seul poil blanc.",PATTES UNIQUEMENT BLANCHE SINONS RESTE NOIR,SEULES PATTES BLANCHES PART MIS PAS SEUL POIL BLANC AVOIR ,['Pres']['Past']['Pres'],,only it has white paws. Otherwise it has not a single white hair on its whole body.,65,,"only the legs are white, apart from them, he does not have a single white hair."
Un enfant comme ça ne nait qu'une fois par siècle! ,CHATON COMME CA ARRIVE UNE FOIS CHAQUE SIECLE !,ENFANT NE QU' FOIS SIECLE NER ,['Imp'],,This only happens once every few years. ,66,,A child like that is only born once a century! 
"Tu me laisseras y aller, n'est-ce pas?",TOI ME LAISSER ALLER ?,LAISSERAS ALLER PAS ,['Past']['Pres'],,"You will let me go, won't you?",67,,"You will let me go, won't you?"
"Sanledessu! Miparti! répondit la souris, ce sont des noms si étranges. Cela ne s'est jamais vu.",SOURIS REPONDRE SANLEDESSU ! MIPARTI ! NOM BIZARRE MOI JAMAIS VU,SANLEDESSU MIPARTI SOURIS REPONDRE NOMS ETRANGES NE JAMAIS VU ,['Pres']['Pres']['Pres']['Past'],,"Top-Off. Half-Gone, answered the mouse. They are such odd names,",68,,"Sanledessu! Miparti!"" replied the mouse, ""these are such strange names. It has never been seen before."
Ils me trottent dans la tête sans arrêt.,REFLECHIR SOUVENT CES NOMS,TETE ARRET TROTTER ,['Pres'],,that they make me stop and think.,69,,They keep running through my head.
"C'est parce que tu restes tout le temps ici,",CHAT REPONDRE NON PARCE QUE TOI RESTER TOUT TEMPS ICI,TOUT TEMPS ICI RESTES ,['Pres']['Past'],,"Here you sit at home, said the cat,",70,,"It's because you stay here all the time,"
"avec ta vilaine robe gris foncé à longue natte,",ROBE GRISE FONCEE,VILAINE ROBE LONGUE NATTE GRIS FONCE ,['Imp']['Past']['Past'],,with your dark gray fur coat and long braid of hair capturing fantasies.,71,,"with your ugly dark gray dress with long pigtails,"
"tu passes toutes tes journées enfermée ici,",RESTER ENFERMEE JOURNEE ICI,TOI PASSES TOUTES TES ICI JOURNEES ENFERMEE ,['Past']['Past'],,That is because you do not go out in the daytime.,72,,"you spend all your days locked up here,"
"Le chat parti, la petite souris fit le ménage dans toute la maison.",CHAT PARTIR SOURIS MAISON MENAGE,CHAT PARTI PETITE SOURIS MENAGE TOUTE MAISON FAIRE ,['Past'],,"During the cat's absence the mouse cleaned the house, and put it in order,",73,,"With the cat gone, the little mouse cleaned up the whole house."
"Pendant ce temps-là, le chat gourmand vida entièrement le pot de saindoux.",MEME MOMENT CHAT GOURMAND POT DEDANS GRAS PORC VIDER,TEMPS -LA CHAT GOURMAND ENTIEREMENT POT SAINDOUX VIDER ,['Past'],,but the greedy cat devoured all the rest of the fat.,74,,"Meanwhile, the greedy cat emptied the whole jar of lard."
"Et voilà, pensa-t-il, maintenant que j'ai tout mangé, je ne serai plus tenté.",CHAT PENSER VOILA MAINTENANT TOUT MANGER PLUS TENTE,VOILA PENSA MAINTENANT TOUT MANGE NE PLUS ETRE TENTE ,['Pres']['Past']['Fut']['Past'],,"One has peace only after everything is eaten up, he said to himself.",75,,"There you go, he thought, now that I've eaten everything, I won't be tempted again."
"Si repu qu'il s'essoufflait en marchant,",REPU MARCHER S'ESSOUFLER,MARCHANT REPOUVOIR ESSOUFFLER ,['Pres']['Imp'],,"Well filled and fat, ",76,,"So full that he was running out of breath while walking,"
"il ne rentra à la maison que la nuit, mais serein.",NUIT RENTRER SA MAISON SEREIN,NE MAISON NUIT RENTRER SEREIN ,['Fut'],,he did not return home until nighttime.,77,,"he returned home only at night, but serene."
La petite souris lui demanda aussitôt le nom du troisième chaton.,PETITE SOURIS DEMANDER NOM TROISIEME CHATON,PETITE SOURIS AUSSITOT NOM TROISIEME CHATON DEMANDER ,['Pres'],,The mouse immediately asked what name had been given to the third child.,78,,The little mouse immediately asked him the name of the third kitten.
"Je suis sûr que tu n'aimeras pas, répondit le chat.",CHAT REPONDRE SUR TOI PAS AIMER,SUR TOI PAS AIMER CHAT REPONDRE ,['Pres']['Pres']['Pres'],,"You will not like it either, said the cat. ",79,,"I'm sure you won't like it,"" said the cat."
Il s'appelle Toufini.,CHATON S'APPELER TOUFINI,TOUFINI APPELER ,['Pres'],,His name is All-Gone.,80,,His name is Toufini.
Toufini! chicota la souris.,SOURIS REPONDRE TOUFINI !,TOUFINI SOURIS CHICOTA ,['Past'],,"All-Gone!, cried the mouse.",81,,"Toufini!"" said the mouse."
"Cela parait suspect, ce nom ne me dit rien qui vaille.",NOM BIZARRE L'IMPRESSION SUSPECT,SUSPECT PARER NOM NE VAILLE DIT ,['Imp']['Past'],,That is the most worrisome name of all.,82,,"It seems suspicious, this name does not tell me anything worthwhile."
Je ne l'ai jamais vu imprimé quelque part.,JAMAIS VU NOM ECRIT QUELQUE PART,NE JAMAIS PART VU IMPRIME ,['Pres']['Past']['Past'],,I have never seen it in print.,83,,I've never seen it printed anywhere.
"Toufini! Qu'est ce que cela veut dire, en fait?",TOUFINI ! NOM VOULOIR DIRE QUOI ?,TOUFINI VOULOIR DIRE FAIT ,['Pres']['Pres'],,All-Gone! What can that mean?,84,,"Toufini! What does that mean, anyway?"
"Elle hocha la tête, se roula en boule et s'endormit.",CHAT HOCHER TETE ROULER BOULE S'ENDORMIR,TETE HOCHER BOULE ENDORMIT ROULER ,['Fut']['Pres'],,"Then she shook her head, curled herself up, and lay down to sleep.",85,,"She nodded, rolled into a ball and fell asleep."
"Depuis ce jour, plus personne n'invita le chat à un baptême.",DEPUIS CE JOUR PERSONNE INVITER CHAT BAPTEME,JOUR PLUS PERSONNE CHAT BAPTEME INVITER ,['Pres'],,"From this time forth no one invited the cat to be godfather,",86,,"From that day on, no one invited the cat to a baptism."
"L'hiver arriva, et dehors, il n'y avait rien à manger.",HIVER ARRIVER DEHORS PAS MANGER VIDE,HIVER ARRIVA AVOIR MANGER ,['Past']['Imp'],,"but when winter had come and there was no longer anything to be found outside,",87,,"Winter came, and outside there was nothing to eat."
La petite souris se rappela qu'ils avaient quelque chose en réserve.,PETITE SOURIS SOUVENIR GARDER QUELQUE CHOSE RESERVE,PETITE SOURIS CHOSE RESERVE RAPPELER AVOIR ,['Pres']['Imp'],,"the mouse thought of their stored food,",88,,The little mouse remembered that they had something in reserve.
"Viens, mon chat,",SOURIS DIRE VIENT CHAT,VIENS CHAT ,<unk>,,"and said, Come cat,",89,,"Come on, cat,"
allons chercher notre pot de saindoux que nous avons caché pour les temps durs.,NOUS CHERCHER POT DEDANS GRAS PORC NOUS AVANT CACHE POUR PERIODE COMPLIQUE,ALLONS POT SAINDOUX TEMPS DURS CHERCHER CACHE ,['Pres']['Past'],,we will go to our pot of fat which we have stored up for ourselves.,90,,Let's go get our jar of lard that we have hidden for the hard times.
On va se régaler.,NOUS REGALER,ALLER REGALER ,['Pres'],,It will taste good now.,91,,We're going to enjoy it.
"Tu te régaleras, tu te régaleras, marmonna le chat,",CHAT MARMONNER TOI REGALER TOI REGALER,REGALERAS TOI TOI REGALERAS CHAT MARMONNER ,['Pres'],,"Yes, answered the cat.",92,,"You'll enjoy it, you'll enjoy it,"" muttered the cat,"
cela sera comme si tu sortais ta petite langue fine par la fenêtre.,COMME SI FENETRE LANGUE SORTIR ,TOI SORTAIS PETITE LANGUE FINE FENETRE ,['Fut'],,You will enjoy it as much as you would enjoy sticking that dainty tongue of yours out of the window.,93,,it will be like sticking your thin tongue out the window.
"Ils s'en allèrent et lorsqu'ils arrivèrent dans l'église,",DEUX ALLER EGLISE ARRIVER,ALLERENT EGLISE ARRIVER ,['Imp'],,"They set out on their way, but when they arrived,",94,,"They left and when they arrived in the church,"
le pot était toujours à sa place mais vide.,POT TOUJOURS LA MEME PLACE MAIS VIDE,POT TOUJOURS PLACE VIDE ,['Imp'],,"the pot of fat, to be sure, was still in its place, but it was empty.",95,,the pot was still in its place but empty.
"Ça y est, dit la souris, je comprends tout, j'y vois clair à présent.",SOURIS DIRE AH MOI TOUT COMPRENDRE MOI VOIR CLAIR MAINTENANT,CA SOURIS DIRE TOUT COMPRENDRE CLAIR PRESENT VOIR ,['Pres']['Pres']['Pres']['Pres'],,"Alas, said the mouse, now I see what has happened. Now it comes to light.",96,,"That's it, says the mouse, I understand everything, I see clearly now."
Tu parles d'un ami! ,TOI AMI !,PARLES AMI ,<unk>,,You are a true friend.,97,,Talk about a friend! 
Tu as tout mangé quand tu allais faire le parrain:,"QUAND ALLER ""PARRAIN"" TOI MANGER TOUT !",AS TOUT TOI ALLAIS PARRAIN MANGE FAIRE ,['Past'],,You ate everything when you were serving as a godfather.,98,,You ate everything when you were going to make the godfather
"d'abord Sanledessu, puis Miparti et pour finir",D'ABORD SANLEDESSU ENSUITE MIPARTI TROISIEME,ABORD SANLEDESSU MIPARTI FINIR ,,,"First top off, then half done, then...",99,,"first Sanledessu, then Miparti and finally"
"Tais-toi, coupa le chat, encore un mot et je te mange!",CHAT COUPER TAIS TOI ! PARLE ENCORE MOI MANGER TOI,TAIS TOI CHAT COUPA ENCORE MOT TE MANGER ,['Past']['Pres']['Pres'],,"Be quiet! cried the cat. One more word, and I will eat you too.",100,,"Shut up,"" cut off the cat, ""one more word and I'll eat you!"
"Mais la petite souris avait le Toufini sur la langue,",PETITE SOURIS MOT TOUFINI SUR LANGUE,PETITE SOURIS TOUFINI LANGUE ,['Imp'],,"All gone, was already on the poor mouse's lips.",101,,"But the little mouse had the Toufini on his tongue,"
"et à peine l'eut-elle prononcé que le chat lui sauta dessus,",JUSTE COMMENCER DIRE MOT CHAT SAUTER SUR LUI,PEINE CHAT SAUTA DESSUS PRONONCE ,['Past']['Past'],,"She had scarcely spoken it before the cat sprang on her,",102,,"and no sooner had she said it than the cat jumped on her,"
l'attrapa et la dévora.,L'ATTRAPER DEVORER,ATTRAPA DEVORA ,<unk>,,"seized her, and swallowed her down.",103,,caught it and devoured it.
"Eh oui, ainsi va le monde.",EH OUI C'EST LA VIE,AINSI MONDE ALLER ,['Pres'],,"You see, that is the way of the world.",104,,"Yes, that's how the world goes."
