FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
"Quelle audace de t'introduire dans mon jardin comme un voleur, lui dit-elle avec un regard furibond,",SORCIER DIRE TOI CAPABLE SAUTER CHEZ MOI COMME VOLEUR,QUELLE AUDACE T' INTRODUIRE VOLEUR JARDIN REGARD FURIBOND DIRE ,['Pres'],,"as she cried, with angry eyes, How dare you climb over into my garden like a thief,",36,,"What audacity to introduce you in my garden like a thief, she said to him with a furious look,"
et de venir me voler mes raiponces!,TOI VOLER MES FLEURS !,RAIPONCES VENIR VOLER ,,,and steal my rampion!,37,,and steal my braces!
Tu vas voir ce qu'il va t'en coûter!,ATTENTION TOI VOIR ,VOIR ALLER COUTER ,['Pres'],,it shall be the worse for you!,38,,You will see what it will cost you!
"Oh! supplia-t-il, ne voulez-vous pas user de clémence et préférer miséricorde à justice?",LUI SUPPLIER S'IL VOUS PLAIT LAISSER MOI PARTIR TOI GENTILLE,NE PAS CLEMENCE MISERICORDE JUSTICE VOULOIR USER PREFERER ,['Pres'],,"Oh, answered he, be merciful rather than just,",39,,"Oh,"" he begged, ""will you not show mercy and prefer mercy to justice?"
"Si Je l'ai fait, si je me suis décidé à le faire, c'est que j'étais forcé:",MOI FAIRE PAR OBLIGER FORCER,FAIT DECIDE FAIRE FORCE ETRE ETRE ,['Pres']['Past']['Pres']['Past']['Pres']['Imp'],,I have only done it through necessity;,40,,"If I did it, if I decided to do it, it is because I was forced to"
"ma femme a vu vos raiponces par notre petite fenêtre,",MA FEMME FENETRE VOIR VOS FLEUR ,FEMME RAIPONCES PETITE FENETRE VU ,['Pres']['Past'],,"for my wife saw your rampion out of the window,",41,,"my wife saw your braids through our little window,"
et elle a été prise d'une telle envie d'en manger qu'elle serait morte si elle n'en avait pas eu.,ELLE ENVIE FORT MANGER SI PAS AVOIR ELLE MORTE ,PRISE TELLE ENVIE PAS MANGER MORTE EU ,['Pres']['Past']['Pres']['Past']['Imp']['Past'],,and became possessed with so great a longing that she would have died if she could not have had some to eat.,42,,and she had such a craving for it that she would have died if she hadn't had it.
La sorcière fit taire sa fureur et lui dit:,SORCIERE ENERVER ARRETER DIRE,SORCIERE FIT FUREUR TAIRE DIRE ,['Pres'],,"Then the witch said,",43,,The witch silenced her fury and told him
"Si c'est comme tu le prétends, je veux bien te permettre d'emporter autant de raiponces que tu voudras,",SI DIRE MOI VRAI ALORS MOI LAISSER PRENDRE PLUSIEURS,PRETENDS BIEN AUTANT RAIPONCES TOI VOUDRAS VOULOIR PERMETTRE EMPORTER ,['Pres']['Imp'],,"If it is all as you say you may have as much rampion as you like,",44,,"If it's like you say, I'll let you take as many brambles as you want,"
mais à une condition:,MAIS CONDITION,CONDITION ,<unk>,,on one condition,45,,but on one condition
c'est que tu me donnes l'enfant que ta femme va mettre au monde.,GROSSESSE NAITRE BEBE DONNER MOI,TOI ENFANT FEMME MONDE ETRE DONNES ALLER METTRE ,['Pres']['Past']['Pres'],,the child that will come into the world must be given to me.,46,,is that you give me the child that your wife will give birth to.
Tout ira bien pour lui,PROMETTRE,TOUT BIEN ALLER ,['Fut'],,"It shall go well with the child,",47,,He'll be fine
et j'en prendrai soin comme une mère.,S'OCCUPER LUI COMME MERE,SOIN MERE PRENDRE ,['Fut'],,and I will care for it like a mother.,48,,and I will take care of them like a mother.
"Le mari, dans sa terreur, accepta tout sans discuter.",MARI PEUR OUI OUI ACCEPTER ,MARI TERREUR ACCEPTA TOUT DISCUTER ,,,In his distress of mind the man promised everything;,49,,"The husband, in his terror, accepted everything without question."
"Et quelques semaines plus tard, quand sa femme accoucha,",TEMPS APRES SA FEMME ACCOUCHER,SEMAINES PLUS TARD FEMME ACCOUCHA ,<unk>,,"and when the time came when the child was born the witch appeared,",50,,"And a few weeks later, when his wife gave birth,"
"la sorcière arriva aussitôt, donna à l'enfant le nom de Raiponce",SORCIERE ARRIVER BEBE ELLE NOMMER RAIPONCE ,SORCIERE AUSSITOT ARRIVER ENFANT NOM RAIPONCE DONNER ,['Pres']['Past'],,"and, giving the child the name of Rapunzel",51,,"the witch arrived at once, gave the child the name of Rapunzel"
et l'emporta avec elle.,BEBE PRENDRE,EMPORTA ,<unk>,,she took it away with her.,52,,and took it with her.
"Raiponce était une fillette, et la plus belle qui fut sous le soleil.",RAIPONCE FILLE BELLE SOLEIL ELLE MAGNFIQUE ,RAIPONCE FILLETTE PLUS BELLE SOLEIL ,['Imp']['Past'],,Rapunzel was the most beautiful child in the world.,53,,"Rapunzel was a girl, and the most beautiful girl under the sun."
"Lorsqu'elle eut ses douze ans, la sorcière l'enferma dans une tour qui se dressait,",MOMENT 12 ANS SORCIERE TOUR IMMENSE ENFERMER ELLE ,ANS AVOIR SORCIERE ENFERMA TOUR DRESSER ,['Past']['Imp'],,"When she was twelve years old the witch shut her up in a tower in the midst of a wood,",54,,"When she was twelve years old, the witch locked her up in a tower that stood,"
"sans escalier ni porte, au milieu d'une forêt.","TOUR AUCUN ESCALIER PORTE OU, MILIEU FORET",ESCALIER PORTE MILIEU FORET ,['Pres'],,"and it had neither steps nor door,",55,,"without stairs or doors, in the middle of a forest."
"Et comme la tour n'avait pas d'autre ouverture qu'une minuscule fenêtre tout en haut, quand la sorcière voulait y entrer, elle appelait sous la fenêtre et criait:",TOUR IMMENSE PETITE FENETRE SORCIRE BAS TOUR CRIER,TOUR PAS AUTRE OUVERTURE MINUSCULE TOUT HAUT AVOIR SORCIERE VOULOIR ENTRER FENETRE APPELER CRIER ,['Imp']['Imp']['Imp']['Imp'],,"only a small window above. When the witch wished to be let in, she would stand below and would cry,",56,,"And since the tower had no opening other than a tiny window at the very top, when the witch wanted to enter, she would call out under the window and scream"
"Raiponce, Raiponce,",RAIPONCE RAIPONCE,RAIPONCE RAIPONCE ,<unk>,,"Rapunzel, Rapunzel!",57,,"Rapunzel, Rapunzel,"
Descends-moi tes cheveux.,TES CHEVEUX DESCENDRE ,DESCENDS TES CHEVEUX ,<unk>,,Let down your hair!,58,,Take your hair down.
Raiponce avait de longs et merveilleux cheveux qu'on eût dits de fils d'or.,RAIPONCE CHEVEUX LONG MERVEILLEUX COMME OR,RAIPONCE LONGS MERVEILLEUX CHEVEUX FILS OR DIRE ,['Imp']['Pres'],,Rapunzel had beautiful long hair that shone like gold.,59,,Rapunzel had long and wonderful hair that looked like golden threads.
"En entendant la voix de la sorcière, elle défaisait sa coiffure,",RAPONCE ENTENDRE SORCIERE CRIER DEFAIRE CHEVEUX,VOIX SORCIERE ENTENDANT COIFFURE DEFAIRE ,['Pres']['Imp'],,"When she heard the voice of the witch she would undo the fastening of the upper window,",60,,"Upon hearing the witch's voice, she undid her hair,"
attachait le haut de ses nattes à un crochet de la fenêtre,FENETRE CROCHET CHEVEUX ATTACHER,HAUT NATTES CROCHET FENETRE ATTACHER ,['Imp'],,"unbind the plaits of her hair,",61,,tied the top of her braids to a hook on the window
"et les laissait se dérouler jusqu'en bas, à vingt aunes au-dessous,",CHEVEUX DEROULER TOUR EN BAS,BAS LAISSER DEROULER VINGT AUNES DESSOUS ,['Imp'],,"and let it down twenty ells below,",62,,"and let them unroll to the bottom, twenty aunes below,"
si bien que la sorcière pouvait se hisser et entrer.,SOECIERE GRIMPER CHEVEUX HAUT TOUR ENTRER,BIEN SORCIERE POUVOIR HISSER ENTRER ,['Imp'],,and the witch would climb up by it.,63,,so that the witch could pull herself up and enter.
"Quelques années plus tard,",ANNEE APRES,ANNEES PLUS TARD ,<unk>,,After they had lived thus a few years,64,,"A few years later,"
il advint qu'un fils de roi qui chevauchait dans la forêt passa près de la tour,FILS ROI CHEVAUCHER DANS FORET PASSER PRES TOUR,FILS ROI FORET PRES TOUR ADVENIR CHEVAUCHER PASSER ,['Pres']['Imp']['Pres'],,"it happened that as the King's son was riding through the wood, he came to the tower;",65,,it happened that a king's son who was riding in the forest passed by the tower
et entendit un chant si adorable qu'il s'arrêta pour écouter.,CHANT ENTENDRE ARRETER ECOUTER,CHANT ADORABLE ENTENDIT ARRETER ECOUTER ,['Past']['Pres'],,and as he drew near he heard a voice singing so sweetly that he stood still and listened.,66,,and heard a song so lovely that he stopped to listen.
C'était Raiponce qui se distrayait de sa solitude en laissant filer sa délicieuse voix.,RAIPONCE S'ENNUYER ALORS CHANTER,RAIPONCE SOLITUDE DELICIEUSE VOIX DISTRAIRE LAISSANT FILER ,['Imp']['Imp']['Pres'],,It was Rapunzel in her loneliness trying to pass away the time with sweet songs.,67,,It was Rapunzel who distracted herself from her loneliness by letting her delightful voice flow.
"Le fils de roi, qui voulait monter vers elle,",TOUR LUI FILS ROI VOULOIR ENTRER COMMENT ?,FILS ROI VOULOIR MONTER ,['Imp'],,"The King's son wished to go in to her,",68,,"The son of a king, who wanted to go up to her,"
chercha la porte de la tour et n'en trouva point.,TOUR AUTOUR CHERCHER PORTE,PORTE TOUR TROUVA POINT CHERCHER ,,,"and sought to find a door in the tower, but there was none.",69,,looked for the door of the tower and did not find it.
Il tourna bride et rentra chez lui;,IMPOSSIBLE TROUVER LUI ABANDONNER RENTRER SA MAISON,BRIDE TOURNER RENTRER ,['Pres']['Fut'],,"So he rode home,",70,,He turned around and went home;
"mais le chant l'avait si fort bouleversé et ému dans son coeur,",RAPPELER CHANT ENTENDRE DONNER MOI EMOTION,CHANT SI FORT COEUR AVOIR BOULEVERSE EMU ,['Imp']['Past']['Past'],,"but the song had entered into his heart,",71,,"but the song had moved him so strongly in his heart,"
qu'il ne pouvait plus laisser passer un jour sans chevaucher dans la forêt pour revenir à la tour et écouter.,TOUS LES JOUR CHEVAUCHER DANS FORET ESSAYER ENTENDRE ENCORE,NE PLUS JOUR FORET TOUR POUVOIR LAISSER PASSER CHEVAUCHER REVENIR ECOUTER ,['Imp'],,and every day he went into the wood and listened to it.,72,,that he couldn't let a day go by without riding through the forest to return to the tower and listen.
"Il était là, un jour, caché derrière un arbre,",JOUR LUI LA ARBRE DERRIERE CACHER,LA JOUR ARBRE CACHE ,['Imp']['Past'],,"Once, as he was standing there under a tree,",73,,"There he was, one day, hidden behind a tree,"
quand il vit arriver une sorcière qu'il entendit appeler sous la fenêtre:,CACHER VOIR SORCIERE CRIER ,SORCIERE FENETRE VOIR ARRIVER ENTENDRE APPELER ,['Pres']['Pres'],,"he saw the witch come up, and listened while she called out,",74,,when he saw a witch coming and heard her call under the window
"Raiponce, Raiponce,",RAIPONCE RAIPONCE,RAIPONCE RAIPONCE ,<unk>,,"O Rapunzel, Rapunzel!",75,,"Rapunzel, Rapunzel,"
Descends-moi tes cheveux.,TES CHEVEUX DESCENDRE ,DESCENDS TES CHEVEUX ,<unk>,,Let down your hair.,76,,Take your hair down.
Alors Raiponce laissa se dérouler ses nattes,CHEVEUX DEROULER TOUR EN BAS,ALORS RAIPONCE LAISSA NATTES DEROULER ,,,"Then he saw how Rapunzel let down her long tresses,",77,,Then Rapunzel let her braids unfurl
et la sorcière grimpa.,SORCIER GRIMPER,SORCIERE GRIMPA ,<unk>,,"and how the witch climbed up by it and went in to her,",78,,and the witch climbed up.
"Si c'est là l'escalier par lequel on monte, je veux aussi tenter ma chance, se dit-il.",FILS ROI PENSER CA METHODE MONTER MOI FAIRE PAREIL,LA ESCALIER MONTE AUSSI CHANCE VOULOIR TENTER DIRE ,['Pres']['Pres']['Pres']['Pres'],,"and he said to himself, Since that is the ladder I will climb it, and seek my fortune.",79,,"If this is the stairway up, I want to try my luck too, he thought."
"Et le lendemain, quand il commença à faire sombre,",DEMAIN SOMBRE,LENDEMAIN SOMBRE COMMENCER FAIRE ,['Past'],,"And the next day, as soon as it began to grow dusk,",80,,"And the next day, when it started to get dark,"
il alla au pied de la tour et appela:,MARCHER TOUR CRIER,PIED TOUR APPELA ALLER ,['Past'],,"he went to the tower and cried,",81,,he went to the foot of the tower and called
"Raiponce, Raiponce,",RAIPONCE RAIPONCE,RAIPONCE RAIPONCE ,<unk>,,"O Rapunzel, Rapunzel!",82,,"Rapunzel, Rapunzel,"
Descends-moi tes cheveux.,TES CHEVEUX DESCENDRE ,DESCENDS TES CHEVEUX ,<unk>,,Let down your hair.,83,,Take your hair down.
Les nattes se déroulèrent aussitôt et le fils de roi monta.,CHEVEUX DEROULER TOUR EN BAS DE SUITE ROI GRIMPER,NATTES DEROULERENT AUSSITOT FILS MONTA ,<unk>,,"And she let down her hair, and the King's son climbed up by it.",84,,The mats were immediately unrolled and the king's son climbed up.
"Sur le premier moment, Raiponce fut très épouvantée en voyant qu'un homme était entré chez elle,",D'ABORD RAIPONCE CHOQUER VOIR HOMME ENTRE CHEZ ELLE,PREMIER MOMENT RAIPONCE TRES VOYANT HOMME EPOUVANTEE ENTRE ,['Past']['Past']['Imp']['Past'],,"Rapunzel was greatly terrified when she saw that a man had come in to her,",85,,"At the first moment, Rapunzel was very frightened when she saw that a man had entered her house,"
un homme comme elle n'en avait jamais vu;,HOMME LUI JAMAIS VU,HOMME JAMAIS VU ,['Imp']['Past'],,for she had never seen one before;,86,,a man like she had never seen before;
mais il se mit à lui parler gentiment,LUI PARLER GENTIMENT,GENTIMENT METTRE PARLER ,['Past'],,"but the King's son began speaking so kindly to her,",87,,but he began to speak to her gently
"et à lui raconter combien son coeur avait été touché quand il l'avait entendue chanter,",LUI RACONTER SON CHANT TOUCHER CŒUR ,COMBIEN COEUR RACONTER TOUCHE ENTENDUE CHANTER ,['Imp']['Past']['Past']['Imp']['Past'],,"and told how her singing had entered into his heart,",88,,"and to tell him how his heart had been touched when he had heard her sing,"
et qu'il n'avait plus eu de repos tant qu'il ne l'eût vue en personne.,PAS DORMIR MOI VOULOIR RENCONTRER TOI,PLUS REPOS TANT NE VUE PERSONNE EU ,['Imp']['Past'],,so that he could have no peace until he had seen her herself.,89,,and that he had not rested until he had seen her in person.
"Alors Raiponce perdit son effroi,",RAIPONCE CALME,ALORS RAIPONCE EFFROI PERDRE ,['Past'],,"Then Rapunzel forgot her terror,",90,,"Then Rapunzel lost her fear,"
"et quand il lui demanda si elle voulait de lui comme mari,",LUI DEMANDER TOI VOULOIR MARIER ENSEMBLE,MARI DEMANDER VOULOIR ,['Imp'],,"and when he asked her to take him for her husband,",91,,"and when he asked her if she wanted him as a husband,"
"voyant qu'il était jeune et beau,",ELLE VOIR LUI BEAU JEUNE,VOYANT JEUNE BEAU ,['Imp'],,"and she saw that he was young and beautiful,",92,,"seeing that he was young and beautiful,"
"elle pensa: Celui-ci m'aimera sûrement mieux que ma vieille mère-marraine, la Taufpatin,",PENSER PEUT ETRE LUI AIMER MOI PLUS QUE MA MERE MARRAINE,PENSER CELUI SUREMENT MIEUX VIEILLE MERE MARRAINE AIMER TAUFPATIN ,['Pres']['Fut'],,"she thought to herself, I certainly like him much better than old mother Gothel,",93,,"she thought : This one will surely like me better than my old mother-godmother, the Taufpatine,"
"et elle répondit qu'elle le voulait bien, en mettant sa main dans la sienne.",ELLE REPONDRE OUI ACCEPTER MAIN DANS MAIN,BIEN REPONDRE VOULOIR MAIN SIENNE METTANT ,['Past']['Imp']['Pres'],,and she put her hand into his hand.,94,,"and she answered that she wanted to, putting her hand in his."
"Elle ajouta aussitôt: Je voudrais bien partir avec toi,",TOUS LES DEUX PARTIR ENSEMBLE?,AJOUTA AUSSITOT BIEN TOI VOULOIR PARTIR ,['Pres'],,"She said: I would willingly go with thee,",95,,"She added at once : I would like to go with you,"
mais je ne saurais pas comment descendre.,MAIS PAS SAVOIR COMMENT DESCENDRE,NE SAURAIS PAS COMMENT DESCENDRE ,,,but I do not know how I shall get out.,96,,but I wouldn't know how to get down.
"Si tu viens, alors apporte-moi chaque fois un cordon de soie:",MIEUX QUOI ? QUAND TOI VENIR VOIR MOI M'APPORTER CORDE,TOI VIENS ALORS FOIS CORDON SOIE APPORTE ,['Pres'],,"When thou comest, bring each time a silken rope,",97,,"If you come, then bring me each time a silk cord"
"j'en ferai une échelle,",PETIT A PETIT MOI CRÉER ECHELLE,FERAI ECHELLE ,<unk>,,"and I will make a ladder,",98,,"I will make a ladder out of it,"
"et quand elle sera finie, je descendrai",QUAND FINI MOI DESCENDRE,FINIE DESCENDRE ,['Fut']['Past']['Pres'],,"and when it is quite ready I will get down by it out of the tower,",99,,"and when it's over, I'll come down"
et tu m'emporteras sur ton cheval.,MONTER DEUX CHEVAL CHEVAUCHER LOIN,CHEVAL TU EMPORTER ,['Past']['Pres'],,and thou shalt take me away on thy horse.,100,,and you will take me on your horse.
"Ils convinrent que d'ici là il viendrait la voir tous les soirs,",TOUS LES DEUX D'ACCORD JUSQU’À LA LUI TOUS LES SOIRS VENIR VOIR ELLE,ICI LA TOUS SOIRS CONVENIR VENIR VOIR ,['Pres']['Imp'],,"They agreed that he should come to her every evening, ",101,,"They agreed that from then on he would come to see her every night,"
puisque pendant la journée venait la vieille.,JOURNEE PAS POSSIBLE CAR VIEILLE LA,JOURNEE VIEILLE VENIR ,['Imp'],,as the old woman came in the day-time.,102,,since during the day the old woman came.
"De tout cela, la sorcière n'eût rien deviné si, un jour, Raiponce ne lui avait dit:",SORCIERE JAMAIS DEVINER SAUF QUAND RAIPONCE DIRE,TOUT SORCIERE DEVINE JOUR RAIPONCE NE DIT ,['Past']['Imp']['Past'],,"So the witch knew nothing of all this until once Rapunzel said to her unwittingly, ",103,,The witch would not have guessed any of this if Rapunzel had not told her one day
"Dites-moi, mère-marraine, comment se fait-il que vous soyez si lourde à monter, alors que le fils du roi, lui, est en haut en un clin d'oeil?",BIZARRE TOI LOURDE MONTER ALORS QUE FILS ROI MONTER VITE,DITES -MOI MERE MARRAINE COMMENT LOURDE FAIRE ETRE MONTER ALORS FILS ROI HAUT CLIN OEIL ,['Pres']['Pres']['Pres'],,"Mother Gothel, how is it that you climb up here so slowly, and the King's son is with me in a moment?",104,,"Tell me, mother-godmother, how is it that you are so heavy to climb, while the king's son is up in a flash?"
Ah! scélérate! Qu'est-ce que j'entends? s'exclama la sorcière.,SORCIER COLERE DIRE QUOI ?!,AH SCELERATE ENTENDS SORCIERE EXCLAMER ,['Pres']['Pres'],,"O wicked child, cried the witch, what is this I hear!",105,,"Ah, you scoundrel! What do I hear?"" exclaimed the witch."
"Moi qui croyais t'avoir isolée du monde entier,",MOI PENSER TOI ISOLER,MOI ISOLEE MONDE ENTIER CROIRE ,['Fut'],,"I thought I had hidden thee from all the world,",106,,"I thought I had isolated you from the whole world,"
et tu m'as pourtant flouée!,TOI PIEGER MOI,POURTANT FLOUEE TU ,['Past'],,and thou hast betrayed me!,107,,and yet you cheated me!
"Dans la fureur de sa colère, elle empoigna les beaux cheveux de Raiponce",SORCIERE COLERE CHEVEUX RAIPONCE ATTRAPER,FUREUR COLERE EMPOIGNA BEAUX CHEVEUX RAIPONCE ,<unk>,,"In her anger she seized Rapunzel by her beautiful hair,",108,,"In the fury of her anger, she grabbed Rapunzel's beautiful hair"
"et les serra dans sa main gauche en les tournant une fois ou deux,",TOURNER TOURNER,MAIN GAUCHE FOIS DEUX SERRER TOURNANT ,['Fut']['Pres'],,"struck her several times with her left hand,",109,,"and squeezed them in his left hand, turning them once or twice,"
