FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
voici un morceau de gâteau et une bouteille de vin.,VOICI MORCEAU GATEAU BOUTEILLE VIN ,MORCEAU GATEAU BOUTEILLE VIN VOICI ,,,Here is a piece of cake and a bottle of wine.,11,Voici une part de gâteau et une bouteille de vin.,Here is a piece of cake and a bottle of wine.
Porte-les à ta grand-mère;,AMENER LES GRAND-MERE,PORTE-LES GRAND-MERE ,,,Take them to your grandmother.,12,Apportez-les à votre grand-mère.,Take them to your grandmother;
elle est malade et faible;,ELLE MALADE FAIBLE,MALADE FAIBLE ,['Pres'],,"She is sick and weak,",13,"Elle est malade et faible,",she is sick and weak;
elle s'en délectera;,MANGER PLEINS DELICIEUX,DELECTER ,['Fut'],,and they will do her well.,14,et ils lui feront du bien.,she will enjoy it;
Soit bien élevée. Salue-là de ma part.,CORRECT DIRE BONJOUR DE MA PART,BIEN ELEVEE SALUE PART ,['Pres'],,Mind your manners and give her my greetings.,15,Restez poli et saluez-la de ma part.,Be well behaved. Give her my greetings.
"Fais vite quand tu seras en chemin,",MARCHER VITE,FAIS VITE TOI SERAS CHEMIN ,<unk>,,"Behave yourself on the way,",16,"Tenez-vous bien en chemin,","Be quick when you are on your way,"
"Ne t'écarte pas de ta route,",CHEMIN PAS T' ECARTER,NE ECARTE PAS ROUTE ,,,"and do not leave the path,",17,"et ne pas quitter le chemin,","Don't stray from your path,"
sinon tu pourrais tomber et casser la bouteille ,ATTENTION TOMBER CASSER BOUTEILLE,SINON TOI POURRAIS BOUTEILLE TOMBER CASSER ,,,"or you might fall down and break the glass,",18,"ou vous risquez de tomber et de briser la vitre,",otherwise you might fall and break the bottle 
et ta grand-mère n'aurait plus rien.,AMENER VIDE TA GRAND PERE,GRAND-MERE PLUS AVOIR ,['Pres'],,and then there will be nothing for your sick grandmother.,19,et il n'y aura plus rien pour ta grand-mère malade.,and your grandmother would have nothing.
"Je ferai tout comme il faut, dit le Petit Chaperon Rouge à sa mère.",PETIT CHAPERON ROUGE DIRE CORRECTEMENT,TOUT FAIRE FALLOIR PETIT CHAPERON ROUGE MERE DIRE ,['Fut']['Pres']['Pres'],,Little Red Riding Hood promised to obey her mother.,20,Le petit chaperon rouge a promis d'obéir à sa mère.,"I'll do everything right,"" said Little Red Riding Hood to her mother."
"La grand-mère habitait loin, au milieu de la forêt,",GRAND MERE HABITER LOIN FORET AU MILIEU,GRAND-MERE LOIN HABITER MILIEU FORET ,['Imp'],,"The grandmother lived out in the woods,",21,"La grand-mère vivait dans les bois,","The grandmother lived far away, in the middle of the forest,"
à une demi-heure du village.,VILLAGE DISTANCE DEMI-HEURE,DEMI-HEURE VILLAGE ,<unk>,,a half hour from the village.,22,à une demi-heure du village.,half an hour from the village.
"Lorsque le Petit Chaperon Rouge arriva dans le bois, elle rencontra le Loup.",PETIT CHAPERON ROUGE MARCHER BOIS LOUP ARRIVER RENCONTRER,PETIT CHAPERON ROUGE BOIS ARRIVER LOUP RENCONTRER ,['Pres']['Fut'],,When Little Red Riding Hood entered the woods a wolf came up to her.,23,"Lorsque le petit chaperon rouge est entré dans la forêt, un loup s'est approché d'elle.","When Little Red Riding Hood arrived in the woods, she met the Wolf."
Mais il ne savait pas que c'était une vilaine bête,ELLE SAVAIT PAS LOUP MECHANT,NE PAS VILAINE BETE SAVOIR ,['Imp']['Imp'],,"She did not know what a wicked animal he was,",24,"Elle ne savait pas qu'il était un animal méchant,",But he didn't know that it was a bad beast
et ne le craignait point.,PAS PEUR,NE POINT CRAINDRE ,['Imp'],,and was not afraid of him.,25,et n'avait pas peur de lui.,and was not afraid of him.
"Bonjour, Chaperon Rouge, dit le Loup.",LOUP DIRE BONJOUR CHAPERON ROUGE,BONJOUR CHAPERON ROUGE LOUP DIRE ,['Pres'],,"Good day to you, Little Red Riding Hood.",26,"Bonne journée à toi, petit chaperon rouge.","Good morning, Red Riding Hood,"" said the Wolf."
"Bonjour, Loup, dit le Chaperon Rouge.",CHAPERON ROUGE REPONDRE BONJOUR LOUP,BONJOUR LOUP CHAPERON ROUGE DIRE ,['Pres'],,"Good day, wolf.",27,"Bonne journée, loup.","Good morning, Wolf,"" said Red Riding Hood."
"Où donc vas-tu si tôt, ",OU TU VAS,OU DONC VAS TOI TOT ,<unk>,,"Where are you going so early,",28,Où allez-vous si tôt ?,"Where are you going so early, "
Petit Chaperon Rouge?,PETIT CHAPERON ROUGE,PETIT CHAPERON ROUGE ,<unk>,,Little Red Riding Hood?,29,Le petit chaperon rouge ?,Little Red Riding Hood?
Chez ma grand-mère.,CHEZ MA GRAND-MERE,GRAND-MERE ,<unk>,,To grandmother's.,30,Chez la grand-mère.,To my grandmother's house.
Que portes-tu dans ton panier?,QU' EST QU' IL Y A PANIER ,PORTES TOI TON PANIER ,,,And what are you carrying under your apron?,31,Et que transportez-vous sous votre tablier ?,What are you carrying in your basket?
"Grand-mère est malade et faible,",GRAND-MERE MALADE FAIBLE,GRAND-MERE MALADE FAIBLE ,['Pres'],,"Grandmother is sick and weak,",32,"Grand-mère est malade et faible,","Grandma is sick and weak,"
Je lui apporte du gâteau et du vin.,APPORTER GATEAU VIN ,GATEAU VIN APPORTE ,['Pres'],,and I am taking her some cake and wine.,33,et je lui apporte du gâteau et du vin.,I'm bringing her cake and wine.
"Hier nous avons fait de la pâtisserie,",HIER FAIRE PATISSERIE ,HIER PATISSERIE FAIT ,['Pres']['Past'],,"We baked yesterday,",34,"Nous avons fait de la pâtisserie hier,","Yesterday we made some pastry,"
et ça fera du bien à ma grand-mère. Ça la fortifiera.,APPORTER BIEN MA GRAND MERE SOLIDE,BIEN GRAND-MERE FAIRE CER FORTIFIER ,['Fut']['Pres']['Fut'],,and they should give her strength.,35,et ils doivent lui donner de la force.,and it will do my grandma good. It will strengthen her.
"Où habite donc ta grand-mère, Petit Chaperon Rouge?",OU HABITER TA GRAND-MERE,OU DONC GRAND-MERE HABITE PETIT CHAPERON ROUGE ,['Pres'],,"Little Red Riding Hood, just where does your grandmother live?",36,"Petit chaperon rouge, où habite ta grand-mère ?","Where does your grandmother live, Little Red Riding Hood?"
"Oh! à un bon quart d'heure d'ici, dans la forêt. Sa maison se trouve sous les trois gros chênes.",15 MINUTES MARCHER FORET. TROIS GROS CHENE SA MAISON ,BON QUART HEURE ICI FORET MAISON TROIS GROS CHENES TROUVE ,['Pres'],,"Her house is a good quarter hour from here in the woods, under the three large oak trees.",37,"Sa maison se trouve à un bon quart d'heure d'ici, dans les bois, sous les trois grands chênes.","Oh, about fifteen minutes from here, in the forest. Her house is under the three big oaks."
"En dessous, il y a une haie de noisetiers,",CHEMIN HAIE NOISETTE,DESSOUS HAIE NOISETIERS AVOIR ,['Pres'],,There's a hedge of hazel bushes there.,38,Il y a là une haie de noisetiers.,"Underneath, there is a hazelnut hedge,"
tu sais bien?,SAVOIR ?,TOI SAIS BIEN ,<unk>,,"You must know the place,",39,"Il faut connaître l'endroit,",you know?
dit le petit Chaperon Rouge.,RACONTE CHAPERON ROUGE,PETIT CHAPERON ROUGE DIT ,['Past'],,said Little Red Riding Hood.,40,dit le petit chaperon rouge.,said Little Red Riding Hood.
Le Loup se dit:,LOUP REFLECHIT,LOUP DIRE ,['Pres'],,The wolf thought to himself:,41,se dit le loup :,The Wolf said to himself:
"Voilà un mets bien jeune et bien tendre, un vrai régal!",REPAS JEUNE TENDRE REGAL,METS BIEN JEUNE BIEN TENDRE VOILA VRAI REGAL ,,,Now there is a tasty bite for me.,42,Voilà une bouchée savoureuse pour moi.,"Here is a very young and tender dish, a real treat!"
Il faut que je m'y prenne adroitement pour les attraper toutes les eux!,REFLECHIR CORRECTEMENT ATTRAPER DEUX,TOUTES FALLOIR PRENDRE ADROITEMER ATTRAPER ,['Pres']['Pres']['Pres'],,Just how are you going to catch her?,43,Comment allez-vous l'attraper ?,I have to be clever to catch them all!
Il l'accompagna un bout de chemin et dit:,MARCHER COTE A COTE DIRE,ACCOMPAGNA BOUT CHEMIN DIT ,['Past'],,Then he said:,44,Puis il a dit :,He accompanied her a little way and said:
"Petit Chaperon Rouge, ",PETIT CHAPERON ROUGE,PETIT CHAPERON ROUGE ,<unk>,,"Listen, Little Red Riding Hood,",45,"Écoute, petit chaperon rouge,","Little Red Riding Hood, "
vois ces belles fleurs autour de nous.,BELLE FLEURS AUTOUR ,BELLES FLEURS AUTOUR ,<unk>,,haven't you seen the beautiful flowers that are blossoming in the woods?,46,N'avez-vous pas vu les belles fleurs qui s'épanouissent dans les bois ?,see these beautiful flowers around us.
Pourquoi ne les regardes-tu pas?,POURQUOI NE PAS REGARDER,POURQUOI NE REGARDES TOI PAS ,<unk>,,Why don't you go and take a look?,47,Pourquoi ne pas aller jeter un coup d'œil ?,Why don't you look at them?
J'ai l'impression que tu n'écoutes même pas comme les oiseaux chantent joliment.,ECOUTER PAS CHANTER OISEAUX ,IMPRESSION MEME PAS OISEAUX CHANTENT JOLIMENT AVOIR ECOUTER ,['Pres']['Fut'],,And I don't believe you can hear how beautifully the birds are singing.,48,Et je ne crois pas que vous puissiez entendre la beauté du chant des oiseaux.,I have the impression that you don't even listen to how beautifully the birds are singing.
"Tu marches comme si tu allais à l'école, ",MARCHER SAC A DOS ECOLE,MARCHES TOI ALLAIS ECOLE ,<unk>,,You are walking along as though you were on your way to school in the village.,49,Vous marchez comme si vous vous rendiez à l'école du village.,"You walk as if you were going to school,"
"alors que tout est si beau, ici, dans la forêt!",FORET BEAU,ALORS BEAU ICI FORET ,['Pres'],,It is very beautiful in the woods.,50,C'est très beau dans les bois.,when everything is so beautiful here in the forest!
Le Petit Chaperon Rouge ouvrit les yeux,PETIT CHAPERON ROUGE OEIL OUVRIR,PETIT CHAPERON ROUGE YEUX OUVRIR ,['Pres'],,Little Red Riding Hood opened her eyes,51,Le petit chaperon rouge ouvre les yeux,Little Red Riding Hood opened her eyes
"et lorsqu'elle vit comment les rayons du soleil dansaient de-ci, de-là à travers les arbres,",ARBRES SOLEIL RAYONS DANSER,COMMENT RAYONS SOLEIL DANSAIENT DE-CI VOIR TRAVERS ARBRES DE-LA ,['Pres']['Pres'],,and saw the sunlight breaking through the trees,52,et j'ai vu la lumière du soleil percer à travers les arbres,and when she saw how the sun rays danced here and there through the trees
"et combien tout était plein de fleurs,",FLEURS PARTOUT,COMBIEN PLEIN FLEURS ,['Imp'],,and how the ground was covered with beautiful flowers.,53,et que le sol était couvert de belles fleurs.,"and how everything was full of flowers,"
"elle pensa: Si j'apportais à ma grandmère un beau bouquet de fleurs, ",PENSER FLEUR CUEILLIR BOUQUET APPORTER,PENSER GRANDMERE BEAU BOUQUET FLEURS APPORTER ,['Pres']['Pres'],,"She thought: If a take a bouquet to grandmother,",54,"Elle s'est dit : Si j'apporte un bouquet à ma grand-mère,","she thought: If I brought my grandmother a beautiful bouquet of flowers, "
ça lui ferait bien plaisir.,DONNER PLAISIR,BIEN PLAISIR FAIRE ,['Imp'],,she will be very pleased.,55,Elle sera très satisfaite.,it would make her very happy.
Il est encore si tôt que j'arriverai bien à l'heure.,TOT AVOIR TEMPS ARRIVER HEURE,ENCORE TOT BIEN HEURE ARRIVER ,['Pres']['Past'],,"Anyway, it is still early, and I'll be home on time.",56,"Quoi qu'il en soit, il est encore tôt et je serai rentré à l'heure.","It's still so early, I'll get there on time."
"Elle quitta le chemin, pénétra dans le bois et cueillit des fleurs.",CHEMIN QUITTER FORET ENTRER CUEILLIR FLEURS,CHEMIN BOIS CUEILLIT FLEURS PENETRER ,['Fut'],,And she ran off into the woods looking for flowers.,57,Et elle s'est enfuie dans les bois à la recherche de fleurs.,"She left the path, went into the woods and picked flowers."
"Et, chaque fois qu'elle en avait cueilli une, elle se disait: Plus loin, j'en vois une plus belle,",CUEILLIR FLEUR VOIR LOIN FLEUR BELLE,FOIS CUEILLI DIRE PLUS LOIN PLUS BELLE VOIR ,['Imp']['Past']['Imp']['Pres'],,"Each time she picked one she thought that she could see an even more beautiful one a little way off,",58,"Chaque fois qu'elle en choisissait un, elle pensait qu'elle pouvait en voir un autre encore plus beau un peu plus loin,","And every time she picked one, she said to herself: ""Further on, I can see a more beautiful one,"
et elle y allait ,ALLER,ALLER ,['Imp'],,"and she ran after it,",59,"et elle a couru après,",and she went there 
et s'enfonçait toujours plus profondément dans la forêt.,MARCHER FORET PROFONDEMENT ,TOUJOURS PLUS PROFONDEMENT FORET ENFONCER ,['Imp'],,going further and further into the woods.,60,s'enfonçant de plus en plus dans les bois.,and went deeper and deeper into the forest.
"Le Loup lui, courait tout droit vers la maison de la grand-mère.",LOUP COURIR MAISON GRAND MERE,LOUP DROIT MAISON GRAND-MERE COURIR ,['Imp'],,But the wolf ran straight to the grandmother's house,61,Mais le loup a couru tout droit vers la maison de la grand-mère,The wolf ran straight to the grandmother's house.
Il frappa à la porte.,PORTE FRAPPER,PORTE FRAPPER ,['Past'],,and knocked on the door.,62,et frappe à la porte.,He knocked on the door.
Qui est là?,QUI ?,LA ETRE ,['Pres'],,Who's there? ,63,Qui est là ?,Who is there?
C'est le Petit Chaperon Rouge,PETIT CHAPERON ROUGE ,PETIT CHAPERON ROUGE ,['Pres'],,Little Red Riding Hood.,64,Le petit chaperon rouge.,It's Little Red Riding Hood.
Je t'apporte du gâteau et du vin.,APPORTER GATEAU VIN ,APPORTE GATEAU VIN ,<unk>,,I'm bringing you some cake and wine.,65,Je vous apporte du gâteau et du vin.,I'll bring you some cake and wine.
"Tire la chevillette, dit la grand-mère.",TIRER POIGNET GRAND MERE DIRE,TIRE CHEVILLETTE GRAND-MERE DIRE ,['Pres'],,"Open the door for me. Just press the latch, called out the grandmother.",66,"Ouvrez-moi la porte. Il suffit d'appuyer sur le loquet, dit la grand-mère.","Pull the string,"" said the grandmother."
Je suis trop faible et ne peux me lever.,FAIBLE POUVOIR LEVER,TROP FAIBLE NE POUVOIR LEVER ,['Pres']['Pres'],,I'm too weak to get up.,67,Je suis trop faible pour me lever.,I am too weak to get up.
"Le Loup tire la chevillette,",LOUP OUVRIR POIGNET,LOUP CHEVILLETTE TIRE ,['Pres'],,"The wolf pressed the latch,",68,"Le loup a appuyé sur le loquet,","The wolf pulled the string,"
la porte s'ouvre,PORTE OUVRIR,PORTE OUVRIR ,['Pres'],,and the door opened.,69,et la porte s'est ouverte.,the door opens
"et sans dire un mot, il s'approche du lit de la grand-mère",SE TAIRE APPROCHER LIT GRAND MERE,MOT DIRE LIT GRAND-MERE APPROCHE ,['Pres'],,"He stepped inside, went straight to the grandmother's bed,",70,"Il est entré et s'est dirigé vers le lit de la grand-mère,","and without saying a word, he approaches the grandmother's bed"
et l'avale.,MANGER,AVALE ,<unk>,,and ate her up.,71,et l'a dévorée.,and swallows her.
"Il enfile ses habits,",HABIT ENFILER,HABITS ENFILE ,['Pres'],,"Then he took her clothes, put them on,",72,"Puis il a pris ses vêtements et les a mis,","He puts on his clothes,"
"met sa coiffe,",COIFFE METTRE,COIFFE METTRE ,['Pres'],,and put her cap on his head.,73,et lui a posé son bonnet sur la tête.,"puts on his headdress,"
se couche dans son lit et tire les rideaux.,COUCHER LIT TIRER RIDEAU,LIT RIDEAUX COUCHE TIRE ,['Pres'],,He got into her bed and pulled the curtains shut.,74,Il s'est installé dans son lit et a tiré les rideaux.,lies down in her bed and draws the curtains.
"Pendant ce temps, le petit Chaperon Rouge avait fait la chasse aux fleurs.",MEME TEMPS PETIT CHAPERON ROUGE CUEILLIR FLEUR,TEMPS PETIT CHAPERON ROUGE CHASSE FLEURS FAIT ,['Imp']['Past'],,"Little Red Riding Hood had run after flowers,",75,"Le petit chaperon rouge avait couru après les fleurs,","Meanwhile, Little Red Riding Hood had been hunting for flowers."
"Lorsque la fillette en eut tant qu'elle pouvait à peine les porter, elle se souvint soudain de sa grand-mère et reprit la route pour se rendre auprès d'elle.",TROP FLEUR BOUQUET FILLETTE SOUVENIR SA GRAND MERE CHEMIN RETOUR MARCHER VOIR SA GRAND MERE,FILLETTE TANT PEINE AVOIR POUVOIR PORTER SOUDAIN GRAND-MERE ROUTE AUPRES SOUVENIR REPRENDRE RENDRE ,['Past']['Imp']['Pres']['Pres'],,and did not continue on her way to grandmother's until she had gathered all that she could carry.,76,et n'a pas continué son chemin vers la grand-mère avant d'avoir rassemblé tout ce qu'elle pouvait porter.,"When the little girl had so many that she could hardly carry them, she suddenly remembered her grandmother and set out to visit her."
Elle fut très étonnée de voir la porte ouverte.,PORTE OUVERTE ETONNER,TRES PORTE OUVERTE ETONNEE VOIR ,['Past']['Past'],,"When she arrived, she found, to her surprise, that the door was open.",77,"A son arrivée, elle constate, à sa grande surprise, que la porte est ouverte.",She was very surprised to see the door open.
"Et lorsqu'elle entra dans la chambre,",ENTRER CHAMBRE,CHAMBRE ENTRER ,['Fut'],,"She walked into the parlor,",78,"Elle est entrée dans le salon,","And when she entered the room,"
cela lui sembla si curieux qu'elle se dit:,PENSER CURIEUX,SI CURIEUX DIRE ,['Pres'],,and everything looked so strange that she thought:,79,et tout lui paraissait si étrange qu'elle s'est dit :,it seemed so curious to her that she thought:
"Mon dieu, comme je suis craintive aujourd'hui.",OH LALA PEUREUSE AUJOURD' HUI,DIEU CRAINTIVE AUJOURD'HUI ,['Pres'],,"Oh, my God, why am I so afraid?",80,"Oh, mon Dieu, pourquoi ai-je si peur ?","My God, how fearful I am today."
"Et, cependant, d'habitude, je suis si contente d'être auprès de ma grand-mère!",D' HABITUDE CONTENTE AUPRES MA GRAND MERE,CEPENDANT HABITUDE SI CONTENTE AUPRES GRAND-MERE ,['Pres'],,I usually like it at grandmother's.,81,Je l'aime généralement chez ma grand-mère.,"And yet, I am usually so happy to be with my grandmother!"
Elle s'écria: Bonjour! Mais nulle réponse. Elle s'approcha du lit et tira les rideaux.,CRIER BONJOUR PERSONNE REPONDRE LIT APPROCHER RIDEAUX TIRER,ECRIER BONJOUR REPONSE APPROCHA LIT RIDEAUX TIRER ,['Pres']['Pres']['Fut'],,Then she went to the bed and pulled back the curtains.,82,Elle s'est ensuite dirigée vers le lit et a tiré les rideaux.,She cried out: Hello! But there was no answer. She approached the bed and drew the curtains.
"La grand-mère y était couchée, sa coiffe tirée très bas sur son visage. Elle avait l'air bizarre.",SA GRAND MERE COUCHER COIFFE TIRER BAS BIZARRE ,GRAND-MERE COUCHEE COIFFE TRES BAS VISAGE TIREE AIR BIZARRE AVOIR ,['Imp']['Past']['Past']['Imp'],,Grandmother was lying there with her cap pulled down over her face and looking very strange.,83,"Grand-mère était allongée, le bonnet rabattu sur le visage et l'air très étrange.","The grandmother was lying there, her headdress pulled very low over her face. She looked strange."
"Oh, grand-mère, comme tu as de grandes oreilles.",OH GRAND-MERE OREILLE GRANDE ,OH GRAND-MERE TOI AS GRANDES OREILLES ,<unk>,,"Oh, grandmother, what big ears you have!",84,"Oh, grand-mère, quelles grandes oreilles tu as !","Oh, Grandma, what big ears you have."
C'est pour mieux t'entendre!,MIEUX T' ENTENDRE,MIEUX ENTENDRE ,['Pres'],,All the better to hear you with.,85,C'est d'autant mieux que l'on peut vous entendre avec.,All the better to hear you with!
"Oh! grand-mère, comme tu as de grands yeux!",OH! GRAND-MERE OEIL GRAND,GRAND-MERE TOI AS GRANDS YEUX ,<unk>,,"Oh, grandmother, what big eyes you have!",86,"Oh, grand-mère, quels grands yeux tu as !","Oh! grandmother, how big your eyes are!"
C'est pour mieux te voir!,MIEUX TE VOIR,MIEUX TE VOIR ,['Pres']['Past'],,All the better to see you with.,87,De quoi se réjouir de vous voir avec.,All the better to see you with!
"Oh! grand-mère, comme tu as de grandes mains!",OH! GRAND-MERE MAIN GRAND,GRAND-MERE TOI AS GRANDES MAINS ,<unk>,,"Oh, grandmother, what big hands you have!",88,"Oh, grand-mère, quelles grandes mains tu as !","Oh, Grandma, what big hands you have!"
C'est pour mieux t'étreindre!,MIEUX T' ETREINDRE,MIEUX T' ETREINDRE ,['Pres'],,All the better to grab you with!,89,Il n'en faut pas plus pour vous attraper !,All the better to hug you with!
"Mais, grand-mère, comme tu as une horrible et grande bouche!",GRAND-MERE HORRIBLE BOUCHE GRANDE,GRAND-MERE TOI AS HORRIBLE GRANDE BOUCHE ,<unk>,,"Oh, grandmother, what a horribly big mouth you have!",90,"Oh, grand-mère, quelle grande gueule tu as !","But, grandmother, how horrible and big your mouth is!"
C'est pour mieux te manger!,MIEUX MANGER,MIEUX MANGER ,['Pres']['Pres'],,All the better to eat you with!,91,C'est d'autant plus intéressant pour vous manger !,All the better to eat you with!
"À peine le Loup eut-il prononcé ces mots, qu'il bondit hors du lit et avala le pauvre Petit Chaperon Rouge.",LOUP BONDIR LIT AVALER PETIT CHAPERON ROUGE,PEINE LOUP MOTS AVOIR PRONONCE LIT PAUVRE PETIT CHAPERON ROUGE BONDIR AVALER ,['Past']['Past']['Past']['Past'],,"And with that he jumped out of bed, jumped on top of poor Little Red Riding Hood, and ate her up.",92,"Et c'est ainsi qu'il sauta du lit, se jeta sur le pauvre petit chaperon rouge et le dévora.","As soon as the Wolf said these words, he jumped out of bed and swallowed poor Little Red Riding Hood."
"Lorsque le Loup eut apaisé sa faim,",LOUP FAIM APAISER,LOUP FAIM APAISE ,['Past']['Past'],,"As soon as the wolf had finished this tasty bite,",93,"Dès que le loup eut terminé cette savoureuse bouchée,","When the Wolf had appeased his hunger,"
"il se recoucha, s'endormit et commença à ronfler bruyamment.",RECOUCHER ENDORMIR RONFLER BRUYAMMENT,RECOUCHER BRUYAMMENT ENDORMIR COMMENCER RONFLER ,['Pres']['Past']['Past'],,"he climbed back into bed, fell asleep, and began to snore very loudly.",94,"il est retourné dans son lit, s'est endormi et a commencé à ronfler très fort.","he went back to bed, fell asleep and began to snore loudly."
Un chasseur passait justement devant la maison.,CHASSEUR PASSER MAISON,CHASSEUR JUSTEMENT MAISON PASSER ,['Imp'],,A huntsman was just passing by.,95,Un chasseur passait par là.,A hunter was just passing by the house.
Il se dit: Comme cette vieille femme ronfle! Il faut que je voie si elle a besoin de quelque chose.,PENSER VIEILLE FEMME RONFLER BESOIN QUELQUE CHOSE ?,DIRE VIEILLE FEMME RONFLE BESOIN CHOSE FALLOIR VOIR AVOIR ,['Pres']['Pres']['Pres']['Pres'],,"He thought it strange that the old woman was snoring so loudly, so he decided to take a look.",96,Il trouva étrange que la vieille femme ronfle si fort et décida d'aller jeter un coup d'œil.,"He said to himself: ""How this old woman snores! I must see if she needs anything."
Il entre dans la chambre,SA CHAMBRE ENTRER,CHAMBRE ,<unk>,,"He stepped inside,",97,"Il est entré,",He entered the room
"et quand il arrive devant le lit, il voit que c'est un Loup qui y est couché.",LIT ARRIVER VOIR LOUP COUCHER,LIT ARRIVE LOUP VOIR COUCHE ,['Pres']['Pres']['Pres']['Pres']['Past'],,and in the bed there lay the wolf that he had been hunting for such a long time.,98,et dans le lit gisait le loup qu'il chassait depuis si longtemps.,"and when he arrives in front of the bed, he sees that it is a Wolf who is lying there."
l'idée lui vient que le Loup pourrait bien avoir avalé la grand-mère,IDEE LOUP AVALER GRAND MERE ,IDEE LOUP BIEN AVALE GRAND-MERE VENIR POUVOIR AVOIR ,['Pres']['Pres'],,"He has eaten the grandmother,",99,"Il a mangé la grand-mère,",The idea comes to him that the Wolf could well have swallowed the grandmother
et qu'il serait peut-être encore possible de la sauver.,PEUT-ETRE POSSIBLE ETRE ,PEUT-ETRE ENCORE POSSIBLE SAUVER ,['Pres'],,but perhaps she still can be saved.,100,mais peut-être qu'elle peut encore être sauvée.,and that it might still be possible to save her.
"Il ne tire pas,",PAS TIRER,NE PAS TIRE ,,,"I won't shoot him, thought the huntsman.",101,"Je ne le tuerai pas, pensa le chasseur.","He does not shoot,"
mais prend des ciseaux et commence à ouvrir le ventre du Loup endormi.,PRENDRE CISEAUX COUPER VENTRE LOUP DORMIR,CISEAUX VENTRE LOUP PRENDRE COMMENCER OUVRIR ,['Pres']['Pres'],,So he took a pair of scissors and cut open his belly.,102,Il a donc pris une paire de ciseaux et lui a ouvert le ventre.,but takes scissors and starts to open the belly of the sleeping Wolf.
À peine avait-il donné quelques coups de ciseaux qu'il aperçoit le Petit Chaperon Rouge.,COUPER CISEAUX VOIR CHAPERON ROUGE,PEINE COUPS CISEAUX PETIT CHAPERON ROUGE DONNE APERCEVOIR ,['Imp']['Past']['Pres'],,He had cut only a few strokes when he saw the red cap shining through.,103,Il n'avait coupé que quelques traits lorsqu'il a vu le capuchon rouge briller à travers.,No sooner had he made a few scissor cuts than he saw Little Red Riding Hood.
Quelques coups encore et la voilà qui sort du Loup et dit:,COUPER CISEAUX CHAPERON ROUGE SORTIR LOUP,COUPS ENCORE VOILA LOUP SORTIR DIT ,['Pres']['Past'],,"He cut a little more, and the girl jumped out and cried:",104,"Il a coupé un peu plus, et la fille a sauté et pleuré :",A few more blows and there she comes out of the Wolf and says:
Ah! comme j'ai eu peur!,CHAPERON ROUGE DIRE AH AVOIR PEUR,AH PEUR EU ,['Pres']['Past'],,"Oh, I was so frightened!",105,"Oh, j'ai eu si peur !",Ah! how scared I was!
Comme il faisait sombre dans le ventre du Loup!,SOMBRE VENTRE LOUP ,SOMBRE VENTRE LOUP FAIRE ,['Imp'],,It was so dark inside the wolf's body!,106,Il faisait si sombre dans le corps du loup !,How dark it was in the Wolf's belly!
