FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
"Renard, mon ami, lui dit-il ensuite, avance maintenant ta patte droite.",MUSICIEN DIRE RENARD AMI MON PATTE DROITE AVANCER,RENARD AMI ENSUITE DIRE AVANCE MAINTENANT PATTE DROITE ,['Pres'],,"Little fox, said he, now reach me thy right paw and he tied it to the right bough.",57,"Petit renard, dit-il, tends-moi ta patte droite et il l'attacha à la branche droite.","Fox, my friend, he said, now put your right paw forward."
"L'animal ne se le fit pas dire deux fois, et le ménétrier lui lia cette patte à l'arbre de droite.",ANIMAL ECOUTER PATTE DROITER AVANCER MUSICIEN PATTE DROITE LIER,ANIMAL NE FIT PAS DEUX FOIS DIRE MENETRIER PATTE ARBRE DROITE ,['Pres'],,"When he had examined whether they were firm enough,",58,"Après avoir vérifié si elles étaient suffisamment fermes,","The animal was not told twice, and the minstrelman tied this leg to the right tree."
"Cela fait, il lâcha les deux arbustes qui se redressèrent soudain,",FINIR MUSICIEN LACHER ARBRES ARBRES REDRESSER,FAIRE LACHA DEUX ARBUSTES SOUDAIN REDRESSER ,['Pres']['Pres'],,"he let go,and the bushes sprang up again,",59,"Il a lâché prise et les buissons se sont remis à pousser,","This done, he let go the two shrubs that suddenly stood up,"
emportant avec eux dans l'air le renard,RENARD ATTACHER ARBRE ,AIR RENARD EMPORTANT ,['Pres'],,"and jerked up the little fox,",60,"et a soulevé le petit renard d'un coup sec,",carrying with them in the air the fox
qui resta suspendu et se débattit vainement.,SUSPENDRE ESSAYER DEBATTRE ABANDONNER,VAINEMENT RESTER SUSPENDU ,['Pres']['Past'],,so that it hung struggling in the air.,61,de manière à ce qu'il se débatte dans l'air.,who remained suspended and struggled in vain.
"Attends-moi jusqu'à ce que je revienne, dit le musicien.",MUSICIEN DIRE ATTENDRE MOI REVENIR,ATTENDS REVENIR MUSICIEN DIRE ,['Pres']['Pres'],,"Wait there till I come back again, said the musician,",62,"Attends là jusqu'à ce que je revienne, dit le musicien,","Wait for me until I come back, said the musician."
Et il continua sa route.,MUSICIEN CHEMIN MARCHER,ROUTE CONTINUER ,['Pres'],,and went his way.,63,et s'en alla.,And he continued on his way.
"A nouveau, il se fait à lui même :",ENCORE PENSER,NOUVEAU MEME FAIRE ,['Pres'],,"Again he said to himself,",64,"Il se dit à nouveau,","Again, he does it to himself:"
Le temps me semble long dans cette forêt;,TEMPS LONG ICI,TEMPS LONG FORET SEMBLE ,['Pres'],,"Time is beginning to pass heavily with me here in the forest,",65,"Le temps commence à s'écouler lourdement pour moi, ici dans la forêt,",Time seems long in this forest;
il faut que je tâche de me procurer un autre compagnon.,ESSAYER TROUVER AUTRE COMPAGNON,AUTRE COMPAGNON FALLOIR TACHE PROCURER ,['Pres']['Pres'],,"I will fetch hither another companion,",66,"Je vais chercher ici un autre compagnon,",I must try to get another companion.
"En conséquence, il prit son violon,",ALORS PRENDRE VIOLON,CONSEQUENCE VIOLON PRENDRE ,['Pres'],,"so he took his fiddle,",67,"Il a donc pris son violon,","Consequently, he took his violin,"
et les accords qu'il en tira retentirent à travers le bois.,JOUER VIOLON BOIS AIR DISPERSER,ACCORDS RETENTIRENT TRAVERS BOIS TIRER ,['Fut'],,and the sound echoed through the forest.,68,et le son se répercute dans la forêt.,and the chords he played echoed through the woods.
"Alors arriva, à bonds légers, un levraut.",LIEVRE ARRIVER BONDIR DOUCEMENT,ALORS ARRIVER BONDS LEGERS LEVRAUT ,['Pres'],,Then a little hare came springing towards him.,69,C'est alors qu'un petit lièvre s'élança vers lui.,"Then came, with light jumps, a leopard."
"Ah! voilà un levraut, se dit le musicien.",MUSICIEN DIRE AH ! VOILA LIEVRE !,AH LEVRAUT VOILA MUSICIEN DIRE ,['Past']['Pres'],,"Why, a hare is coming, said the musician, ",70,"Un lièvre arrive, dit le musicien,","Ah! here is a dog, said the musician."
Ce n'est pas là le compagnon que je désire.,COMPAGNON LUI PAS VOULOIR,PAS LA COMPAGNON DESIRE ,['Pres'],,I do not want him.,71,Je ne veux pas de lui.,This is not the companion I want.
"Eh! cher musicien, dit le levraut,",EH ! MUSICIEN !,CHER MUSICIEN LEVRAUT DIRE ,['Pres'],,"Ah, dear musician, said the hare,",72,"Ah, cher musicien, dit le lièvre,","Eh! dear musician, says the dog,"
que tu joues bien!,JOUER BIEN,TOI JOUES BIEN ,<unk>,,how beautifully thou dost fiddle;,73,comme tu joues bien du violon ;,that you play well!
je voudrais bien apprendre ton art.,MOI VOULOIR APPRENDRE TON ART ?,BIEN VOULOIR APPRENDRE ,['Pres'],,"I too, should like to learn that.",74,"Moi aussi, j'aimerais apprendre cela.",I would like to learn your art.
"La chose est facile, répondit le ménétrier,",FACIL MUSICIEN REPONDRE,CHOSE FACILE MENETRIER REPONDRE ,['Pres']['Past']['Pres'],,"That is soon learnt, said the musician,",75,"On l'apprendra bientôt, a déclaré le musicien,","It's easy, replied the minstrelsy,"
il suffit pour cela que tu fasses exactement tout ce que je te dirai.,COPIER MOI ECOUTER MOI DIRE,TOI FASSES TOUT SUFFIRE EXACTEMER TE DIRE ,['Past']['Pres']['Imp']['Fut'],,thou hast only to do everything that I bid thee.,76,tu n'as qu'à faire tout ce que je te demande.,It is enough for you to do exactly what I tell you.
"Oh! cher musicien, reprit le levraut,",LIEVRE DIRE OH ! MUSICIEN !,CHER MUSICIEN LEVRAUT REPRIT ,['Past'],,"Oh, musician, replied the little hare,",77,"Oh, musicien, répondit le petit lièvre,","Oh! dear musician, said the dog,"
je te promets de t'obéir comme un écolier obéit à son maître.,PROMETTRE OBEIR TOI COMME ECOLIER OBEIR SON MAITRE,PROMETS T' ECOLIER MAITRE TE OBEIR OBEIT ,['Pres']['Past']['Past'],,I will obey thee as a scholar obeys his master.,78,Je t'obéirai comme un érudit obéit à son maître.,I promise to obey you as a schoolboy obeys his teacher.
"Ils cheminèrent quelque temps ensemble, puis ils arrivèrent à un endroit moins sombre du bois",MARCHER ENSEMBLE ARRIVER BOIS LUMINEUX,TEMPS ENSEMBLE CHEMINER ENDROIT MOINS SOMBRE BOIS ARRIVER ,['Imp']['Pres'],,"They went a part of the way together until they came to an open space in the forest,",79,"Ils firent un bout de chemin ensemble jusqu'à ce qu'ils arrivent à un espace ouvert dans la forêt,","They walked together for some time, then came to a less dark place in the woods"
où se trouvait un peuplier.,PEUPLIER ICI,PEUPLIER TROUVER ,['Imp'],,where stood an aspen tree.,80,où se trouvait un tremble.,where there was a poplar tree.
Le musicien attacha au cou du levraut une longue corde,MUSICIEN CORDE ATTACHER COU LIEVRE,MUSICIEN ATTACHA COU LEVRAUT LONGUE CORDE ,<unk>,,"The musician tied a long string round the little hare's neck,",81,"Le musicien attache une longue corde au cou du petit lièvre,",The musician tied a long rope around the dog's neck
qu'il noua au peuplier par l'autre bout.,ATTACHER CORDE PEUPLIER,PEUPLIER AUTRE BOUT NOUER ,['Fut'],,the other end of which he fastened to the tree.,82,dont il fixa l'autre extrémité à l'arbre.,which he tied to the poplar tree at the other end.
"Maintenant alerte! ami levraut,",MUSICIEN DIRE MAINTENANT ALERTE ! AMI LIEVRE,MAINTENANT ALERTE AMI LEVRAUT ,<unk>,,"Now briskly, little hare,",83,"Maintenant, vivement, petit lièvre,","Now alert! friend levraut,"
fais-moi vingt fois en sautant le tour de l'arbre.,ARBRE SAUTER AUTOUR 20 FOIS,FAIS VINGT FOIS TOUR ARBRE SAUTANT ,['Pres'],,"run twenty times round the tree! cried the musician,",84,"faire vingt fois le tour de l'arbre ! s'écria le musicien,",do me twenty times by jumping around the tree.
"Le levraut obéit; et quand il eut fait vingt fois le tour commandé,",LIEVRE OBEIR FINIR 20 FOIS SAUTER ARBRE AUTOUR,LEVRAUT OBEIT VINGT FOIS TOUR COMMANDE AVOIR FAIT ,['Past']['Past'],,"and the little hare obeyed, and when it had run round twenty times,",85,"et le petit lièvre obéit, et quand il eut fait vingt fois le tour,","The dog obeyed; and when he had made twenty times the ordered turn,"
"la corde était enroulée vingt fois autour de l'arbre,",ARBRE CORDE ENROULE 20 FOIS,CORDE VINGT AUTOUR ARBRE ENROULEE ,['Imp']['Past'],,"it had twisted the string twenty times round the trunk of the tree,",86,"il avait entortillé la ficelle vingt fois autour du tronc de l'arbre,","the rope was wrapped twenty times around the tree,"
"si bien que le levraut se trouva captif,",LIEVRE BLOQUER,BIEN LEVRAUT CAPTIF TROUVER ,['Past'],,"and the little hare was caught,",87,"et le petit lièvre fut attrapé,","so that the leopard found himself captive,"
"et il eut beau tirer de toutes ses forces,",LIEVRE ESSAYER TIRER FORT,BEAU TOUTES FORCES AVOIR TIRER ,['Past'],,"and let it pull and tug as it liked,",88,"et le laisser tirer et tirer à sa guise,","and he had to pull with all his strength,"
il ne réussit qu'à se meurtrir le cou avec la corde.,LIEVRE BLESSER CORDE COU,NE COU CORDE REUSSIR MEURTRIR ,,,it only made the string cut into its tender neck.,89,la corde n'a fait qu'entailler son cou tendre.,he only managed to bruise his neck with the rope.
"Attends-moi jusqu'à ce que je revienne, dit le musicien. Et il poursuivit sa route.",MUSICIEN DIRE ATTENDRE MOI REVENIR MUSICIEN CHEMIN MARCHER,ATTENDS REVENIR MUSICIEN DIRE ROUTE POURSUIVRE ,['Pres']['Pres']['Pres'],,"Wait there till I come back, said the musician, and went onwards.",90,"Attends-moi là jusqu'à ce que je revienne, dit le musicien, et il se remit en route.","Wait for me until I come back, said the musician. And he continued on his way."
"Cependant à force de tirer, de s'agiter, de mordre la pierre et de travailler en tous sens, le loup avait fini par rendre la liberté à ses pattes",MAIS PATTES AVANT LOUP TIRER MORDRE BOUGER TOUT SENS LIBERER PATTES LOUP,CEPENDANT FORCE TIRER AGITER PIERRE SENS MORDRE TRAVAILLER LOUP LIBERTE PATTES FINI RENDRE ,['Imp']['Past'],,"The wolf, in the meantime, had pushed and pulled and bitten at the stone, and had worked so long that he had set his feet at liberty",91,"Pendant ce temps, le loup avait poussé, tiré et mordu la pierre, et il avait travaillé si longtemps qu'il avait les pieds libres","However, by dint of pulling, stirring, biting the stone and working in all directions, the wolf had finally given freedom to his paws"
en les retirant de la fente.,PATTES RETIER FENTE,RETIRANT FENTE ,<unk>,,and had drawn them once more out of the cleft.,92,et les avait tirés une fois de plus hors de la fente.,by removing them from the slot.
"Plein de colère et de rage,",COLERE ENERVER,PLEIN COLERE RAGE ,<unk>,,Full of anger and rage ,93,Plein de colère et de rage,"Full of anger and rage,"
il se mit à la poursuite du musicien,LOUP POURSUIVRE MUSICIEN,POURSUITE MUSICIEN METTRE ,['Past'],,he hurried after the musician,94,il s'empresse de suivre le musicien,he went after the musician
qu'il se promettait de mettre en pièces.,PROMETTRE MOI COUPER MORCEAU,PIECES PROMETTRE METTRE ,['Imp'],,and wanted to tear him to pieces.,95,et voulait le mettre en pièces.,that he promised himself to tear to pieces.
"Lorsque le renard l'aperçut qui arrivait au galop,",RENARD APPECEVOIR LOUP GALOP ARRIVER,RENARD APERCUT GALOP ARRIVER ,['Imp'],,"When the fox saw him running, ",96,"Quand le renard l'a vu courir,","When the fox saw him coming at a gallop,"
il se prit à gémir,RENARD GEMIR,GEMIR PRENDRE ,['Pres'],,"he began to lament,",97,"il a commencé à se lamenter,",he began to moan
et à crier de toutes ses forces:,CRIER FORT,CRIER TOUTES FORCES ,<unk>,,"and cried with all his might,",98,"et cria de toutes ses forces,",and to shout with all his strength:
"Frère loup, viens à mon secours!",LOUP SECOURIR MOI,FRERE LOUP VIENS SECOURS ,<unk>,,"Brother wolf, come to my help,",99,"Frère loup, viens à mon aide,","Brother wolf, come to my rescue!"
le musicien m'a trompé.,MUSICIEN PIEGER MOI,MUSICIEN TROMPE ,['Pres']['Past'],,the musician has betrayed me!,100,le musicien m'a trahi !,the musician deceived me.
"Le loup inclina les deux arbustes,",ARBUSTES LOUP INCLINER,LOUP DEUX ARBUSTES INCLINER ,['Past'],,"The wolf drew down the little tree,",101,"Le loup abattit le petit arbre,","The wolf tilted the two shrubs,"
"rompit les cordes d'un coup de dent, et rendit la liberté au renard",DENTS LOUP COUPER CORDE LIBRE RENARD,CORDES COUP DENT ROMPRE LIBERTE RENARD RENDRE ,['Pres']['Past'],,"bit the cord in two, and freed the fox,",102,"a coupé la corde en deux et a libéré le renard,",broke the ropes with his teeth and gave the fox his freedom
