FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
il se disait: On va le dégourdir un peu.,PERE PENSER CA VA LE BOUGER,DIRE PEU ALLER DEGOURDIR ,['Imp']['Pres'],,"for he thought, It will train the boy a little.",44,car il s'est dit que cela lui permettrait de s'entraîner un peu.,he said to himself :  Let's stretch him a bit.
Le bedeau l'amena donc chez lui et lui confia la tâche de sonner les cloches.,MONSIEUR EGLISE AMENER FILS SA MAISON MONSIEUR CONFIER MISSION LUI SONNER CLOCHE,BEDEAU DONC TACHE CLOCHES AMENER SONNER ,['Past'],,"The sexton therefore took him into his house, and he had to ring the bell.",45,Le sacristain le fit donc entrer dans sa maison et il dut sonner la cloche.,So the beadle took him home and gave him the task of ringing the bells.
"Au bout de quelque temps,",QUELQUE TEMPS APRES,BOUT TEMPS ,<unk>,,"After a day or two,",46,"Après un jour ou deux,","After some time,"
son maître le réveilla à minuit et lui demanda de se lever et de monter au clocher pour carillonner.,SON MAITRE LE REVEILLER MINUIT DEMANDER SE LEVER MONTER CLOCHER POUR SONNER CLOCHE,MAITRE REVEILLA MINUIT DEMANDA CLOCHER LEVER MONTER CARILLONNER ,,,"the sexton awoke him at midnight, and bade him arise and go up into the church tower and ring the bell.",47,"Le sacristain le réveilla à minuit et lui demanda de se lever, de monter dans le clocher et de sonner la cloche.",his master woke him up at midnight and asked him to get up and go to the bell tower to ring the bells.
"Tu vas voir ce que c'est que d'avoir peur, songeait-il.",MONSIEUR EGLISE PENSER TOI VOIR TOI PEUR,QUE PEUR VOIR ETRE AVOIR SONGER ,['Pres']['Imp'],,"Thou shalt soon learn what shuddering is, thought he,",48,"Tu apprendras bientôt ce qu'est un frisson, pensa-t-il,","You'll see what it's like to be afraid, he thought."
"Il quitta secrètement la maison et quand le garçon fut arrivé en haut du clocher,",LUI QUITTER SECRETEMENT MAISON QUAND GARCON ARRIVER EN HAUT EGLISE,MAISON GARCON HAUT CLOCHER QUITTER SECRETEMER ARRIVE ,['Pres']['Pres']['Past']['Past'],,"and secretly went there before him; and when the boy was at the top of the tower and turned round,",49,"et le devança en secret. Quand le garçon fut au sommet de la tour, il se retourna,","He secretly left the house and when the boy reached the top of the bell tower,"
"comme il s'apprêtait à saisir les cordes,",JUSTE COMMENCER ATTRAPER CORDE,CORDES APPRETER SAISIR ,['Imp'],,"and was just going to take hold of the bell rope,",50,"et s'apprêtait à saisir la corde de la cloche,","as he was about to grab the ropes,"
"il vit dans l'escalier, en dessous de lui, une forme toute blanche.",LUI VOIR ESCALIER DESSOUS LUI FORME TOUTE BLANCHE,ESCALIER VOIR DESSOUS FORME TOUTE BLANCHE ,['Pres'],,he saw a white figure standing on the stairs opposite the sounding hole.,51,il aperçoit une silhouette blanche qui se tient sur l'escalier en face du trou de sonde.,"he saw in the staircase, below him, a white shape."
Qui va là? cria-t-il.,LUI CRIER QUI LA ?,LA CRIA -T ALLER ,['Pres'],,"Who is there? cried he,",52,"Qui est là ? s'écria-t-il,",Who goes there? he shouted.
"L'apparition ne répondit pas, ne bougea pas.",FORME BLANCHE PAS REPONDRE PAS BOUGER,APPARITION NE PAS REPONDRE NE PAS BOUGER ,['Pres']['Pres'],,"but the figure made no reply, and did not move or stir.",53,"mais la silhouette ne répondit pas, ne bougea pas et ne s'agita pas.","The apparition did not answer, did not move."
Réponds! cria le jeune homme. Ou bien décampe!,JEUNE HOMME REPONDRE REPONDS ! SI TOI PAS REPONDRE SORT !,REPONDS CRIA JEUNE HOMME BIEN DECAMPE ,<unk>,,"Give an answer, cried the boy, or take thy self off,",54,"Réponds, s'écria le garçon, ou retire-toi,",Answer! shouted the young man. Or else get out of here!
Tu n'as rien à faire ici!,TOI PAS PLACE ICI !!,ICI AVOIR FAIRE ,['Imp'],,thou hast no business here at night.,55,Tu n'as rien à faire ici la nuit.,You don't belong here!
Le bedeau ne bougeait toujours pas.,MONSIEUR EGLISE PAS BOUGER,BEDEAU NE TOUJOURS PAS BOUGER ,['Imp'],,"The sexton, however, remained standing motionless",56,"Le sacristain, lui, est resté immobile",The beadle still did not move.
Il voulait que le jeune homme le prit pour un fantôme.,MONSIEUR VOULOIR JEUNE HOMME CROIRE LUI FANTOME,JEUNE HOMME PRIT FANTOME VOULOIR ,['Imp'],,that the boy might think he was a ghost.,57,que le garçon pourrait penser qu'il est un fantôme.,He wanted the young man to think he was a ghost.
"Pour la deuxième fois, celui-ci cria:",ENCORE FILS CRIER,DEUXIEME FOIS CRIA ,<unk>,,"The boy cried a second time, ",58,"Le garçon a pleuré une deuxième fois,","For the second time, he shouted"
Que viens-tu faire ici?,POURQUOI TOI VENIR ICI !?,VIENS ICI FAIRE ,,,What do you want here?,59,Que voulez-vous ici ?,What are you doing here?
Parle si tu es honnête homme.,SI TOI HONNETE HOMME PARLE !,PARLE TOI HONNETE HOMME ,['Pres'],,"speak if thou art an honest fellow,",60,"Parle si tu es un honnête homme,",Speak up if you are an honest man.
Sinon je te jette au bas de l'escalier.,SINON MOI TE JETER EN BAS ,SINON BAS ESCALIER TE JETER ,['Pres']['Pres'],,or I will throw thee down the steps!,61,ou je te jette en bas des marches !,Otherwise I'll throw you down the stairs.
Le bedeau pensa: Il n'en fera rien.,MONSIEUR EGLISE PENSER PFF LUI RIEN FAIRE,BEDEAU PENSA FAIRE ,['Fut'],,"The sexton thought, he can't intend to be as bad as his words,",62,"Le sacristain se dit qu'il n'a pas l'intention d'être aussi mauvais qu'il le dit,",The beadle thought :  He won't do anything about it.
Il ne répondit pas et resta sans bouger.,PAS REPONDRE PAS BOUGER,NE PAS BOUGER REPONDRE RESTER ,['Past']['Pres'],,uttered no sound and stood ,63,n'a pas émis de son et est resté debout,He did not answer and remained motionless.
Comme s'il était de pierre.,COMME SI LUI PIERRE,PIERRE ,['Imp'],,as if he were made of stone.,64,comme s'il était fait de pierre.,As if it were made of stone.
"Alors le garçon l'avertit pour la troisième fois et comme le fantôme ne répondait toujours pas,",GARCON AVERTIR ENCORE TROISIEME FOIS FANTOME TOUJOURS PAS REPONDRE,ALORS GARCON AVERTIT TROISIEME FOIS FANTOME NE TOUJOURS PAS REPONDRE ,['Imp'],,"Then the boy called to him for the third time, and as that was also to no purpose,",65,"Le garçon l'appela pour la troisième fois, mais en vain,","Then the boy warned him for the third time and as the ghost still did not answer,"
il prit son élan et le précipita dans l'escalier.,ELAN COURIR DANS ESCALIER,ELAN ESCALIER PRENDRE PRECIPITER ,['Pres']['Past'],,"he ran against him and pushed the ghost down the stairs,",66,"il s'est heurté à lui et a poussé le fantôme dans les escaliers,",he took his momentum and rushed him down the stairs.
L'apparition dégringola d'une dizaine de marches et resta là allongée.,FORME DEGRINGOLER TOMBER BAS ESCALIER RESTER ALLONGER,APPARITION DIZAINE MARCHES LA DEGRINGOLA RESTER ALLONGEE ,['Past']['Pres']['Past'],,so that it fell down ten steps and remained lying there in a corner.,67,de sorte qu'il a dégringolé une dizaine de marches et est resté couché dans un coin.,The apparition tumbled down a dozen steps and lay there.
"Le garçon fit sonner les cloches,",GARCON CLOCHE SONNER,GARCON FIT CLOCHES SONNER ,,,"Thereupon he rang the bell,",68,"Il a alors sonné la cloche,","The boy rang the bells,"
"rentra à la maison,",MAISON RENTRER,MAISON RENTRER ,['Fut'],,"went home,",69,"est rentré chez lui,","went home,"
se coucha sans souffler mot et s'endormit.,SE COUCHER SANS RIEN DIRE S'ENDORMIR,COUCHA MOT ENDORMIT SOUFFLER ,,,"and without saying a word went to bed, and fell asleep.",70,"et, sans dire un mot, se coucha et s'endormit.",went to bed without saying a word and fell asleep.
La femme du bedeau attendit longtemps son mari.,FEMME DU MONSIEUR EGLISE L'ATTENDRE LONGTEMPS,FEMME BEDEAU LONGTEMPS MARI ATTENDIT ,['Past'],,"The sexton's wife waited a long time for her husband,",71,"La femme du sacristain a longtemps attendu son mari,",The beadle's wife waited a long time for her husband.
Mais il ne revenait pas.,MAIS LUI PAS RENTRER,NE PAS REVENIR ,['Imp'],,but he did not come back.,72,mais il n'est pas revenu.,But he didn't come back.
"Finalement, elle prit peur, réveilla le jeune homme et lui demanda:",ELLE PEUR REVEILLER JEUNE HOMME LUI DEMANDER,FINALEMENT PEUR PRENDRE JEUNE HOMME DEMANDA REVEILLER ,['Pres']['Past'],,"At length she became uneasy, and wakened the boy, and asked,",73,"Elle finit par se sentir mal à l'aise, réveilla le garçon et lui demanda,","Finally, she got scared, woke up the young man and asked him"
Sais-tu où est resté mon mari?,TOI SAVOIR OU MON MARI ?,SAIS TOI MARI RESTE ,['Pres']['Past'],,Dost thou not know where my husband is?,74,Ne sais-tu pas où se trouve mon mari ?,Do you know where my husband stayed?
Il est monté avant toi au clocher.,LUI MONTER CLOCHER AVANT TOI,TOI CLOCHER MONTE ,['Pres']['Past'],,He climbed up the tower before thou didst.,75,Il a escaladé la tour avant toi.,He went up before you to the bell tower.
"Non, répondit-il, je ne sais pas.",LUI REPONDRE NON MOI PAS SAVOIR,NON REPONDIT NE PAS SAVOIR ,['Pres'],,"No, I don't know, replied the boy,",76,"Non, je ne sais pas, répond le garçon,","No, he replied, I don't know."
"Mais il y avait quelqu'un dans l'escalier et comme cette personne ne répondait pas à mes questions et ne voulait pas s'en aller,",MAIS QUELQU'UN DANS ESCALIER CETTE PERSONNE PAS REPONDRE MES QUESTIONS LUI PAS VOULOIR PARTIR,ESCALIER PERSONNE NE PAS QUESTIONS NE PAS AVOIR QUELQU' REPONDRE VOULOIR ALLER ,['Imp']['Past']['Imp']['Imp'],,"but some one was standing by the sounding hole on the other side of the steps, and as he would neither give an answer nor go away,",77,"mais quelqu'un se tenait près du trou de sonde, de l'autre côté des marches, et comme il ne voulait ni répondre ni s'en aller,","But there was someone on the stairs and since this person did not answer my questions and did not want to leave,"
je l'ai prise pour un coquin et l'ai jetée au bas du clocher.,LUI PENSER MALIN MOI LE JETER EN BAS CLOCHER,PRISE COQUIN BAS CLOCHER JETEE ,['Pres']['Pres']['Past'],,"I took him for a scoundrel, and threw him downstairs,",78,"Je l'ai pris pour un vaurien et je l'ai jeté en bas,",I took her for a rascal and threw her down the bell tower.
"Allez-y, vous verrez bien si c'était votre mari.",ALLEZ VOIR SI VOTRE MARI,ALLEZ BIEN MARI VOIR ,['Pres']['Imp'],,just go there and you will see if it was he.,79,Allez-y et vous verrez si c'est bien lui.,"Go ahead, you'll see if it was your husband."
Je le regretterais.,SI LUI MOI REGRETTER,REGRETTER ,['Pres'],,I should be sorry if it were.,80,Je serais désolé si c'était le cas.,I would regret it.
"La femme s'en fut en courant et découvrit son mari gémissant dans un coin, une jambe cassée.",FEMME COURIR VOIR DECOUVRIR SON MARI ALLONGER SOUFFRIR DANS COIN SA JAMBE CASSE,FEMME COURANT MARI COIN GEMISSANT JAMBE CASSEE ,['Past']['Pres'],,"The woman ran away and found her husband, who was lying moaning in the corner, and had broken his leg.",81,"La femme s'enfuit et trouve son mari, qui gémit dans un coin et s'est cassé la jambe.",The wife ran out and found her husband groaning in the corner with a broken leg.
"Elle le ramena à la maison,",ELLE LE RAMENER MAISON,MAISON RAMENER ,['Past'],,"She carried him down,",82,"Elle l'a porté jusqu'en bas,","She took him home,"
puis se rendit en poussant de grands cris chez le père du jeune homme:,ALLER CHEZ PERE DU JEUNE HOMME CRIER ,GRANDS PERE JEUNE HOMME RENDRE POUSSANT CRIS ,['Past']['Pres']['Past'],,and then with loud screams she hastened to the boy's father.,83,"puis, en poussant de grands cris, elle s'est précipitée vers le père de l'enfant.",and then went to the young man's father's house with a great shout
"Votre garçon a fait des malheurs, lui dit-elle.",ELLE DIRE VOTRE GARCON MALHEUR,GARCON MALHEURS FAIT DIRE ,['Pres']['Past']['Pres'],,"Your boy, cried she, has been the cause of a great misfortune!",84,"Votre garçon, s'écria-t-elle, a été la cause d'un grand malheur !","Your boy has made a mess of things, she told him."
"Il a jeté mon mari au bas de l'escalier, où il s'est cassé une jambe.",VOTRE FILS JETER MON MARI ESCALIER EN BAS SA JAMBE CASSE,MARI BAS ESCALIER JETE JAMBE CASSE ,['Pres']['Past']['Pres']['Past'],,He has thrown my husband down the steps and made him break his leg.,85,Il a jeté mon mari dans les escaliers et lui a cassé la jambe.,"He threw my husband down the stairs, where he broke his leg."
Débarrassez notre maison de ce vaurien!,DEBARASSER LUI INUTILE NOTRE MAISON,MAISON VAURIEN ,<unk>,,Take the good-for-nothing fellow away from our house.,86,Emmenez ce bon à rien loin de notre maison.,Rid our house of this scoundrel!
Le père était bien inquiet.,PERE INQUIET,PERE BIEN INQUIET ,['Imp'],,"The father was terrified,",87,"Le père était terrifié,",The father was very worried.
Il alla chercher son fils et lui dit:,FILS ALLER CHERCHER DIRE ,FILS ALLER CHERCHER DIRE ,['Past']['Pres'],,and ran thither and scolded the boy.,88,et courut vers lui et le gronda.,He went to find his son and said to him
"Quelles sont ces façons, mécréant!",TOI COMPORTEMENTS HORRIBLE,QUELLES FACONS MECREANT ,['Pres']['Pres'],,"What wicked tricks are these? said he,",89,"Quels sont ces mauvais tours ? dit-il,","What are these ways, miscreant!"
C'est le diable qui te les inspire!,TOI IMITER DIABLE !,DIABLE INSPIRE TE ,['Pres']['Imp'],,the devil must have put this into thy head.,90,Le diable a dû te mettre ça dans la tête.,It is the devil who inspires you!
"Écoutez-moi, père, répondit-il.",FILS REPONDRE PERE ECOUTEZ MOI,-MOI PERE REPONDRE ,['Pres'],,"Father, he replied, do listen to me.",91,"Père, répondit-il, écoutez-moi.","Listen to me, Father, he replied."
Je suis totalement innocent.,MOI INNOCENT,TOTALEMENT INNOCENT ,['Pres'],,I am quite innocent.,92,Je suis tout à fait innocent.,I am totally innocent.
"Il se tenait là, dans la nuit, comme quelqu'un qui médite un mauvais coup.",LUI DANS NUIT RESTER IMMOBILE COMME QUELQU'UN PREPARE FARCE,LA TENIR NUIT MAUVAIS MEDITE COUP ,['Imp']['Pres']['Past'],,He was standing there by night like one who is intending to do some evil.,93,"Il se tenait là, de nuit, comme quelqu'un qui a l'intention de faire le mal.","He stood there in the night, like someone who was planning a bad move."
"Je ne savais pas qui c'était et, par trois fois, je lui ai demandé de répondre ou de partir.",MOI PAS SAVOIR QUI TROIS FOIS MOI DEMANDER REPONDRE OU PARTIR PERSONNE REPONDRE,NE PAS SAVOIR TROIS FOIS DEMANDE REPONDRE PARTIR ,['Pres']['Imp']['Pres']['Past'],,"I did not know who it was, and I entreated him three times either to speak or to go away.",94,"Je ne savais pas qui c'était, et je l'ai prié trois fois de parler ou de s'en aller.",I didn't know who it was and three times I asked him to answer or leave.
"Ah! dit le père, tu ne me feras que des misères.",PERE REPONDRE AH TOI ME DONNER PROBLEME,AH PERE DIT TOI NE MISERES FAIRE ,['Past']['Pres'],,"Ah, said the father, I have nothing but unhappiness with you.",95,"Ah, dit le père, je ne suis que malheureux avec vous.","Ah! said the father, you will only make me miserable."
Disparais! ,VAS T'EN DISPARAITRE,DISPARAIS ,<unk>,,Go out of my sight. I will see thee no more.,96,Disparais de ma vue. Je ne te verrai plus.,Disappear! 
"Volontiers, père.",FILS REPONDRE OK PAS DE PROBLEME ,VOLONTIERS PERE ,<unk>,,"Yes, father, right willingly,",97,"Oui, mon père, très volontiers,","Gladly, Father."
Attendez seulement qu'il fasse jour.,S'IL TE PLAIT ATTENDRE JOUR,ATTENDEZ SEULEMENT JOUR FAIRE ,['Pres'],,wait only until it is day.,98,n'attendre que le jour.,Just wait until it's light.
Je voyagerai pour apprendre à frissonner.,MOI VOYAGER POUR APPRENDRE PEUR,VOYAGER APPRENDRE FRISSONNER ,['Fut'],,"Then will I go forth and learn how to shudder,",99,"Alors, je partirai et j'apprendrai à trembler,",I will travel to learn to shiver.
