FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
"Dites donc, monsieur le curé, où courez-vous ainsi?",,,,,,108,,"Say, Monsieur le Cure, where are you running to?"
"Nous avons encore un baptême aujourd'hui,",,,,,,109,,"We have another baptism today,"
ne l'oubliez pas!,,,,,,110,,don't forget it!
Il s'approcha de lui,,,,,,111,,He approached him
le prit par la manche,,,,,,112,,took him by the sleeve
il ne put plus se détacher.,,,,,,113,,he couldn't tear himself away.
"Tous les cinq couraient ainsi,",,,,,,114,,"All five ran like this,"
"les uns derrière les autres,",,,,,,115,,"one behind the other,"
lorsqu'ils rencontrèrent deux paysans avec des bêches qui rentraient des champs.,,,,,,116,,when they met two peasants with spades returning from the fields.
"Le curé les appela au secours, leur demandant de les détacher,",,,,,,117,,"The priest called for help, asking them to untie them,"
lui et le sacristain.,,,,,,118,,him and the sexton.
"Mais à peine eurent-ils touché le sacristain,",,,,,,119,,"But no sooner had they touched the sexton,"
les deux paysans furent collés à leur tour.,,,,,,120,,the two peasants were glued together.
Ils étaient maintenant sept à courir derrière le Bêta avec son oie dans les bras.,,,,,,121,,There were now seven of them running after the Beta with his goose in his arms.
"Ils arrivèrent dans une ville,",,,,,,122,,"They arrived in a town,"
régnait un roi qui avait une fille,,,,,,123,,reigned a king who had a daughter
si triste que personne n'avait jamais réussi à lui arracher un sourire.,,,,,,124,,so sad that no one had ever been able to wring a smile out of him.
Le roi proclama donc qu'il donnerait sa fille à celui qui réussirait à la faire rire.,,,,,,125,,So the king proclaimed that he would give his daughter to whoever could make her laugh.
"Le Bêta l'apprit et aussitôt il se dirigea au palais,",,,,,,126,,"The Beta heard this and immediately headed for the palace,"
avec son oie et toute sa suite.,,,,,,127,,with his goose and entourage.
"Dès que la princesse aperçut ce défilé étrange,",,,,,,128,,"As soon as the princess caught sight of this strange parade,"
"les uns courant derrière les autres,",,,,,,129,,"one running behind the other,"
elle se mit à rire très fort.,,,,,,130,,she laughed out loud.
"Le Bêta réclama aussitôt le mariage, mais",,,,,,131,,"The Beta immediately demanded the wedding, but"
le roi n'avait pas envie d'un tel gendre.,,,,,,132,,the king didn't want such a son-in-law.
"Il tergiversait et faisait des manières,",,,,,,133,,"He procrastinated and made a fuss,"
pour déclarer finalement que,,,,,,134,,to finally declare that
le Bêta devait d'abord trouver,,,,,,135,,Beta first had to find
un homme qui serait capable de boire,,,,,,136,,a man who would be able to drink
une cave pleine de vin.,,,,,,137,,a cellar full of wine.
Le petit bonhomme gris serait certainement de bon conseil,,,,,,138,,The little grey man would certainly be able to help.
"consentirait peut-être à l'aider,",,,,,,139,,"might agree to help him,"
il partit dans la forêt. ,,,,,,140,,he set off into the forest.
À l'endroit précis où se trouvait l'arbre abattu par le Bêta était assis un homme au visage triste. ,,,,,,141,,"On the very spot where the tree felled by the Beta had stood, sat a man with a sad face."
Le Bêta lui demanda ce qu'il avait.,,,,,,142,,The Beta asked him what was wrong.
"J'ai grand-soif, répondit l'homme,",,,,,,143,,"I'm thirsty,"" replied the man,"
je n'arrive pas à l'étancher. ,,,,,,144,,I can't quench it.
Je ne supporte pas l'eau. ,,,,,,145,,I can't stand water.
"J'ai bu, il est vrai, un fût entier de vin, ",,,,,,146,,"It's true, I drank an entire barrel of wine,"
mais c'est comme si on faisait tomber une goutte sur une pierre chauffée à blanc.,,,,,,147,,but it's like dropping a drop on a white-hot stone.
"Je peux t'aider, dit le Bêta. ",,,,,,148,,"I can help you,"" says the Beta."
"Viens avec moi, tu verras, tu auras de quoi boire.",,,,,,149,,"Come with me, you'll see, you'll have something to drink."
Il le conduisit dans la cave du roi. ,,,,,,150,,He led him into the king's cellar.
L'homme commença à boire le vin et il but et but jusqu'à en avoir mal au ventre. ,,,,,,151,,"The man began to drink the wine, and drank and drank until his stomach hurt."
"À la fin de la journée, il avait tout bu.",,,,,,152,,"By the end of the day, he had drunk it all."
"Le Bêta réclama de nouveau le mariage, mais ",,,,,,153,,"The Beta demanded the wedding again, but"
le roi biaisait encore: ,,,,,,154,,the king was still biased:
"un tel simplet, un tel dadais ",,,,,,155,,"such a simpleton, such a dunce"
comme d'ailleurs même son nom l'indiquait ,,,,,,156,,as even its name suggests
pourrait-il devenir le gendre d'un roi? ,,,,,,157,,could he become a king's son-in-law?
Il inventa donc une nouvelle épreuve: ,,,,,,158,,So he invented a new test:
le Bêta devrait d'abord lui amener un homme capable de manger une montagne de pain. ,,,,,,159,,the Beta should first bring him a man capable of eating a mountain of bread.
Le Bêta n'hésita pas une seconde et partit dans la forêt. ,,,,,,160,,The Beta didn't hesitate for a second and set off into the forest.
"À l'endroit habituel était assis un homme, ",,,,,,161,,"A man was sitting in the usual place,"
il serrait sa ceinture avec un air très contrarié:,,,,,,162,,he tightened his belt with a very annoyed look on his face:
"J'ai mangé une charrette de pain, mais à quoi bon quand on a faim comme moi? ",,,,,,163,,"I ate a cartload of bread, but what's the point when you're as hungry as I am?"
Mon estomac est toujours vide et je dois toujours serrer ma ceinture.,,,,,,164,,My stomach is always empty and I always have to tighten my belt.
Le Bêta fut très heureux de l'apprendre et lui dit gaiement:,,,,,,165,,"The Beta was delighted to hear this, and said cheerfully:"
Lève-toi et suis-moi! ,,,,,,166,,Get up and follow me!
"Tu verras, tu mangeras à satiété.",,,,,,167,,"You'll see, you'll eat your fill."
Il emmena l'affamé dans la cour royale. ,,,,,,168,,He took the starving man to the royal courtyard.
"Entre-temps, le roi fit apporter toute la farine du royaume",,,,,,169,,"In the meantime, the king had all the flour in the kingdom brought in"
ordonna d'en faire une montagne de pain. ,,,,,,170,,ordered him to make a mountain of bread.
L'homme de la forêt s'en approcha et se mit à manger. ,,,,,,171,,The man from the forest approached it and began to eat.
"À la fin de la journée, il avait tout englouti. ",,,,,,172,,"By the end of the day, he'd gobbled it all up."
"Et le Bêta, pour la troisième fois, demanda la main de la princesse. ",,,,,,173,,"And the Beta, for the third time, asked for the princess's hand."
Mais le roi se déroba encore en demandant à son futur gendre de ,,,,,,174,,But the king again evaded the issue by asking his future son-in-law to
trouver un bateau qui saurait aussi bien se déplacer ,,,,,,175,,find a boat that can move just as well
sur l'eau et sur la terre.,,,,,,176,,on water and land.
"Dès que tu me l'amèneras, le mariage aura lieu.",,,,,,177,,"As soon as you bring her to me, the wedding will take place."
"Le Bêta repartit dans la forêt et, ",,,,,,178,,"The Beta went back into the forest and,"
là était assis le vieux gnome gris qui dit:,,,,,,179,,there sat the old grey gnome who said:
"J'ai bu pour toi, j'ai mangé pour toi. ",,,,,,180,,"I drank for you, I ate for you."
Et maintenant je vais te procurer ce bateau; ,,,,,,181,,And now I'm going to get you that boat;
tout cela parce que tu as été charitable avec moi.,,,,,,182,,all because you were charitable to me.
"Et, en effet, il lui donna ce bateau ",,,,,,183,,"And, indeed, he gave him this boat"
qui naviguait aussi bien sur l'eau que sur la terre ,,,,,,184,,who navigated both water and land
le roi ne put plus lui refuser la main de sa fille.,,,,,,185,,the king could no longer refuse him his daughter's hand in marriage.
