FR,GLOSS_LSF,GENERATED_LSF,TENSE,GLOSS_LSFB,EN,NUM,GENERATED_FR,GENERATED_EN
,ABOYE WOW WOW ,['Pres']['Past'],,,"and barked, Wow, wow, wow. ",46,"et a aboyé : ""Wow, wow, wow"". ",
,NE ARRETER POUVOIR ,['Imp'],,,"As there was no stopping him, ",47,"Rien ne pouvait l'arrêter, ",
,PAYSAN DIRE OUI ,['Pres'],,,"the peasant said to him, Yes, yes, ",48,"le paysan lui dit : Oui, oui, ",
,TRES BIEN TU SAVOIR WOW WOW WOW ,['Pres'],,,"I know quite well that thou art saying, wow, wow, wow, ",49,"Je sais très bien que tu dis : wow, wow, wow, ",
,TU VEUX PEU VIANDE ,<unk>,,,because thou wantest some of the meat; ,50,parce que tu veux un peu de viande ; ,
,MALHEUREUX DONNAIS TE ,['Pres']['Pres'],,,but I should fare badly if I were to give it to thee. ,51,mais je serais malheureux si je te le donnais. ,
,CHIEN QUANT AUTRE WOW REPONDU WOW ,['Pres']['Past']['Past'],,,"The dog, however, answered nothing but wow, wow. ",52,"Le chien, quant à lui, n'a répondu rien d'autre que wow, wow. ",
,PROMETS NE PAS TOUT DEVORER ,,,,"Wilt thou promise not to devour it all then, ",53,"Promets-moi de ne pas tout dévorer, ",
,TOI TU IRAS TES COMPAGNONS CHERCHER ,,,,and wilt thou go bail for thy companions? ,54,"Et toi, tu iras chercher tes compagnons ? ",
,WOW WOW CHIEN DIRE ,['Pres'],,,"Wow, wow, wow, said the dog. ",55,"Wow, wow, wow, dit le chien. ",
,BIEN POINT INSISTER ,['Fut'],,,"Well, if thou insistest on it, ",56,"Eh bien, si tu insistes sur ce point, ",
,LAISSE TE ,['Pres'],,,I will leave it for thee; ,57,Je te le laisse ; ,
,BIEN TE CONNAITRE TON MAITRE SAVOIR ,['Pres']['Pres']['Pres']['Pres'],,,"I know thee well, and know who is thy master; ",58,Je te connais bien et je sais qui est ton maître ; ,
,DIS VOICI TE ,['Pres'],,,"but this I tell thee, ",59,"mais voici ce que je te dis, ",
,TROIS ARGENT JOURS FALLOIR AVOIR SINON MAL TOI ALLER PASSER ,['Pres']['Pres']['Pres'],,,I must have my money in three days or else it will go ill with thee; ,60,"Il faut que j'aie mon argent dans trois jours, sinon ça va mal se passer avec toi ; ",
,PARLES FALLOIR ,['Pres'],,,thou must just bring it out to me. ,61,Il faut que tu m'en parles. ,
,ALORS VIANDE DECHARGER FIT DEMI-TOUR ,['Pres'],,,"Thereupon he unloaded the meat and turned back again, ",62,"Il déchargea alors la viande et fit demi-tour, ",
,CHIENS JETES DESSUS BRUYAMMENT ABOYE WOW WOW ,['Pres']['Past']['Past']['Pres']['Past']['Past'],,,"the dogs fell upon it and loudly barked, wow, wow.",63,"les chiens se sont jetés dessus et ont aboyé bruyamment, wow, wow.",
,PAYSAN LOIN ENTENDRE DIRE ,['Imp']['Pres'],,,"The countryman, who heard them from afar, said to himself, ",64,"Le paysan, qui les entendait de loin, se dit en lui-même, ",
,TOUS VOULOIR PLUS GRAND DOIT ETRE REMETTRE ,['Pres']['Pres'],,,"Hark, now they all want some, but the big one is responsible to me for it.",65,"Ils en veulent tous, mais c'est à moi que le plus grand doit s'en remettre.",
,TROIS JOURS ECOULES PAYSAN REFLECHIT ,['Past']['Past'],,,"When three days had passed, the countryman thought, ",66,"Lorsque trois jours se furent écoulés, le paysan réfléchit, ",
,SOIR ARGENT POCHE ,['Fut'],,,"To-night my money will be in my pocket, ",67,"Ce soir, mon argent sera dans ma poche, ",
,REJOUIT NE PERSONNE VOULOIR VENIR PAYER ,['Pres']['Imp'],,,and was quite delighted. But no one would come and pay it. ,68,et s'en réjouit. Mais personne ne voulait venir payer. ,
,NE PLUS CONFIANCE PERSONNE POUVOIR FAIRE DIRE ,['Pres']['Pres'],,,"There is no trusting any one now, said he; ",69,"On ne peut plus faire confiance à personne, dit-il ; ",
,PATIENCE FINIR PERDRE ,['Past'],,,"and at last he lost patience, ",70,"et il finit par perdre patience, ",
,VILLE ARGENT RENDRE BOUCHER RECLAMER ,['Past'],,,and went into the town to the butcher and demanded his money. ,71,et se rendit en ville chez le boucher pour lui réclamer son argent. ,
,BOUCHER BLAGUE CRU ,['Pres']['Past'],,,"The butcher thought it was a joke, ",72,"Le boucher a cru à une blague, ",
,PAYSAN DIT PLAISANTERIE PART ,['Past'],,,"but the peasant said, Jesting apart, ",73,"mais le paysan dit, plaisanterie à part, ",
,ARGENT AVOIR ,['Fut'],,,I will have my money! ,74,J'aurai mon argent ! ,
,GRAND CHIEN NE PAS APPORTE TROIS JOURS AVOIR INTEGRALITE VACHE ABATTUE ,['Pres']['Past']['Pres'],,,Did not the great dog bring you the whole of the slaughtered cow three days ago? ,75,"Le grand chien ne vous a-t-il pas apporté, il y a trois jours, l'intégralité de la vache abattue ? ",
,BOUCHER ALORS COLERE METTRE MANCHE BALAI PRENDRE CHASSA ,['Past']['Pres'],,,"Then the butcher grew angry, snatched a broomstick and drove him out. ",76,"Le boucher se mit alors en colère, prit un manche à balai et le chassa. ",
,PEU ATTENDRE PAYSAN DIRE ENCORE JUSTICE MONDE AVOIR ,['Pres']['Pres'],,,"Wait a while, said the peasant, there is still some justice in the world! ",77,"Attendez un peu, dit le paysan, il y a encore de la justice dans le monde ! ",
,PALAIS AUDIENCE RENDRE ROYAL DEMANDER ,['Past']['Past'],,,and went to the royal palace and begged for an audience. ,78,et se rendit au palais royal pour demander une audience. ,
,CONDUISIT ROI FILLE ASSIS ,['Imp']['Past'],,,"He was led before the King, who sat there with his daughter, ",79,"On le conduisit devant le roi, qui était assis avec sa fille, ",
,BLESSURE SUBIE DEMANDE ,['Pres']['Past']['Imp'],,,and asked him what injury he had suffered. ,80,et lui a demandé quelle blessure il avait subie. ,
,DIT GRENOUILLES CHIENS PRIS APPARTENIR ,['Past']['Pres']['Past']['Pres'],,,"Alas! said he, the frogs and the dogs have taken from me what is mine, ",81,"Hélas ! dit-il, les grenouilles et les chiens m'ont pris ce qui m'appartient, ",
,BOUCHER BATON PAYE ,['Pres']['Past'],,,"and the butcher has paid me for it with the stick, ",82,"et le boucher m'a payé avec le bâton, ",
,LONGUEMENT TOUT RACONTER PASSE ,['Pres']['Imp']['Past'],,,and he related at full length all that had happened. ,83,et il raconta longuement tout ce qui s'était passé. ,
,FILLE ROI ALORS RIRE BON CŒUR METTRE ,['Past'],,,"Thereupon the Kings daughter began to laugh heartily, ",84,"La fille du roi se mit alors à rire de bon cœur, ",
,ROI DIRE ,['Pres'],,,"and the King said to him, ",85,"et le roi lui dit, ",
,NE PAS JUSTICE POINT POUVOIR RENDRE ,['Pres'],,,"I cannot give you justice in this, ",86,"Je ne peux pas vous rendre justice sur ce point, ",
,FILLE EPOUSE AVOIR ,['Fut'],,,"but you shall have my daughter to wife for it, ",87,"mais vous aurez ma fille comme épouse pour cela, ",
,TOUTE VIE JAMAIS TON SUJET RIRE VENIR FAIRE ,['Pres']['Pres']['Pres'],,,"in her whole life she has never yet laughed as she has just done at thee, ",88,"de toute sa vie, elle n'a jamais ri comme elle vient de le faire à ton sujet, ",
,RIRE PROMISE POUVOIR ,['Pres']['Past']['Pres'],,,and I have promised her to him who could make her laugh. ,89,et je l'ai promise à celui qui pourrait la faire rire. ,
,PEUX DIEU CHANCE REMERCIER ,['Imp'],,,Thou mayst thank God for thy good fortune!,90,Tu peux remercier Dieu de ta chance !,
,OH PAYSAN REPONDRE ,['Pres'],,,"Oh, answered the peasant, ",91,"Oh, répondit le paysan, ",
,NE VEUX PAS ,<unk>,,,"I will not have her, ",92,"Je ne veux pas d'elle, ",
,DEJA FEMME ,['Pres'],,,"I have a wife already, ",93,"J'ai déjà une femme, ",
,TROP ,['Pres'],,,and she is one too many for me; ,94,et elle est de trop pour moi ; ,
,RENTRE AUSSI GRAVE FEMME COIN RUE AVOIR ,['Pres']['Pres']['Pres'],,,"when I go home, it is just as bad as if I had a wife standing in every corner.",95,"Quand je rentre chez moi, c'est aussi grave que si j'avais une femme à chaque coin de rue.",
,ROI COLERE METTRE DIRE RUSTRE ,['Past']['Pres'],,,"Then the King grew angry, and said, Thou art a boor. ",96,Le roi se mit en colère et dit : Tu es un rustre. ,
,AH SEIGNEUR ROI PAYSAN REPONDRE BŒUF POUVOIR ATTENDRE BŒUF ,['Pres']['Pres']['Pres'],,,"Ah, Lord King, replied the peasant, what can you expect from an ox, but beef?",97,"Ah, Seigneur Roi, répondit le paysan, que peut-on attendre d'un bœuf, si ce n'est du bœuf ?",
,ARRETE ROI REPONDRE TU AURAS AUTRE RECOMPENSE ,['Pres'],,,"Stop, answered the King, thou shalt have another reward. ",98,"Arrête, répondit le roi, tu auras une autre récompense. ",
,MAINTENANT ALLER TROIS JOURS REVENIR ,['Pres']['Fut'],,,"Be off now, but come back in three days, ",99,"Je m'en vais maintenant, mais je reviendrai dans trois jours, ",
,CINQ TU ALORS CENTS DOLLARS TOTALITE AVOIR DEBOURSER ,['Pres'],,,and then thou shalt have five hundred counted out in full.,100,et tu auras alors cinq cents dollars à débourser en totalité.,
,PAYSAN PORTE SORTIT SENTINELLE DIT ,['Past']['Past'],,,"When the peasant went out by the gate, the sentry said, ",101,"Lorsque le paysan sortit par la porte, la sentinelle dit, ",
,FILLE ROI RIRE ,['Past'],,,"Thou hast made the Kings daughter laugh, ",102,"Tu as fait rire la fille du roi, ",
,TU RECEVRAS CERTAINEMENT CHOSE BON ,<unk>,,,so thou wilt certainly receive something good. ,103,tu recevras certainement quelque chose de bon. ,
,OUI PENSE PAYSAN REPONDRE ,['Pres']['Pres']['Pres'],,,"Yes, that is what I think, answered the peasant; ",104,"Oui, c'est ce que je pense, répondit le paysan ; ",
,CINQ CENTS DEVOIR DECOMPTES ,['Pres']['Past'],,,five hundred are to be counted out to me. ,105,cinq cents doivent m'être décomptés. ,
,ECOUTE SOLDAT DIRE PEU DONNE ,['Pres']['Pres'],,,"Hark thee, said the soldier, give me some of it. ",106,"Écoute, dit le soldat, donne-m'en un peu. ",
,TOUT ARGENT FAIRE ,,,,What canst thou do with all that money? ,107,Que peux-tu faire avec tout cet argent ? ,
,TOI PAYSAN DIRE DEUX AURAS CENTS TU ,['Pres']['Past'],,,"As it is thou, said the peasant, thou shalt have two hundred; ",108,"Toi, dit le paysan, tu en auras deux cents ; ",
,TROIS PRESENTE TOI JOURS ROI ,<unk>,,,"present thyself in three days time before the King, ",109,"Présente-toi dans trois jours devant le roi, ",
,PAYEE ,['Pres']['Past'],,,and let it be paid to thee. ,110,et qu'elle te soit payée. ,
,JUIF PROXIMITE TROUVER CONVERSATION ENTENDU ,['Imp']['Imp']['Past'],,,"A Jew, who was standing by and had heard the conversation, ",111,"Un Juif, qui se trouvait à proximité et qui avait entendu la conversation, ",
,COURUT PAYSAN TINT MANTEAU ,<unk>,,,"ran after the peasant, held him by the coat, ",112,"courut après le paysan et le tint par le manteau, ",
,DIT OH TU MERVEILLE QUELLE CHANCE AS ,['Past'],,,"and said, Oh, wonder! what a luck-child thou art! ",113,"et dit : Oh, merveille ! quelle chance tu as ! ",
,TOI ALLER CHANGER ,['Pres'],,,"I will change it for thee, ",114,"Je vais le changer pour toi, ",
,CHANGERAI PETITES PIECES TE ,['Pres'],,,"I will change it for thee into small coins, ",115,"Je te la changerai en petites pièces, ",
,TU VEUX GRANDS THALERS ,<unk>,,,what dost thou want with the great thalers? ,116,que veux-tu avec les grands thalers ? ,
,JUIF PAYSAN DIRE TU TROIS ENCORE CENTS POUVOIR AVOIR ,['Pres']['Pres'],,,"Jew, said the countryman, three hundred canst thou still have; ",117,"Juif, dit le paysan, tu peux encore en avoir trois cents ; ",
,IMMEDIATEMENT PIECES DONNER TROIS JOURS JOUR COMPTER ,,,,"give it to me at once in coin, in three days from this, ",118,"me le donner immédiatement en pièces, dans trois jours à compter de ce jour, ",
,TU SERAS ROI PAYE JUIF GAIN RAVI ,['Past']['Pres']['Past'],,,"thou wilt be paid for it by the King. The Jew was delighted with the profit,",119,"tu seras payé par le roi. Le Juif est ravi du gain,",
,SOMME MAUVAIS GROSCHEN APPORTE ,['Pres']['Past'],,,"and brought the sum in bad groschen, ",120,"et a apporté la somme en mauvais groschen, ",
,TROIS DEUX VALAIENT BONS ,<unk>,,,three of which were worth two good ones. ,121,dont trois valaient deux bons. ,
,TROIS JOURS ORDRE ROI ,<unk>,,,"After three days had passed, according to the Kings command, ",122,"Après trois jours, selon l'ordre du roi, ",
,PAYSAN ROI RENDRE ,['Past'],,,the peasant went before the King. ,123,le paysan se rendit devant le roi. ,
,ENLEVEZ MANTEAU DERNIER DIRE ,['Pres'],,,"Pull his coat off, said the latter, ",124,"Enlevez-lui son manteau, dit ce dernier, ",
,CINQ CENTS AVOIR PAYSAN DIT ,['Fut']['Past'],,,"and he shall have his five hundred. Ah! said the peasant, ",125,"et il aura ses cinq cents. Ah ! dit le paysan, ",
,NE PLUS APPARTENIR ,['Pres'],,,they no longer belong to me; ,126,ils ne m'appartiennent plus ; ,
,DEUX CENTS SENTINELLE PRESENTE ,['Pres']['Past'],,,"I presented two hundred of them to the sentinel, ",127,"J'en ai présenté deux cents à la sentinelle, ",
,TROIS CENTS JUIF CHANGE ,['Pres']['Past'],,,"and three hundred the Jew has changed for me, ",128,"et trois cents, le Juif a changé pour moi, ",
,DONC DROIT NE APPARTENIR ,['Pres'],,,so by right nothing at all belongs to me. ,129,"donc, de droit, rien ne m'appartient. ",
,ENTRE-TEMPS SOLDAT JUIF ENTRES PAYSAN RECLAME OBTENU ,['Pres']['Past']['Pres']['Past']['Imp']['Past'],,,"In the meantime the soldier and the Jew entered and claimed what they had gained from the peasant, ",130,"Entre-temps, le soldat et le juif sont entrés et ont réclamé ce qu'ils avaient obtenu du paysan, ",
,COUPS STRICTEMENT RECU COMPTES ,['Pres']['Past']['Past'],,,and they received the blows strictly counted out. ,131,et ils ont reçu les coups strictement comptés. ,
,SOLDAT PATIEMMENT SUPPORTE DEJA GOUT CONNAITRE ,['Pres']['Past']['Imp'],,,"The soldier bore it patiently and knew already how it tasted, ",132,"Le soldat l'a supporté patiemment et connaissait déjà son goût, ",
,JUIF TRISTESSE DIRE ,['Pres'],,,"but the Jew said sorrowfully, ",133,"mais le Juif dit avec tristesse, ",
,LOURDS THALERS AGIR ,['Past'],,,"Alas, alas, are these the heavy thalers? ",134,"Hélas, hélas, s'agit-il des lourds thalers ? ",
,ROI NE RIRE PAYSAN POUVOIR EMPECHER ,['Pres'],,,"The King could not help laughing at the peasant, ",135,"Le roi ne peut s'empêcher de rire du paysan, ",
,TOUTE COLERE DISSIPEE DIRE ,['Imp']['Past']['Pres'],,,"and as all his anger was gone, he said, ",136,"et comme toute sa colère s'était dissipée, il dit, ",
,DEJA RECOMPENSE NE TOMBEE TON ESCARCELLE PERDRE ,['Imp']['Pres']['Pres'],,,"As thou hast already lost thy reward before it fell to thy lot, ",137,"Comme tu as déjà perdu ta récompense avant qu'elle ne soit tombée dans ton escarcelle, ",
,CHOSE PLACE TE DONNER ,['Pres']['Fut'],,,I will give thee something in the place of it. ,138,Je te donnerai quelque chose à la place. ,
,CHAMBRE TRESORS ALLER PRENDS PEU ARGENT TOI ,['Pres'],,,"Go into my treasure chamber and get some money for thyself, ",139,"Va dans ma chambre des trésors et prends un peu d'argent pour toi, ",
,AUTANT SOUHAITES ,<unk>,,,as much as thou wilt. ,140,autant que tu le souhaites. ,
,PAYSAN PAS BESOIN AVOIR REPETE ,['Pres']['Pres'],,,"The peasant did not need to be told twice, ",141,"Le paysan n'a pas besoin qu'on le lui répète, ",
,GRANDES POCHES TOUT METTRE POUVOIR ENTRER ,['Imp']['Imp'],,,and stuffed into his big pockets whatsoever would go in. ,142,et mettait dans ses grandes poches tout ce qui pouvait y entrer. ,
,ENSUITE AUBERGE RENDRE COMPTA ARGENT ,['Past'],,,Afterwards he went to an inn and counted out his money. ,143,Il se rendit ensuite dans une auberge et compta son argent. ,
,JUIF GLISSE COMMENT ENTENDU MARMONNER ,['Imp']['Past']['Imp']['Past']['Imp'],,,"The Jew had crept after him and heard how he muttered to himself, ",144,"Le Juif s'était glissé derrière lui et avait entendu comment il marmonnait pour lui-même, ",
,VOYOU ROI TOUT TROMPE ,['Pres']['Past'],,,"That rogue of a King has cheated me after all, ",145,"Ce voyou de roi m'a trompé après tout, ",
,POURQUOI PAS ARGENT PU DONNER ,['Pres']['Past'],,,"why could he not have given me the money himself, ",146,"pourquoi n'a-t-il pas pu me donner l'argent lui-même, ",
,AURAIS DU SAVOIR AVOIR ,['Pres'],,,and then I should have known what I had? ,147,et j'aurais dû savoir ce que j'avais ? ,
,COMMENT MAINTENANT CHANCE POCHES JUSTE NON SAVOIR EU METTRE ,['Pres']['Past']['Pres'],,,How can I tell now if what I have had the luck to put in my pockets is right or not? ,148,Comment puis-je savoir maintenant si ce que j'ai eu la chance de mettre dans mes poches est juste ou non ? ,
,CIEL JUIF DIRE HOMME PARLE FACON IRRESPECTUEUSE SEIGNEUR ROI ,['Pres'],,,"Good heavens! said the Jew to himself, that man is speaking disrespectfully of our lord the King, ",149,"Ciel ! se dit le Juif, cet homme parle de façon irrespectueuse de notre seigneur le Roi, ",
,PRESENTER INFORMERAI ,['Fut'],,,"I will run and inform, ",150,"Je me présenterai et j'informerai, ",
,RECOMPENSE OBTIENDRAI ,['Past'],,,"and then I shall get a reward, ",151,"et j'obtiendrai une récompense, ",
,EGALEMENT PUNI ,['Fut']['Past'],,,and he will be punished as well.,152,et il sera également puni.,
,ROI PAROLES PAYSANS ENTENDRE COLERE METTRE ,['Pres']['Past'],,,"When the King heard of the peasants words he fell into a passion, ",153,"Lorsque le roi entendit les paroles des paysans, il se mit en colère, ",
,JUIF DELINQUANT ORDONNER ALLER AMENER ,['Past'],,,and commanded the Jew to go and bring the offender to him. ,154,et il ordonna au Juif d'aller lui amener le délinquant. ,
,JUIF COURT PAYSAN ,<unk>,,,"The Jew ran to the peasant, ",155,"Le juif court vers le paysan, ",
,IMMEDIATEMENT SEIGNEUR ROI VETEMENTS DEVOIR RENDRE PORTER ,['Pres']['Pres'],,,You are to go at once to the lord King in the very clothes you have on. ,156,Vous devez vous rendre immédiatement chez le seigneur roi dans les vêtements que vous portez. ,
,JUSTE MIEUX SAVOIR PAYSAN REPONDRE ,['Pres']['Pres']['Pres'],,,"I know whats right better than that, answered the peasant, ",157,"Je sais ce qui est juste mieux que cela, répondit le paysan, ",
,ABORD NOUVEAU MANTEAU ALLER FAIRE ,['Pres'],,,I shall have a new coat made first. ,158,Je vais d'abord me faire faire un nouveau manteau. ,
,TU HOMME TANT ARGENT POCHE LA BAS VIEUX MANTEAU LAMBEAUX PENSER AVOIR ALLER ALLER ,['Imp']['Pres']['Pres'],,,Dost thou think that a man with so much money in his pocket is to go there in his ragged old coat? ,159,Penses-tu qu'un homme qui a tant d'argent en poche va aller là-bas dans son vieux manteau en lambeaux ? ,
,JUIF PAYSAN NE PAS AUTRE MANTEAU VOYANT BOUGER ,['Pres']['Pres'],,,"The Jew, as he saw that the peasant would not stir without another coat, ",160,"Le Juif, voyant que le paysan ne bougerait pas sans un autre manteau, ",
,COLERE ROI CRAINDRE APAISER ,['Imp']['Imp'],,,"and as he feared that if the Kings anger cooled, ",161,"et qu'il craignait que si la colère du roi s'apaisait, ",
,RECOMPENSE PERDRE ,['Imp'],,,"he himself would lose his reward, ",162,"il perdrait lui-même sa récompense, ",
,PAYSAN PUNITION DIT ,['Past'],,,"and the peasant his punishment, said, ",163,"et le paysan sa punition, dit, ",
,PURE MANTEAU COURTE PERIODE TE PRETER ,['Pres'],,,I will out of pure friendship lend thee a coat for the short time. ,164,"Par pure amitié, je te prêterai un manteau pour une courte période. ",
,GENS NE PAS AMOUR FAIRE ,['Pres']['Pres'],,,What will people not do for love! ,165,Qu'est-ce que les gens ne font pas par amour ! ,
,PAYSAN CONTENTA MANTEAU JUIFS METTRE PARTIT ,['Past'],,,"The peasant was contented with this, put the Jews coat on, and went off with him.",166,"Le paysan s'en contenta, mit le manteau des Juifs et partit avec lui.",
,ROI COMPATRIOTE PROPOS MALVEILLANTS JUIF REPROCHER INFORME ,['Pres']['Imp']['Past'],,,The King reproached the countryman because of the evil speaking of which the Jew had informed him. ,167,Le roi reprocha à son compatriote les propos malveillants dont le juif l'avait informé. ,
,AH PAYSAN DIRE JUIF TOUJOURS FAUX DIRE ,['Pres']['Pres']['Pres'],,,"Ah, said the peasant, what a Jew says is always false ",168,"Ah, dit le paysan, ce que dit un juif est toujours faux ",
